Date,open,high,low,close,volume,adjusted_close
1989-07-26,1.500,1.500,1.500,1.500,300,2.094
1989-07-27,1.500,1.625,1.500,1.625,900,2.268
1989-07-28,1.500,1.500,1.500,1.500,4400,2.094
1989-07-31,1.500,1.500,1.500,1.500,2500,2.094
1989-08-01,1.625,1.625,1.625,1.625,500,2.268
1989-08-02,1.500,1.500,1.500,1.500,2100,2.094
1989-08-03,1.500,1.625,1.500,1.500,2200,2.094
1989-08-04,1.500,1.500,1.500,1.500,1100,2.094
1989-08-07,1.500,1.500,1.500,1.500,2000,2.094
1989-08-08,1.375,1.375,1.375,1.375,5000,1.919
1989-08-09,1.375,1.500,1.375,1.500,2400,2.094
1989-08-10,1.500,1.500,1.500,1.500,3300,2.094
1989-08-11,1.500,1.500,1.500,1.500,500,2.094
1989-08-14,1.500,1.500,1.500,1.500,200,2.094
1989-08-15,1.500,1.500,1.500,1.500,200,2.094
1989-08-16,1.500,1.500,1.500,1.500,0,2.094
1989-08-17,1.375,1.375,1.375,1.375,300,1.919
1989-08-18,1.500,1.500,1.500,1.500,300,2.094
1989-08-21,1.375,1.375,1.375,1.375,200,1.919
1989-08-22,1.375,1.375,1.375,1.375,400,1.919
1989-08-23,1.500,1.500,1.500,1.500,500,2.094
1989-08-24,1.500,1.500,1.500,1.500,700,2.094
1989-08-25,1.500,1.500,1.500,1.500,100,2.094
1989-08-28,1.500,1.500,1.500,1.500,100,2.094
1989-08-29,1.500,1.500,1.500,1.500,700,2.094
1989-08-30,1.500,1.500,1.500,1.500,500,2.094
1989-08-31,1.500,1.500,1.500,1.500,200,2.094
1989-09-01,1.500,1.500,1.500,1.500,200,2.094
1989-09-05,1.500,1.625,1.500,1.500,1300,2.094
1989-09-06,1.500,1.500,1.500,1.500,0,2.094
1989-09-07,1.500,1.625,1.500,1.625,1300,2.268
1989-09-08,1.500,1.500,1.500,1.500,100,2.094
1989-09-11,1.500,1.500,1.500,1.500,0,2.094
1989-09-12,1.500,1.625,1.500,1.500,600,2.094
1989-09-13,1.500,1.500,1.500,1.500,1500,2.094
1989-09-14,1.500,1.500,1.500,1.500,0,2.094
1989-09-15,1.500,1.500,1.500,1.500,0,2.094
1989-09-18,1.500,1.500,1.500,1.500,1300,2.094
1989-09-19,1.500,1.500,1.500,1.500,1500,2.094
1989-09-20,1.500,1.500,1.375,1.500,7900,2.094
1989-09-21,1.500,1.500,1.500,1.500,300,2.094
1989-09-22,1.500,1.500,1.500,1.500,0,2.094
1989-09-25,1.375,1.375,1.375,1.375,1100,1.919
1989-09-26,1.375,1.500,1.375,1.375,2700,1.919
1989-09-27,1.375,1.375,1.375,1.375,0,1.919
1989-09-28,1.375,1.375,1.375,1.375,0,1.919
1989-09-29,1.375,1.375,1.375,1.375,0,1.919
1989-10-02,1.375,1.375,1.375,1.375,0,1.919
1989-10-03,1.375,1.375,1.375,1.375,3200,1.919
1989-10-04,1.375,1.500,1.375,1.375,500,1.919
1989-10-05,1.375,1.500,1.375,1.375,1700,1.919
1989-10-06,1.375,1.375,1.375,1.375,1600,1.919
1989-10-09,1.375,1.375,1.375,1.375,100,1.919
1989-10-10,1.375,1.500,1.375,1.500,1500,2.094
1989-10-11,1.375,1.375,1.375,1.375,1100,1.919
1989-10-12,1.375,1.375,1.375,1.375,0,1.919
1989-10-13,1.500,1.500,1.500,1.500,2600,2.094
1989-10-16,1.375,1.375,1.375,1.375,4000,1.919
1989-10-17,1.375,1.375,1.375,1.375,0,1.919
1989-10-18,1.500,1.500,1.500,1.500,300,2.094
1989-10-19,1.500,1.500,1.500,1.500,0,2.094
1989-10-20,1.375,1.375,1.375,1.375,400,1.919
1989-10-23,1.375,1.375,1.375,1.375,100,1.919
1989-10-24,1.375,1.375,1.375,1.375,2500,1.919
1989-10-25,1.375,1.375,1.375,1.375,500,1.919
1989-10-26,1.375,1.375,1.375,1.375,0,1.919
1989-10-27,1.375,1.375,1.375,1.375,0,1.919
1989-10-30,1.375,1.375,1.375,1.375,100,1.919
1989-10-31,1.375,1.375,1.375,1.375,500,1.919
1989-11-01,1.375,1.375,1.375,1.375,500,1.919
1989-11-02,1.375,1.375,1.375,1.375,1300,1.919
1989-11-03,1.375,1.375,1.375,1.375,1500,1.919
1989-11-06,1.375,1.375,1.375,1.375,100,1.919
1989-11-07,1.375,1.375,1.375,1.375,0,1.919
1989-11-08,1.375,1.375,1.375,1.375,400,1.919
1989-11-09,1.375,1.375,1.375,1.375,0,1.919
1989-11-10,1.375,1.500,1.375,1.375,4700,1.919
1989-11-13,1.375,1.375,1.375,1.375,1400,1.919
1989-11-14,1.375,1.500,1.375,1.500,1700,2.094
1989-11-15,1.500,1.500,1.375,1.375,300,1.919
1989-11-16,1.375,1.500,1.375,1.500,1300,2.094
1989-11-17,1.500,1.500,1.375,1.375,400,1.919
1989-11-20,1.500,1.500,1.500,1.500,1400,2.094
1989-11-21,1.500,1.500,1.500,1.500,1500,2.094
1989-11-22,1.500,1.625,1.500,1.500,1000,2.094
1989-11-24,1.500,1.500,1.500,1.500,0,2.094
1989-11-27,1.500,1.500,1.500,1.500,1000,2.094
1989-11-28,1.500,1.500,1.500,1.500,0,2.094
1989-11-29,1.500,1.500,1.500,1.500,0,2.094
1989-11-30,1.500,1.500,1.500,1.500,100,2.094
1989-12-01,1.625,1.625,1.625,1.625,3000,2.268
1989-12-04,1.625,1.750,1.500,1.750,1300,2.443
1989-12-05,1.750,1.750,1.500,1.500,2300,2.094
1989-12-06,1.500,1.625,1.500,1.625,600,2.268
1989-12-07,1.625,1.750,1.625,1.750,5300,2.443
1989-12-08,1.750,1.750,1.750,1.750,3600,2.443
1989-12-11,1.750,1.750,1.625,1.625,600,2.268
1989-12-12,1.625,1.750,1.625,1.750,800,2.443
1989-12-13,1.750,1.750,1.625,1.625,900,2.268
1989-12-14,1.625,1.625,1.625,1.625,0,2.268
1989-12-15,1.750,1.750,1.750,1.750,200,2.443
1989-12-18,1.750,1.750,1.625,1.750,4000,2.443
1989-12-19,1.625,1.625,1.625,1.625,800,2.268
1989-12-20,1.625,1.625,1.625,1.625,0,2.268
1989-12-21,1.625,1.625,1.625,1.625,900,2.268
1989-12-22,1.625,1.625,1.625,1.625,200,2.268
1989-12-26,1.625,1.625,1.625,1.625,100,2.268
1989-12-27,1.625,1.625,1.625,1.625,600,2.268
1989-12-28,1.625,1.625,1.625,1.625,1500,2.268
1989-12-29,1.625,1.750,1.625,1.625,2100,2.268
1990-01-02,1.750,1.750,1.750,1.750,200,2.443
1990-01-03,1.750,1.750,1.750,1.750,1500,2.443
1990-01-04,1.750,1.750,1.750,1.750,8700,2.443
1990-01-05,1.750,1.875,1.750,1.750,1600,2.443
1990-01-08,1.875,1.875,1.875,1.875,400,2.617
1990-01-09,1.875,1.875,1.875,1.875,1100,2.617
1990-01-10,1.875,1.875,1.750,1.750,1600,2.443
1990-01-11,1.750,1.750,1.750,1.750,0,2.443
1990-01-12,1.750,1.875,1.625,1.750,2800,2.443
1990-01-15,1.750,1.750,1.750,1.750,0,2.443
1990-01-16,1.750,1.875,1.750,1.875,800,2.617
1990-01-17,1.875,1.875,1.750,1.875,1700,2.617
1990-01-18,1.875,1.875,1.750,1.875,2000,2.617
1990-01-19,1.875,1.875,1.750,1.750,1300,2.443
1990-01-22,1.750,1.750,1.750,1.750,0,2.443
1990-01-23,1.750,1.875,1.750,1.875,700,2.617
1990-01-24,1.875,1.875,1.875,1.875,0,2.617
1990-01-25,1.750,1.750,1.750,1.750,100,2.443
1990-01-26,1.750,1.750,1.750,1.750,1400,2.443
1990-01-29,1.625,1.625,1.625,1.625,9000,2.268
1990-01-30,1.625,1.625,1.500,1.500,3700,2.094
1990-01-31,1.500,1.500,1.500,1.500,10600,2.094
1990-02-01,1.500,1.500,1.500,1.500,0,2.094
1990-02-02,1.500,1.500,1.500,1.500,0,2.094
1990-02-05,1.500,1.500,1.500,1.500,0,2.094
1990-02-06,1.500,1.625,1.500,1.625,1200,2.268
1990-02-07,1.625,1.625,1.625,1.625,0,2.268
1990-02-08,1.625,1.625,1.625,1.625,300,2.268
1990-02-09,1.625,1.625,1.625,1.625,600,2.268
1990-02-12,1.625,1.750,1.500,1.625,5700,2.268
1990-02-13,1.625,1.750,1.625,1.750,8300,2.443
1990-02-14,1.750,1.750,1.625,1.625,2100,2.268
1990-02-15,1.625,1.875,1.625,1.875,11000,2.617
1990-02-16,1.875,2.125,1.875,2.125,10200,2.966
1990-02-20,2.125,2.125,2.000,2.125,8200,2.966
1990-02-21,2.000,2.000,1.875,2.000,1600,2.791
1990-02-22,2.000,2.000,2.000,2.000,9500,2.791
1990-02-23,2.000,2.000,2.000,2.000,1100,2.791
1990-02-26,2.000,2.000,1.875,2.000,1600,2.791
1990-02-27,2.000,2.125,2.000,2.125,14200,2.966
1990-02-28,2.125,2.250,2.125,2.250,11400,3.140
1990-03-01,2.250,2.500,2.250,2.500,13100,3.489
1990-03-02,2.375,2.375,2.375,2.375,2700,3.315
1990-03-05,2.375,2.375,2.250,2.250,400,3.140
1990-03-06,2.250,2.500,2.250,2.500,15500,3.489
1990-03-07,2.500,2.500,2.375,2.375,7400,3.315
1990-03-08,2.375,2.500,2.250,2.500,11500,3.489
1990-03-09,2.375,2.375,2.125,2.125,6500,2.966
1990-03-12,2.125,2.125,2.125,2.125,6200,2.966
1990-03-13,2.125,2.125,2.000,2.125,9800,2.966
1990-03-14,2.125,2.125,2.000,2.000,4400,2.791
1990-03-15,2.125,2.125,2.125,2.125,2700,2.966
1990-03-16,2.125,2.250,2.125,2.125,4700,2.966
1990-03-19,2.125,2.125,2.000,2.125,6900,2.966
1990-03-20,2.125,2.250,2.125,2.250,5500,3.140
1990-03-21,2.250,2.375,2.250,2.375,5200,3.315
1990-03-22,2.375,2.375,2.250,2.250,7700,3.140
1990-03-23,2.250,2.375,2.250,2.375,6300,3.315
1990-03-26,2.375,2.375,2.250,2.375,1500,3.315
1990-03-27,2.375,2.375,2.375,2.375,2200,3.315
1990-03-28,2.375,2.375,2.250,2.250,600,3.140
1990-03-29,2.250,2.500,2.250,2.250,4900,3.140
1990-03-30,2.250,2.375,2.250,2.375,1800,3.315
1990-04-02,2.375,2.375,2.250,2.250,600,3.140
1990-04-03,2.250,2.375,2.250,2.375,4800,3.315
1990-04-04,2.375,2.375,2.250,2.375,3300,3.315
1990-04-05,2.250,2.250,2.250,2.250,6000,3.140
1990-04-06,2.250,2.250,2.250,2.250,1900,3.140
1990-04-09,2.250,2.250,2.250,2.250,900,3.140
1990-04-10,2.250,2.375,2.250,2.375,2300,3.315
1990-04-11,2.250,2.250,2.000,2.000,6000,2.791
1990-04-12,1.875,1.875,1.875,1.875,400,2.617
1990-04-16,1.875,1.875,1.875,1.875,200,2.617
1990-04-17,1.875,2.000,1.875,1.875,3400,2.617
1990-04-18,2.000,2.000,2.000,2.000,2100,2.791
1990-04-19,2.000,2.000,1.875,1.875,700,2.617
1990-04-20,1.875,1.875,1.875,1.875,1100,2.617
1990-04-23,1.875,1.875,1.875,1.875,800,2.617
1990-04-24,1.875,1.875,1.875,1.875,0,2.617
1990-04-25,1.875,1.875,1.875,1.875,100,2.617
1990-04-26,1.875,1.875,1.875,1.875,300,2.617
1990-04-27,1.875,1.875,1.875,1.875,700,2.617
1990-04-30,1.875,2.000,1.875,2.000,600,2.791
1990-05-01,2.000,2.000,1.875,2.000,4000,2.791
1990-05-02,2.000,2.000,1.875,1.875,1900,2.617
1990-05-03,1.875,2.000,1.875,2.000,800,2.791
1990-05-04,2.000,2.000,2.000,2.000,300,2.791
1990-05-07,2.000,2.000,2.000,2.000,0,2.791
1990-05-08,2.000,2.000,2.000,2.000,0,2.791
1990-05-09,2.000,2.000,1.875,1.875,1800,2.617
1990-05-10,1.875,2.000,1.875,1.875,1100,2.617
1990-05-11,1.875,2.000,1.875,1.875,800,2.617
1990-05-14,1.875,1.875,1.875,1.875,1400,2.617
1990-05-15,1.875,1.875,1.875,1.875,1500,2.617
1990-05-16,1.875,2.000,1.875,1.875,3800,2.617
1990-05-17,1.875,1.875,1.750,1.875,4700,2.617
1990-05-18,1.750,1.750,1.750,1.750,100,2.443
1990-05-21,1.750,1.875,1.750,1.750,800,2.443
1990-05-22,1.750,1.875,1.750,1.875,2500,2.617
1990-05-23,1.875,1.875,1.875,1.875,0,2.617
1990-05-24,1.875,1.875,1.875,1.875,800,2.617
1990-05-25,1.875,1.875,1.750,1.875,900,2.617
1990-05-29,1.875,1.875,1.750,1.750,2000,2.443
1990-05-30,1.875,1.875,1.875,1.875,100,2.617
1990-05-31,1.875,2.000,1.875,2.000,300,2.791
1990-06-01,1.875,1.875,1.875,1.875,900,2.617
1990-06-04,1.750,1.750,1.750,1.750,3500,2.443
1990-06-05,1.750,1.875,1.750,1.875,1500,2.617
1990-06-06,1.750,1.750,1.750,1.750,500,2.443
1990-06-07,1.750,1.750,1.750,1.750,0,2.443
1990-06-08,1.750,1.750,1.750,1.750,300,2.443
1990-06-11,1.750,1.750,1.750,1.750,0,2.443
1990-06-12,1.750,1.750,1.750,1.750,500,2.443
1990-06-13,1.750,1.750,1.750,1.750,1300,2.443
1990-06-14,1.750,1.750,1.750,1.750,1000,2.443
1990-06-15,1.625,1.625,1.625,1.625,1200,2.268
1990-06-18,1.625,1.750,1.625,1.625,900,2.268
1990-06-19,1.750,1.750,1.750,1.750,200,2.443
1990-06-20,1.625,1.625,1.625,1.625,1100,2.268
1990-06-21,1.625,1.625,1.625,1.625,2900,2.268
1990-06-22,1.625,1.750,1.500,1.750,17300,2.443
1990-06-25,1.750,1.750,1.750,1.750,0,2.443
1990-06-26,1.625,1.625,1.625,1.625,1000,2.268
1990-06-27,1.625,1.625,1.625,1.625,0,2.268
1990-06-28,1.625,1.625,1.625,1.625,300,2.268
1990-06-29,1.625,1.625,1.625,1.625,0,2.268
1990-07-02,1.625,1.625,1.625,1.625,1100,2.268
1990-07-03,1.500,1.500,1.500,1.500,1600,2.094
1990-07-05,1.625,1.625,1.625,1.625,400,2.268
1990-07-06,1.625,1.625,1.625,1.625,0,2.268
1990-07-09,1.625,1.625,1.625,1.625,0,2.268
1990-07-10,1.625,1.625,1.500,1.625,1800,2.268
1990-07-11,1.625,1.625,1.500,1.625,900,2.268
1990-07-12,1.625,1.750,1.500,1.625,6700,2.268
1990-07-13,1.625,1.625,1.500,1.500,11700,2.094
1990-07-16,1.500,1.500,1.500,1.500,200,2.094
1990-07-17,1.500,1.500,1.500,1.500,0,2.094
1990-07-18,1.500,1.500,1.500,1.500,300,2.094
1990-07-19,1.500,1.500,1.500,1.500,1600,2.094
1990-07-20,1.500,1.500,1.500,1.500,200,2.094
1990-07-23,1.500,1.500,1.375,1.500,2000,2.094
1990-07-24,1.375,1.375,1.375,1.375,500,1.919
1990-07-25,1.500,1.500,1.500,1.500,1300,2.094
1990-07-26,1.500,1.625,1.500,1.625,2900,2.268
1990-07-27,1.625,1.625,1.500,1.625,6000,2.268
1990-07-30,1.625,1.625,1.500,1.500,800,2.094
1990-07-31,1.500,1.500,1.500,1.500,100,2.094
1990-08-01,1.500,1.625,1.500,1.500,1100,2.094
1990-08-02,1.625,1.750,1.625,1.750,5000,2.443
1990-08-03,1.750,2.000,1.750,1.875,29100,2.617
1990-08-06,1.875,2.000,1.875,2.000,7700,2.791
1990-08-07,2.000,2.000,1.875,1.875,10400,2.617
1990-08-08,1.875,2.000,1.875,1.875,7400,2.617
1990-08-09,1.875,1.875,1.875,1.875,500,2.617
1990-08-10,1.875,1.875,1.875,1.875,800,2.617
1990-08-13,1.875,2.000,1.875,1.875,700,2.617
1990-08-14,1.750,1.750,1.750,1.750,800,2.443
1990-08-15,1.750,1.750,1.625,1.625,3100,2.268
1990-08-16,1.750,1.750,1.750,1.750,800,2.443
1990-08-17,1.625,1.625,1.625,1.625,2000,2.268
1990-08-20,1.625,1.625,1.500,1.500,2000,2.094
1990-08-21,1.500,1.500,1.375,1.375,15000,1.919
1990-08-22,1.375,1.500,1.375,1.500,2600,2.094
1990-08-23,1.500,1.500,1.375,1.500,1200,2.094
1990-08-24,1.500,1.500,1.375,1.500,3300,2.094
1990-08-27,1.500,1.500,1.375,1.375,14800,1.919
1990-08-28,1.375,1.500,1.375,1.375,12600,1.919
1990-08-29,1.375,1.375,1.375,1.375,4800,1.919
1990-08-30,1.500,1.500,1.500,1.500,3100,2.094
1990-08-31,1.500,1.500,1.375,1.375,1600,1.919
1990-09-04,1.375,1.375,1.250,1.375,8100,1.919
1990-09-05,1.375,1.375,1.250,1.250,1500,1.745
1990-09-06,1.250,1.375,1.250,1.375,8600,1.919
1990-09-07,1.250,1.250,1.250,1.250,1900,1.745
1990-09-10,1.250,1.250,1.250,1.250,0,1.745
1990-09-11,1.250,1.375,1.250,1.250,4100,1.745
1990-09-12,1.250,1.375,1.250,1.375,9200,1.919
1990-09-13,1.375,1.375,1.250,1.375,1900,1.919
1990-09-14,1.375,1.375,1.375,1.375,0,1.919
1990-09-17,1.375,1.375,1.375,1.375,0,1.919
1990-09-18,1.375,1.375,1.250,1.250,3300,1.745
1990-09-19,1.250,1.250,1.125,1.250,7000,1.745
1990-09-20,1.250,1.250,1.125,1.250,2900,1.745
1990-09-21,1.250,1.250,1.125,1.125,2400,1.570
1990-09-24,1.125,1.125,1.125,1.125,200,1.570
1990-09-25,1.125,1.125,1.125,1.125,600,1.570
1990-09-26,1.125,1.250,1.125,1.125,2900,1.570
1990-09-27,1.125,1.125,1.125,1.125,0,1.570
1990-09-28,1.125,1.125,1.125,1.125,600,1.570
1990-10-01,1.250,1.250,1.250,1.250,1000,1.745
1990-10-02,1.375,1.375,1.375,1.375,100,1.919
1990-10-03,1.250,1.250,1.125,1.125,4500,1.570
1990-10-04,1.125,1.250,1.125,1.125,3600,1.570
1990-10-05,1.250,1.250,1.250,1.250,1000,1.745
1990-10-08,1.250,1.250,1.250,1.250,0,1.745
1990-10-09,1.250,1.250,1.250,1.250,500,1.745
1990-10-10,1.125,1.125,1.125,1.125,2700,1.570
1990-10-11,1.125,1.125,1.125,1.125,600,1.570
1990-10-12,1.125,1.125,1.125,1.125,0,1.570
1990-10-15,1.125,1.125,1.125,1.125,1500,1.570
1990-10-16,1.125,1.125,1.125,1.125,0,1.570
1990-10-17,1.125,1.125,0.875,0.875,11600,1.221
1990-10-18,0.875,1.000,0.875,1.000,2300,1.396
1990-10-19,1.000,1.125,1.000,1.125,2000,1.570
1990-10-22,1.125,1.125,0.875,0.938,7700,1.309
1990-10-23,0.938,1.000,0.875,1.000,6100,1.396
1990-10-24,1.125,1.125,1.125,1.125,1500,1.570
1990-10-25,1.125,1.125,1.125,1.125,1300,1.570
1990-10-26,1.000,1.000,1.000,1.000,1300,1.396
1990-10-29,1.000,1.000,0.938,1.000,1300,1.396
1990-10-30,0.938,0.938,0.938,0.938,300,1.309
1990-10-31,0.938,1.000,0.875,0.875,6000,1.221
1990-11-01,0.938,1.000,0.938,1.000,1600,1.396
1990-11-02,1.000,1.000,1.000,1.000,0,1.396
1990-11-05,1.000,1.000,1.000,1.000,1400,1.396
1990-11-06,1.000,1.000,0.938,1.000,200,1.396
1990-11-07,1.125,1.125,1.125,1.125,100,1.570
1990-11-08,1.125,1.125,1.125,1.125,600,1.570
1990-11-09,1.125,1.125,1.125,1.125,0,1.570
1990-11-12,1.000,1.000,1.000,1.000,400,1.396
1990-11-13,1.000,1.000,1.000,1.000,2500,1.396
1990-11-14,1.000,1.000,1.000,1.000,2600,1.396
1990-11-15,1.000,1.000,1.000,1.000,0,1.396
1990-11-16,1.000,1.000,1.000,1.000,0,1.396
1990-11-19,1.125,1.125,1.125,1.125,1500,1.570
1990-11-20,1.125,1.125,1.000,1.125,3000,1.570
1990-11-21,1.125,1.125,1.125,1.125,300,1.570
1990-11-23,1.125,1.125,1.125,1.125,0,1.570
1990-11-26,1.000,1.000,1.000,1.000,3100,1.396
1990-11-27,1.000,1.000,1.000,1.000,0,1.396
1990-11-28,1.000,1.000,1.000,1.000,1000,1.396
1990-11-29,1.000,1.000,1.000,1.000,500,1.396
1990-11-30,1.000,1.000,0.938,1.000,2100,1.396
1990-12-03,1.000,1.125,1.000,1.000,1600,1.396
1990-12-04,1.000,1.000,1.000,1.000,500,1.396
1990-12-05,1.000,1.000,1.000,1.000,200,1.396
1990-12-06,1.125,1.125,1.125,1.125,1000,1.570
1990-12-07,1.000,1.000,1.000,1.000,100,1.396
1990-12-10,1.000,1.000,1.000,1.000,200,1.396
1990-12-11,1.000,1.125,1.000,1.125,400,1.570
1990-12-12,1.000,1.000,1.000,1.000,600,1.396
1990-12-13,1.000,1.125,1.000,1.000,1200,1.396
1990-12-14,1.000,1.000,1.000,1.000,3500,1.396
1990-12-17,1.000,1.000,1.000,1.000,600,1.396
1990-12-18,1.000,1.000,1.000,1.000,300,1.396
1990-12-19,1.000,1.250,1.000,1.250,12800,1.745
1990-12-20,1.125,1.125,1.125,1.125,6000,1.570
1990-12-21,1.125,1.125,1.125,1.125,1300,1.570
1990-12-24,1.125,1.125,1.125,1.125,300,1.570
1990-12-26,1.125,1.125,1.125,1.125,1300,1.570
1990-12-27,1.125,1.125,1.000,1.125,1000,1.570
1990-12-28,1.125,1.125,1.000,1.125,1100,1.570
1990-12-31,1.250,1.375,1.250,1.375,9600,1.919
1991-01-02,1.250,1.250,1.250,1.250,1300,1.745
1991-01-03,1.250,1.250,1.250,1.250,500,1.745
1991-01-04,1.250,1.250,1.250,1.250,0,1.745
1991-01-07,1.250,1.375,1.250,1.250,500,1.745
1991-01-08,1.250,1.250,1.250,1.250,500,1.745
1991-01-09,1.250,1.250,1.125,1.125,600,1.570
1991-01-10,1.125,1.125,1.125,1.125,100,1.570
1991-01-11,1.125,1.125,1.125,1.125,0,1.570
1991-01-14,1.125,1.125,1.125,1.125,0,1.570
1991-01-15,1.250,1.250,1.250,1.250,1300,1.745
1991-01-16,1.250,1.250,1.250,1.250,100,1.745
1991-01-17,1.250,1.250,1.250,1.250,900,1.745
1991-01-18,1.250,1.375,1.250,1.250,1200,1.745
1991-01-21,1.250,1.375,1.250,1.375,100,1.919
1991-01-22,1.375,1.375,1.375,1.375,100,1.919
1991-01-23,1.375,1.375,1.375,1.375,0,1.919
1991-01-24,1.375,1.375,1.375,1.375,400,1.919
1991-01-25,1.250,1.250,1.250,1.250,500,1.745
1991-01-28,1.250,1.375,1.250,1.375,1300,1.919
1991-01-29,1.375,1.375,1.375,1.375,100,1.919
1991-01-30,1.250,1.250,1.250,1.250,100,1.745
1991-01-31,1.250,1.250,1.250,1.250,100,1.745
1991-02-01,1.250,1.250,1.250,1.250,0,1.745
1991-02-04,1.250,1.250,1.250,1.250,0,1.745
1991-02-05,1.250,1.250,1.250,1.250,2300,1.745
1991-02-06,1.250,1.250,1.250,1.250,500,1.745
1991-02-07,1.250,1.250,1.250,1.250,1700,1.745
1991-02-08,1.375,1.375,1.375,1.375,1700,1.919
1991-02-11,1.375,1.375,1.375,1.375,1000,1.919
1991-02-12,1.375,1.375,1.375,1.375,600,1.919
1991-02-13,1.375,1.375,1.375,1.375,0,1.919
1991-02-14,1.375,1.375,1.375,1.375,0,1.919
1991-02-15,1.375,1.375,1.250,1.250,5000,1.745
1991-02-19,1.250,1.250,1.250,1.250,6300,1.745
1991-02-20,1.250,1.250,1.250,1.250,300,1.745
1991-02-21,1.250,1.250,1.250,1.250,900,1.745
1991-02-22,1.375,1.375,1.375,1.375,300,1.919
1991-02-25,1.375,1.375,1.125,1.250,8800,1.745
1991-02-26,1.375,1.375,1.375,1.375,100,1.919
1991-02-27,1.250,1.250,1.250,1.250,1000,1.745
1991-02-28,1.375,1.375,1.375,1.375,2500,1.919
1991-03-01,1.375,1.375,1.250,1.250,5400,1.745
1991-03-04,1.375,1.375,1.375,1.375,3100,1.919
1991-03-05,1.375,1.375,1.250,1.250,4100,1.745
1991-03-06,1.250,1.375,1.250,1.375,4000,1.919
1991-03-07,1.375,1.625,1.375,1.625,13200,2.268
1991-03-08,1.625,2.000,1.625,2.000,18300,2.791
1991-03-11,2.000,2.000,1.750,1.750,9200,2.443
1991-03-12,1.750,1.750,1.500,1.500,5700,2.094
1991-03-13,1.500,1.625,1.500,1.625,5000,2.268
1991-03-14,1.625,1.625,1.500,1.625,10600,2.268
1991-03-15,1.625,1.625,1.625,1.625,100,2.268
1991-03-18,1.625,1.750,1.625,1.625,4300,2.268
1991-03-19,1.625,1.625,1.625,1.625,4000,2.268
1991-03-20,1.625,1.625,1.500,1.625,2000,2.268
1991-03-21,1.625,1.625,1.625,1.625,0,2.268
1991-03-22,1.625,1.625,1.625,1.625,500,2.268
1991-03-25,1.625,1.750,1.500,1.750,5000,2.443
1991-03-26,1.625,1.625,1.625,1.625,100,2.268
1991-03-27,1.625,1.625,1.500,1.500,1100,2.094
1991-03-28,1.500,1.625,1.500,1.500,1500,2.094
1991-04-01,1.500,1.625,1.500,1.500,200,2.094
1991-04-02,1.500,1.625,1.500,1.625,1400,2.268
1991-04-03,1.625,1.625,1.500,1.500,1300,2.094
1991-04-04,1.500,1.625,1.500,1.625,2200,2.268
1991-04-05,1.625,1.625,1.625,1.625,500,2.268
1991-04-08,1.625,1.625,1.625,1.625,0,2.268
1991-04-09,1.625,1.750,1.625,1.750,6000,2.443
1991-04-10,1.875,2.000,1.875,2.000,6700,2.791
1991-04-11,2.000,2.000,1.875,1.875,6200,2.617
1991-04-12,1.875,1.875,1.750,1.875,1000,2.617
1991-04-15,1.875,1.875,1.750,1.875,2400,2.617
1991-04-16,1.875,2.000,1.875,1.875,6200,2.617
1991-04-17,1.875,2.000,1.875,1.875,8300,2.617
1991-04-18,1.875,1.875,1.750,1.875,1200,2.617
1991-04-19,1.875,1.875,1.750,1.875,6000,2.617
1991-04-22,1.875,1.875,1.875,1.875,1000,2.617
1991-04-23,1.875,1.875,1.875,1.875,500,2.617
1991-04-24,1.875,1.875,1.750,1.875,6800,2.617
1991-04-25,1.750,1.750,1.750,1.750,300,2.443
1991-04-26,1.750,1.750,1.625,1.750,5800,2.443
1991-04-29,1.750,1.750,1.625,1.750,1000,2.443
1991-04-30,1.750,1.750,1.750,1.750,300,2.443
1991-05-01,1.750,1.750,1.750,1.750,3300,2.443
1991-05-02,1.750,1.750,1.750,1.750,0,2.443
1991-05-03,1.750,1.750,1.625,1.625,600,2.268
1991-05-06,1.625,1.750,1.625,1.625,1900,2.268
1991-05-07,1.750,1.750,1.750,1.750,5700,2.443
1991-05-08,1.750,1.750,1.750,1.750,4500,2.443
1991-05-09,1.750,1.750,1.625,1.750,3500,2.443
1991-05-10,1.625,1.625,1.625,1.625,1400,2.268
1991-05-13,1.625,1.625,1.625,1.625,0,2.268
1991-05-14,1.625,1.625,1.625,1.625,2600,2.268
1991-05-15,1.625,1.625,1.500,1.625,6900,2.268
1991-05-16,1.625,1.625,1.625,1.625,500,2.268
1991-05-17,1.500,1.500,1.500,1.500,900,2.094
1991-05-20,1.500,1.625,1.500,1.500,1700,2.094
1991-05-21,1.500,1.500,1.500,1.500,1300,2.094
1991-05-22,1.625,1.625,1.625,1.625,2000,2.268
1991-05-23,1.500,1.500,1.500,1.500,300,2.094
1991-05-24,1.500,1.500,1.375,1.375,3300,1.919
1991-05-28,1.500,1.500,1.500,1.500,700,2.094
1991-05-29,1.500,1.500,1.375,1.375,300,1.919
