Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Volume,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Alpha for Beta Plus Minus,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
1/20/2010,10.82,12.7137,24022144,69.8587,10.85,10.62,10.913,29.9061,44.6722,13722994688,0.0195,0.9715,10.82,-0.12,3.0696,,,,,,,,
1/21/2010,10.59,12.4963,19218108,66.248,10.94,10.47,10.846,9.0506,42.2092,13431285760,0.0188,0.9717,10.59,-0.1102,3.0426,,,,,,,,
1/22/2010,10.365,12.6413,12609334,62.7159,10.64,10.3,10.7835,4.4732,39.9786,13145918464,0.0188,0.9717,10.365,-0.1127,3.0187,,,,,,,,
1/25/2010,10.12,13.8789,30558552,58.8697,10.49,10.11,10.7055,2.4496,37.7324,12835185664,0.0167,0.9726,10.12,-0.1094,3.0696,,,,,,,,
1/26/2010,10.01,13.9479,42123456,57.1429,10.17,9.93,10.6175,1.8776,36.7728,12695672832,0.0147,0.9725,10.01,-0.1015,3.1325,,,,,,,,
1/27/2010,10.36,13.8199,23699120,62.6374,10.39,9.95,10.5765,53.5958,41.6567,13139576832,0.0207,0.9729,10.36,-0.1015,3.0426,,,,,,,,
1/28/2010,10.25,13.8983,18688448,60.9105,10.41,10.17,10.5105,42.9289,40.6362,13000064000,0.0208,0.9729,10.25,-0.1008,3.0576,,,,,,,,
1/29/2010,10.16,13.6064,13778342,59.4976,10.4,10.1,10.4405,34.5016,39.8107,12885917696,0.0276,0.9735,10.16,-0.1113,3.0426,,,,,,,,
2/1/2010,10.08,14.5271,13976019,58.2418,10.16,10.03,10.3595,27.3443,39.0807,12784453632,0.0264,0.9736,10.08,-0.1186,3.0097,,,,,,,,
2/2/2010,10.25,14.4088,15095605,60.9105,10.26,10.05,10.3005,56.2641,41.4412,13000064000,0.0292,0.9734,10.25,-0.1159,3.0244,,,,,,,,
2/3/2010,10.46,14.2559,21304492,64.2072,10.56,10.26,10.2645,74.8289,44.204,13266407424,0.0343,0.9731,10.46,-0.0939,3.3152,,,,,,,,
2/4/2010,10.16,14.476,12454100,59.4976,10.43,10.12,10.2215,39.1859,41.3228,12885917696,0.0344,0.973,10.16,-0.0851,3.3271,,,,,,,,
2/5/2010,10.21,14.4386,15281194,60.2826,10.33,10.01,10.206,45.6571,41.9749,12949331968,0.0296,0.9754,10.21,-0.0899,3.2972,0.4188,,,,,,,
2/8/2010,10.16,15.2775,10411475,59.4976,10.32,10.07,10.21,39.3726,41.4978,12885917696,0.023,0.9756,10.16,-0.087,3.3391,-0.2124,,,,,,,
2/9/2010,10.05,15.3612,20452992,57.7708,10.21,10.02,10.214,27.0746,40.4515,12746404864,0.0169,0.9746,10.05,-0.0965,3.2493,,,,,,,,
2/10/2010,10.099,15.0965,42206380,58.54,10.3,10.09,10.1879,39.6666,41.1354,12808551424,0.0183,0.9745,10.099,-0.0988,3.2313,,,,,,,,
2/11/2010,11.07,14.3958,56363664,73.7834,11.19,10.65,10.2699,90.1617,52.3538,14040069120,0.0355,0.9769,11.07,-0.1093,3.1834,,,,,,,,
2/12/2010,11.11,15.2649,19642672,74.4113,11.15,10.817,10.3649,90.6455,52.7376,14090801152,0.0414,0.9774,11.11,-0.1069,3.1594,,,,,,,,
2/16/2010,11.01,16.1061,14720252,72.8414,11.15,10.975,10.4579,76.533,51.6613,13963971584,0.0365,0.9752,11.01,-0.1054,3.2073,,,,,,,,
2/17/2010,11.15,15.8139,19780116,75.0392,11.21,10.99,10.5479,82.315,53.0491,14141533184,0.0382,0.9753,11.15,-0.1041,3.2103,,,,,,,,
2/18/2010,10.85,16.3241,21828486,72.6845,11.08,10.76,10.5869,45.9355,49.8749,13761043456,0.0315,0.9746,10.85,-0.1041,3.1834,,,,,,,,
2/19/2010,10.79,16.3701,20025056,71.7295,11.03,10.77,10.6499,40.558,49.265,13684945920,0.0299,0.9746,10.79,-0.1067,3.2762,,,,,,,,
2/22/2010,10.63,17.3255,15144705,69.183,10.83,10.62,10.6919,27.6232,47.6574,13482017792,0.023,0.9742,10.63,-0.1112,3.2373,,,,,,,,
2/23/2010,10.55,17.3854,13030922,67.9098,10.77,10.5,10.7309,22.2913,46.8663,13380553728,0.0251,0.9743,10.55,-0.1057,3.2852,,,,,,,,
2/24/2010,10.71,16.4846,11102588,70.4563,10.8,10.57,10.7969,50.7882,48.6305,13583481856,0.0262,0.9745,10.71,-0.1087,3.3032,,,,,,,,
2/25/2010,10.72,16.4768,15238244,70.6154,10.75,10.47,10.859,52.4239,48.7405,13596165120,0.0267,0.9745,10.72,-0.1088,3.3032,,,,,,,,
2/26/2010,10.63,16.5474,12834181,69.183,10.81,10.61,10.815,36.1869,47.7875,13482017792,0.0271,0.9747,10.63,-0.1089,3.3271,,,,,,,,
3/1/2010,10.94,17.497,15566543,74.1169,10.945,10.7,10.798,75.4588,51.1883,13674007552,0.0241,0.9767,10.94,-0.1092,3.3271,,,,,,,,
3/2/2010,10.81,17.6015,19310724,72.0478,10.95,10.74,10.778,54.3996,49.7817,13511519232,0.0213,0.9766,10.81,-0.1084,3.3481,,,,,,,,
3/3/2010,10.97,17.4732,19886364,74.5943,11.09,10.78,10.76,69.9053,51.4793,13711505408,0.0241,0.9766,10.97,-0.1017,3.4469,,,,,,,,
3/4/2010,11.03,17.4259,14591292,75.5493,11.03,10.83,10.778,74.7372,52.1074,13786500096,0.0223,0.9767,11.03,-0.1019,3.4349,,,,,,,,
3/5/2010,11.03,17.4259,13499596,75.5493,11.09,10.94,10.802,74.7372,52.1074,13786500096,0.0215,0.9763,11.03,-0.1025,3.4559,,,,,,,,
3/8/2010,11.11,18.2826,9033292,76.8225,11.12,10.95,10.85,82.9499,52.9759,13886492672,0.018,0.9778,11.11,-0.1021,3.4859,,,,,,,,
3/9/2010,11.11,18.2826,9535052,76.8225,11.21,11.05,10.906,82.9499,52.9759,13886492672,0.0176,0.9778,11.11,-0.0998,3.5308,,,,,,,,
3/10/2010,11.18,18.0213,11958708,77.9366,11.27,11.1,10.953,89.6037,53.7611,13973986304,0.018,0.9778,11.18,-0.097,3.5817,,,,,,,,
3/11/2010,11.51,17.7668,18547644,83.1888,11.55,11.155,11.032,97.2348,57.2429,14386455552,0.0279,0.9807,11.51,-0.0973,3.5398,,,,,,,,
3/12/2010,11.47,17.5656,18231494,82.5521,11.58,11.35,11.116,85.786,56.7075,14336459776,0.0278,0.9806,11.47,-0.0916,3.5817,0,,,,,,,
3/15/2010,11.54,18.3405,10987346,83.6662,11.57,11.35,11.176,89.142,57.4284,14423953408,0.0263,0.9808,11.54,-0.0932,3.5847,0,,,,,,,
3/16/2010,11.64,18.2643,16617107,85.2578,11.66,11.465,11.259,92.7898,58.4508,14548943872,0.0265,0.9808,11.64,-0.0925,3.5727,,,,,,,,
3/17/2010,11.79,18.1521,15791818,87.6451,11.85,11.57,11.341,95.8938,59.9436,14736431104,0.0278,0.981,11.79,-0.0952,3.5368,,,,,,,,
3/18/2010,11.96,18.0276,26672208,90.3508,12.18,11.72,11.434,97.629,61.5628,14948915200,0.0347,0.9834,11.96,-0.0937,3.5847,,,,,,,,
3/19/2010,11.82,18.1299,15780712,88.1226,12.08,11.68,11.513,64.1447,59.5134,14773927936,0.0363,0.9824,11.82,-0.1059,3.5637,,,,,,,,
3/22/2010,11.96,18.8828,10229248,90.3508,12.03,11.77,11.598,76.3247,60.8612,14948915200,0.0419,0.9836,11.96,-0.1017,3.6026,0.8633,,,,,,,
3/23/2010,11.97,18.8753,10699623,90.5099,12.07,11.88,11.684,77.1562,60.9572,14961414144,0.0406,0.9834,11.97,-0.1,3.3129,,,7.9503,632000000,2.2542,29.1284,,0
3/24/2010,11.93,18.7431,10483043,89.8733,12.05,11.85,11.759,63.7281,60.3445,14911418368,0.041,0.9834,11.93,-0.1064,3.2772,,,,,,,,
3/25/2010,11.81,18.8334,15387674,87.9635,12.1,11.81,11.789,35.7387,58.519,14761428992,0.0393,0.9834,11.81,-0.1047,3.3074,,,,,,,,
3/26/2010,11.97,18.0542,7051482,90.5099,12.05,11.8,11.839,65.7894,60.1805,14961414144,0.0395,0.9838,11.97,-0.1039,3.3184,,,,,,,,
3/29/2010,11.9,19.016,6948380,89.3959,12.07,11.88,11.875,50.3406,59.109,14873920512,0.0299,0.9849,11.9,-0.1011,3.3294,,,,,,,,
3/30/2010,12.03,18.9188,8867664,91.4649,12.08,11.85,11.914,69.9788,60.4615,15036408832,0.032,0.9849,12.03,-0.1013,3.3322,,,,,,,,
3/31/2010,12.05,18.7484,7404715,91.7832,12.11,11.9,11.94,72.4894,60.6685,15061406720,0.0329,0.9849,12.05,-0.0971,3.4311,,,,,,,,
4/1/2010,11.92,18.8448,12731226,89.7142,12.24,11.83,11.936,39.9309,58.605,14898918400,0.0356,0.9878,11.92,-0.0993,3.4366,-0.1978,,,,,,,
4/5/2010,12.03,19.725,9001653,91.4649,12.09,11.95,11.957,61.7412,59.8018,15036408832,0.0376,0.9879,12.03,-0.1056,3.3734,-0.1359,,,,,,,
4/6/2010,12.07,19.6945,11981959,92.1015,12.18,11.98,11.968,68.0657,60.2343,15086405632,0.0378,0.9879,12.07,-0.1149,3.2717,0.6439,,,,,,,
4/7/2010,12.11,19.2281,12221536,92.7381,12.14,11.94,11.982,74.4109,60.672,15136401408,0.0395,0.9877,12.11,-0.1228,3.2084,,,,,,,,
4/8/2010,12.12,19.2207,10864893,92.8973,12.22,11.96,12.001,76.1853,60.7837,15148900352,0.0394,0.9877,12.12,-0.1164,3.2414,-0.0272,,,,,,,
4/9/2010,12.48,18.9597,12125863,98.6269,12.5,12.16,12.068,94.9806,64.5332,15598868480,0.0423,0.9883,12.48,-0.1184,3.2139,-0.2573,,,,,,,
4/12/2010,12.5,20.7741,11925375,98.9452,12.56,12.4,12.121,95.2904,64.727,15623866368,0.0386,0.9897,12.5,-0.1164,3.2634,0.1759,,,,,,,
4/13/2010,12.27,20.9506,19151048,95.2846,12.58,12.18,12.158,46.1564,60.7758,15336387584,0.0347,0.9897,12.27,-0.1191,3.2304,0.9387,,,,,,,
4/14/2010,11.9,20.81,28888804,89.3959,12.34,11.89,12.145,20.5668,55.1711,14873920512,0.0265,0.9883,11.9,-0.1237,3.1864,,,,,,,,
4/15/2010,11.67,20.9975,37010072,85.7353,11.95,11.54,12.107,13.558,52.0825,14586441728,0.0217,0.9882,11.67,-0.1253,3.1892,,,,,,,,
4/16/2010,11.79,20.8989,24392748,87.6451,11.92,11.6,12.094,31.7581,53.4879,14736431104,0.0301,0.9881,11.79,-0.1212,3.1837,,,,,,,,
4/19/2010,11.69,21.4997,13600036,86.0536,11.77,11.53,12.06,25.1413,52.1688,14611439616,0.0309,0.9889,11.69,-0.1202,3.1452,,,,,,,,
4/20/2010,11.87,21.3506,14102892,88.9184,11.95,11.6393,12.04,52.0918,54.2688,14836423680,0.0324,0.989,11.87,-0.1343,3.005,,,,,,,,
4/21/2010,11.75,21.4496,9762376,87.0085,11.9,11.71,12.004,38.3023,52.6739,14686434304,0.0305,0.9891,11.75,-0.1315,3.0957,,,,,,,,
4/22/2010,11.59,21.5841,18944550,84.462,11.76,11.52,11.951,25.0435,50.6219,14486449152,0.0276,0.9889,11.59,-0.1313,3.0462,,,,,,,,
4/23/2010,11.6,21.4089,15415396,84.6212,11.64,11.48,11.863,27.3996,50.746,14498948096,0.0266,0.9888,11.6,-0.1306,3.0655,,,,,,,,
4/26/2010,11.58,22.881,15500662,84.3029,11.62,11.39,11.771,25.0385,50.4836,14473950208,0.0297,0.989,11.58,-0.1302,3.0105,,,,,,,,
4/27/2010,11.44,22.8123,17469540,82.0747,11.61,11.33,11.688,13.1449,48.6614,14298961920,0.0318,0.9883,11.44,-0.1334,2.9555,,,,,,,,
4/28/2010,10.93,23.492,43544112,73.9577,11.47,10.77,11.591,3.6558,42.8349,13661508608,0.0216,0.9873,10.93,-0.1334,2.884,,,,,,,,
4/29/2010,11.26,22.9541,20128312,79.2099,11.3,11.1,11.55,43.3486,47.0766,14073978880,0.0248,0.988,11.26,-0.1325,2.9033,,,,,,,,
4/30/2010,11.08,23.122,14704605,76.345,11.23,11,11.479,32.4203,45.1847,13848994816,0.0251,0.9879,11.08,-0.1665,2.994,,,,,,,,
5/3/2010,11.15,24.6588,13363958,77.4591,11.17,10.97,11.425,41.0844,46.0568,13936488448,0.0257,0.988,11.15,-0.1647,2.9967,,,,,,,,
5/4/2010,10.95,24.8588,15407265,74.276,11.14,10.83,11.333,26.5154,43.9883,13686506496,0.0268,0.9877,10.95,-0.1634,3.0572,,,,,,,,
5/5/2010,10.75,25.3369,24727440,71.0929,10.93,10.61,11.233,17.3086,42.0354,13436524544,0.0244,0.9879,10.75,-0.1791,3.0132,,,,,,,,
5/6/2010,10.49,26.1372,21402896,66.9548,10.83,9.99,11.123,10.3207,39.6669,13111548928,0.0259,0.9872,10.49,-0.1826,2.939,,,,,,,,
5/7/2010,10.56,26.059,41309420,68.0689,11.18,10.435,11.019,22.8926,40.5991,13199042560,0.0262,0.9873,10.56,-0.1797,2.9555,,,,,,,,
5/10/2010,10.89,26.2138,13417623,73.3211,11.15,10.83,10.95,61.2783,44.7612,13546133504,0.0003,0.9896,10.89,-0.1791,2.9225,,,,,,,,
5/11/2010,10.9,26.203,13525119,73.4802,11.03,10.75,10.896,62.1351,44.8822,13558573056,0.0012,0.9896,10.9,-0.1806,2.8895,,,,,,,,
5/12/2010,11.12,25.9707,15856342,76.9817,11.17,10.79,10.915,78.1154,47.5008,13832231936,0.0025,0.9899,11.12,-0.1826,2.8483,,,,,,,,
5/13/2010,10.96,26.1389,10498644,74.4352,11.15,10.92,10.885,53.489,45.8616,13633207296,-0.0063,0.99,10.96,-0.1901,2.816,,,,,,,,
5/14/2010,10.69,26.756,14041801,70.138,10.89,10.57,10.846,29.7493,43.2557,13297352704,-0.0088,0.9902,10.69,-0.1949,2.818,,,,,,,,
5/17/2010,10.75,27.7032,11719326,71.0929,10.76,10.48,10.806,38.8029,43.9873,13371986944,-0.0079,0.9897,10.75,-0.1933,2.8263,,,,,,,,
5/18/2010,10.63,27.8416,14348257,69.183,10.87,10.57,10.774,27.9836,42.8444,13222718464,-0.0074,0.9896,10.63,-0.1844,2.8923,,,,,,,,
5/19/2010,10.51,27.9825,11167572,67.2731,10.68,10.46,10.75,19.7313,41.7229,13073449984,-0.0086,0.9897,10.51,-0.1842,2.9527,0.4905,,,,,,,
5/20/2010,10.36,28.1622,16172928,64.8858,10.53,10.29,10.737,12.7058,40.3568,12886863872,-0.0044,0.9871,10.36,-0.1767,2.9555,0,,,,,,,
5/21/2010,10.2425,28.0597,14327183,63.0157,10.4,10.01,10.7052,8.958,39.3138,12740704256,-0.0124,0.9866,10.2425,-0.1838,2.906,,,,,,,,
5/24/2010,10.25,29.1487,11793918,63.1351,10.4099,10.21,10.6412,11.4585,39.4172,12750033920,-0.0151,0.9864,10.25,-0.1841,2.972,,,,,,,,
5/25/2010,10.28,28.8544,18986316,63.6126,10.32,10.02,10.5793,23.9853,39.8413,12787351552,-0.0146,0.9864,10.28,-0.1829,3.0242,,,,,,,,
5/26/2010,10.52,28.558,18215282,67.4323,10.59,10.11,10.5192,71.8229,43.1357,13085888512,-0.0088,0.9859,10.52,-0.1877,2.9418,,,,,,,,
5/27/2010,10.74,28.4974,14899382,70.9337,10.81,10.6,10.4972,84.8942,45.9428,13359547392,-0.0111,0.9849,10.74,-0.1922,2.9143,,,,,,,,
5/28/2010,10.75,28.2322,9435841,71.0929,10.85,10.62,10.5033,85.3573,46.068,13371986944,-0.0054,0.9846,10.75,-0.1961,2.8957,,,,,,,,
6/1/2010,10.57,29.3916,8156379,68.2281,10.84,10.56,10.4853,46.6992,44.1635,13148084224,-0.0096,0.9845,10.57,-0.198,2.8565,,,,,,,,
6/2/2010,10.81,29.0977,9826082,72.0478,10.82,10.55,10.5033,72.0323,47.1756,13446621184,-0.0101,0.9843,10.81,-0.1919,2.939,,,,,,,,
6/3/2010,11,28.8723,10171619,75.0718,11.05,10.81,10.5522,82.1224,49.4107,13682963456,-0.0095,0.9847,11,-0.1876,2.9857,,,,,,,,
6/4/2010,10.7,28.9964,14654937,70.2971,10.95,10.66,10.5863,44.2834,46.2167,13309791232,-0.0106,0.9841,10.7,-0.1968,3.0077,,,,,,,,
6/7/2010,10.6,30.0388,11924300,68.7056,10.9,10.57,10.622,35.9916,45.2089,13185400832,-0.0146,0.9857,10.6,-0.1956,3.1177,,,,,,,,
6/8/2010,10.5325,30.119,9075888,67.6312,10.71,10.41,10.6503,30.2556,44.5309,13101436928,-0.018,0.9852,10.5325,-0.2007,3.0655,,,,,,,,
6/9/2010,10.39,30.3034,8698454,65.3633,10.63,10.37,10.6613,20.1078,43.1187,12924180480,-0.0195,0.9853,10.39,-0.2102,3.1232,,,,,,,,
6/10/2010,10.69,30.2843,8137063,70.138,10.69,10.48,10.6783,61.2017,46.7935,13297352704,-0.0155,0.9852,10.69,-0.2047,3.1534,,,,,,,,
6/11/2010,10.86,30.0721,9004143,72.8436,10.88,10.55,10.6903,73.0045,48.7351,13508816896,-0.0129,0.9853,10.86,-0.207,3.1727,0,,,,,,,
6/14/2010,10.94,30.469,9877964,74.1169,11.17,10.93,10.7093,77.7766,49.6298,13608329216,-0.0179,0.9851,10.94,-0.2096,3.0792,,,,,,,,
6/15/2010,11.34,30.2827,13530549,80.4831,11.36,10.99,10.7863,90.4449,53.8007,14105891840,-0.0152,0.986,11.34,-0.2077,3.082,,,,,,,,
6/16/2010,11.15,30.5092,11253961,77.4591,11.3,11.09,10.8202,64.3207,51.6972,13869549568,-0.0184,0.986,11.15,-0.2065,3.0297,,,,,,,,
6/17/2010,11.36,30.0549,18223480,80.8014,11.545,11.16,10.8562,75.8739,53.7641,14130769920,-0.0258,0.9871,11.36,-0.207,3.0242,-0.0382,,,,,,,
6/18/2010,11.47,29.9275,13824284,82.5521,11.585,11.3,10.9333,80.7671,54.8118,14267598848,-0.0225,0.9869,11.47,-0.2011,3.0297,,,,,,,,
6/21/2010,11.54,29.6451,17697912,83.6662,11.6495,11.35,11.0273,83.8867,55.476,14354672640,-0.0217,0.9854,11.54,-0.2013,2.9143,,,,,,,,
6/22/2010,11.2,30.277,13711404,78.2549,11.6,11.16,11.094,38.4496,51.6606,13931744256,-0.0244,0.986,11.2,-0.2012,2.9003,,,7.9255,380000000,2.7853,22.6474,,0
6/23/2010,11.21,30.265,11675483,78.4141,11.26,11.09,11.176,39.8861,51.7616,13944183808,-0.0236,0.9859,11.21,-0.199,2.903,,,,,,,,
6/24/2010,11.02,30.4952,6774096,75.3901,11.25,11,11.209,23.9535,49.7208,13707841536,-0.0226,0.9859,11.02,-0.1838,2.9417,,,,,,,,
6/25/2010,11,30.5197,12790005,75.0718,11.15,10.93,11.223,22.5323,49.5083,13682963456,-0.0229,0.9859,11,-0.1927,2.9141,,,,,,,,
6/28/2010,11.02,30.8719,7099961,75.3901,11.08,10.89,11.231,28.8631,49.7306,13707841536,-0.0208,0.9865,11.02,-0.1927,3.0357,,,,,,,,
6/29/2010,10.6,31.827,10880260,68.7056,10.88,10.54,11.157,8.0753,45.3892,13185400832,-0.0223,0.9871,10.6,-0.1884,3.0606,,,,,,,,
6/30/2010,10.49,31.9748,13219415,66.9548,10.81,10.4701,11.091,6.2944,44.3405,13048571904,-0.0223,0.9872,10.49,-0.1861,3.0661,,,,,,,,
7/1/2010,10.5,31.9613,9840629,67.114,10.66,10.32,11.005,9.0302,44.4612,13061010432,-0.021,0.9871,10.5,-0.2134,3.0744,,,,,,,,
7/2/2010,10.64,31.7739,8597445,69.3422,10.69,10.35,10.922,43.6061,46.1521,13235156992,-0.0063,0.9841,10.64,-0.2113,3.1546,,,,,,,,
7/6/2010,10.54,31.8951,9297782,67.7506,10.82,10.41,10.822,30.9872,45.1366,13110766592,-0.0135,0.985,10.54,-0.214,3.1242,,,,,,,,
7/7/2010,10.98,31.3205,12254695,74.7535,10.99,10.53,10.8,76.2837,50.1309,13658085376,-0.0113,0.986,10.98,-0.2328,3.1325,,,,,,,,
7/8/2010,11.07,31.2074,10224050,76.1859,11.1,10.87,10.786,80.2591,51.0733,13770037248,-0.0063,0.9871,11.07,-0.2316,3.0744,0.1675,,,,,,,
7/9/2010,11.09,31.1825,4053669,76.5042,11.13,10.99,10.793,81.3038,51.2849,13794915328,-0.0015,0.9852,11.09,-0.2346,3.1463,0,,,,,,,
7/12/2010,11.12,31.2727,9768175,76.9817,11.13,10.93,10.805,83.293,51.6097,13832231936,-0.0222,0.9858,11.12,-0.2354,3.1684,0.2961,,,,,,,
7/13/2010,11.41,30.9368,12004860,81.5972,11.44,11.11,10.844,93.4296,54.6344,14192964608,-0.02,0.9863,11.41,-0.2367,3.1076,0.7924,,,,,,,
7/14/2010,11.3,31.0695,8141855,79.8465,11.54,11.2,10.914,69.4537,53.3265,14056134656,-0.0218,0.9863,11.3,-0.2355,3.2127,,,,,,,,
7/15/2010,11.33,31.0331,7269658,80.324,11.42,11.19,10.998,72.3558,53.6396,14093452288,-0.0377,0.9888,11.33,-0.2369,3.2431,,,,,,,,
7/16/2010,11.12,31.291,9854086,76.9817,11.39,11.08,11.06,36.2219,51.1545,13832231936,-0.034,0.9886,11.12,-0.2293,3.2929,,,,,,,,
7/19/2010,11.38,30.7756,11866429,81.1197,11.475,11.12,11.134,66.9105,53.8905,14155648000,-0.0339,0.9891,11.38,-0.2273,3.3012,,,,,,,,
7/20/2010,11.46,30.681,5556521,82.393,11.465,11.16,11.226,72.9237,54.6983,14255160320,-0.0347,0.9889,11.46,-0.2269,3.279,-0.1798,,,,,,,
7/21/2010,11.24,30.9456,8037820,78.8915,11.5,11.21,11.252,41.6799,52.1018,13981500416,-0.0359,0.9892,11.24,-0.2277,3.2569,,,,,,,,
7/22/2010,11.62,30.8078,21110368,84.9395,11.78,11.34,11.307,72.3609,55.8468,14454184960,-0.0334,0.9899,11.62,-0.2198,3.2846,,,,,,,,
7/23/2010,11.73,30.6801,10133747,86.6902,11.85,11.57,11.371,77.5005,56.8569,14591014912,-0.0341,0.9899,11.73,-0.2163,3.3039,,,,,,,,
7/26/2010,11.91,29.8944,11466560,89.555,12.04,11.7,11.45,84.5516,58.4655,14814917632,-0.0268,0.9892,11.91,-0.2251,3.1878,,,,,,,,
7/27/2010,11.94,29.8694,17848222,90.0325,12.04,11.77,11.503,85.674,58.7307,14852235264,-0.026,0.9892,11.94,-0.2194,3.2652,,,,,,,,
7/28/2010,11.86,29.957,9977420,88.7592,11.99,11.725,11.559,66.3821,57.7138,14752721920,-0.026,0.9892,11.86,-0.2195,3.2486,,,,,,,,
7/29/2010,11.78,30.0454,8144791,87.486,11.94,11.57,11.604,49.6215,56.6983,14653209600,-0.0278,0.9888,11.78,-0.2514,3.0385,0.5116,,,,,,,
7/30/2010,11.88,29.935,5960756,89.0775,11.95,11.6,11.68,65.8083,57.6617,14777600000,-0.0213,0.9899,11.88,-0.2425,3.0357,0.2123,,,,,,,
8/2/2010,11.95,29.3539,13797103,90.1916,12.09,11.85,11.737,74.4336,58.3329,14864673792,-0.0209,0.9888,11.95,-0.2383,3.0565,,,,,,,,
8/3/2010,11.53,30.0382,21342984,83.5071,11.85,11.44,11.744,22.76,53.1067,14342233088,-0.0269,0.9892,11.53,-0.2372,3.033,,,,,,,,
8/4/2010,11.81,29.7207,17644200,87.9635,11.84,11.56,11.801,54.4098,55.8355,14690527232,-0.0232,0.9895,11.81,-0.2523,2.9943,,,,,,,,
8/5/2010,11.75,30.2472,12934469,87.0085,11.91,11.68,11.814,48.0776,55.1244,14615892992,-0.021,0.9907,11.75,-0.2505,3.0053,,,,,,,,
8/6/2010,10.99,27.7056,33975396,74.9126,11.21,10.88,11.74,14.9717,47.2409,13456126976,-0.0409,0.991,10.99,-0.2474,3.0081,,,,,,,,
8/9/2010,10.98,29.3141,19478684,74.7535,11.12,10.95,11.647,14.771,47.1491,13443883008,-0.0227,0.9933,10.98,-0.2493,3.0164,0.3781,,,,,,,
8/10/2010,11.055,29.1976,17922678,75.9472,11.16,10.78,11.5585,25.9422,47.9339,13535712256,-0.0201,0.9931,11.055,-0.2462,3.0413,0.0343,,,,,,,
8/11/2010,10.97,29.3001,17088432,74.5943,11.08,10.84,11.4695,21.215,47.1137,13431639040,-0.0161,0.9915,10.97,-0.2535,3.044,,,,,,,,
8/12/2010,10.83,28.9786,13796355,72.3661,10.97,10.76,11.3745,14.6291,45.7789,13260223488,-0.029,0.9935,10.83,-0.241,3.0579,,,,,,,,
8/13/2010,10.87,28.9305,12748831,73.0028,10.94,10.75,11.2735,24.6535,46.2291,13309199360,-0.0278,0.9935,10.87,-0.2405,3.0109,,,,,,,,
8/16/2010,10.88,27.4495,9488971,73.1619,11.02,10.8,11.1665,27.8313,46.3444,13321443328,-0.0268,0.9943,10.88,-0.2402,2.9721,,,,,,,,
8/17/2010,10.91,27.4089,11166889,73.6394,11.075,10.86,11.1045,39.3435,46.6989,13358175232,-0.0286,0.994,10.91,-0.2335,3.0385,,,,,,,,
8/18/2010,11,27.3071,10295521,75.0718,11.15,10.86,11.0235,64.69,47.7698,13468370944,-0.0272,0.9941,11,-0.226,2.9804,,,,,,,,
8/19/2010,11.01,27.2958,9907009,75.231,11.105,10.91,10.9495,66.989,47.8901,13480614912,-0.0315,0.9942,11.01,-0.2313,2.9721,,,,,,,,
8/20/2010,11.06,27.2399,7001642,76.0267,11.0925,10.94,10.9565,77.8201,48.5039,13541834752,-0.0231,0.9948,11.06,-0.2318,2.9307,0.075,,,,,,,
8/23/2010,10.89,26.915,13582079,73.3211,11.145,10.775,10.9475,29.1097,46.5745,13333687296,-0.0227,0.9957,10.89,-0.2286,2.9514,,,,,,,,
8/24/2010,10.75,27.0696,15084999,71.0929,10.87,10.63,10.917,16.4164,45.048,13162271744,-0.0224,0.9957,10.75,-0.2289,3.0164,,,,,,,,
8/25/2010,10.99,26.8,10442116,74.9126,11,10.65,10.919,60.5975,48.0666,13456126976,-0.0186,0.9958,10.99,-0.2286,3.044,,,,,,,,
8/26/2010,10.78,27.0354,10516599,71.5704,11.09,10.75,10.914,35.7767,45.7898,13199003648,-0.0139,0.9965,10.78,-0.2348,3.0993,,,,,,,,
8/27/2010,10.75,27.0696,13277971,71.0929,10.87,10.64,10.902,32.8899,45.4715,13162271744,-0.019,0.9954,10.75,-0.2397,3.0496,,,,,,,,
8/30/2010,10.6,26.8567,10946893,68.7056,10.79,10.6,10.874,20.49,43.8933,12978612224,-0.0186,0.9954,10.6,-0.2388,3.0744,,,,,,,,
8/31/2010,10.675,26.7773,13491773,69.8992,10.75,10.52,10.8505,38.0164,44.8828,13070441472,-0.0172,0.9954,10.675,-0.2372,3.0993,,,,,,,,
9/1/2010,10.91,26.7974,10233636,73.6394,10.94,10.8001,10.8415,69.5566,47.8632,13358175232,-0.0187,0.9949,10.91,-0.2523,3.0772,,,,,,,,
9/2/2010,11.01,26.6867,9372896,75.231,11.01,10.81,10.8415,77.0203,49.0753,13480614912,-0.0186,0.9949,11.01,-0.2489,3.1083,0.0259,,,,,,,
9/3/2010,11.21,26.47,6527353,78.4141,11.22,11.04,10.8565,86.759,51.4126,13725494272,-0.0216,0.9952,11.21,-0.2445,3.138,,,,,,,,
9/7/2010,11.03,26.2107,5432365,75.5493,11.19,11,10.8705,55.1858,49.3057,13505102848,-0.0247,0.9978,11.03,-0.2466,3.1214,,,,,,,,
