40970,46.15,46.15,44.5,45.89,16800,42.81,140445020,0.01,16757,3241,1.79,0.07
40973,46.12,46.18,44.83,44.89,33500,41.87,136227020,0.01,33464,3241,1.75,0.06
40974,45.1,46.01,44.02,44.9,21200,41.88,136269200,0.01,21164,3241,1.75,0.06
40975,44.68,45,44.12,44.4,21900,41.42,134160200,0.01,21842,3241,1.73,0.06
40976,44.97,44.99,44.55,44.85,9000,41.84,136058300,0.01,8933,3241,1.75,0.06
40977,45.08,45.4,44.51,44.75,31600,41.74,135636500,0.01,31515,4877,1.74,0.06
40980,45.38,46,45.2,45.71,14500,42.64,139685780,0.01,14436,4877,1.78,0.07
40981,45.99,46,44.96,46,23300,42.91,140909000,0.01,23244,4877,1.79,0.07
40982,46,47.85,45.73,47.62,19500,44.42,147742160,0.01,19411,4877,1.85,0.07
40983,47.5,52.62,47.5,52,16500,48.51,166217000,0.01,16475,4877,2.02,0.07
40984,52,56.33,52,55.83,72200,52.08,182371940,0.01,72158,4877,2.17,0.08
40987,55.85,59.15,55.38,56.79,56200,52.97,186421220,0.01,56144,4877,2.21,0.08
40988,57.91,58.73,56.96,58.73,59800,54.78,194604140,0.01,59725,4877,2.29,0.08
40989,58.73,60.43,57.88,58.67,28800,54.73,194334188,0.01,28720,4877,2.28,0.08
40990,58,58.9,57.1,58.9,23700,54.94,211373778,0.01,23686,4877,2.23,0.08
40991,59,62.97,58.92,62.97,36200,58.74,228541460,0.01,36102,4877,2.4,0.08
40994,63.5,66.13,62.2,65.9,38800,61.47,240908636,0.01,38776,4366,2.51,0.09
40995,66.16,70.73,66.16,69.89,78100,65.19,257730020,0.01,78059,4366,2.66,0.09
40996,70.74,75.13,70,73.94,98100,68.97,274812920,0.01,98014,4366,2.82,0.1
40997,74.66,74.66,64.28,64.28,111900,59.96,234067040,0.01,111868,4366,2.45,0.08
40998,64.28,64.37,56.58,57.18,157700,53.34,204119240,0.01,157673,4366,2.18,0.08
41001,56.94,62.44,54.63,59.26,93900,55.28,212892680,0.01,93826,4366,2.26,0.08
41002,59.25,59.25,56.6,58.3,41500,54.38,208843400,0.01,41494,4366,2.22,0.08
41003,56.82,59.45,55.2,59.45,30500,55.45,213694100,0.01,30485,4366,2.27,0.08
41004,59.3,67.2,59.25,66.95,41800,62.45,245329100,0.01,41761,4366,2.55,0.09
41008,66.29,73.95,65.33,71.54,68300,66.73,264689720,0.01,68224,4366,2.73,0.09
41009,72.26,74.73,67.39,68,67400,63.43,249758000,0.01,67339,4366,2.59,0.09
41010,68.5,71.34,66.96,68.51,37100,63.91,251909180,0.01,37053,57106,2.61,0.09
41011,68.51,69.9,67.25,69.03,43100,64.39,254102540,0.01,43087,57106,2.63,0.09
41012,69.27,70.16,68.86,69.15,11600,64.5,254608700,0.01,11528,57106,2.63,0.09
41015,70.11,71.03,67.6,71.03,38400,66.26,262538540,0.01,38378,57106,2.71,0.09
41016,71.66,71.92,69.01,70,24200,65.3,258194000,0.01,24111,57106,2.67,0.09
41017,70,70.07,67.21,67.29,20000,62.77,246750144,0.01,19962,57106,2.56,0.09
41018,66.99,66.99,64.58,65.92,21800,61.49,240984560,0.01,21793,57106,2.51,0.09
41019,66.35,66.36,59.1,59.82,43500,55.8,215254760,0.01,43452,57106,2.28,0.08
41022,59.7,60.2,56.06,57.35,30100,53.5,204836300,0.01,30062,57106,2.19,0.08
41023,57.29,58.51,54.91,57.86,44500,53.97,206987480,0.01,44458,50333,2.2,0.08
41024,58.36,61.87,58.08,61.59,28100,57.45,222720620,0.01,28023,50333,2.35,0.08
41025,61.58,61.59,59.68,61.5,13600,57.37,222341000,0.01,13596,50333,2.34,0.08
41026,61.28,61.3,58.52,60.5,17400,56.43,218123000,0.01,18816,50333,2.31,0.08
41029,60.51,61.73,60.08,60.73,17700,56.65,219093140,0.01,17640,50333,2.31,0.08
41030,60.63,64.7,59.38,62.61,29000,58.4,227022980,0.01,28735,50333,2.39,0.08
41031,62.33,62.65,61.05,61.79,11300,57.64,223564220,0.01,11236,50333,2.35,0.08
41032,61.49,62.83,59.89,59.89,13200,55.87,215550020,0.01,13189,50333,2.28,0.08
41033,59.3,60.63,58.59,58.9,10700,54.94,211374200,0.01,10625,50333,2.24,0.08
41036,58.01,59.32,57.57,58.28,11600,54.36,208759040,0.01,11598,50333,2.22,0.08
41037,57.93,58.38,56.76,57.99,7700,54.09,207535820,0.01,7605,50333,2.21,0.08
41038,56.88,58.27,52.74,53.83,15900,50.21,191065940,0.01,15891,24111,1.93,0.07
41039,53.66,55.81,52.15,53.64,31300,50.04,190264520,0.01,31208,24111,1.93,0.07
41040,53.18,53.18,42.99,44.25,43000,41.28,150657500,0.01,43441,24111,1.59,0.05
41043,44,44,39.01,40.27,51900,37.56,133869860,0.01,51873,24111,1.45,0.05
41044,39.6,40.84,38.09,38.82,23800,36.21,127753760,0.01,23757,24111,1.4,0.05
41045,38.32,38.74,36.51,37.77,33600,35.23,123324860,0.02,33543,24111,1.36,0.05
41046,36.66,37.35,35.77,36.07,21000,33.65,116154260,0.02,20956,24111,1.3,0.04
41047,35.7,36,33.01,33.75,23000,31.48,106368500,0.02,23291,24111,1.21,0.04
41050,33.65,36.88,33.65,34.96,26200,32.61,111472280,0.02,26201,24111,1.26,0.04
41051,35.03,35.88,33.81,35.88,16500,33.47,115352840,0.02,16481,24111,1.29,0.04
41052,35.93,37.25,34.9,37.24,19000,34.74,121089320,0.02,18926,24111,1.34,0.05
41053,37.05,37.68,35.78,37.11,12800,34.62,120540980,0.02,12719,24111,1.33,0.05
41054,36.86,37.35,36.6,37.18,4100,34.68,120836240,0.02,4060,24111,1.34,0.05
41058,37.18,37.29,36.14,36.92,10400,34.44,119739560,0.02,10312,15527,1.33,0.05
41059,36.84,37.25,34.52,34.81,13900,32.47,110839580,0.02,13857,15527,1.25,0.04
41060,34.91,36.57,33.08,35.45,9400,33.07,113539100,0.02,9376,15527,1.28,0.04
41061,34.72,36.11,32.64,32.66,10900,30.47,101770880,0.02,10832,15527,1.17,0.04
41064,32.88,33.38,31.35,33.11,21700,30.89,103668980,0.02,21635,15527,1.19,0.04
41065,32.88,33.29,31.35,32.81,16900,30.61,102403580,0.02,16804,15527,1.18,0.04
41066,32.83,34.48,32.8,33.25,11200,31.02,104259500,0.02,11120,15527,1.2,0.04
41067,33.25,33.25,30.2,31.71,18400,29.58,97763780,0.02,18396,15527,1.14,0.04
41068,31.04,31.08,28.58,29.5,39000,27.52,88442000,0.02,38984,15527,1.06,0.04
41071,29.5,30.22,27.85,28.94,27000,27,86079920,0.02,26968,6845,1.04,0.04
41072,29.5,29.88,28.56,29.72,14800,27.72,89369960,0.02,14775,6845,1.07,0.04
41073,30.19,30.7,29.12,30.14,17300,28.11,91141520,0.02,15303,6845,1.08,0.04
41074,30.57,32.76,30,32.18,19800,30.02,99746240,0.02,19755,6845,1.16,0.04
41075,32.04,34.38,31.8,33.8,28400,31.53,106579400,0.02,28374,6845,1.22,0.04
41078,33.5,36.24,33.01,35.52,21900,33.13,113834360,0.02,21810,6845,1.28,0.04
41079,36.01,39.99,35.98,39.7,29700,37.03,131465600,0.01,29691,6845,1.43,0.05
41080,40,40.49,38.02,39.73,40000,37.06,131592140,0.01,39917,6845,1.43,0.05
41081,39.69,39.92,37.3,38.2,28400,35.63,125138600,0.01,28324,6845,1.37,0.05
41082,37.67,37.95,36.07,37.39,257200,34.88,121722020,0.02,257164,6845,1.34,0.05
41085,36.7,37.96,34.06,37.59,19800,35.06,122565620,0.02,19787,6845,1.35,0.05
41086,37.76,38.89,37.76,38.6,9200,36.01,126825800,0.01,9167,8645,1.39,0.05
41087,38.93,39.8,38.32,39.38,14500,36.73,130115840,0.01,14471,8645,1.42,0.05
41088,38.82,39.88,37.41,39.22,15000,36.58,129440960,0.01,14946,8645,1.41,0.05
41089,41.2,42.5,40.68,41.92,21900,39.1,140829560,0.01,21868,8645,1.51,0.05
41092,41.53,42.1,41.4,42.1,12800,39.27,141588800,0.01,12759,8645,1.51,0.05
41093,42.26,43,40.29,43,14100,40.11,145385000,0.01,14051,8645,1.55,0.05
41095,43,43.46,42.01,43.02,11200,40.13,145469360,0.01,11164,8645,1.55,0.05
41096,43.2,43.4,42,42.34,11700,39.49,142601120,0.01,11677,8645,1.52,0.05
41099,42.48,42.8,41,42.4,13900,39.55,142854200,0.01,13887,8645,1.53,0.05
41100,43.07,43.9,42.25,43.54,15700,40.61,147662720,0.01,15642,8645,1.57,0.05
41101,43.68,44.4,42.63,43.95,11200,41,149392100,0.01,11119,89033,1.58,0.05
41102,43.52,43.9,42.39,42.8,11200,39.92,144541400,0.01,11161,89033,1.54,0.05
41103,43.18,47.12,42.73,46.45,40600,43.33,159937100,0.01,40599,89033,1.67,0.06
41106,46.44,47.33,45.17,45.65,30900,42.58,156562700,0.01,30877,89033,1.64,0.06
41107,46.57,47,43.81,44.32,9900,41.34,150952760,0.01,9804,89033,1.59,0.05
41108,44.24,46.16,43.89,45.89,13500,42.81,157575020,0.01,13464,89033,1.65,0.06
41109,46.44,47,45.3,46.09,7100,42.99,158418620,0.01,7048,89033,1.66,0.06
41110,46.02,46.02,42.23,42.77,10400,39.9,144414860,0.01,10385,89033,1.54,0.05
41113,42.47,44.65,40.24,44.58,16600,41.58,152049440,0.01,16575,89033,1.6,0.05
41114,44.42,44.81,43.4,44.11,6700,41.15,150066980,0.01,6700,96020,1.59,0.05
