Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price
5/24/07,63.48,4.1078,1.85E+11,11036302,2.615,0,64.08,63.46,63.03,46.7742,56.1611,1.84E+11,-0.0347,0.6828,63.48
5/25/07,63.19,4.1151,1.85E+11,8492984,2.627,-0.4568,63.58,63.09,63.122,27.4882,54.8611,1.83E+11,-0.036,0.6816,63.19
5/29/07,63.05,4.0649,1.84E+11,10059446,2.6328,-0.6774,63.36,62.79,63.166,21.1679,54.2341,1.83E+11,-0.0356,0.682,63.05
5/30/07,63.22,4.0047,1.85E+11,10866580,2.6258,-0.4096,63.36,62.76,63.306,44.4373,54.8818,1.83E+11,-0.0358,0.6817,63.22
5/31/07,63.27,4.0035,1.85E+11,12162300,2.6237,-0.3308,63.55,62.97,63.328,50.8393,55.0753,1.83E+11,-0.0356,0.6817,63.27
6/1/07,63.41,4.0013,1.85E+11,10838778,2.6179,-0.1103,63.77,63.02,63.395,66.8712,55.6264,1.84E+11,-0.0353,0.6821,63.41
6/4/07,63.6,3.9556,1.86E+11,10090375,2.6101,0.189,63.67,63.01,63.413,80.0893,56.3776,1.84E+11,-0.0326,0.6813,63.6
6/5/07,63.31,3.9568,1.85E+11,11412712,2.622,-0.2678,63.55,63.02,63.392,41.8553,54.9098,1.83E+11,-0.0329,0.6816,63.31
6/6/07,62.9,3.9556,1.84E+11,11539619,2.6391,-0.9137,63.43,62.55,63.324,20.7987,52.8956,1.82E+11,-0.0333,0.6821,62.9
6/7/07,62,3.9556,1.81E+11,14247800,2.6774,-2.3314,62.9,61.99,63.143,7.8294,48.8283,1.80E+11,-0.035,0.685,62
6/8/07,62.13,3.9556,1.81E+11,13943784,2.6718,-2.1267,62.35,61.46,63.008,18.8,49.4095,1.80E+11,-0.0353,0.6836,62.13
6/11/07,62.27,3.9641,1.82E+11,9092196,2.6658,-1.9061,62.89,62.15,62.916,31.8946,50.0418,1.80E+11,-0.0349,0.683,62.27
6/12/07,61.83,3.9641,1.81E+11,11921464,2.6848,-2.5992,62.41,61.76,62.794,18.1194,48.088,1.79E+11,-0.0351,0.6834,61.83
6/13/07,62.18,3.9641,1.82E+11,14816600,2.6697,-2.0479,62.26,61.32,62.69,45.9652,49.7039,1.80E+11,-0.0355,0.6825,62.18
6/14/07,62.45,3.9641,1.82E+11,9093373,2.6581,-1.6226,62.61,62.18,62.608,61.2243,50.923,1.81E+11,-0.0352,0.6827,62.45
6/15/07,62.77,3.9641,1.83E+11,16817024,2.6446,-1.1185,63.12,62.57,62.544,74.1845,52.3394,1.82E+11,-0.034,0.6834,62.77
6/18/07,62.33,4.0078,1.82E+11,8511087,2.6632,-1.8116,62.9,62.23,62.417,43.9128,50.2755,1.81E+11,-0.0352,0.6837,62.33
6/19/07,62.42,4.0054,1.82E+11,11403145,2.6594,-1.6698,62.67,62.2,62.328,50.1536,50.687,1.81E+11,-0.035,0.6837,62.42
6/20/07,62.04,4.0154,1.81E+11,11430474,2.6757,-2.2684,62.84,61.99,62.242,29.4207,48.9189,1.80E+11,-0.0347,0.6831,62.04
6/21/07,62.11,4.0136,1.81E+11,10370659,2.6727,-2.1582,62.34,61.79,62.253,36.6562,49.2562,1.80E+11,-0.0352,0.6829,62.11
6/22/07,60.73,4.1402,1.77E+11,22063856,2.7334,-4.3321,61.98,60.73,62.113,9.0924,43.4101,1.76E+11,-0.0371,0.6892,60.73
6/25/07,61.11,4.1588,1.78E+11,12967700,2.7164,-3.7335,61.51,60.97,61.997,30.6361,45.2608,1.77E+11,-0.0367,0.689,61.11
6/26/07,61.65,4.1436,1.80E+11,13908392,2.6926,-2.8828,61.96,61.32,61.979,53.9157,47.7717,1.79E+11,-0.0344,0.6877,61.65
6/27/07,61.45,4.1489,1.79E+11,14158216,2.7014,-3.1979,61.53,61.07,61.906,45.4428,46.9466,1.78E+11,-0.0358,0.6856,61.45
6/28/07,61.5,4.1476,1.80E+11,9515792,2.6992,-3.1191,61.84,61.2,61.811,48.479,47.1825,1.78E+11,-0.0358,0.6851,61.5
6/29/07,61.62,4.0984,1.79E+11,12025791,2.6939,-2.9301,61.94,61.21,61.696,57.0783,47.7593,1.78E+11,-0.0343,0.6846,61.62
7/2/07,61.85,4.2459,1.80E+11,8105026,2.6839,-2.5677,62,61.38,61.648,70.9961,48.8664,1.79E+11,-0.0317,0.6842,61.85
7/3/07,61.95,4.2459,1.80E+11,4716439,2.6796,-2.4102,62.28,61.88,61.601,76.059,49.3492,1.79E+11,-0.0317,0.6842,61.95
7/5/07,62.28,4.2459,1.81E+11,8300092,2.6654,-1.8904,62.42,61.87,61.625,87.1566,50.9309,1.80E+11,-0.0306,0.6842,62.28
7/6/07,62.13,4.2459,1.80E+11,7558898,2.6718,-2.1267,62.4,62,61.627,66.2259,50.1939,1.80E+11,-0.03,0.6821,62.13
7/9/07,62.72,4.3381,1.82E+11,18794404,2.6467,-1.1972,63.33,61.99,61.826,86.0258,52.9634,1.82E+11,-0.0282,0.6817,62.72
7/10/07,62.2,4.3381,1.81E+11,14338653,2.6688,-2.0164,62.85,62.12,61.935,48.4643,50.4078,1.80E+11,-0.0283,0.6819,62.2
7/11/07,62.86,4.3516,1.83E+11,11145903,2.6408,-0.9767,62.99,62.15,62.056,71.8581,53.3625,1.82E+11,-0.0268,0.6833,62.86
7/12/07,63.36,4.3381,1.84E+11,11042343,2.6199,-0.189,63.41,62.62,62.247,81.4347,55.4431,1.84E+11,-0.0269,0.6823,63.36
7/13/07,63.43,4.3381,1.84E+11,8999802,2.6171,-0.0788,63.6,63.01,62.44,82.6729,55.7291,1.84E+11,-0.0258,0.6823,63.43
7/16/07,63.8,4.4691,1.85E+11,13370123,2.6019,0.5041,63.88,63.28,62.658,88.6662,57.2303,1.85E+11,-0.0252,0.6809,63.8
7/17/07,62.74,4.4691,1.82E+11,27569020,2.6458,-1.1657,63.52,62.28,62.747,35.6603,52.004,1.82E+11,-0.0285,0.6812,62.74
7/18/07,62.2,4.4691,1.81E+11,16892824,2.6688,-2.0164,62.9,62.02,62.772,24.4782,49.6161,1.80E+11,-0.0299,0.6818,62.2
7/19/07,62.39,4.4691,1.81E+11,12654100,2.6607,-1.7171,62.7,62.06,62.783,35.2021,50.4443,1.81E+11,-0.0304,0.6813,62.39
7/20/07,61.79,4.4691,1.79E+11,13773900,2.6865,-2.6623,62.5,61.72,62.749,21.0461,47.8735,1.79E+11,-0.0304,0.6828,61.79
7/23/07,62,4.6301,1.80E+11,9443800,2.6774,-2.3314,62.33,61.85,62.677,34.8092,48.8179,1.80E+11,-0.0256,0.6784,62
7/24/07,61.47,4.6362,1.79E+11,10754800,2.7005,-3.1664,62.13,61.42,62.604,20.9704,46.613,1.78E+11,-0.0251,0.6772,61.47
7/25/07,61.53,4.6343,1.79E+11,10622400,2.6979,-3.0718,61.99,61.188,62.471,25.9683,46.8939,1.78E+11,-0.0254,0.677,61.53
7/26/07,60.96,4.6505,1.77E+11,23443860,2.7231,-3.9698,61.52,60.75,62.231,13.659,44.5882,1.77E+11,-0.0224,0.6753,60.96
7/27/07,59.77,4.7532,1.74E+11,23503536,2.7773,-5.8444,61.14,59.72,61.865,5.4979,40.308,1.73E+11,-0.0302,0.6772,59.77
7/30/07,60.07,4.9696,1.74E+11,13605400,2.7634,-5.3718,60.44,59.77,61.492,22.9147,41.7659,1.74E+11,-0.0303,0.6752,60.07
7/31/07,60.5,4.9547,1.76E+11,21874700,2.7438,-4.6944,61.78,60.5,61.268,44.791,43.8011,1.75E+11,-0.0273,0.6699,60.5
8/1/07,60.96,5.0218,1.77E+11,17638776,2.7231,-3.9698,61.4,60.45,61.144,62.0658,45.8937,1.77E+11,-0.0265,0.6708,60.96
8/2/07,61.03,5.0269,1.77E+11,17101800,2.72,-3.8595,61.48,60.75,61.008,64.5946,46.209,1.77E+11,-0.0264,0.671,61.03
8/3/07,60.55,5.0437,1.76E+11,12985233,2.7415,-4.6156,61.5,60.41,60.884,38.32,44.3746,1.75E+11,-0.0257,0.6665,60.55
8/6/07,62.3,5.6113,1.81E+11,14768100,2.6645,-1.8589,62.36,60.31,60.914,80.8713,51.6183,1.80E+11,-0.0203,0.675,62.3
8/7/07,62.08,5.62,1.80E+11,18086400,2.674,-2.2054,62.4,61.55,60.975,71.5618,50.7587,1.80E+11,-0.0215,0.6739,62.08
8/8/07,62.49,5.6058,1.81E+11,15477600,2.6564,-1.5595,62.49,61.2,61.071,78.4852,52.2904,1.81E+11,-0.0216,0.6738,62.49
8/9/07,60.83,5.8556,1.77E+11,20823700,2.7289,-4.1745,62.6,60.83,61.058,31.6659,46.2629,1.76E+11,-0.0254,0.6817,60.83
8/10/07,61.15,5.8419,1.77E+11,15651600,2.7146,-3.6704,61.42,60.5,61.196,41.7189,47.4704,1.77E+11,-0.0241,0.6816,61.15
8/13/07,61.45,6.1325,1.78E+11,11132700,2.7014,-3.1979,61.87,61.13,61.334,51.7094,48.5907,1.78E+11,-0.0211,0.6797,61.45
8/14/07,61.13,6.1468,1.77E+11,18623200,2.7155,-3.702,61.94,61.11,61.397,40.5796,47.4735,1.77E+11,-0.0201,0.6776,61.13
8/15/07,61.3,6.139,1.78E+11,13757504,2.708,-3.4342,61.75,60.78,61.431,49.2791,48.1289,1.77E+11,-0.0179,0.6738,61.3
8/16/07,61.63,6.1218,1.79E+11,24002000,2.6935,-2.9143,61.93,60.73,61.491,64.4388,49.397,1.78E+11,-0.0173,0.6744,61.63
8/17/07,62.02,6.1047,1.80E+11,18327900,2.6766,-2.2999,62.98,61.35,61.638,76.755,50.8654,1.80E+11,-0.0198,0.6706,62.02
8/20/07,61.83,6.3807,1.79E+11,12981800,2.6848,-2.5992,62.1,61.54,61.591,61.2524,50.1322,1.79E+11,-0.0204,0.6711,61.83
8/21/07,61.67,6.388,1.79E+11,12477700,2.6917,-2.8513,61.91,61.5,61.55,48.8018,49.5105,1.79E+11,-0.021,0.6711,61.67
8/22/07,62.01,6.3724,1.80E+11,12141600,2.677,-2.3157,62.1,61.62,61.502,68.9315,50.8504,1.79E+11,-0.021,0.671,62.01
8/23/07,62.11,6.3692,1.80E+11,8809400,2.6727,-2.1582,62.37,61.97,61.63,73.524,51.2441,1.80E+11,-0.0186,0.67,62.11
8/24/07,61.88,6.2826,1.80E+11,9166300,2.6826,-1.8667,61.98,61.35,61.703,48.6923,50.2858,1.79E+11,-0.0193,0.6665,61.88
8/27/07,61.6,6.3578,1.79E+11,10458761,2.6948,-2.3108,61.85,61.51,61.718,30.1177,49.1287,1.78E+11,-0.0215,0.6633,61.6
8/28/07,61.25,6.374,1.78E+11,14789600,2.7102,-2.8658,61.68,61.23,61.73,17.5587,47.7092,1.77E+11,-0.02,0.6597,61.25
8/29/07,61.86,6.3459,1.80E+11,10176700,2.6835,-1.8984,61.99,61.26,61.786,60.5572,50.2984,1.79E+11,-0.0201,0.6594,61.86
8/30/07,61.6,6.358,1.79E+11,8354000,2.6948,-2.3108,61.91,61.35,61.783,45.4136,49.2237,1.78E+11,-0.0209,0.6597,61.6
8/31/07,61.79,6.3493,1.79E+11,13365300,2.6865,-2.0095,62.07,61.65,61.76,57.1574,50.0308,1.79E+11,-0.0216,0.6588,61.79
9/4/07,61.98,6.6444,1.80E+11,9167600,2.6783,-1.7081,62.05,61.6,61.775,67.6101,50.8392,1.79E+11,-0.0221,0.6558,61.98
9/5/07,61.65,6.6601,1.79E+11,11283800,2.6926,-2.2315,61.97,61.45,61.773,41.3359,49.4032,1.78E+11,-0.022,0.6556,61.65
9/6/07,61.66,6.6723,1.79E+11,7724524,2.6922,-2.2156,61.9,61.61,61.738,42.3541,49.4479,1.78E+11,-0.0223,0.6555,61.66
9/7/07,61.68,6.671,1.79E+11,13552947,2.6913,-2.1839,62.03,61.26,61.695,45.2074,49.5403,1.79E+11,-0.0233,0.6511,61.68
9/10/07,61.84,6.9326,1.79E+11,10180500,2.6843,-1.9302,61.98,61.57,61.691,65.6246,50.2919,1.79E+11,-0.022,0.649,61.84
9/11/07,62.05,6.9223,1.80E+11,9947109,2.6753,-1.5971,62.14,61.72,61.736,80.1712,51.2772,1.80E+11,-0.0225,0.648,62.05
9/12/07,62.51,6.8996,1.81E+11,11638787,2.6556,-0.8676,62.67,61.95,61.862,91.7048,53.3717,1.81E+11,-0.021,0.648,62.51
9/13/07,63.11,6.8722,1.83E+11,13499000,2.6303,0.0839,63.27,62.57,61.987,96.1202,55.9281,1.83E+11,-0.0186,0.648,63.11
9/14/07,63.2,6.8679,1.83E+11,9369363,2.6266,0.2266,63.32,62.87,62.147,96.5352,56.2998,1.83E+11,-0.0195,0.6485,63.2
9/17/07,62.94,7.0122,1.83E+11,11085700,2.6374,-0.1857,63.33,62.7,62.262,65.9633,54.9154,1.82E+11,-0.0206,0.6462,62.94
9/18/07,63.83,7.08,1.85E+11,12657450,2.6007,1.2257,63.95,62.94,62.447,87.039,58.5267,1.85E+11,-0.0205,0.6466,63.83
9/19/07,64.49,7.0475,1.87E+11,17955976,2.574,2.2724,64.775,63.65,62.731,92.3252,60.9276,1.87E+11,-0.019,0.6477,64.49
9/20/07,64.79,7.0337,1.88E+11,12079500,2.5621,2.7481,65,64.18,63.044,93.9951,61.963,1.88E+11,-0.0173,0.6463,64.79
9/21/07,65.12,7.0177,1.89E+11,17638200,2.5491,3.2715,65.56,64.79,63.388,95.5814,63.0764,1.88E+11,-0.0187,0.6487,65.12
9/24/07,65.2,6.8974,1.89E+11,12256700,2.546,3.3983,65.55,64.75,63.724,95.9687,63.3455,1.89E+11,-0.015,0.6483,65.2
9/25/07,64.97,6.9084,1.89E+11,10084865,2.555,3.0336,65.34,64.75,64.016,69.6457,62.0017,1.88E+11,-0.0157,0.6484,64.97
9/26/07,65.39,6.8882,1.90E+11,12518700,2.5386,3.6997,65.6342,64.86,64.304,82.6676,63.4658,1.89E+11,-0.0149,0.6488,65.39
9/27/07,65.54,6.8819,1.90E+11,9074100,2.5328,3.9375,65.75,65.35,64.547,85.9066,63.9786,1.90E+11,-0.0135,0.6488,65.54
9/28/07,65.7,6.8744,1.90E+11,8858000,2.5266,4.1913,65.75,65.34,64.797,89.1505,64.528,1.90E+11,-0.0119,0.6485,65.7
10/1/07,66.14,6.7105,1.91E+11,12568800,2.5098,4.8891,66.2,65.66,65.117,94.4347,66.003,1.91E+11,-0.009,0.6474,66.14
10/2/07,66.05,6.7147,1.91E+11,9839800,2.5132,4.7463,66.34,65.88,65.339,82.1576,65.4273,1.91E+11,-0.0092,0.6474,66.05
10/3/07,66.1,6.7124,1.91E+11,9377900,2.5113,4.8256,66.8,65.82,65.5,83.9017,65.5998,1.91E+11,-0.0086,0.647,66.1
10/4/07,66.11,6.6872,1.91E+11,8741800,2.511,4.8415,66.35,66,65.632,84.3603,65.6352,1.91E+11,-0.0114,0.65,66.11
10/5/07,66.25,6.6809,1.91E+11,9407350,2.5057,5.0635,66.4,66.2,65.745,90.2146,66.1407,1.92E+11,-0.0106,0.6475,66.25
10/8/07,66.02,6.5001,1.91E+11,5678900,2.5144,4.6987,66.38,65.95,65.827,46.9271,64.5275,1.91E+11,-0.0093,0.6481,66.02
10/9/07,66.25,6.4898,1.91E+11,7639500,2.5057,5.0635,66.27,65.94,65.955,69.139,65.4005,1.92E+11,-0.0093,0.6481,66.25
10/10/07,65.83,6.5089,1.90E+11,8523888,2.5216,4.3974,66.3,65.67,65.999,32.212,62.495,1.91E+11,-0.0104,0.6484,65.83
10/11/07,65.95,6.5034,1.90E+11,10369150,2.5171,4.5877,66.23,65.83,66.04,44.8385,62.9811,1.91E+11,-0.0091,0.6477,65.95
10/12/07,65.94,6.5039,1.90E+11,7025773,2.5174,4.5719,66.24,65.81,66.064,43.8182,62.9108,1.91E+11,-0.012,0.6492,65.94
10/15/07,65.65,6.17,1.90E+11,9198050,2.5286,4.112,66.16,65.41,66.015,22.0218,60.8727,1.90E+11,-0.0154,0.6527,65.65
10/16/07,65.07,6.2346,1.88E+11,14314900,2.5511,3.1922,66,64.61,65.917,8.836,57.0488,1.88E+11,-0.0166,0.6536,65.07
10/17/07,64.85,6.2446,1.87E+11,10198300,2.5598,2.8433,65.58,64.72,65.792,6.5907,55.6765,1.88E+11,-0.0174,0.6535,64.85
10/18/07,64.9,5.8482,1.87E+11,13529404,2.5578,2.9226,65.32,64.69,65.671,14.0374,55.9257,1.88E+11,-0.0181,0.6546,64.9
10/19/07,64.23,5.8762,1.85E+11,15297000,2.5845,1.8601,65,64.16,65.469,5.394,51.8811,1.86E+11,-0.0201,0.6484,64.23
10/22/07,64.34,5.5008,1.86E+11,11153787,2.58,2.0345,64.39,63.55,65.301,17.8509,52.4649,1.86E+11,-0.0195,0.6531,64.34
10/23/07,64.55,5.4922,1.86E+11,7729820,2.5716,2.3675,64.6,63.96,65.131,40.3445,53.5774,1.87E+11,-0.0197,0.6529,64.55
10/24/07,64.44,5.4966,1.86E+11,11114251,2.576,2.1931,64.52,63.73,64.992,33.2015,52.9065,1.87E+11,-0.0197,0.6529,64.44
10/25/07,63.95,5.5146,1.85E+11,10605500,2.5958,1.416,64.45,63.73,64.792,15.209,50.02,1.85E+11,-0.0197,0.6527,63.95
10/26/07,64.3,5.5002,1.86E+11,9531300,2.5816,1.9711,64.6,63.82,64.628,46.3561,51.9568,1.86E+11,-0.0179,0.6513,64.3
10/29/07,64.98,5.0979,1.88E+11,12797700,2.5546,3.0494,65.46,64.3,64.561,74.0917,55.4283,1.88E+11,-0.0137,0.6426,64.98
10/30/07,64.82,5.1041,1.87E+11,7699400,2.5609,2.7957,65.27,64.75,64.536,62.6578,54.4703,1.88E+11,-0.0136,0.6425,64.82
10/31/07,65.17,5.0908,1.88E+11,10549900,2.5472,3.3508,65.25,64.6,64.568,75.2104,56.184,1.89E+11,-0.0136,0.6425,65.17
11/1/07,64.66,5.0899,1.87E+11,11156800,2.5673,2.542,65.38,64.52,64.544,43.3557,53.1674,1.87E+11,-0.0105,0.6388,64.66
11/2/07,64.78,5.0852,1.87E+11,9896700,2.5625,2.7323,65,64.36,64.599,50.722,53.7715,1.88E+11,-0.0076,0.6419,64.78
11/5/07,64.49,4.8372,1.86E+11,10140206,2.574,2.2724,64.86,64.01,64.614,34.4716,52.0915,1.87E+11,-0.0079,0.6421,64.49
11/6/07,64.61,4.8601,1.84E+11,7820075,2.5693,2.4627,64.89,64.15,64.62,45.341,52.7238,1.85E+11,-0.0085,0.6411,64.61
11/7/07,63.91,4.8865,1.82E+11,10752445,2.5974,1.3526,64.53,63.73,64.567,18.4961,48.8346,1.83E+11,-0.0079,0.6393,63.91
11/8/07,64.59,4.8593,1.84E+11,16433302,2.5701,2.431,64.89,63.95,64.631,56.2448,52.3657,1.85E+11,-0.0038,0.6382,64.59
11/9/07,65.16,4.6309,1.86E+11,16168588,2.5476,3.3349,65.75,63.85,64.717,72.3479,55.0554,1.86E+11,-0.0011,0.6331,65.16
11/12/07,66.31,4.4321,1.89E+11,17583394,2.5034,5.1586,66.95,64.98,64.85,86.9181,59.7937,1.90E+11,0.0062,0.628,66.31
11/13/07,67.31,4.4321,1.92E+11,16500906,2.4662,6.7445,67.35,66.53,65.099,92.2467,63.2764,1.93E+11,0.0065,0.6293,67.31
11/14/07,66.89,4.4321,1.91E+11,12130670,2.4817,6.0784,67.3,66.75,65.271,73.4088,60.9813,1.91E+11,0.0059,0.6299,66.89
11/15/07,66.88,4.4321,1.91E+11,11491772,2.4821,6.0626,67.3,66.54,65.493,72.8773,60.9269,1.91E+11,-0.0011,0.6318,66.88
11/16/07,67.75,4.4635,1.93E+11,15135600,2.4502,7.4423,67.78,66.58,65.79,86.0543,63.8323,1.94E+11,-0.0002,0.6327,67.75
11/19/07,67.59,4.4175,1.93E+11,19230860,2.456,7.1886,68.01,67.44,66.1,75.8842,62.9419,1.93E+11,0.0066,0.6337,67.59
11/20/07,67.64,4.416,1.93E+11,15471193,2.4542,7.2678,67.95,67.2,66.403,77.15,63.1082,1.94E+11,0.0063,0.6335,67.64
11/21/07,67.14,4.4319,1.92E+11,14971768,2.4724,6.4749,67.65,66.94,66.726,43.1643,60.3076,1.92E+11,0.0063,0.6336,67.14
11/23/07,66.88,4.3815,1.91E+11,5964650,2.4821,6.7207,67.4,66.17,66.955,32.1258,58.9014,1.91E+11,0.0059,0.6305,66.88
11/26/07,67.37,4.2494,1.92E+11,15976281,2.464,7.5026,68.08,66.39,67.176,60.6055,60.6884,1.93E+11,0.0068,0.6232,67.37
11/27/07,67.73,4.2494,1.93E+11,15182904,2.4509,8.0771,67.88,67.23,67.318,73.0619,61.946,1.94E+11,0.0066,0.6228,67.73
11/28/07,68.35,4.2494,1.95E+11,15187304,2.4287,9.0664,68.48,67.06,67.422,85.1731,63.9978,1.96E+11,0.006,0.6209,68.35
11/29/07,68.4,4.2494,1.95E+11,11037227,2.4269,9.1462,68.66,67.56,67.573,85.9379,64.159,1.96E+11,0.0074,0.6209,68.4
11/30/07,67.74,4.2494,1.93E+11,16655332,2.4505,8.093,68.75,67.2,67.659,42.516,60.4618,1.94E+11,0.0052,0.6188,67.74
12/3/07,67.71,4.1035,1.93E+11,9768056,2.4516,8.0452,68.08,67.3,67.655,41.1001,60.2984,1.94E+11,0.0087,0.6199,67.71
12/4/07,67.94,4.1035,1.94E+11,8107361,2.4433,8.4122,68.21,67.4,67.69,57.411,61.1315,1.94E+11,0.01,0.6191,67.94
12/5/07,68.21,4.1035,1.95E+11,9753389,2.4337,8.843,68.25,67.45,67.747,71.3713,62.0973,1.95E+11,0.0095,0.6183,68.21
12/6/07,68.3,4.1035,1.95E+11,7605213,2.4305,8.9866,68.37,67.75,67.863,75.4026,62.4193,1.95E+11,0.0105,0.617,68.3
12/7/07,67.68,4.1035,1.93E+11,12058718,2.4527,7.9973,68.5,67.58,67.943,30.7127,58.856,1.94E+11,0.0099,0.6168,67.68
12/10/07,67.79,4.0593,1.94E+11,8315004,2.4487,8.1728,68,67.45,67.985,40.1525,59.2826,1.94E+11,0.0095,0.6166,67.79
12/11/07,67.55,4.0663,1.93E+11,10231480,2.4574,7.7898,67.97,67.48,67.967,27.7703,57.9269,1.93E+11,0.0111,0.6131,67.55
12/12/07,67.7,4.0619,1.93E+11,19270624,2.452,8.0292,68.4,67.02,67.902,43.9691,58.5399,1.94E+11,0.011,0.6131,67.7
12/13/07,67.87,4.0569,1.94E+11,7775807,2.4459,8.3005,68,67.42,67.849,59.4348,59.2363,1.94E+11,0.0115,0.6132,67.87
12/14/07,67.59,4.0653,1.93E+11,9492069,2.456,7.8537,67.93,67.39,67.834,35.3372,57.5883,1.93E+11,0.0126,0.6131,67.59
12/17/07,67.55,4.231,1.93E+11,12357638,2.4574,7.7898,67.76,67.21,67.818,32.5124,57.3525,1.93E+11,0.0094,0.6131,67.55
12/18/07,67.71,4.2261,1.93E+11,12275399,2.4516,8.0452,67.9,67.18,67.795,54.3886,58.063,1.94E+11,0.0093,0.6131,67.71
12/19/07,67.32,4.2381,1.92E+11,8857932,2.4658,7.4228,67.75,67.21,67.706,24.8898,55.7221,1.93E+11,0.0083,0.6133,67.32
12/20/07,67.33,4.2377,1.92E+11,11029385,2.4655,7.4388,67.68,67.23,67.609,26.4246,55.7694,1.93E+11,0.0092,0.613,67.33
12/21/07,68.03,4.2167,1.94E+11,19748736,2.4401,8.5558,68.19,67.35,67.644,76.61,58.9453,1.95E+11,0.0097,0.614,68.03
12/24/07,67.87,4.4469,1.94E+11,2771956,2.4459,8.3005,68.3,67.59,67.652,62.0896,57.9612,1.94E+11,0.0103,0.611,67.87
12/26/07,67.56,4.4568,1.93E+11,6399735,2.4571,7.8058,67.99,67.362,67.653,40.0362,56.0846,1.93E+11,0.0093,0.611,67.56
12/27/07,67.33,4.4641,1.92E+11,7625140,2.4655,7.4388,67.98,67.01,67.616,28.6938,54.7246,1.93E+11,0.0098,0.6103,67.33
12/28/07,67.38,4.4623,1.93E+11,5279141,2.4636,7.5186,67.93,67.03,67.567,34.7241,54.9702,1.93E+11,0.0095,0.6103,67.38
12/31/07,66.7,4.6917,1.91E+11,8515064,2.4888,6.4335,67.33,66.55,67.478,12.7418,51.0731,1.91E+11,0.0051,0.6055,66.7
1/2/08,65.91,4.7184,1.89E+11,11970425,2.5186,5.1729,67,65.72,67.314,6.0583,47.0633,1.89E+11,0.0038,0.6071,65.91
1/3/08,65.93,4.7177,1.89E+11,9277902,2.5178,5.2048,66.4,65.36,67.136,7.893,47.1719,1.89E+11,0.0038,0.6071,65.93
1/4/08,65.84,4.7242,1.89E+11,12714706,2.5213,5.0612,66.4,65.72,66.988,6.9737,46.7256,1.88E+11,0.003,0.6023,65.84
1/7/08,66.86,4.9827,1.92E+11,12352933,2.4828,6.6888,67.21,65.75,66.941,68.7835,52.0453,1.91E+11,0.0056,0.6026,66.86
1/8/08,66.94,4.9799,1.92E+11,13478510,2.4798,6.8165,67.75,66.6,66.832,71.0467,52.4307,1.92E+11,0.0073,0.5997,66.94
1/9/08,67.8,4.9505,1.94E+11,19490384,2.4484,8.1888,68.29,66.99,66.825,86.6518,56.3334,1.94E+11,0.0087,0.6015,67.8
1/10/08,67.91,4.9467,1.95E+11,13043378,2.4444,8.3643,68.23,67.35,66.86,87.9028,56.8023,1.94E+11,0.0081,0.6013,67.91
1/11/08,67.88,4.9495,1.94E+11,15541754,2.4455,8.3164,68.03,67.34,66.915,84.6571,56.6307,1.94E+11,0.0112,0.6007,67.88
1/14/08,67.95,5.2198,1.95E+11,11661596,2.443,8.4281,68.29,67.31,66.972,86.413,56.9447,1.94E+11,0.0139,0.5994,67.95
1/15/08,67.76,5.2264,1.94E+11,11549234,2.4498,8.1249,68.17,67.45,67.078,58.9471,55.8103,1.94E+11,0.0154,0.5962,67.76
1/16/08,68.31,5.2111,1.96E+11,18610432,2.4301,9.0026,68.85,67.33,67.318,82.7517,58.2979,1.95E+11,0.0174,0.5952,68.31
1/17/08,67.83,5.2239,1.94E+11,18326508,2.4473,8.2366,68.56,67.58,67.508,47.0426,55.4784,1.94E+11,0.0183,0.593,67.83
1/18/08,66.29,5.4026,1.90E+11,22717584,2.5041,5.7793,68.16,66.01,67.553,15.29,47.8047,1.90E+11,0.011,0.5964,66.29
1/22/08,65.27,5.8009,1.87E+11,29488876,2.5433,4.1516,66.75,64.5,67.394,9.1524,43.6663,1.87E+11,0.0112,0.5938,65.27
1/23/08,64.2,5.8471,1.84E+11,22842616,2.5857,2.4442,65.57,62.13,67.12,5.6094,39.9165,1.84E+11,0.0064,0.5846,64.2
1/24/08,63.51,5.8779,1.82E+11,18084340,2.6138,1.3432,64.54,63.34,66.691,4.0812,37.7537,1.82E+11,0.0097,0.5833,63.51
1/25/08,62.46,5.9181,1.79E+11,23938364,2.6577,-0.3323,63.99,62.34,66.146,2.5163,34.7865,1.79E+11,0.0103,0.5858,62.46
1/28/08,63.07,6.3759,1.81E+11,10182093,2.632,0.6411,63.13,62.5,65.665,26.9309,37.7278,1.80E+11,0.0125,0.5871,63.07
1/29/08,62.97,6.3809,1.80E+11,10074093,2.6362,0.4815,63.39,62.83,65.167,25.3686,37.4414,1.80E+11,0.0117,0.5867,62.97
1/30/08,62.1799,6.4203,1.78E+11,13653947,2.6697,-0.7793,63,62,64.609,15.0327,35.2541,1.78E+11,0.0095,0.5876,62.1799
1/31/08,63.14,6.5321,1.81E+11,21277704,2.6291,0.7528,63.39,61.72,64.092,51.242,39.6836,1.81E+11,0.0139,0.5892,63.14
