Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price
11/30/11,64.72,33.8897,1.64E+11,15032551,3.5229,13.7808,64.74,63.8,63.116,83.7781,52.1886,1.77E+11,-0.008,0.6918,64.72
12/1/11,64.45,33.977,1.63E+11,9852657,3.5376,13.3062,64.95,64.345,63.121,74.4807,51.4856,1.76E+11,-0.0094,0.6914,64.45
12/2/11,63.47,34.3,1.61E+11,15792806,3.5922,11.5833,64.89,63.3,63.074,46.4284,49.007,1.73E+11,-0.0135,0.6915,63.47
12/5/11,63.36,33.5941,1.60E+11,15294467,3.5985,11.3899,64.25,62.85,63.025,43.6597,48.7345,1.73E+11,-0.0171,0.6916,63.36
12/6/11,63.49,33.582,1.61E+11,10417871,3.5911,11.6184,63.93,63.26,63.08,49.0461,49.0806,1.73E+11,-0.0168,0.6916,63.49
12/7/11,64.45,33.2687,1.63E+11,11505958,3.5376,13.3062,64.81,63.37,63.235,75.2532,51.5777,1.76E+11,-0.014,0.6918,64.45
12/8/11,63.78,33.4864,1.62E+11,9567644,3.5748,12.1283,64.45,63.56,63.414,48.9153,49.814,1.74E+11,-0.0145,0.6919,63.78
12/9/11,64.53,33.6883,1.64E+11,8835744,3.5332,13.4468,64.68,63.98,63.74,67.8241,51.7255,1.76E+11,-0.014,0.6923,64.53
12/12/11,63.51,33.2341,1.61E+11,10810278,3.59,11.6536,64.2,63.35,63.854,38.6441,49.0946,1.73E+11,-0.0157,0.6932,63.51
12/13/11,63.36,33.2836,1.60E+11,14219169,3.5985,11.3899,64.08,63.14,63.912,35.2945,48.7177,1.73E+11,-0.0152,0.693,63.36
12/14/11,63.18,33.3434,1.60E+11,9802321,3.6087,11.0734,63.78,62.93,63.758,30.531,48.2577,1.73E+11,-0.0145,0.6927,63.18
12/15/11,64,33.0749,1.62E+11,9656687,3.5625,12.515,64.1,63.57,63.713,63.8606,50.4619,1.75E+11,-0.0122,0.6929,64
12/16/11,64.3,32.9782,1.63E+11,19214256,3.5459,13.0425,64.37,63.55,63.796,71.3926,51.2479,1.76E+11,-0.0117,0.693,64.3
12/19/11,63.53,33.2247,1.61E+11,9024818,3.5889,11.6888,64.28,63.36,63.813,39.6096,49.1762,1.73E+11,-0.011,0.6943,63.53
12/20/11,64.52,32.9155,1.64E+11,12247653,3.5338,13.4292,64.73,64.01,63.916,67.5071,51.7695,1.76E+11,-0.011,0.6942,64.52
12/21/11,64.96,32.776,1.65E+11,8518210,3.5099,14.2028,65,64.58,63.967,75.1578,52.875,1.77E+11,-0.0099,0.6943,64.96
12/22/11,65.18,32.7069,1.65E+11,7428114,3.498,14.5895,65.26,64.62,64.107,78.8863,53.4272,1.78E+11,-0.0103,0.6942,65.18
12/23/11,65.98,32.4589,1.68E+11,6503411,3.4556,15.996,66,65.18,64.252,88.3905,55.3934,1.80E+11,-0.0088,0.6947,65.98
12/27/11,66.02,32.5996,1.68E+11,4995176,3.4535,16.0663,66.315,65.9,64.503,88.7696,55.4906,1.80E+11,-0.0091,0.6947,66.02
12/28/11,65.45,32.7747,1.66E+11,5943922,3.4836,15.0642,66.03,65.3,64.712,52.2768,53.7637,1.79E+11,-0.0095,0.6949,65.45
12/29/11,65.88,33.0144,1.67E+11,5702392,3.4608,15.8202,66.03,65.25,64.982,67.4286,54.86,1.80E+11,-0.0095,0.695,65.88
12/30/11,65.58,33.1074,1.66E+11,4959865,3.4767,15.2928,65.93,65.53,65.14,50.6122,53.937,1.79E+11,-0.0098,0.6951,65.58
1/3/12,65.88,33.0215,1.67E+11,16116290,3.4608,15.8202,66,65.25,65.298,64.0579,54.725,1.80E+11,-0.0092,0.695,65.88
1/4/12,65.48,33.1452,1.66E+11,9243025,3.482,15.117,65.88,65.11,65.493,41.475,53.4635,1.79E+11,-0.0105,0.695,65.48
1/5/12,65.4,33.1701,1.66E+11,11886826,3.4862,14.9763,65.595,64.83,65.581,37.508,53.2097,1.79E+11,-0.0084,0.6952,65.4
1/6/12,64.83,33.349,1.64E+11,15359839,3.5169,13.9742,65.46,64.61,65.568,18.548,51.411,1.77E+11,-0.0114,0.6954,64.83
1/9/12,64.93,33.3938,1.65E+11,7934621,3.5115,14.15,65.09,64.41,65.543,28.111,51.7073,1.77E+11,-0.0098,0.6956,64.93
1/10/12,65.2,33.3078,1.65E+11,8476934,3.4969,14.6247,65.4,65,65.465,51.2781,52.516,1.78E+11,-0.0099,0.6956,65.2
1/11/12,65.13,33.3299,1.65E+11,6784550,3.5007,14.5016,65.54,64.84,65.376,45.5674,52.2812,1.78E+11,-0.0101,0.6956,65.13
1/12/12,65.23,33.2986,1.65E+11,7402895,3.4953,14.6774,65.41,64.93,65.354,56.0547,52.5944,1.78E+11,-0.0121,0.6964,65.23
1/13/12,65.26,33.2892,1.66E+11,8978745,3.4937,14.7302,65.28,64.3631,65.292,59.5607,52.6908,1.78E+11,-0.0119,0.6961,65.26
1/17/12,65.12,33.3618,1.65E+11,8359883,3.5012,14.4841,65.69,64.5,65.246,38.2173,52.1787,1.78E+11,-0.0134,0.6953,65.12
1/18/12,65.28,33.312,1.66E+11,8095696,3.4926,14.7653,65.37,65,65.186,61.7281,52.7219,1.78E+11,-0.0141,0.695,65.28
1/19/12,65.19,32.9045,1.65E+11,11699741,3.4975,14.6071,65.25,64.79,65.157,46.7255,52.3757,1.78E+11,-0.0149,0.6949,65.19
1/20/12,65.27,32.8799,1.66E+11,14715438,3.4932,14.7478,65.55,64.54,65.144,59.7642,52.6616,1.78E+11,-0.0152,0.6951,65.27
1/23/12,65,32.3594,1.65E+11,10125026,3.5077,14.2731,65.33,64.88,65.161,26.692,51.5806,1.78E+11,-0.0141,0.694,65
1/24/12,65,35.5802,1.65E+11,12367858,3.5077,14.2731,65.45,64.34,65.168,26.692,51.5806,1.78E+11,-0.014,0.694,65
1/25/12,65.22,35.5046,1.65E+11,10881470,3.4959,14.6599,65.29,64.76,65.17,63.6103,52.432,1.78E+11,-0.0142,0.6939,65.22
1/26/12,65.7,35.3415,1.67E+11,12546132,3.4703,15.5037,65.88,65.22,65.227,86.2585,54.2478,1.79E+11,-0.0112,0.6933,65.7
1/27/12,65.56,35.389,1.66E+11,10469692,3.4777,15.2576,65.87,65.46,65.26,67.7978,53.6301,1.79E+11,-0.0129,0.693,65.56
1/30/12,65.71,34.8681,1.67E+11,7487109,3.4698,15.5213,65.71,65.13,65.305,76.0392,54.2081,1.79E+11,-0.012,0.6938,65.71
1/31/12,65.91,34.8166,1.67E+11,13568315,3.4593,15.8729,65.95,65.56,65.384,84.1514,54.982,1.80E+11,-0.0114,0.6937,65.91
2/1/12,65.69,34.4546,1.67E+11,12276420,3.4708,15.4861,66.32,65.65,65.425,53.9908,53.9445,1.79E+11,-0.0129,0.6932,65.69
2/2/12,65.59,34.4879,1.66E+11,8282498,3.4761,15.3103,65.97,65.35,65.465,43.3881,53.4701,1.79E+11,-0.0147,0.6925,65.59
2/3/12,65.64,34.4713,1.67E+11,9036455,3.4735,15.3982,66.02,65.53,65.502,50.6557,53.6808,1.79E+11,-0.0155,0.6916,65.64
2/6/12,65.19,34.2582,1.65E+11,9535688,3.4975,14.6071,65.58,65.05,65.521,18.5342,51.5092,1.78E+11,-0.017,0.692,65.19
2/7/12,65.26,34.2342,1.66E+11,9248062,3.4937,14.7302,65.39,65.02,65.547,29.0343,51.8228,1.78E+11,-0.0169,0.692,65.26
2/8/12,65.24,34.241,1.66E+11,6889358,3.4948,14.695,65.345,65.09,65.549,27.5145,51.724,1.78E+11,-0.0172,0.692,65.24
2/9/12,64.89,34.3569,1.65E+11,10936186,3.5136,14.0797,65.35,64.82,65.468,11.5894,49.997,1.77E+11,-0.0183,0.692,64.89
2/10/12,64.6,34.4538,1.64E+11,13954803,3.5294,13.5699,64.77,64.25,65.372,6.7406,48.606,1.76E+11,-0.0186,0.6921,64.6
2/13/12,64.68,33.8119,1.64E+11,9662437,3.525,13.7105,64.95,64.6,65.269,20.5034,49.0108,1.77E+11,-0.0192,0.6915,64.68
2/14/12,64.61,33.8244,1.64E+11,8978588,3.5289,13.5875,64.86,64.33,65.139,17.1764,48.6639,1.76E+11,-0.0193,0.6915,64.61
2/15/12,64.65,33.8111,1.64E+11,9023376,3.5267,13.6578,64.95,64.4701,65.035,27.2893,48.8778,1.77E+11,-0.0185,0.6913,64.65
2/16/12,64.92,33.7231,1.65E+11,8194493,3.512,14.1324,65.16,64.44,64.968,67.4858,50.3235,1.77E+11,-0.0188,0.6912,64.92
2/17/12,64.99,33.7004,1.65E+11,9057483,3.5082,14.2555,65.28,64.81,64.903,73.2391,50.6974,1.77E+11,-0.0195,0.691,64.99
2/21/12,65.04,33.2565,1.65E+11,8083421,3.5055,14.3434,65.24,64.75,64.888,77.504,50.9701,1.78E+11,-0.0172,0.6909,65.04
2/22/12,65,33.2692,1.65E+11,8151430,3.5077,14.2731,65.34,64.87,64.862,65.0613,50.7378,1.78E+11,-0.0169,0.6909,65
2/23/12,65.1,33.1301,1.66E+11,8995376,3.5023,14.4489,66.05,64.9,64.848,78.191,51.3116,1.79E+11,-0.0178,0.6912,65.1
2/24/12,64.46,33.3345,1.64E+11,10478532,3.5371,14.3258,64.79,64.19,64.805,16.9699,47.6381,1.77E+11,-0.0194,0.6913,64.46
2/27/12,64.45,32.224,1.64E+11,8522935,3.5376,14.3081,64.64,64.02,64.79,16.6641,47.583,1.77E+11,-0.0184,0.6913,64.45
2/28/12,65.18,32.0029,1.66E+11,11581419,3.498,15.6028,65.42,64.5,64.84,71.971,51.7911,1.79E+11,-0.0165,0.6915,65.18
2/29/12,65.08,32.0334,1.66E+11,11490055,3.5034,15.4255,65.26,64.71,64.887,63.3342,51.2085,1.79E+11,-0.0163,0.6914,65.08
3/1/12,64.83,32.1102,1.65E+11,8813804,3.5169,14.9821,65.26,64.64,64.905,43.6783,49.7609,1.78E+11,-0.0176,0.6911,64.83
3/2/12,64.77,32.1286,1.65E+11,6063903,3.5201,14.8756,64.87,64.565,64.89,39.2887,49.4141,1.78E+11,-0.0174,0.6911,64.77
3/5/12,64.91,31.3399,1.66E+11,7603632,3.5126,15.1239,64.96,64.54,64.882,55.0867,50.251,1.78E+11,-0.0165,0.6909,64.91
3/6/12,64.35,31.5244,1.64E+11,9511003,3.5431,14.1307,64.73,64.19,64.813,21.5074,47.0312,1.77E+11,-0.0171,0.691,64.35
3/7/12,64.3,31.54,1.64E+11,8591783,3.5459,14.0421,64.46,64.12,64.743,19.8841,46.7545,1.77E+11,-0.018,0.6907,64.3
3/8/12,64.85,31.3725,1.65E+11,11311176,3.5158,15.0175,65.08,64.74,64.718,64.3196,50.0956,1.78E+11,-0.0173,0.691,64.85
3/9/12,64.74,31.4058,1.65E+11,8410903,3.5218,14.8224,64.995,64.59,64.746,55.144,49.4535,1.78E+11,-0.018,0.6909,64.74
3/12/12,65.1,30.382,1.66E+11,7284622,3.5023,15.4609,65.15,64.54,64.811,73.6189,51.5555,1.79E+11,-0.0159,0.691,65.1
3/13/12,65.33,29.9482,1.67E+11,9884040,3.49,15.8689,65.44,65.03,64.826,81.0849,52.8513,1.79E+11,-0.0182,0.6902,65.33
3/14/12,65.08,30.0211,1.66E+11,9612125,3.5034,15.4255,65.38,65.02,64.826,55.4836,51.3081,1.79E+11,-0.0188,0.6902,65.08
3/15/12,65.07,29.6427,1.66E+11,11375346,3.5039,15.4077,65.38,64.85,64.85,54.452,51.2462,1.79E+11,-0.0194,0.6901,65.07
3/16/12,65.12,29.6282,1.66E+11,17707140,3.5012,15.4964,65.46,64.81,64.885,60.026,51.5486,1.79E+11,-0.0185,0.6904,65.12
3/19/12,65.21,28.0195,1.66E+11,7321718,3.4964,15.656,65.27,64.9,64.915,69.9537,52.1019,1.79E+11,-0.0204,0.6906,65.21
3/20/12,64.96,28.0904,1.66E+11,7760524,3.5099,15.2126,65.13,64.76,64.976,34.3785,50.4466,1.78E+11,-0.0203,0.6908,64.96
3/21/12,64.76,28.1468,1.65E+11,7839558,3.5207,14.8579,65.07,64.64,65.022,21.3496,49.1542,1.78E+11,-0.0207,0.6908,64.76
3/22/12,64.46,28.232,1.64E+11,10621204,3.5371,14.3258,64.69,64.4,64.983,11.5234,47.2748,1.77E+11,-0.0208,0.6908,64.46
3/23/12,64.55,28.2061,1.65E+11,8062435,3.5321,14.4855,64.71,64.37,64.964,26.704,47.8931,1.77E+11,-0.0209,0.6908,64.55
3/26/12,65.17,27.1283,1.66E+11,8504151,3.4985,15.5851,65.26,64.83,64.971,73.5676,51.9118,1.79E+11,-0.0182,0.6907,65.17
3/27/12,65.4,27.0661,1.67E+11,10723717,3.4862,15.993,65.5,65.22,64.978,80.504,53.2942,1.80E+11,-0.018,0.6904,65.4
3/28/12,65.62,27.0065,1.67E+11,10305555,3.4746,16.3832,65.62,65.18,65.032,85.8366,54.586,1.80E+11,-0.0167,0.6902,65.62
3/29/12,65.54,27.0281,1.67E+11,9553285,3.4788,16.2413,65.54,65.2,65.079,74.6928,54.0239,1.80E+11,-0.0168,0.6902,65.54
3/30/12,65.96,26.9148,1.67E+11,11308445,3.4566,16.9862,66.18,65.58,65.163,87.4864,56.4589,1.81E+11,-0.0161,0.6903,65.96
4/2/12,66.21,26.0864,1.67E+11,8785901,3.4436,17.4296,66.3,65.82,65.263,91.3781,57.834,1.82E+11,-0.0165,0.6908,66.21
4/3/12,65.88,26.2048,1.66E+11,9128402,3.4608,16.8443,66.155,65.5,65.355,56.5538,55.443,1.81E+11,-0.0171,0.6909,65.88
4/4/12,65.39,26.3352,1.65E+11,9432229,3.4868,15.9753,65.7,65.355,65.418,30.5892,52.1323,1.80E+11,-0.0174,0.691,65.39
4/5/12,65.34,26.3485,1.65E+11,7922631,3.4894,15.8866,65.38,65.09,65.506,28.5808,51.8057,1.79E+11,-0.0175,0.691,65.34
4/9/12,64.92,25.5107,1.64E+11,6363359,3.512,15.1417,65.23,64.88,65.543,15.641,49.1315,1.78E+11,-0.0162,0.6913,64.92
4/10/12,64.2,25.7029,1.62E+11,12793985,3.5514,13.8647,64.86,64.16,65.446,7.2272,45.011,1.76E+11,-0.0164,0.6916,64.2
4/11/12,64.13,25.722,1.62E+11,10434100,3.5553,13.7405,64.69,63.96,65.319,6.7015,44.6345,1.76E+11,-0.0173,0.6913,64.13
4/12/12,64.15,25.7164,1.62E+11,13122221,3.5542,13.776,64.15,63.68,65.172,9.5221,44.7711,1.76E+11,-0.0186,0.6906,64.15
4/13/12,63.54,25.8834,1.60E+11,11226567,3.5883,12.6941,64,63.52,64.972,3.9956,41.5389,1.74E+11,-0.0209,0.6908,63.54
4/16/12,63.98,25.3729,1.61E+11,10503199,3.5636,13.4745,64.16,63.67,64.774,41.0278,44.5272,1.76E+11,-0.018,0.6917,63.98
4/17/12,64.22,25.1528,1.62E+11,18322884,3.5503,13.9002,64.28,63.27,64.575,55.1747,46.0823,1.76E+11,-0.0215,0.6907,64.22
4/18/12,63.26,25.4121,1.59E+11,20568316,3.6042,12.1975,63.92,63.12,64.313,22.6186,41.2923,1.74E+11,-0.024,0.6912,63.26
4/19/12,63.03,25.1511,1.59E+11,15189095,3.6173,11.7896,63.535,62.76,64.077,18.6615,40.2552,1.73E+11,-0.024,0.6912,63.03
4/20/12,63.71,24.9672,1.60E+11,14320669,3.5787,12.9956,63.97,63.2,63.914,54.198,44.5171,1.75E+11,-0.0211,0.6915,63.71
4/23/12,63.37,24.4357,1.60E+11,10122222,3.5979,12.3926,63.69,63.3,63.759,40.8218,42.933,1.74E+11,-0.0176,0.6916,63.37
4/24/12,63.77,24.3275,1.61E+11,9023247,3.5753,13.1021,63.79,63.36,63.716,58.7762,45.3018,1.75E+11,-0.0163,0.6917,63.77
4/25/12,64.43,24.155,1.62E+11,11162751,3.5387,14.2726,64.58,63.84,63.746,76.4557,48.9209,1.77E+11,-0.0157,0.692,64.43
4/26/12,64.75,24.0725,1.63E+11,9139768,3.7683,14.8402,64.97,64.26,63.806,82.0533,50.5616,1.78E+11,-0.0154,0.6921,64.75
4/27/12,64.84,24.0495,1.64E+11,9876285,3.7631,14.9998,65.13,64.68,63.936,83.6893,51.0193,1.78E+11,-0.0165,0.6931,64.84
4/30/12,65.1,23.2623,1.64E+11,11362495,3.7481,15.4609,65.39,64.84,64.048,88.3078,52.3381,1.79E+11,-0.0151,0.6926,65.1
5/1/12,65.22,23.2864,1.65E+11,10108376,3.7412,15.6738,65.36,64.8,64.148,90.2242,52.9431,1.79E+11,-0.017,0.6917,65.22
5/2/12,65.33,23.2589,1.65E+11,8349654,3.7349,15.8689,65.33,64.84,64.355,92.0222,53.5027,1.79E+11,-0.0164,0.6916,65.33
5/3/12,65.34,23.2564,1.65E+11,10433086,3.7343,15.8866,65.485,65.1,64.586,92.2174,53.5546,1.79E+11,-0.0155,0.6913,65.34
5/4/12,64.74,23.4074,1.63E+11,10303267,3.7689,14.8224,65.29,64.74,64.689,28.8003,50.0819,1.78E+11,-0.0163,0.692,64.74
5/7/12,64.8,22.83,1.63E+11,8387726,3.7654,14.9289,65.02,64.51,64.832,35.4581,50.4145,1.78E+11,-0.0177,0.691,64.8
5/8/12,64.98,22.7775,1.64E+11,12492582,3.755,15.2481,64.98,64.55,64.953,54.5731,51.4191,1.78E+11,-0.0165,0.6911,64.98
5/9/12,64.28,22.9538,1.62E+11,10653195,3.7959,14.0066,64.88,64.25,64.938,20.0075,47.5439,1.77E+11,-0.0179,0.6915,64.28
5/10/12,64.57,22.8803,1.63E+11,7702056,3.7788,14.5209,64.86,64.39,64.92,42.6002,49.1852,1.77E+11,-0.0173,0.6916,64.57
5/11/12,64.34,22.9386,1.62E+11,37824532,3.7924,14.113,64.99,64.23,64.87,31.8864,47.9542,1.77E+11,-0.0177,0.6916,64.34
5/14/12,63.93,22.5236,1.61E+11,39687976,3.8167,13.3858,64.1,63.56,64.753,19.0653,45.8385,1.76E+11,-0.0176,0.6923,63.93
5/15/12,63.61,22.5942,1.60E+11,8499912,3.8359,12.8183,64.14,63.41,64.592,12.9631,44.2618,1.75E+11,-0.0176,0.6924,63.61
5/16/12,63.71,22.5687,1.61E+11,10019001,3.8299,12.9956,63.93,63.45,64.43,24.3178,44.8748,1.75E+11,-0.0168,0.6922,63.71
5/17/12,63.55,22.6098,1.60E+11,7993866,3.8395,12.7119,64,63.4799,64.251,18.5194,44.0726,1.75E+11,-0.0156,0.6915,63.55
5/18/12,63.35,22.6613,1.60E+11,13781389,3.8516,12.3571,63.91,63.09,64.112,12.7978,43.0768,1.74E+11,-0.0141,0.6906,63.35
5/21/12,63.47,22.3706,1.60E+11,8786065,3.8443,12.57,63.83,63.25,63.979,31.7698,43.864,1.74E+11,-0.0117,0.6877,63.47
5/22/12,63.52,22.0539,1.60E+11,8411289,3.8413,12.6587,63.8,63.33,63.833,39.937,44.1967,1.74E+11,-0.012,0.6879,63.52
5/23/12,63.27,22.1175,1.59E+11,11269054,3.8565,12.2153,63.75,62.88,63.732,21.0443,42.8823,1.74E+11,-0.0129,0.6879,63.27
5/24/12,63.1,22.161,1.59E+11,9309382,3.8669,12.9956,63.34,62.8,63.585,14.1949,42.0036,1.73E+11,-0.0136,0.6878,63.1
5/25/12,62.51,22.3136,1.57E+11,11208553,3.9034,11.9391,62.98,62.29,63.402,5.2684,39.1251,1.72E+11,-0.0145,0.688,62.51
5/29/12,62.59,22.1494,1.57E+11,10091745,3.8984,12.0824,62.93,62.3,63.268,16.0108,39.7047,1.72E+11,-0.0111,0.697,62.59
5/30/12,62.21,22.248,1.56E+11,9415119,3.9222,11.4019,62.4,62,63.128,8.8557,37.9302,1.71E+11,-0.0108,0.6968,62.21
5/31/12,62.43,22.1908,1.57E+11,13299815,3.9084,11.7958,62.875,62.14,63,34.3384,39.5483,1.71E+11,-0.0098,0.6967,62.43
6/1/12,61.78,22.3612,1.55E+11,12063687,3.9495,10.6319,62.31,61.71,62.823,15.336,36.6297,1.70E+11,-0.0091,0.696,61.78
6/4/12,62.34,22.7327,1.57E+11,9203937,3.914,11.6347,62.45,61.89,62.722,50.6374,40.5405,1.71E+11,-0.0052,0.6922,62.34
6/5/12,62.21,22.852,1.56E+11,9524501,3.9222,11.4019,62.38,62,62.596,44.2174,39.9485,1.71E+11,-0.0077,0.6928,62.21
6/6/12,62.8,22.6963,1.58E+11,11565961,3.8854,12.4584,62.8,61.89,62.524,70.0593,43.8017,1.72E+11,-0.0082,0.6923,62.8
6/7/12,62.8,22.6962,1.58E+11,12959963,3.8854,12.4584,63.2,62.51,62.477,70.0593,43.8017,1.72E+11,-0.0081,0.6923,62.8
6/8/12,62.98,22.6492,1.59E+11,11249675,3.8742,12.7807,63.04,62.33,62.465,77.2833,44.9549,1.73E+11,-0.0094,0.6917,62.98
6/11/12,62.12,23.5103,1.56E+11,12226335,3.9279,11.2407,63.03,62.11,62.426,28.3178,40.8155,1.71E+11,-0.0074,0.6949,62.12
6/12/12,63.08,23.2583,1.59E+11,26655372,3.8681,12.9598,63.27,61.83,62.475,65.2178,46.5037,1.73E+11,-0.0058,0.6958,63.08
6/13/12,64.45,23.3207,1.63E+11,98440200,3.7859,15.4131,64.7,63.18,62.699,83.4523,53.151,1.77E+11,-0.0006,0.6942,64.45
6/14/12,65.45,23.0676,1.65E+11,34315432,3.728,17.2039,65.75,64.285,63.001,89.4868,57.1696,1.80E+11,0.0013,0.695,65.45
6/15/12,66.01,22.9288,1.67E+11,25992728,3.6964,18.2067,66.1,65.51,63.424,91.9521,59.1972,1.81E+11,0.0019,0.6954,66.01
6/18/12,66.3,23.1082,1.68E+11,25751222,3.6802,18.726,66.39,65.82,63.82,93.1921,60.2064,1.83E+11,0.0027,0.6955,66.3
6/19/12,66.72,23.0195,1.70E+11,23615304,3.6571,19.4781,66.96,66.36,64.271,94.8995,61.6283,1.84E+11,0.0027,0.6956,66.72
6/20/12,67,22.9519,1.70E+11,21254956,3.6418,19.9795,67,66.46,64.691,95.9221,62.5511,1.85E+11,0.0037,0.6955,67
6/21/12,66.39,23.1,1.69E+11,24545768,3.6753,18.8872,66.97,66.16,65.05,57.9513,59.3351,1.83E+11,0.0043,0.6949,66.39
6/22/12,66.63,23.0414,1.69E+11,18971432,3.662,19.3169,66.97,66.52,65.415,65.9143,60.1686,1.84E+11,0.0023,0.6962,66.63
6/25/12,66.5,23.1132,1.69E+11,13734486,3.6692,19.0841,66.63,66.14,65.853,57.1247,59.4854,1.83E+11,0.0032,0.698,66.5
6/26/12,66.42,23.134,1.69E+11,11099918,3.6736,18.9409,66.69,66.41,66.187,50.8638,59.0585,1.83E+11,-0.0003,0.6982,66.42
6/27/12,66.84,23.0318,1.70E+11,17594404,3.6505,19.693,67.2,66.36,66.426,73.6267,60.5944,1.84E+11,0,0.6983,66.84
6/28/12,66.94,23.0076,1.70E+11,12110891,3.6451,19.8721,67,66.438,66.575,77.3707,60.9552,1.85E+11,0.0005,0.6982,66.94
6/29/12,67.56,22.8587,1.87E+11,18285992,3.6116,20.9823,67.7,67.215,66.73,90.2471,63.1208,1.86E+11,-0.0033,0.7011,67.56
7/2/12,68,22.7177,1.88E+11,12553306,3.5882,21.7703,68,67.34,66.9,93.9261,64.5638,1.87E+11,-0.0037,0.7016,68
7/3/12,68.04,22.7139,1.88E+11,8902338,3.5861,21.8419,68.12,67.72,67.032,94.2233,64.6937,1.88E+11,-0.0037,0.7016,68.04
7/5/12,67.78,22.7752,1.88E+11,11857715,3.5999,21.3763,68.15,67.78,67.11,63.7935,63.1373,1.87E+11,-0.004,0.7016,67.78
7/6/12,67.64,22.8084,1.87E+11,9757958,3.6073,21.1256,67.875,67.36,67.235,50.5958,62.3023,1.86E+11,-0.0033,0.7013,67.64
7/9/12,67.78,22.5776,1.88E+11,12485897,3.5999,21.3763,67.96,67.63,67.35,62.2962,62.8111,1.87E+11,-0.0023,0.6993,67.78
7/10/12,67.88,22.5551,1.88E+11,12852245,3.5946,21.5554,68.1,67.74,67.488,69.9271,63.1783,1.87E+11,0.0001,0.6989,67.88
7/11/12,67.9,22.5504,1.88E+11,12026003,3.5935,21.5912,68.11,67.72,67.636,71.6485,63.2533,1.87E+11,0.0002,0.6989,67.9
7/12/12,67.71,22.5953,1.87E+11,16484176,3.6036,21.2509,68.1203,67.44,67.723,39.4607,62.011,1.87E+11,0.0002,0.6989,67.71
7/13/12,68.61,22.3845,1.90E+11,13239176,3.5563,22.8626,68.74,67.73,67.89,85.5584,65.3463,1.89E+11,0.0016,0.7,68.61
7/16/12,68.45,22.6508,1.89E+11,12921696,3.5646,22.5761,68.72,68.36,67.979,71.1177,64.3079,1.89E+11,0.0018,0.7007,68.45
7/17/12,69,21.6194,1.91E+11,24203994,3.5362,23.561,69.18,67.61,68.079,84.5572,66.2168,1.90E+11,0.0028,0.701,69
7/18/12,69.37,21.5386,1.92E+11,15620267,3.5174,24.2236,69.46,68.66,68.212,89.4915,67.4291,1.91E+11,0.0031,0.7011,69.37
7/19/12,69.53,21.504,1.92E+11,13499518,3.5093,24.5101,69.7,68.9775,68.387,91.2956,67.9437,1.92E+11,0.0033,0.7011,69.53
7/20/12,68.63,21.7006,1.90E+11,13965428,3.5553,22.8984,69.36,68.35,68.486,37.2861,62.2233,1.89E+11,0.0061,0.7041,68.63
7/23/12,68.11,22.1318,1.88E+11,11772002,3.5824,21.9672,68.31,67.65,68.519,24.6486,59.242,1.88E+11,0.0107,0.7046,68.11
7/24/12,67.35,22.3057,1.86E+11,12146661,3.6229,20.6063,68.25,67,68.466,14.1411,55.2404,1.86E+11,0.0103,0.7056,67.35
7/25/12,67.53,22.2644,1.87E+11,9882161,3.6132,20.9286,68.02,67.385,68.429,25.4338,55.9691,1.86E+11,0.0108,0.7055,67.53
7/26/12,68.74,22.4008,1.90E+11,16477663,3.5496,23.0954,68.98,68.21,68.532,67.9455,60.447,1.90E+11,0.0125,0.7068,68.74
7/27/12,69.52,22.227,1.92E+11,14015967,3.5098,24.4922,69.68,68.89,68.623,79.3366,62.9591,1.92E+11,0.0112,0.707,69.52
7/30/12,69.45,22.4414,1.92E+11,8379815,3.5133,24.3668,69.65,69.16,68.723,75.7146,62.59,1.91E+11,0.0099,0.7071,69.45
7/31/12,69.22,22.5293,1.91E+11,10313943,3.525,23.955,69.56,69.1,68.745,61.8074,61.3673,1.91E+11,0.01,0.7074,69.22
8/1/12,69.38,22.4935,1.92E+11,11681665,3.5169,24.2415,69.75,69.25,68.746,67.9502,61.9029,1.91E+11,0.0108,0.7073,69.38
8/2/12,68.45,22.7033,1.89E+11,13536193,3.5646,22.5761,68.976,68.02,68.638,28.2854,57.1398,1.89E+11,0.0089,0.708,68.45
8/3/12,69.12,22.1144,1.91E+11,10898717,3.5301,23.7759,69.32,68.885,68.687,56.0251,59.4643,1.91E+11,0.006,0.7084,69.12
8/6/12,68.84,21.5032,1.90E+11,8723756,3.5445,23.2745,69.34,68.78,68.76,45.0915,58.102,1.90E+11,0.0031,0.7084,68.84
8/7/12,68.29,21.617,1.89E+11,11268373,3.573,22.2896,68.94,68.21,68.854,28.6293,55.5176,1.88E+11,0.0013,0.708,68.29
8/8/12,68.35,21.6038,1.89E+11,6573160,3.5699,22.397,68.56,68.2175,68.936,32.6527,55.7397,1.88E+11,0.0014,0.708,68.35
8/9/12,68.32,20.3549,1.89E+11,7764362,3.5714,22.3433,68.65,68.17,68.894,31.3281,55.5961,1.88E+11,0.0012,0.708,68.32
8/10/12,68.64,17.9382,1.90E+11,7645012,3.5548,22.9163,68.71,68.12,68.806,58.3564,56.8238,1.89E+11,0.0033,0.7077,68.64
