Date,open,high,low,close,volume,adjusted_close
1971-05-19,113.625,114.750,113.250,114.750,211200,1.815
1971-05-20,114.750,115.000,114.000,114.375,240000,1.809
1971-05-21,114.375,115.125,114.000,115.125,147200,1.821
1971-05-24,114.750,114.750,110.000,111.125,5134400,1.757
1971-05-25,111.125,114.500,110.250,114.250,438400,1.807
1971-05-26,114.250,114.250,113.000,113.375,188800,1.793
1971-05-27,113.375,114.500,112.375,114.000,313600,1.803
1971-05-28,114.000,114.750,114.000,114.000,187200,1.803
1971-06-01,114.000,114.375,113.250,113.250,105600,1.791
1971-06-02,113.500,115.000,113.500,114.875,620800,1.817
1971-06-03,114.875,115.000,114.375,114.500,425600,1.811
1971-06-04,114.500,114.875,113.750,114.750,158400,1.815
1971-06-07,114.750,114.875,114.250,114.750,214400,1.815
1971-06-08,114.750,114.875,114.000,114.750,400000,1.815
1971-06-09,114.750,114.750,113.250,114.000,265600,1.803
1971-06-10,114.000,114.875,113.625,114.625,163200,1.813
1971-06-11,114.625,115.125,114.500,115.000,444800,1.819
1971-06-14,114.875,114.875,114.250,114.750,158400,1.815
1971-06-15,114.750,116.000,114.500,115.750,475200,1.831
1971-06-16,115.750,116.875,115.125,116.625,859200,1.844
1971-06-17,116.625,117.875,116.500,117.875,252800,1.864
1971-06-18,117.875,119.500,117.875,118.000,281600,1.866
1971-06-21,118.000,118.000,115.250,115.625,289600,1.829
1971-06-22,115.250,115.250,114.125,114.625,275200,1.813
1971-06-23,114.625,115.250,114.000,115.250,624000,1.823
1971-06-24,115.250,115.625,114.625,115.375,404800,1.825
1971-06-25,115.375,115.625,115.000,115.000,97600,1.819
1971-06-28,115.375,117.250,115.375,117.250,251200,1.854
1971-06-29,117.750,121.000,117.750,120.750,435200,1.910
1971-06-30,120.750,123.875,120.750,121.750,1187200,1.925
1971-07-01,121.125,121.125,120.250,121.000,510400,1.914
1971-07-02,120.500,120.500,119.000,119.000,379200,1.882
1971-07-06,118.875,118.875,117.000,118.125,740800,1.868
1971-07-07,118.125,118.375,117.750,117.750,355200,1.862
1971-07-08,117.750,118.375,117.000,117.000,350400,1.850
1971-07-09,117.250,118.375,117.250,118.125,206400,1.868
1971-07-12,118.125,118.875,118.000,118.875,528000,1.880
1971-07-13,118.875,119.000,117.875,118.750,198400,1.878
1971-07-14,118.750,119.250,118.125,119.250,104000,1.886
1971-07-15,119.250,119.250,117.250,117.250,318400,1.854
1971-07-16,117.625,118.875,117.625,118.000,121600,1.866
1971-07-19,118.000,118.750,117.000,117.875,152000,1.864
1971-07-20,117.875,119.000,117.000,119.000,790400,1.882
1971-07-21,119.000,119.000,118.250,118.250,176000,1.870
1971-07-22,118.250,119.000,118.250,118.250,137600,1.870
1971-07-23,118.250,118.875,118.125,118.875,70400,1.880
1971-07-26,118.875,118.875,118.125,118.375,97600,1.872
1971-07-27,118.250,118.250,117.000,117.000,68800,1.850
1971-07-28,116.375,116.375,114.375,114.375,259200,1.809
1971-07-29,114.375,116.000,114.250,115.500,177600,1.827
1971-07-30,115.500,115.875,114.750,115.250,177600,1.823
1971-08-02,115.250,115.875,114.625,115.375,169600,1.825
1971-08-03,115.250,115.250,112.250,112.625,161600,1.781
1971-08-04,112.625,113.375,111.875,112.000,337600,1.771
1971-08-05,112.000,113.000,110.750,112.875,576000,1.785
1971-08-06,112.875,113.375,112.500,113.125,148800,1.789
1971-08-09,113.250,115.250,113.250,114.000,244800,1.803
1971-08-10,114.000,115.250,113.625,114.875,142400,1.817
1971-08-11,114.875,117.000,114.500,117.000,128000,1.850
1971-08-12,117.000,117.750,116.625,117.250,281600,1.854
1971-08-13,117.375,118.375,117.375,118.250,112000,1.870
1971-08-16,121.000,123.750,121.000,122.500,1531200,1.945
1971-08-17,122.375,122.375,120.250,120.750,580800,1.917
1971-08-18,120.750,121.500,120.125,120.375,152000,1.911
1971-08-19,120.375,120.875,120.000,120.750,273600,1.917
1971-08-20,120.750,121.250,120.500,121.000,81600,1.921
1971-08-23,121.375,123.000,121.375,122.500,540800,1.945
1971-08-24,122.500,123.000,122.125,122.750,124800,1.949
1971-08-25,122.750,123.000,121.500,121.875,227200,1.935
1971-08-26,121.875,122.000,120.750,121.625,153600,1.931
1971-08-27,121.625,121.750,121.000,121.000,163200,1.921
1971-08-30,121.000,121.000,119.500,119.875,196800,1.903
1971-08-31,119.875,120.750,118.750,119.375,344000,1.895
1971-09-01,119.375,119.625,119.000,119.000,144000,1.889
1971-09-02,119.125,119.625,119.125,119.500,150400,1.897
1971-09-03,119.750,121.000,119.750,121.000,110400,1.921
1971-09-07,121.000,121.750,120.750,120.750,219200,1.917
1971-09-08,120.750,121.375,120.750,120.750,75200,1.917
1971-09-09,120.750,121.625,120.375,120.375,160000,1.911
1971-09-10,120.375,120.750,119.625,120.000,134400,1.905
1971-09-13,120.000,121.625,119.875,120.875,267200,1.919
1971-09-14,120.875,121.000,120.125,120.375,129600,1.911
1971-09-15,120.375,120.875,120.125,120.500,88000,1.913
1971-09-16,120.500,120.625,119.500,120.375,208000,1.911
1971-09-17,120.375,120.875,119.375,119.625,388800,1.899
1971-09-20,119.625,120.000,119.250,120.000,272000,1.905
1971-09-21,120.000,120.000,119.250,119.625,129600,1.899
1971-09-22,119.625,120.000,119.625,119.875,118400,1.903
1971-09-23,119.875,121.250,119.625,120.625,323200,1.915
1971-09-24,120.750,122.375,120.750,122.000,604800,1.937
1971-09-27,122.000,122.250,121.500,122.000,62400,1.937
1971-09-28,122.000,122.375,121.625,122.000,574400,1.937
1971-09-29,122.000,122.250,121.625,122.000,212800,1.937
1971-09-30,122.000,122.875,121.625,122.375,73600,1.943
1971-10-01,122.375,125.000,121.750,124.750,281600,1.981
1971-10-04,124.750,126.375,124.750,125.375,164800,1.991
1971-10-05,125.375,125.750,124.625,125.750,147200,1.997
1971-10-06,125.750,125.750,125.000,125.125,136000,1.987
1971-10-07,125.125,125.500,123.875,123.875,155200,1.967
1971-10-08,123.875,124.125,123.375,123.875,278400,1.967
1971-10-11,123.875,123.875,123.250,123.500,35200,1.961
1971-10-12,123.500,124.875,123.250,124.500,113600,1.977
1971-10-13,124.500,125.500,124.250,124.625,126400,1.979
1971-10-14,124.625,125.000,123.625,123.625,144000,1.963
1971-10-15,123.625,124.000,123.500,123.875,102400,1.967
1971-10-18,123.875,124.125,122.250,122.625,198400,1.947
1971-10-19,121.875,121.875,118.500,120.500,412800,1.913
1971-10-20,120.500,121.875,119.000,119.500,280000,1.897
1971-10-21,119.500,120.625,119.000,120.000,132800,1.905
1971-10-22,120.875,122.750,120.875,121.375,169600,1.927
1971-10-25,121.375,121.875,120.000,121.875,150400,1.935
1971-10-26,121.875,123.000,121.250,122.000,195200,1.937
1971-10-27,121.750,121.750,120.625,120.625,280000,1.915
1971-10-28,120.250,120.250,118.625,118.625,241600,1.883
1971-10-29,118.625,120.000,118.250,120.000,179200,1.905
