40683.00,94.55,94.65,93.13,93.56,3486900.00,82.45,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding
41869.00,142.75,144.19,142.59,144.12,1852900.00,136.94,1855474.00,97843292280.00,7889489.00,2.97,5.38,0.02,0.01
41870.00,144.47,145.01,143.81,144.25,1592500.00,137.06,1593001.00,97927528250.00,7889489.00,2.97,5.39,0.02,0.01
41871.00,143.86,144.82,143.50,144.60,2298800.00,138.21,2298805.00,98154317400.00,7889489.00,2.98,5.40,0.02,0.01
41872.00,144.78,144.99,144.35,144.50,1475800.00,138.12,1475752.00,98089520500.00,7889489.00,2.98,5.40,0.02,0.01
41873.00,144.50,144.83,144.02,144.13,1547500.00,137.76,1547543.00,97849771970.00,7889489.00,2.97,5.38,0.02,0.01
41876.00,144.66,144.99,144.42,144.70,1012900.00,138.31,1013114.00,98219114300.00,7889489.00,2.98,5.40,0.02,0.01
41877.00,145.00,145.39,144.57,144.60,1808100.00,138.21,1816025.00,98154317400.00,8069255.00,2.98,5.40,0.02,0.01
41878.00,144.43,144.86,143.63,143.94,1402200.00,137.58,1402238.00,97726657860.00,8069255.00,2.97,5.37,0.02,0.01
41879.00,143.32,144.12,143.02,143.98,1314100.00,137.62,1314062.00,97752576620.00,8069255.00,2.97,5.38,0.02,0.01
41880.00,144.06,144.39,143.18,144.00,1537800.00,137.64,1537846.00,97765536000.00,8069255.00,2.97,5.38,0.02,0.01
41884.00,143.30,144.61,143.30,144.22,1578800.00,137.85,1578809.00,97908089180.00,8069255.00,2.97,5.38,0.02,0.01
41885.00,144.47,144.72,143.55,143.82,1533600.00,137.47,1533616.00,97648901580.00,8069255.00,2.96,5.37,0.02,0.01
41886.00,144.21,144.65,143.35,143.61,1549800.00,137.27,1549930.00,97512828090.00,8069255.00,2.96,5.36,0.02,0.01
41887.00,143.64,144.32,143.15,144.20,1989100.00,137.83,1989529.00,97895129800.00,8069255.00,2.97,5.38,0.02,0.01
41890.00,144.41,145.45,144.11,144.89,2446100.00,138.49,2446144.00,98342228410.00,8069255.00,2.99,5.41,0.02,0.01
41891.00,144.70,145.26,144.25,144.46,1745400.00,138.08,1745351.00,98063601740.00,8069255.00,2.98,5.39,0.02,0.01
41892.00,144.63,144.99,144.00,144.64,1558800.00,138.25,1558786.00,98180236160.00,8077232.00,2.98,5.40,0.02,0.01
41893.00,143.99,144.38,143.60,144.35,1465400.00,137.97,1465360.00,97992325150.00,8077232.00,2.97,5.39,0.02,0.01
41894.00,144.45,144.45,143.50,143.94,2135400.00,137.58,2135444.00,97726657860.00,8077232.00,2.97,5.37,0.02,0.01
41897.00,144.17,144.69,143.66,144.48,1868000.00,138.10,1867980.00,98076561120.00,8077232.00,2.98,5.39,0.02,0.01
41898.00,143.80,144.99,143.59,144.85,1945100.00,138.45,1945076.00,98316309650.00,8077232.00,2.98,5.41,0.02,0.01
41899.00,144.92,145.79,144.27,145.37,2757000.00,138.95,2757021.00,98653253530.00,8077232.00,3.00,5.43,0.02,0.01
41900.00,145.70,147.06,145.69,146.84,2364800.00,140.35,2367082.00,99605767960.00,8077232.00,3.03,5.48,0.02,0.01
41901.00,147.42,147.87,146.52,146.69,8106200.00,140.21,8106210.00,99508572610.00,8077232.00,3.02,5.48,0.02,0.01
41904.00,146.92,147.00,145.50,145.71,2231000.00,139.27,2231009.00,98873562990.00,8077232.00,3.00,5.44,0.02,0.01
41905.00,145.23,145.60,144.35,144.37,2049700.00,137.99,2052024.00,98005284530.00,8077232.00,2.97,5.39,0.02,0.01
41906.00,144.17,145.12,143.72,144.88,2608200.00,138.48,2608246.00,98335748720.00,7618984.00,2.98,5.41,0.02,0.01
41907.00,144.41,144.46,142.07,142.48,2764200.00,136.19,2764211.00,96780623120.00,7618984.00,2.94,5.32,0.02,0.01
41908.00,142.52,142.89,140.98,142.42,3557700.00,136.13,3557713.00,96741744980.00,7618984.00,2.93,5.32,0.02,0.01
41911.00,140.94,142.34,140.66,142.19,2848300.00,135.91,2848278.00,96592712110.00,7618984.00,2.93,5.31,0.02,0.01
41912.00,142.50,142.90,141.28,141.68,2675100.00,135.42,2679206.00,96262247920.00,7618984.00,2.92,5.29,0.02,0.01
41913.00,141.16,141.67,138.72,139.18,2925900.00,133.03,2925861.00,94642325420.00,7618984.00,2.87,5.20,0.02,0.01
41914.00,138.57,139.32,137.95,138.67,3221300.00,132.55,3223934.00,94311861230.00,7618984.00,2.86,5.18,0.02,0.01
41915.00,139.33,140.45,138.57,140.17,3514100.00,133.98,3514097.00,95283814730.00,7618984.00,2.89,5.23,0.02,0.01
41918.00,140.55,141.28,139.59,140.34,2464700.00,134.14,2464699.00,95393969460.00,7618984.00,2.89,5.24,0.02,0.01
41919.00,138.82,140.18,137.66,137.68,3144900.00,131.60,3145016.00,93670371920.00,7618984.00,2.84,5.14,0.02,0.01
41920.00,138.25,141.48,137.72,141.41,4135500.00,135.16,4137781.00,96087296290.00,7618984.00,2.91,5.28,0.02,0.01
41921.00,141.15,141.50,138.33,138.64,3768000.00,132.52,3769325.00,94292422160.00,8307437.00,2.86,5.18,0.02,0.01
41922.00,139.33,139.60,133.82,133.83,7366500.00,127.92,7370347.00,91175691270.00,8307437.00,2.76,5.00,0.03,0.01
41925.00,134.26,135.35,131.01,132.90,4583400.00,127.03,4583764.00,90573080100.00,8307437.00,2.74,4.96,0.03,0.01
41926.00,133.65,135.94,133.21,134.18,3644300.00,128.25,3644279.00,91402480420.00,8307437.00,2.76,5.01,0.03,0.01
41927.00,132.56,134.64,130.60,134.22,4794700.00,128.29,4794670.00,91428399180.00,8307437.00,2.77,5.01,0.03,0.01
41928.00,133.42,135.97,132.75,135.05,3497200.00,129.09,3497195.00,91966213450.00,8307437.00,2.78,5.04,0.03,0.01
41929.00,135.75,137.85,135.75,137.40,3746400.00,131.33,3749126.00,93488940600.00,8307437.00,2.83,5.13,0.02,0.01
41932.00,137.15,137.75,136.76,137.60,2782500.00,131.52,2782534.00,93618534400.00,8307437.00,2.83,5.14,0.02,0.01
41933.00,138.40,141.10,138.34,140.93,3078400.00,134.71,3081162.00,95776271170.00,8307437.00,2.90,5.26,0.02,0.01
41934.00,140.90,141.09,138.70,138.95,4294300.00,132.81,4294426.00,94493292550.00,8307437.00,2.86,5.19,0.02,0.01
41935.00,141.92,147.92,141.92,145.05,7424400.00,138.64,7428392.00,98635903450.00,8307437.00,2.97,5.74,0.02,0.01
41936.00,145.00,148.79,144.81,148.59,4480900.00,142.03,4480881.00,99867295210.00,10694536.00,3.01,5.88,0.02,0.02
41939.00,148.09,149.71,147.34,149.56,2840000.00,142.95,2844113.00,100489000000.00,10694536.00,3.03,5.91,0.02,0.02
41940.00,149.83,151.13,149.56,151.06,2358800.00,144.39,2368229.00,101450000000.00,10694536.00,3.06,5.97,0.02,0.02
41941.00,151.39,151.73,150.20,151.01,2060600.00,144.34,2060649.00,101418000000.00,10694536.00,3.06,5.97,0.02,0.02
41942.00,150.49,152.40,150.00,152.10,1836500.00,145.38,1836508.00,102161000000.00,10694536.00,3.08,6.03,0.02,0.02
41943.00,153.83,154.44,153.09,153.77,3016300.00,146.98,3016319.00,103231000000.00,10694536.00,3.11,6.09,0.02,0.02
41946.00,153.14,154.39,152.98,153.30,2367500.00,146.53,2376427.00,102930000000.00,10694536.00,3.10,6.07,0.02,0.02
41947.00,153.92,155.23,153.24,155.05,3128600.00,148.20,3128619.00,104051000000.00,10694536.00,3.14,6.14,0.02,0.02
41948.00,155.68,156.24,154.14,155.69,2770400.00,148.81,2770390.00,104461000000.00,10694536.00,3.15,6.17,0.02,0.02
41949.00,155.69,156.68,155.21,156.05,2067200.00,149.16,2067172.00,104692000000.00,10694536.00,3.16,6.18,0.02,0.02
41950.00,156.15,156.62,155.48,156.55,1882800.00,149.64,1882753.00,105012000000.00,10694536.00,3.17,6.20,0.02,0.02
41953.00,156.25,157.71,156.05,157.66,1463500.00,150.70,1463470.00,105724000000.00,10694536.00,3.19,6.25,0.02,0.02
41954.00,157.95,158.00,156.65,157.11,1806600.00,150.17,1812026.00,105371000000.00,10903246.00,3.18,6.23,0.02,0.02
41955.00,156.65,157.87,156.50,157.68,1500700.00,150.72,1500707.00,105736000000.00,10903246.00,3.19,6.25,0.02,0.02
41956.00,158.00,159.07,157.48,158.35,2375000.00,151.36,2375052.00,106166000000.00,10903246.00,3.20,6.27,0.02,0.02
41957.00,158.53,158.88,157.71,158.85,1786300.00,151.83,1786283.00,106486000000.00,10903246.00,3.21,6.29,0.02,0.02
41960.00,158.09,159.16,158.09,158.69,1674300.00,151.68,1674303.00,106384000000.00,10903246.00,3.21,6.29,0.02,0.02
41961.00,158.88,160.46,158.85,160.15,2311400.00,153.08,2312206.00,107319000000.00,10903246.00,3.24,6.35,0.02,0.02
41962.00,159.33,159.41,157.97,158.83,2314300.00,152.63,2314662.00,106473000000.00,10903246.00,3.21,6.29,0.02,0.02
41963.00,158.19,159.55,157.84,159.36,1749000.00,153.14,1748983.00,106813000000.00,10903246.00,3.22,6.31,0.02,0.02
41964.00,160.31,160.86,159.59,160.16,2472000.00,153.91,2472003.00,107326000000.00,10903246.00,3.24,6.35,0.02,0.02
41967.00,160.16,160.56,159.41,159.88,2358000.00,153.64,2358208.00,107146000000.00,10903246.00,3.23,6.33,0.02,0.02
41968.00,159.00,159.68,158.06,158.06,3644300.00,151.89,3646343.00,105980000000.00,12662943.00,3.20,6.26,0.02,0.02
41969.00,157.97,158.45,157.50,158.31,1823200.00,152.13,1823224.00,106140000000.00,12662943.00,3.20,6.27,0.02,0.02
41971.00,159.58,160.82,158.80,160.09,1565500.00,153.84,1565487.00,107281000000.00,12662943.00,3.24,6.34,0.02,0.02
41974.00,158.35,159.51,157.86,158.16,2502100.00,151.99,2502120.00,106044000000.00,12662943.00,3.20,6.27,0.02,0.02
41975.00,158.78,160.78,158.54,160.60,2500400.00,154.33,2504391.00,107608000000.00,12662943.00,3.25,6.36,0.02,0.02
41976.00,161.10,162.44,160.17,162.26,3038800.00,155.93,3040255.00,108671000000.00,12662943.00,3.28,6.43,0.02,0.02
41977.00,162.00,162.92,160.90,162.26,2164200.00,155.93,2165107.00,108671000000.00,12662943.00,3.28,6.43,0.02,0.02
41978.00,162.40,162.90,161.88,162.27,1722600.00,155.94,1722974.00,108678000000.00,12662943.00,3.28,6.43,0.02,0.02
41981.00,162.10,162.80,160.10,160.93,1898300.00,154.65,1905159.00,107819000000.00,12662943.00,3.26,6.38,0.02,0.02
41982.00,159.89,161.10,159.11,160.83,2043100.00,154.55,2051810.00,107755000000.00,11398051.00,3.25,6.37,0.02,0.02
41983.00,160.71,160.81,157.70,158.24,3243700.00,152.06,3251563.00,106095000000.00,11398051.00,3.20,6.27,0.02,0.02
41984.00,159.18,160.22,158.42,159.15,2437300.00,152.94,2437334.00,106678000000.00,11398051.00,3.22,6.31,0.02,0.02
41985.00,158.56,158.99,157.12,157.12,2820600.00,150.99,2823193.00,105377000000.00,11398051.00,3.18,6.23,0.02,0.02
41988.00,158.12,158.44,155.59,156.85,2609300.00,150.73,2610662.00,105204000000.00,11398051.00,3.17,6.21,0.02,0.02
41989.00,157.26,161.44,157.08,159.05,3380800.00,152.84,3383374.00,106614000000.00,11398051.00,3.22,6.30,0.02,0.02
41990.00,159.29,160.89,157.78,160.60,3942600.00,154.33,3948875.00,106840000000.00,11398051.00,3.23,6.36,0.02,0.02
41991.00,162.40,165.30,162.00,165.30,3359800.00,158.85,3359781.00,109829000000.00,11398051.00,3.32,6.55,0.02,0.02
41992.00,164.78,166.09,164.36,165.48,4891300.00,159.02,4891344.00,109944000000.00,11398051.00,3.32,6.56,0.02,0.02
41995.00,166.22,167.31,166.14,167.27,2081600.00,160.74,2090886.00,111082000000.00,11398051.00,3.36,6.63,0.02,0.02
41996.00,168.02,168.16,166.87,166.87,2190200.00,160.36,2190217.00,110828000000.00,11398051.00,3.35,6.61,0.02,0.02
41997.00,166.17,167.61,166.17,166.96,981600.00,160.44,981961.00,110885000000.00,9924248.00,3.35,6.62,0.02,0.02
41999.00,167.34,167.81,166.15,166.26,1607400.00,159.77,1607376.00,110440000000.00,9924248.00,3.34,6.59,0.02,0.02
42002.00,166.30,167.12,165.81,166.71,1215700.00,160.20,1218833.00,110726000000.00,9924248.00,3.35,6.61,0.02,0.02
42003.00,166.55,166.74,165.28,165.84,1180700.00,159.37,1180680.00,110173000000.00,9924248.00,3.33,6.57,0.02,0.02
42004.00,166.00,167.17,164.20,164.32,1623700.00,157.91,1631764.00,109206000000.00,9924248.00,3.30,6.51,0.02,0.02
42006.00,164.71,165.08,162.73,164.06,2116400.00,157.66,2117562.00,109041000000.00,9924248.00,3.29,6.50,0.02,0.02
42009.00,163.00,163.64,160.08,160.36,3692900.00,154.10,3692901.00,106687000000.00,9924248.00,3.22,6.35,0.02,0.02
42010.00,160.82,161.37,157.74,158.65,3532000.00,152.46,3537144.00,105600000000.00,9924248.00,3.19,6.29,0.02,0.02
42011.00,159.90,160.28,158.94,159.80,3081300.00,153.56,3081291.00,106331000000.00,9924248.00,3.21,6.33,0.02,0.02
42012.00,160.65,163.69,160.52,163.63,3142900.00,157.24,3149592.00,108767000000.00,9924248.00,3.29,6.48,0.02,0.02
42013.00,163.85,164.00,161.27,161.62,2373800.00,155.31,2378568.00,107489000000.00,9924248.00,3.25,6.40,0.02,0.02
42016.00,162.39,162.39,160.02,160.74,2149200.00,154.46,2149230.00,106929000000.00,9463456.00,3.23,6.37,0.02,0.01
42017.00,162.23,164.38,159.45,160.62,2703000.00,154.35,2706698.00,106853000000.00,9463456.00,3.23,6.36,0.02,0.01
42018.00,159.04,160.53,158.50,159.84,1983500.00,153.60,1983535.00,106357000000.00,9463456.00,3.21,6.33,0.02,0.01
42019.00,159.84,161.44,159.37,159.66,1876800.00,153.43,1881406.00,106242000000.00,9463456.00,3.21,6.33,0.02,0.01
42020.00,159.86,162.18,159.09,162.00,2349700.00,155.68,2349676.00,107730000000.00,9463456.00,3.25,6.42,0.02,0.01
42024.00,162.72,163.40,160.06,161.94,2091800.00,155.62,2096201.00,107692000000.00,9463456.00,3.25,6.42,0.02,0.01
42025.00,161.66,163.37,161.02,162.54,1597700.00,156.19,1597680.00,108074000000.00,9463456.00,3.26,6.44,0.02,0.01
42026.00,163.26,165.99,162.13,165.89,2225800.00,159.41,2225819.00,110205000000.00,9463456.00,3.33,6.57,0.02,0.01
42027.00,165.75,165.98,163.91,164.02,2245600.00,157.62,2249181.00,109015000000.00,9463456.00,3.29,6.50,0.02,0.01
42030.00,163.62,164.28,161.80,164.24,3556300.00,157.83,3556293.00,109155000000.00,9463456.00,3.30,6.51,0.02,0.01
42031.00,162.31,165.14,160.94,163.63,4190700.00,157.24,4190749.00,108389000000.00,9112690.00,3.27,7.91,0.02,0.01
42032.00,164.61,166.57,163.76,163.94,3574600.00,157.54,3574594.00,108586000000.00,9112690.00,3.28,7.92,0.02,0.01
42033.00,164.07,166.16,162.88,166.13,2674600.00,159.64,2674618.00,109979000000.00,9112690.00,3.32,8.03,0.02,0.01
42034.00,164.75,165.22,162.30,162.30,3561900.00,155.96,3561892.00,107543000000.00,9112690.00,3.24,7.84,0.02,0.01
42037.00,162.12,164.62,160.89,164.42,2379700.00,158.00,2379692.00,108892000000.00,9112690.00,3.29,7.95,0.02,0.01
42038.00,165.17,166.19,164.71,165.94,2604800.00,159.46,2604773.00,109858000000.00,9112690.00,3.32,8.02,0.02,0.01
42039.00,165.78,165.83,164.24,164.81,2363600.00,158.38,2363803.00,109140000000.00,9112690.00,3.29,7.97,0.02,0.01
42040.00,165.31,166.59,164.75,166.55,2050500.00,160.05,2050539.00,110246000000.00,9112690.00,3.33,8.05,0.02,0.01
42041.00,166.23,167.68,165.56,166.07,1789000.00,159.59,1826929.00,109941000000.00,9112690.00,3.32,8.03,0.02,0.01
42044.00,164.38,165.54,163.84,164.84,2073000.00,158.40,2072981.00,109159000000.00,9112690.00,3.29,7.97,0.02,0.01
42045.00,165.40,166.14,164.60,165.82,1885100.00,159.35,1885097.00,109782000000.00,8973582.00,3.31,8.01,0.02,0.01
42046.00,164.52,164.97,163.47,164.48,1695100.00,159.04,1695064.00,108930000000.00,8973582.00,3.29,7.95,0.02,0.01
42047.00,164.93,165.95,164.85,165.91,1615700.00,160.42,1615661.00,109720000000.00,8973582.00,3.31,8.04,0.02,0.01
42048.00,165.90,166.62,165.33,165.94,1792000.00,160.45,1792069.00,109739000000.00,8973582.00,3.31,8.04,0.02,0.01
42052.00,165.94,166.92,165.09,166.92,2100900.00,161.40,2100869.00,110361000000.00,8973582.00,3.33,8.09,0.02,0.01
42053.00,166.92,167.51,166.01,167.40,1552000.00,161.87,1552002.00,110666000000.00,8973582.00,3.34,8.11,0.02,0.01
42054.00,167.40,167.55,166.58,167.09,1648800.00,161.57,1648814.00,110469000000.00,8973582.00,3.33,8.10,0.02,0.01
42055.00,166.74,168.27,165.13,168.12,2416600.00,162.56,2416631.00,111123000000.00,8973582.00,3.35,8.15,0.02,0.01
42058.00,168.14,168.87,167.70,168.81,1836000.00,163.23,1835977.00,111561000000.00,8973582.00,3.37,8.18,0.02,0.01
42059.00,168.27,169.25,168.07,169.12,1770300.00,163.53,1770282.00,111758000000.00,8973582.00,3.37,8.19,0.02,0.01
42060.00,168.97,169.66,168.62,168.89,2019100.00,163.31,2019149.00,111612000000.00,8115843.00,3.37,8.18,0.02,0.01
42061.00,168.85,169.98,168.64,169.61,1789400.00,164.00,1789370.00,112069000000.00,8115843.00,3.38,8.22,0.02,0.01
42062.00,169.66,169.75,168.56,168.65,1946000.00,163.07,1946016.00,111460000000.00,8115843.00,3.36,8.17,0.02,0.01
42065.00,168.16,170.50,168.12,170.50,2223100.00,164.86,2223104.00,112634000000.00,8115843.00,3.40,8.26,0.02,0.01
42066.00,169.57,169.60,167.36,168.27,2232400.00,162.71,2232425.00,111218000000.00,8115843.00,3.36,8.15,0.02,0.01
42067.00,168.26,168.26,166.46,167.16,1575700.00,161.63,1575686.00,110514000000.00,8115843.00,3.33,8.10,0.02,0.01
42068.00,167.21,167.70,166.69,167.57,1547200.00,162.03,1547152.00,110774000000.00,8115843.00,3.34,8.12,0.02,0.01
42069.00,166.50,166.77,164.01,164.36,2114400.00,158.93,2114438.00,108737000000.00,8115843.00,3.28,7.96,0.02,0.01
42072.00,164.72,166.78,164.51,166.37,1608100.00,160.87,1608060.00,110012000000.00,8115843.00,3.32,8.06,0.02,0.01
42073.00,164.81,164.86,162.25,162.26,2564600.00,156.90,2564593.00,107404000000.00,7690221.00,3.24,7.86,0.02,0.01
42074.00,162.70,163.22,161.66,161.73,1894300.00,156.38,1894304.00,107067000000.00,7690221.00,3.23,7.84,0.02,0.01
42075.00,162.59,164.52,162.57,164.47,1715000.00,159.03,1715011.00,108806000000.00,7690221.00,3.28,7.97,0.02,0.01
42076.00,164.02,164.39,161.78,162.74,2284700.00,157.36,2284740.00,107708000000.00,7690221.00,3.25,7.88,0.02,0.01
42079.00,163.58,166.27,163.58,166.21,2111200.00,160.71,2111173.00,109911000000.00,7690221.00,3.32,8.05,0.02,0.01
42080.00,165.52,165.53,163.38,164.23,2557900.00,158.80,2557898.00,108654000000.00,7690221.00,3.28,7.96,0.02,0.01
42081.00,163.16,166.95,162.05,166.47,3062400.00,160.97,3062438.00,110076000000.00,7690221.00,3.32,8.07,0.02,0.01
42082.00,166.16,166.21,164.85,165.66,1953500.00,160.18,1953456.00,109562000000.00,7690221.00,3.30,8.03,0.02,0.01
42083.00,166.09,167.13,165.39,166.49,4371800.00,160.99,4371778.00,110089000000.00,7690221.00,3.32,8.07,0.02,0.01
42086.00,166.83,166.91,165.83,166.13,2157300.00,160.64,2157318.00,109860000000.00,7690221.00,3.31,8.05,0.02,0.01
42087.00,165.58,167.65,165.53,166.32,2091000.00,160.82,2090967.00,109981000000.00,7731139.00,3.32,8.06,0.02,0.01
42088.00,166.24,166.52,162.66,162.70,2540900.00,157.32,2540852.00,107683000000.00,7731139.00,3.25,7.88,0.02,0.01
42089.00,162.00,163.37,161.21,162.59,2050700.00,157.21,2050735.00,107705000000.00,7731139.00,3.25,7.88,0.02,0.01
42090.00,162.36,163.90,162.02,163.50,1722600.00,158.09,1722661.00,108283000000.00,7731139.00,3.26,7.92,0.02,0.01
42093.00,164.20,166.77,164.20,166.05,1684000.00,160.56,1684009.00,109903000000.00,7731139.00,3.32,8.05,0.02,0.01
42094.00,165.41,166.00,164.62,164.95,2081300.00,159.50,2081259.00,109205000000.00,7731139.00,3.29,7.99,0.02,0.01
42095.00,164.29,164.54,161.90,162.52,2148100.00,157.15,2148057.00,107661000000.00,7731139.00,3.24,7.87,0.02,0.01
42096.00,163.38,163.97,162.12,162.80,1852600.00,157.42,1852617.00,107839000000.00,7731139.00,3.25,7.89,0.02,0.01
42100.00,161.66,165.99,161.40,165.48,2560300.00,160.01,2560334.00,109541000000.00,7731139.00,3.30,8.02,0.02,0.01
42101.00,165.40,167.57,165.28,166.21,2479500.00,160.71,2479510.00,110005000000.00,7731139.00,3.32,8.05,0.02,0.01
42102.00,166.21,167.22,165.21,166.27,1754400.00,160.77,1754434.00,110043000000.00,7731139.00,3.32,8.06,0.02,0.01
42103.00,166.25,167.18,165.08,166.79,1680100.00,161.28,1680624.00,110374000000.00,7731139.00,3.33,8.08,0.02,0.01
42104.00,167.50,167.70,166.22,167.07,1501900.00,161.55,1501941.00,110551000000.00,7297397.00,3.34,8.09,0.02,0.01
42107.00,166.76,167.36,165.60,165.84,1860400.00,160.36,1860416.00,109770000000.00,7297397.00,3.31,8.03,0.02,0.01
42108.00,165.32,166.48,164.17,165.99,1914300.00,160.50,1915188.00,109865000000.00,7297397.00,3.31,8.04,0.02,0.01
42109.00,166.72,167.34,165.86,166.44,1995800.00,160.94,1995871.00,110151000000.00,7297397.00,3.32,8.06,0.02,0.01
42110.00,165.73,166.65,165.10,165.89,1662800.00,160.41,1662831.00,109802000000.00,7297397.00,3.31,8.04,0.02,0.01
42111.00,164.53,164.54,161.13,161.71,3063500.00,156.36,3063509.00,107146000000.00,7297397.00,3.23,7.83,0.02,0.01
42114.00,163.00,165.39,162.73,164.51,2394200.00,159.07,2394237.00,108925000000.00,7297397.00,3.28,7.97,0.02,0.01
42115.00,165.65,165.70,163.62,164.00,1970500.00,158.58,1970534.00,108601000000.00,7297397.00,3.27,7.95,0.02,0.01
42116.00,163.81,164.89,162.57,164.67,2228800.00,159.23,2228828.00,109027000000.00,7297397.00,3.29,7.98,0.02,0.01
42117.00,159.54,161.45,158.61,159.66,5704500.00,154.38,5704517.00,105217000000.00,7297397.00,3.21,7.26,0.03,0.01
42118.00,159.81,159.81,157.85,158.99,3043500.00,153.73,3043484.00,104636000000.00,7121418.00,3.19,7.23,0.03,0.01
42121.00,159.48,160.07,157.81,157.98,3448800.00,152.76,3448760.00,103995000000.00,7121418.00,3.17,7.18,0.03,0.01
42122.00,157.69,158.36,156.18,158.33,3387900.00,153.10,3387920.00,104217000000.00,7121418.00,3.18,7.20,0.03,0.01
42123.00,157.42,157.93,156.18,156.97,3078600.00,151.78,3078628.00,103355000000.00,7121418.00,3.15,7.14,0.03,0.01
42124.00,156.82,157.92,156.01,156.39,3510200.00,151.22,3510160.00,103022000000.00,7121418.00,3.14,7.13,0.03,0.01
42125.00,156.79,158.09,156.79,157.68,2160100.00,152.47,2160149.00,103840000000.00,7121418.00,3.17,7.19,0.03,0.01
42128.00,158.40,159.85,157.88,159.02,2240300.00,153.76,2240314.00,104690000000.00,7121418.00,3.20,7.25,0.03,0.01
42129.00,158.86,159.45,157.41,157.91,1947700.00,152.69,1947744.00,103986000000.00,7121418.00,3.17,7.20,0.03,0.01
42130.00,157.92,159.08,156.55,157.64,2203100.00,152.43,2203122.00,103815000000.00,7121418.00,3.17,7.19,0.03,0.01
42131.00,157.23,159.20,157.23,158.61,2112900.00,153.37,2112923.00,104430000000.00,7121418.00,3.19,7.23,0.03,0.01
42132.00,160.25,161.40,160.06,160.60,2025500.00,155.29,2025537.00,105692000000.00,7121418.00,3.23,7.32,0.03,0.01
42135.00,160.26,161.00,159.80,159.90,1708700.00,154.61,1708711.00,105248000000.00,7236818.00,3.21,7.29,0.03,0.01
42136.00,158.71,160.40,158.01,160.07,1864800.00,154.78,1864809.00,105356000000.00,7236818.00,3.22,7.30,0.03,0.01
42137.00,160.43,161.74,160.36,161.31,2587900.00,155.98,2587859.00,106143000000.00,7236818.00,3.24,7.35,0.03,0.01
42138.00,162.09,163.30,161.80,163.15,2462500.00,157.76,2462549.00,107310000000.00,7236818.00,3.28,7.44,0.03,0.01
42139.00,163.15,163.77,162.65,163.30,1923800.00,157.90,1923774.00,107405000000.00,7236818.00,3.28,7.44,0.03,0.01
42142.00,163.00,163.59,162.31,162.87,1747800.00,157.49,1748384.00,107132000000.00,7236818.00,3.27,7.42,0.03,0.01
42143.00,163.07,163.59,162.55,163.12,2075100.00,157.73,2076094.00,107291000000.00,7236818.00,3.28,7.44,0.03,0.01
42144.00,162.42,163.07,161.84,161.90,1978100.00,157.54,1978568.00,106517000000.00,7236818.00,3.25,7.38,0.03,0.01
42145.00,161.90,162.35,161.80,162.06,2400800.00,157.69,2401909.00,106618000000.00,7236818.00,3.26,7.39,0.03,0.01
42146.00,161.99,162.33,160.66,160.98,1822700.00,156.64,1822803.00,105933000000.00,7236818.00,3.23,7.34,0.03,0.01
42150.00,160.98,161.32,159.04,159.59,2471100.00,155.29,2471109.00,105051000000.00,7236818.00,3.21,7.27,0.03,0.01
42151.00,159.82,161.31,159.53,161.02,2625900.00,156.68,2625930.00,105959000000.00,7593609.00,3.24,7.34,0.03,0.01
42152.00,160.35,160.89,159.61,160.87,1578100.00,156.54,1578079.00,105863000000.00,7593609.00,3.23,7.33,0.03,0.01
42153.00,160.44,160.79,158.74,159.08,2880500.00,154.79,2880519.00,104728000000.00,7593609.00,3.20,7.25,0.03,0.01
42156.00,159.10,159.76,158.57,158.98,1906100.00,154.70,1906559.00,104665000000.00,7593609.00,3.19,7.25,0.03,0.01
42157.00,158.28,159.88,157.95,159.08,2481100.00,154.79,2481192.00,104728000000.00,7593609.00,3.20,7.25,0.03,0.01
42158.00,159.61,160.50,158.98,160.16,2074500.00,155.84,2074495.00,105413000000.00,7593609.00,3.22,7.30,0.03,0.01
42159.00,159.51,160.38,158.09,158.35,2237600.00,154.08,2237628.00,104265000000.00,7593609.00,3.18,7.22,0.03,0.01
42160.00,157.50,157.97,156.97,157.08,2314800.00,152.85,2314771.00,103459000000.00,7593609.00,3.16,7.16,0.03,0.01
42163.00,156.50,157.41,156.30,156.59,1608600.00,152.37,1608614.00,103148000000.00,7593609.00,3.15,7.14,0.03,0.01
42164.00,156.85,158.26,156.60,156.98,1810800.00,152.75,1810752.00,103396000000.00,6705633.00,3.15,7.16,0.03,0.01
42165.00,156.95,159.57,156.95,159.04,1758900.00,154.75,1758925.00,104703000000.00,6705633.00,3.20,7.25,0.03,0.01
42166.00,159.12,160.36,159.00,159.86,1854200.00,155.55,1854228.00,105223000000.00,6705633.00,3.21,7.29,0.03,0.01
42167.00,159.85,159.99,157.88,158.04,1910500.00,153.78,1910513.00,104068000000.00,6705633.00,3.18,7.20,0.03,0.01
42170.00,157.08,157.32,155.39,155.87,2353100.00,151.67,2353069.00,102692000000.00,6705633.00,3.13,7.10,0.03,0.01
42171.00,155.49,157.04,155.37,156.49,1729300.00,152.27,1729688.00,103085000000.00,6705633.00,3.14,7.13,0.03,0.01
