Pricing Date,"CF Industries Holdings, Inc. (NYSE:CF) - Share Pricing","CF Industries Holdings, Inc. (NYSE:CF) - Day High Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Low Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Open Price","CF Industries Holdings, Inc. (NYSE:CF) - Volume","CF Industries Holdings, Inc. (NYSE:CF) - Total Enterprise Value","CF Industries Holdings, Inc. (NYSE:CF) - Short Interest as % of Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Dividend Yield","CF Industries Holdings, Inc. (NYSE:CF) - Shares Sold Short","CF Industries Holdings, Inc. (NYSE:CF) - Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Market Cap/Total Revenues","CF Industries Holdings, Inc. (NYSE:CF) - P/BV","CF Industries Holdings, Inc. (NYSE:CF) - Latest Annualized Dividend Per Share"
"Thursday, August 14, 2008",27.406,27.91,26.4,27.496,14701065,6755198760,0.03425818,0.002919,9676565,282460000,2.371878,4.735467,0.08
"Friday, August 15, 2008",25.79,27.332,25.378,27.332,13153180,6298743400,0.03425818,0.003101,9676565,282460000,2.232019,4.45624,0.08
"Monday, August 18, 2008",25.962,26.994,25.47,25.964,15332465,6347326520,0.03425818,0.003081,9676565,282460000,2.246905,4.485959,0.08
"Tuesday, August 19, 2008",26.984,27.526,25.49,25.6,14846905,6636000640,0.03425818,0.002964,9676565,282460000,2.335355,4.66255,0.08
"Wednesday, August 20, 2008",27.98,28.2,27.144,27.262,12834845,6917330800,0.03425818,0.002859,9676565,282460000,2.421555,4.834649,0.08
"Thursday, August 21, 2008",29.108,29.318,27.8,28.442,12790515,7235945680,0.03425818,0.002748,9676565,282460000,2.519179,5.029555,0.08
"Friday, August 22, 2008",28.894,29.426,28.108,28.618,11851605,7175499240,0.03425818,0.002768,9676565,282460000,2.500658,4.992578,0.08
"Monday, August 25, 2008",29.37,30.1,28.73,29.698,16403330,7309950200,0.03425818,0.002723,9676565,282460000,2.541854,5.074826,0.08
"Tuesday, August 26, 2008",29.848,29.9,29.268,29.56,45602095,7444966080,0.0286325,0.00268,8087535,282460000,2.583223,5.157419,0.08
"Wednesday, August 27, 2008",30.032,30.532,29.88,30.158,14063550,7496938720,0.0286325,0.002663,8087535,282460000,2.599147,5.189213,0.08
"Thursday, August 28, 2008",30.12,30.368,29.366,30.368,14457040,7521795200,0.0286325,0.002656,8087535,282460000,2.606763,5.204418,0.08
"Friday, August 29, 2008",30.48,30.794,30.002,30.002,9831535,7623480800,0.0286325,0.002624,8087535,282460000,2.63792,5.266622,0.08
"Tuesday, September 02, 2008",27.604,29.386,27.51,29.386,18506590,6811125840,0.0286325,0.002898,8087535,282460000,2.389014,4.76968,0.08
"Wednesday, September 03, 2008",26.868,28.092,25.7,27.518,24911860,6603235280,0.0286325,0.002977,8087535,282460000,2.325316,4.642507,0.08
"Thursday, September 04, 2008",24.686,27.108,24.26,26.368,25310835,5986907560,0.0286325,0.00324,8087535,282460000,2.136473,4.26548,0.08
"Friday, September 05, 2008",26.24,26.336,23.782,24.788,24475880,6425850400,0.0286325,0.003048,8087535,282460000,2.270965,4.533995,0.08
"Monday, September 08, 2008",23.896,27.158,23.106,27.106,25168755,5763764160,0.0286325,0.003347,8087535,282460000,2.068101,4.128976,0.08
"Tuesday, September 09, 2008",21.016,23.458,20.906,23.458,37163250,4950279360,0.0286325,0.003806,8087535,282460000,1.818849,3.631343,0.08
"Wednesday, September 10, 2008",21.922,22.854,21.028,21.106,29167180,5206188120,0.04167091,0.003649,11770365,282460000,1.89726,3.78789,0.08
"Thursday, September 11, 2008",23.25,23.292,20.748,21.358,27186135,5581295000,0.04167091,0.00344,11770365,282460000,2.012193,4.017354,0.08
"Friday, September 12, 2008",24.552,24.95,23.222,23.222,23630720,5949057920,0.04167091,0.003258,11770365,282460000,2.124876,4.242326,0.08
"Monday, September 15, 2008",22.044,23.92,21.584,23.08,22823855,5240648240,0.04167091,0.003629,11770365,282460000,1.907818,3.80897,0.08
"Tuesday, September 16, 2008",23.902,23.924,21.002,21.16,25976850,5765458920,0.04167091,0.003347,11770365,282460000,2.068621,4.130013,0.08
"Wednesday, September 17, 2008",21.94,24.144,21.572,23.33,24923330,5211272400,0.04167091,0.003646,11770365,282460000,1.898818,3.791,0.08
"Thursday, September 18, 2008",22.068,23.5,20.91,22.122,22566170,5247427280,0.04167091,0.003625,11770365,282460000,1.909895,3.813117,0.08
"Friday, September 19, 2008",23.886,24.148,22.462,23.562,17943895,5760939560,0.04167091,0.003349,11770365,282460000,2.067236,4.127249,0.08
"Monday, September 22, 2008",24.358,25.176,23.87,23.91,17865025,5894260680,0.04167091,0.003284,11770365,282460000,2.108086,4.208805,0.08
"Tuesday, September 23, 2008",22.722,24.412,21.85,24.274,22773750,5432156120,0.04167091,0.00352,11770365,282460000,1.966496,3.926122,0.08
"Wednesday, September 24, 2008",22.994,23.7,22.298,23.192,15293625,5508985240,0.05380056,0.003479,15196505,282460000,1.990037,3.97312,0.08
"Thursday, September 25, 2008",22.04,22.982,21.262,22.982,23042620,5239518400,0.05380056,0.003629,15196505,282460000,1.907472,3.808279,0.08
"Friday, September 26, 2008",18.356,19.828,17.532,19.828,36197625,4198935760,0.05380056,0.004358,15196505,282460000,1.588637,3.171723,0.08
"Monday, September 29, 2008",16.786,18.288,16.226,17.372,28443040,3755473560,0.05380056,0.004765,15196505,282460000,1.45276,2.900443,0.08
"Tuesday, September 30, 2008",18.292,18.492,16.638,17.06,26133270,4180858320,0.05380056,0.004373,15196505,282460000,1.583098,3.160664,0.08
"Wednesday, October 01, 2008",17.728,18.726,17.24,18.366,21587310,4021550880,0.05380056,0.004512,15196505,282460000,1.534286,3.063211,0.08
"Thursday, October 02, 2008",11.6,15.662,10.824,15.598,76189850,2290636000,0.05380056,0.006896,15196505,282460000,1.003932,2.004357,0.08
"Friday, October 03, 2008",11.296,12.7,11.072,12.124,34944325,2204768160,0.05380056,0.007082,15196505,282460000,0.977622,1.951829,0.08
"Monday, October 06, 2008",10.816,10.964,9.422,10.26,41508895,2069187360,0.05380056,0.007396,15196505,282460000,0.93608,1.86889,0.08
"Tuesday, October 07, 2008",10.278,11.716,10.246,11.398,39870350,1917223880,0.05380056,0.007783,15196505,282460000,0.889519,1.77593,0.08
"Wednesday, October 08, 2008",11.462,12.31,9.478,9.598,47404045,2251656520,0.05380056,0.006979,15196505,282460000,0.991989,1.980512,0.08
"Thursday, October 09, 2008",11.166,13.566,10.832,12.058,37336840,2168048360,0.03538407,0.007164,9994585,282460000,0.966372,1.929367,0.08
"Friday, October 10, 2008",11.534,12.388,9.902,10.29,35628140,2271993640,0.03538407,0.006936,9994585,282460000,0.99822,1.992953,0.08
"Monday, October 13, 2008",12.93,12.93,11.64,12.76,24344855,2666307800,0.03538407,0.006187,9994585,282460000,1.119039,2.234167,0.08
"Tuesday, October 14, 2008",12.834,13.898,12.138,13.402,27273740,2639191640,0.03538407,0.006233,9994585,282460000,1.11073,2.217579,0.08
"Wednesday, October 15, 2008",11.192,12.24,11.086,12.24,24369355,2175392320,0.03538407,0.007147,9994585,282460000,0.968622,1.933859,0.08
"Thursday, October 16, 2008",11.61,12.052,10.32,11.498,34827305,2293460600,0.03538407,0.00689,9994585,282460000,1.004798,2.006085,0.08
"Friday, October 17, 2008",11.07,12.192,10.622,11.178,23806485,2140932200,0.03538407,0.007226,9994585,282460000,0.958063,1.912779,0.08
"Monday, October 20, 2008",12.194,12.218,11.36,11.606,20981515,2458417240,0.03538407,0.00656,9994585,282460000,1.055341,2.106994,0.08
"Tuesday, October 21, 2008",11.186,11.946,11.106,11.83,21211825,2173697560,0.03538407,0.007151,9994585,282460000,0.968102,1.932822,0.08
"Wednesday, October 22, 2008",9.976,10.73,9.486,10.492,27272290,1831920960,0.03538407,0.008019,9994585,282460000,0.863382,1.723747,0.08
"Thursday, October 23, 2008",8.91,10.238,8.52,10.138,40642110,1530818600,0.03538407,0.008978,9994585,282460000,0.771124,1.539554,0.08
"Friday, October 24, 2008",8.878,9.176,7.542,7.6,26971855,1521779880,0.0477743,0.009011,13494330,282460000,0.768354,1.534024,0.08
"Monday, October 27, 2008",9.05,9.5,8.716,8.852,28819550,1488963000,0.0477743,0.008839,13494330,282460000,0.690583,1.504509,0.08
"Tuesday, October 28, 2008",10.832,10.834,9.216,9.702,34559930,1992306720,0.0477743,0.007385,13494330,282460000,0.826563,1.800757,0.08
"Wednesday, October 29, 2008",10.756,11.486,10.39,10.824,25602740,1970839760,0.0477743,0.007437,13494330,282460000,0.820763,1.788122,0.08
"Thursday, October 30, 2008",12.026,12.314,11.282,11.35,30015000,2329563960,0.0477743,0.006652,13494330,282460000,0.917674,1.999252,0.08
"Friday, October 31, 2008",12.838,13.092,11.728,11.728,25865350,2558921480,0.0477743,0.006231,13494330,282460000,0.979636,2.134242,0.08
"Monday, November 03, 2008",12.534,13.138,12.314,12.81,22557635,2473053640,0.0477743,0.006382,13494330,282460000,0.956438,2.083704,0.08
"Tuesday, November 04, 2008",12.978,13.566,12.768,13.162,29501575,2622345400,0.04746511,0.006164,13494330,284300000,0.99677,2.175099,0.08
"Wednesday, November 05, 2008",11.896,12.84,11.8,12.742,27435685,2314732800,0.04746511,0.006724,13494330,284300000,0.913667,1.993757,0.08
"Thursday, November 06, 2008",11.044,11.674,10.732,11.532,28569810,2072509200,0.04746511,0.007243,13494330,284300000,0.84823,1.850963,0.08
"Friday, November 07, 2008",12.168,12.196,10.956,11.238,23986085,2392062400,0.04746511,0.006574,13494330,284300000,0.934558,2.039344,0.08
"Monday, November 10, 2008",12.458,13.286,12.204,12.694,22141745,2474509400,0.04746511,0.006421,13494330,284300000,0.956832,2.087948,0.08
"Tuesday, November 11, 2008",11.782,12.308,11.438,12.032,24649920,2282322600,0.04310457,0.00679,12254630,284300000,0.904912,1.974651,0.08
"Wednesday, November 12, 2008",10.446,11.376,10.43,11.376,27310560,1902497800,0.04310457,0.007658,12254630,284300000,0.802301,1.750739,0.08
"Thursday, November 13, 2008",12.09,12.102,10.06,10.558,46157560,2369887000,0.04310457,0.006617,12254630,284300000,0.928567,2.026271,0.08
"Friday, November 14, 2008",10.994,12.166,10.99,11.704,29196670,2058294200,0.04310457,0.007276,12254630,284300000,0.84439,1.842583,0.08
"Monday, November 17, 2008",10.088,10.736,10.042,10.312,28658345,1800718400,0.04310457,0.00793,12254630,284300000,0.774805,1.690738,0.08
"Tuesday, November 18, 2008",10.078,10.5,9.606,10.256,18307410,1797875400,0.04310457,0.007938,12254630,284300000,0.774037,1.689062,0.08
"Wednesday, November 19, 2008",8.898,10.074,8.888,9.988,21282245,1462401400,0.04310457,0.00899,12254630,284300000,0.683407,1.491295,0.08
"Thursday, November 20, 2008",7.876,8.826,7.828,8.53,30551655,1171846800,0.04310457,0.010157,12254630,284300000,0.604913,1.320009,0.08
"Friday, November 21, 2008",9.328,9.394,8.2,8.2,30255730,1584650400,0.04310457,0.008576,12254630,284300000,0.716433,1.563363,0.08
"Monday, November 24, 2008",9.232,9.888,9.08,9.59,19166265,1557357600,0.04310457,0.008665,12254630,284300000,0.70906,1.547273,0.08
"Tuesday, November 25, 2008",9.74,10.062,9.356,9.748,21746435,1701782000,0.06279511,0.008213,17852650,284300000,0.748077,1.632414,0.08
"Wednesday, November 26, 2008",10.626,10.704,9.232,9.436,14265215,1953671800,0.06279511,0.007528,17852650,284300000,0.816125,1.780906,0.08
"Friday, November 28, 2008",10.526,10.722,10.346,10.617,4738055,1925241800,0.06279511,0.0076,17852650,284300000,0.808445,1.764146,0.08
"Monday, December 01, 2008",8.844,10.178,8.796,10.178,15688620,1447049200,0.06279511,0.009045,17852650,284300000,0.67926,1.482245,0.08
"Tuesday, December 02, 2008",9.19,9.244,8.484,8.528,20071575,1545417000,0.06279511,0.008705,17852650,284300000,0.705834,1.540234,0.08
"Wednesday, December 03, 2008",9.264,9.488,8.714,8.798,12419245,1566455200,0.06279511,0.008635,17852650,284300000,0.711518,1.552637,0.08
"Thursday, December 04, 2008",8.92,9.574,8.764,9.1,9970990,1468656000,0.06279511,0.008968,17852650,284300000,0.685097,1.494983,0.08
"Friday, December 05, 2008",9.41,9.432,8.302,8.704,13550275,1607963000,0.06279511,0.008501,17852650,284300000,0.722731,1.577106,0.08
"Monday, December 08, 2008",10.146,10.432,9.848,9.848,12855780,1817207800,0.06279511,0.007884,17852650,284300000,0.779259,1.700459,0.08
"Tuesday, December 09, 2008",10.132,10.858,9.786,10,8851025,1813227600,0.05954757,0.007895,16929375,284300000,0.778184,1.698112,0.08
"Wednesday, December 10, 2008",10.46,10.73,10.202,10.52,8190210,1906478000,0.05954757,0.007648,16929375,284300000,0.803376,1.753085,0.08
"Thursday, December 11, 2008",9.728,10.782,9.532,10.202,11694865,1698370400,0.05954757,0.008223,16929375,284300000,0.747155,1.630402,0.08
"Friday, December 12, 2008",9.826,10.124,9.174,9.4,7712920,1726231800,0.05954757,0.008141,16929375,284300000,0.754682,1.646827,0.08
"Monday, December 15, 2008",9.566,10.27,9.38,10.008,9070245,1652313800,0.05954757,0.008362,16929375,284300000,0.734713,1.603251,0.08
"Tuesday, December 16, 2008",10.754,10.8,9.846,9.846,14069985,1990062200,0.05954757,0.007439,16929375,284300000,0.825956,1.802359,0.08
"Wednesday, December 17, 2008",11.1,11.42,10.452,10.68,14568160,2088430000,0.05954757,0.007207,16929375,284300000,0.852531,1.860348,0.08
"Thursday, December 18, 2008",10.12,11.18,10.062,11.18,8946075,1809816000,0.05954757,0.007905,16929375,284300000,0.777262,1.696101,0.08
"Friday, December 19, 2008",9.584,10.19,9.25,9.908,10459930,1657431200,0.05954757,0.008347,16929375,284300000,0.736095,1.606268,0.08
"Monday, December 22, 2008",9.102,9.58,8.9,9.572,7121885,1520398600,0.05954757,0.008789,16929375,284300000,0.699075,1.525486,0.08
"Tuesday, December 23, 2008",9.3,9.512,9.106,9.106,9943945,1576690000,0.05954757,0.008602,16929375,284300000,0.714283,1.55867,0.08
"Wednesday, December 24, 2008",9.222,9.456,9.11,9.162,2610505,1554514600,0.03700528,0.008674,10520600,284300000,0.708292,1.545597,0.08
"Friday, December 26, 2008",9.36,9.42,9.024,9.352,3855110,1593748000,0.03700528,0.008547,10520600,284300000,0.718891,1.568726,0.08
"Monday, December 29, 2008",9.34,9.664,9.104,9.404,6250720,1588062000,0.03700528,0.008565,10520600,284300000,0.717355,1.565374,0.08
"Tuesday, December 30, 2008",9.526,9.56,9.1,9.184,7739175,1640941800,0.03700528,0.008398,10520600,284300000,0.73164,1.596547,0.08
"Wednesday, December 31, 2008",9.832,9.95,9.364,9.514,6492170,1727937600,0.03700528,0.008136,10520600,284300000,0.755143,1.647833,0.08
"Friday, January 02, 2009",10.726,10.82,9.82,9.876,9226665,1982101800,0.03700528,0.007458,10520600,284300000,0.823806,1.797666,0.08
"Monday, January 05, 2009",11.32,11.528,10.604,10.604,13406855,2150976000,0.03700528,0.007067,10520600,284300000,0.869428,1.89722,0.08
"Tuesday, January 06, 2009",11.054,11.52,10.52,11.44,18944180,2075352200,0.03700528,0.007237,10520600,284300000,0.848998,1.852639,0.08
"Wednesday, January 07, 2009",10.656,11.5,10.608,11.2,12894895,1962200800,0.03700528,0.007507,10520600,284300000,0.81843,1.785934,0.08
"Thursday, January 08, 2009",10.934,11.162,10.306,10.31,16942205,2041236200,0.03700528,0.007316,10520600,284300000,0.839781,1.832527,0.08
"Friday, January 09, 2009",10.782,11.138,10.57,10.966,12394725,1998022600,0.03700528,0.007419,10520600,284300000,0.828107,1.807052,0.08
"Monday, January 12, 2009",9.386,10.718,9.31,10.718,17040550,1601139800,0.03065652,0.008523,8715650,284300000,0.720888,1.573084,0.08
"Tuesday, January 13, 2009",9.536,9.786,9.26,9.33,12997500,1643784800,0.03065652,0.008389,8715650,284300000,0.732408,1.598223,0.08
"Wednesday, January 14, 2009",8.85,9.24,8.584,9.104,14619235,1448755000,0.03065652,0.009039,8715650,284300000,0.67972,1.483251,0.08
"Thursday, January 15, 2009",9.446,9.594,8.624,8.92,14316500,1618197800,0.03065652,0.008469,8715650,284300000,0.725496,1.58314,0.08
"Friday, January 16, 2009",9.704,9.94,9.042,9.21,25467565,1691547200,0.03065652,0.008244,8715650,284300000,0.745312,1.62638,0.08
"Tuesday, January 20, 2009",9.148,9.602,9.02,9.454,15628350,1533476400,0.03065652,0.008745,8715650,284300000,0.702608,1.533195,0.08
"Wednesday, January 21, 2009",9.128,9.502,8.61,9.502,19744295,1527790400,0.03065652,0.008764,8715650,284300000,0.701072,1.529843,0.08
"Thursday, January 22, 2009",8.91,9.314,8.672,8.89,20409470,1465813000,0.03065652,0.008978,8715650,284300000,0.684329,1.493307,0.08
"Friday, January 23, 2009",9.356,9.582,8.46,8.6,16632825,1592610800,0.03065652,0.00855,8715650,284300000,0.718584,1.568056,0.08
"Monday, January 26, 2009",9.442,10,9.216,9.462,17269355,1617060600,0.03065652,0.008472,8715650,284300000,0.725189,1.582469,0.08
"Tuesday, January 27, 2009",9.262,9.636,9.146,9.552,17991985,1565886600,0.04000672,0.008637,11373910,284300000,0.711364,1.552301,0.08
"Wednesday, January 28, 2009",9.828,9.96,9.414,9.508,18946260,1726800400,0.04000672,0.00814,11373910,284300000,0.754835,1.647162,0.08
"Thursday, January 29, 2009",9.656,9.8,9.48,9.624,16874295,1677900800,0.04000672,0.008285,11373910,284300000,0.741625,1.618335,0.08
"Friday, January 30, 2009",9.4,9.936,9.318,9.7,18136315,1605120000,0.04000672,0.00851,11373910,284300000,0.721963,1.57543,0.08
"Monday, February 02, 2009",9.516,9.78,9.11,9.204,14486995,1638098800,0.04000672,0.008406,11373910,284300000,0.730872,1.594872,0.08
"Tuesday, February 03, 2009",9.758,9.986,9.376,9.594,14195515,1706899400,0.04000672,0.008198,11373910,284300000,0.749459,1.63543,0.08
"Wednesday, February 04, 2009",10.178,10.604,9.898,9.898,20481810,1826305400,0.04000672,0.00786,11373910,284300000,0.781717,1.705822,0.08
"Thursday, February 05, 2009",10.488,10.6,9.908,10.078,22172930,1914438400,0.04000672,0.007627,11373910,284300000,0.805526,1.757778,0.08
"Friday, February 06, 2009",10.926,11.26,10.526,10.606,24157345,2038961800,0.04000672,0.007321,11373910,284300000,0.839167,1.831186,0.08
"Monday, February 09, 2009",10.688,11.344,10.434,10.962,17966800,1971298400,0.04000672,0.007485,11373910,284300000,0.820887,1.791298,0.08
"Tuesday, February 10, 2009",10.72,11.376,10.528,10.86,35353870,2439396000,0.05006048,0.007462,14232195,284300000,0.777255,1.938749,0.08
"Wednesday, February 11, 2009",10.442,11.39,10.112,11.356,29442420,1918664000,0.05881072,0.007661,14232195,242000000,0.644452,1.888472,0.08
"Thursday, February 12, 2009",11.01,11.04,10.042,10.126,25262265,2056120000,0.05881072,0.007266,14232195,242000000,0.679508,1.991196,0.08
"Friday, February 13, 2009",10.936,11.228,10.808,10.808,16147555,2038212000,0.05881072,0.007315,14232195,242000000,0.674941,1.977813,0.08
"Tuesday, February 17, 2009",10.164,10.516,10.042,10.332,20757745,1851388000,0.05881072,0.00787,14232195,242000000,0.627295,1.838194,0.08
"Wednesday, February 18, 2009",10.536,10.654,10.148,10.178,24588305,1941412000,0.05881072,0.007593,14232195,242000000,0.650254,1.905472,0.08
"Thursday, February 19, 2009",10.908,11.254,10.61,10.668,21605665,2031436000,0.05881072,0.007334,14232195,242000000,0.673213,1.972749,0.08
"Friday, February 20, 2009",11.144,11.232,10.51,10.642,25582595,2088548000,0.05881072,0.007178,14232195,242000000,0.687778,2.015431,0.08
"Monday, February 23, 2009",10,11.524,9.94,11.298,36054385,1811700000,0.05881072,0.008,14232195,242000000,0.617173,1.808534,0.08
"Tuesday, February 24, 2009",11.116,11.248,10.062,10.118,30279620,2081772000,0.05881072,0.007196,14232195,242000000,0.68605,2.010367,0.08
"Wednesday, February 25, 2009",12.354,13.316,12.3,13.3,86849700,2381368000,0.07017961,0.006475,16983465,242000000,0.762456,2.234263,0.08
"Thursday, February 26, 2009",12.55,12.842,12.422,12.584,41207045,2428360750,0.07018976,0.006374,16983465,241965000,0.774441,2.269316,0.08
"Friday, February 27, 2009",12.866,13.23,12.096,12.142,35246765,2504821690,0.07018976,0.006217,16983465,241965000,0.79394,2.326456,0.08
"Monday, March 02, 2009",11.738,12.69,11.694,12.542,23675770,2231885170,0.07018976,0.006815,16983465,241965000,0.724333,2.122488,0.08
"Tuesday, March 03, 2009",12.256,12.558,11.872,12.006,19450840,2357223040,0.07018976,0.006527,16983465,241965000,0.756298,2.216154,0.08
"Wednesday, March 04, 2009",12.548,12.9,12.368,12.602,28834605,2427876820,0.07018976,0.006375,16983465,241965000,0.774317,2.268954,0.08
"Thursday, March 05, 2009",12.178,12.682,11.99,12.366,19425945,2338349770,0.07018976,0.006569,16983465,241965000,0.751485,2.20205,0.08
"Friday, March 06, 2009",12.118,12.418,11.72,12.362,25553170,2323831870,0.07018976,0.006601,16983465,241965000,0.747782,2.191201,0.08
"Monday, March 09, 2009",12.312,12.594,11.52,11.702,23401645,2370773080,0.07018976,0.006497,16983465,241965000,0.759754,2.22628,0.08
"Tuesday, March 10, 2009",12.85,13.114,12.57,12.64,22595725,2500950250,0.0975487,0.006225,23603370,241965000,0.792953,2.323562,0.08
"Wednesday, March 11, 2009",13.632,13.78,12.876,12.972,24647380,2690166880,0.0975487,0.005868,23603370,241965000,0.841209,2.464965,0.08
"Thursday, March 12, 2009",13.476,13.532,12.99,13.532,20520135,2652420340,0.0975487,0.005936,23603370,241965000,0.831583,2.436757,0.08
"Friday, March 13, 2009",13.722,13.9,13.342,13.512,15936125,2711943730,0.0975487,0.00583,23603370,241965000,0.846763,2.481239,0.08
"Monday, March 16, 2009",13.74,14.136,13.5,13.666,20747885,2716299100,0.0975487,0.005822,23603370,241965000,0.847874,2.484494,0.08
"Tuesday, March 17, 2009",13.804,13.89,13.4,13.694,16132055,2732337020,0.09753257,0.005795,23603370,242005000,0.851964,2.496067,0.08
"Wednesday, March 18, 2009",13.834,13.994,13.238,13.67,22445090,2739597170,0.09753257,0.005782,23603370,242005000,0.853815,2.501491,0.08
"Thursday, March 19, 2009",13.884,14.332,13.824,14.158,16935125,2751697420,0.09753257,0.005762,23603370,242005000,0.856901,2.510532,0.08
"Friday, March 20, 2009",13.536,14.004,13.536,13.99,16406520,2667479680,0.09753257,0.00591,23603370,242005000,0.835423,2.447606,0.08
"Monday, March 23, 2009",14.238,14.33,13.548,13.82,11684125,2837367190,0.09753257,0.005618,23603370,242005000,0.87875,2.574543,0.08
"Tuesday, March 24, 2009",14.46,14.834,13.868,14.016,14508185,2891092300,0.05763577,0.005532,13948145,242005000,0.892451,2.614686,0.08
"Wednesday, March 25, 2009",14.644,14.832,14.208,14.832,14624445,2935621220,0.05763577,0.005462,13948145,242005000,0.903807,2.647957,0.08
"Thursday, March 26, 2009",14.8,15.03,14.39,15.03,13715815,2973374000,0.05763577,0.005405,13948145,242005000,0.913436,2.676165,0.08
"Friday, March 27, 2009",14.66,14.976,14.516,14.628,14599920,2939493300,0.05763577,0.005457,13948145,242005000,0.904795,2.65085,0.08
"Monday, March 30, 2009",14.078,14.398,13.956,14.398,14097650,2798646390,0.05763577,0.005682,13948145,242005000,0.868875,2.545612,0.08
"Tuesday, March 31, 2009",14.226,14.444,14.046,14.252,9454955,2834463130,0.05763577,0.005623,13948145,242005000,0.878009,2.572374,0.08
"Wednesday, April 01, 2009",14.496,14.558,13.9,13.9,13345450,2899804480,0.05763577,0.005518,13948145,242005000,0.894673,2.621195,0.08
"Thursday, April 02, 2009",14.534,14.876,14.43,14.6,14665615,2909000670,0.05763577,0.005504,13948145,242005000,0.897018,2.628067,0.08
"Friday, April 03, 2009",14.908,14.908,14.4,14.5,8980675,2999510540,0.05763577,0.005366,13948145,242005000,0.920101,2.695694,0.08
"Monday, April 06, 2009",14.542,14.622,14.3,14.556,11989880,2910936710,0.05763577,0.005501,13948145,242005000,0.897512,2.629513,0.08
"Tuesday, April 07, 2009",14.06,14.458,14.01,14.404,8855690,2794290300,0.05763577,0.005689,13948145,242005000,0.867764,2.542357,0.08
"Wednesday, April 08, 2009",14.26,14.3,13.742,13.744,9147530,2842691300,0.05763577,0.00561,13948145,242005000,0.880107,2.578521,0.08
"Thursday, April 09, 2009",14.606,14.634,14.338,14.55,7428170,2926425030,0.04043061,0.005477,9784410,242005000,0.901462,2.641086,0.08
"Monday, April 13, 2009",14.594,14.718,14.29,14.328,6861935,2923520970,0.04043061,0.005481,9784410,242005000,0.900721,2.638916,0.08
"Tuesday, April 14, 2009",14.742,14.868,14.416,14.416,10430775,2959337710,0.04043061,0.005426,9784410,242005000,0.909856,2.665678,0.08
"Wednesday, April 15, 2009",14.898,14.934,14.502,14.55,8673365,2997090490,0.04043061,0.005369,9784410,242005000,0.919484,2.693886,0.08
"Thursday, April 16, 2009",14.664,15.076,14.564,15.002,7847735,2940461320,0.04043061,0.005455,9784410,242005000,0.905042,2.651574,0.08
"Friday, April 17, 2009",13.99,14.746,13.958,14.686,14659745,2777349950,0.04043061,0.005718,9784410,242005000,0.863443,2.5297,0.08
"Monday, April 20, 2009",13.478,13.8,13.382,13.8,11122745,2653443390,0.04043061,0.005935,9784410,242005000,0.831843,2.437119,0.08
"Tuesday, April 21, 2009",13.424,13.79,13.278,13.278,11026570,2640375120,0.04043061,0.005959,9784410,242005000,0.828511,2.427354,0.08
"Wednesday, April 22, 2009",13.24,13.778,13.158,13.302,8005740,2595846200,0.04043061,0.006042,9784410,242005000,0.817154,2.394083,0.08
"Thursday, April 23, 2009",13.382,13.584,12.968,13.228,9174200,2435310910,0.04043061,0.005978,9784410,242005000,0.823127,2.325299,0.08
"Friday, April 24, 2009",14.218,14.404,13.636,13.678,10625785,2637627090,0.05476034,0.005626,13252275,242005000,0.874549,2.470565,0.08
"Monday, April 27, 2009",13.966,14.116,13.616,13.774,6678640,2576641830,0.05476034,0.005728,13252275,242005000,0.859048,2.426777,0.08
"Tuesday, April 28, 2009",13.936,14.148,13.68,13.684,3763105,2569381680,0.05476034,0.00574,13252275,242005000,0.857203,2.421564,0.08
"Wednesday, April 29, 2009",14.472,14.582,14.02,14.05,6129915,2699096360,0.05476034,0.005527,13252275,242005000,0.890172,2.514701,0.08
"Thursday, April 30, 2009",14.41,14.768,14.274,14.6,5925590,2684164100,0.0547592,0.005551,13252275,242010000,0.886377,2.504044,0.08
"Friday, May 01, 2009",14.972,15.25,14.346,14.408,8427190,2820173720,0.0547592,0.005343,13252275,242010000,0.920946,2.601703,0.08
"Monday, May 04, 2009",15.07,15.3,14.93,15.196,8343055,2843890700,0.0547592,0.005308,13252275,242010000,0.926975,2.618733,0.08
"Tuesday, May 05, 2009",15.044,15.212,14.718,15.074,5753175,2837598440,0.0547592,0.005317,13252275,242010000,0.925375,2.614215,0.08
"Wednesday, May 06, 2009",14.782,15.202,14.446,15.202,9619580,2774191820,0.0547592,0.005411,13252275,242010000,0.909259,2.568687,0.08
"Thursday, May 07, 2009",14.444,15.064,14.36,15.002,10599545,2692392440,0.0547592,0.005538,13252275,242010000,0.888469,2.509952,0.08
"Friday, May 08, 2009",14.762,14.798,14.332,14.686,6883360,2769351620,0.0547592,0.005419,13252275,242010000,0.908029,2.565211,0.08
"Monday, May 11, 2009",15.184,15.516,14.862,15.342,19351270,2871479840,0.03985302,0.005268,9644830,242010000,0.933987,2.638543,0.08
"Tuesday, May 12, 2009",15.46,15.61,15.104,15.266,16046215,2938274600,0.03985302,0.005174,9644830,242010000,0.950964,2.686503,0.08
"Wednesday, May 13, 2009",15.426,15.666,14.858,15.344,13692015,2930046260,0.03985302,0.005186,9644830,242010000,0.948873,2.680595,0.08
