Pricing Date,"CF Industries Holdings, Inc. (NYSE:CF) - Share Pricing","CF Industries Holdings, Inc. (NYSE:CF) - Day High Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Low Price","CF Industries Holdings, Inc. (NYSE:CF) - Day Open Price","CF Industries Holdings, Inc. (NYSE:CF) - Volume","CF Industries Holdings, Inc. (NYSE:CF) - Total Enterprise Value","CF Industries Holdings, Inc. (NYSE:CF) - Short Interest as % of Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Dividend Yield","CF Industries Holdings, Inc. (NYSE:CF) - Shares Sold Short","CF Industries Holdings, Inc. (NYSE:CF) - Shares Outstanding","CF Industries Holdings, Inc. (NYSE:CF) - Market Cap/Total Revenues","CF Industries Holdings, Inc. (NYSE:CF) - P/BV","CF Industries Holdings, Inc. (NYSE:CF) - Latest Annualized Dividend Per Share"
"Thursday, October 24, 2013",42.026,42.344,41.35,42.344,3847890,13565576790,0.02396748,0.019035,6864645,286415000,2.042849,2.449287,0.8
"Friday, October 25, 2013",41.924,42.118,41.466,42.032,2809355,13536362460,0.02396748,0.019082,6864645,286415000,2.037891,2.443343,0.8
"Monday, October 28, 2013",43.672,44.126,43.308,43.4,6226675,14037015880,0.02396748,0.018318,6864645,286415000,2.12286,2.545217,0.8
"Tuesday, October 29, 2013",43.244,43.795,42.772,43.448,3326010,13914430260,0.02396748,0.018499,6864645,286415000,2.102055,2.520273,0.8
"Wednesday, October 30, 2013",43.274,43.68,42.938,43.426,2119025,13923022710,0.02396748,0.018486,6864645,286415000,2.103513,2.522021,0.8
"Thursday, October 31, 2013",43.12,43.49,42.812,43.206,2515970,13878914800,0.02396748,0.018552,6864645,286415000,2.096027,2.513046,0.8
"Friday, November 01, 2013",42.988,43.218,42.66,43,2903930,13841108020,0.02396748,0.018609,6864645,286415000,2.089611,2.505353,0.8
"Monday, November 04, 2013",43.526,43.694,43.042,43.21,3363480,13634399290,0.02396748,0.018379,6864645,286415000,2.214376,2.442311,0.8
"Tuesday, November 05, 2013",41.9,42.642,41.456,42.414,9375975,13174973500,0.02395493,0.019093,6864645,286565000,2.13277,2.351428,0.8
"Wednesday, November 06, 2013",42.328,42.454,41.842,41.842,4788210,13297623320,0.02395493,0.0189,6864645,286565000,2.154556,2.375447,0.8
"Thursday, November 07, 2013",42.152,42.75,42.112,42.218,5122405,13247187880,0.02395493,0.018978,6864645,286565000,2.145598,2.36557,0.8
"Friday, November 08, 2013",43.872,43.946,42.019,42.224,7011395,13740079680,0.02395493,0.018234,6864645,286565000,2.233148,2.462096,0.8
"Monday, November 11, 2013",44.1,44.296,43.7,43.972,3211850,13805416500,0.02468915,0.01814,7075045,286565000,2.244754,2.474892,0.8
"Tuesday, November 12, 2013",43.656,44.09,43.326,43.862,4474530,13678181640,0.02468915,0.018325,7075045,286565000,2.222153,2.449974,0.8
"Wednesday, November 13, 2013",43.48,43.915,43.2,43.23,3478875,13627746200,0.02468915,0.018399,7075045,286565000,2.213195,2.440097,0.8
"Thursday, November 14, 2013",43.742,44,43.356,43.76,2553465,13702826230,0.02468915,0.018289,7075045,286565000,2.226531,2.454801,0.8
"Friday, November 15, 2013",43.78,44.076,43.58,43.704,4391615,13713715700,0.02468915,0.018273,7075045,286565000,2.228465,2.456933,0.8
"Monday, November 18, 2013",43.262,44.05,43.2,43.812,3079605,13565275030,0.02468915,0.018491,7075045,286565000,2.202098,2.427863,0.8
"Tuesday, November 19, 2013",42.896,43.382,42.818,43.166,3332015,13460392240,0.02468915,0.018649,7075045,286565000,2.183468,2.407323,0.8
"Wednesday, November 20, 2013",42.892,43.148,42.734,42.962,2129515,13459245980,0.02468915,0.018651,7075045,286565000,2.183265,2.407099,0.8
"Thursday, November 21, 2013",42.924,43.196,42.728,43.092,1924960,13468416060,0.02468915,0.018637,7075045,286565000,2.184893,2.408895,0.8
"Friday, November 22, 2013",43.038,43.086,42.676,43.028,2483615,13501084470,0.02468915,0.018588,7075045,286565000,2.190696,2.415292,0.8
"Monday, November 25, 2013",42.728,43.09,42.666,42.996,4129180,13412249320,0.02468915,0.018723,7075045,286565000,2.174917,2.397895,0.8
"Tuesday, November 26, 2013",42.868,43.164,42.544,42.874,2134585,13452368420,0.03022773,0.018661,8662210,286565000,2.182043,2.405752,0.8
"Wednesday, November 27, 2013",43.3,43.534,42.918,42.934,2169050,13576164500,0.03022773,0.018475,8662210,286565000,2.204032,2.429996,0.8
"Friday, November 29, 2013",43.476,43.982,43.176,43.376,904750,13626599940,0.03022773,0.0184,8662210,286565000,2.212991,2.439873,0.8
"Monday, December 02, 2013",43.402,43.96,43.378,43.572,2541925,13605394130,0.03022773,0.018432,8662210,286565000,2.209224,2.43572,0.8
"Tuesday, December 03, 2013",42.838,43.5,42.74,43.39,2671480,13443771470,0.03022773,0.018675,8662210,286565000,2.180516,2.404068,0.8
"Wednesday, December 04, 2013",47.414,47.486,45,45.42,21242680,14755092910,0.03022773,0.016872,8662210,286565000,2.413441,2.660873,0.8
"Thursday, December 05, 2013",47.124,47.88,46.962,47.658,9026255,14671989060,0.03022773,0.016976,8662210,286565000,2.39868,2.644599,0.8
"Friday, December 06, 2013",46.618,47.638,46.553,47.582,3563640,14526987170,0.03022773,0.01716,8662210,286565000,2.372923,2.616202,0.8
"Monday, December 09, 2013",46.318,46.822,46.15,46.618,3617990,14441017670,0.03022773,0.017271,8662210,286565000,2.357653,2.599366,0.8
"Tuesday, December 10, 2013",45.954,46.736,45.832,46.318,3364140,14336708010,0.02073868,0.017408,5942980,286565000,2.339125,2.578938,0.8
"Wednesday, December 11, 2013",45.62,46,45.486,46,2514800,14240995300,0.02073868,0.017536,5942980,286565000,2.322124,2.560194,0.8
"Thursday, December 12, 2013",45.134,45.724,45.084,45.5,3031675,14101724710,0.02073868,0.017724,5942980,286565000,2.297386,2.53292,0.8
"Friday, December 13, 2013",45.11,45.612,45.038,45.298,2676740,14094847150,0.02073868,0.017734,5942980,286565000,2.296164,2.531573,0.8
"Monday, December 16, 2013",45.326,45.536,44.502,45.382,4086595,14156745190,0.02073868,0.017649,5942980,286565000,2.307159,2.543695,0.8
"Tuesday, December 17, 2013",45.93,46.082,45.1,45.128,4773125,14329830450,0.02073868,0.017417,5942980,286565000,2.337903,2.577591,0.8
"Wednesday, December 18, 2013",45.648,46.04,44.656,45.806,3935880,14249019120,0.02073868,0.017525,5942980,286565000,2.323549,2.561765,0.8
"Thursday, December 19, 2013",45.604,45.948,45.232,45.232,2484960,14236410260,0.02073868,0.017542,5942980,286565000,2.321309,2.559296,0.8
"Friday, December 20, 2013",45.6,45.69,45.276,45.276,4102800,14235264000,0.02073868,0.017543,5942980,286565000,2.321106,2.559072,0.8
"Monday, December 23, 2013",46.224,46.548,45.618,45.95,2568780,14414080560,0.02073868,0.017307,5942980,286565000,2.352868,2.594091,0.8
"Tuesday, December 24, 2013",46.324,46.722,46.166,46.166,954410,14442737060,0.01754708,0.017269,5028380,286565000,2.357958,2.599703,0.8
"Thursday, December 26, 2013",46.53,46.9,46.396,46.478,1268880,14501769450,0.01754708,0.017193,5028380,286565000,2.368444,2.611263,0.8
"Friday, December 27, 2013",46.226,46.616,45.891,46.53,1940870,14414653690,0.01754708,0.017306,5028380,286565000,2.35297,2.594203,0.8
"Monday, December 30, 2013",46.364,46.537,45.644,46.328,2246040,14454199660,0.01754708,0.017254,5028380,286565000,2.359994,2.601947,0.8
"Tuesday, December 31, 2013",46.608,46.74,46.284,46.36,2058925,14524121520,0.01754708,0.017164,5028380,286565000,2.372414,2.615641,0.8
"Thursday, January 02, 2014",46.738,47.36,46.459,46.606,3460110,14561374970,0.01754708,0.017116,5028380,286565000,2.379032,2.622936,0.8
"Friday, January 03, 2014",46.416,46.98,46.238,46.882,2272410,14469101040,0.01754708,0.017235,5028380,286565000,2.362641,2.604866,0.8
"Monday, January 06, 2014",45.798,46.744,45.703,46.632,4105020,14292003870,0.01754708,0.017468,5028380,286565000,2.331184,2.570183,0.8
"Tuesday, January 07, 2014",46.092,46.15,45.12,45.8,4197740,14376253980,0.01754708,0.017356,5028380,286565000,2.346149,2.586683,0.8
"Wednesday, January 08, 2014",46.712,47.06,45.758,45.826,6478380,14553924280,0.01754708,0.017126,5028380,286565000,2.377708,2.621477,0.8
"Thursday, January 09, 2014",47.998,48.332,46.6,46.65,7461540,14922446870,0.01754708,0.016667,5028380,286565000,2.443167,2.693647,0.8
"Friday, January 10, 2014",49.232,49.39,48.017,48.146,5428250,15276068080,0.02232635,0.016249,6397950,286565000,2.50598,2.7629,0.8
"Monday, January 13, 2014",48.928,49.556,48.698,49.04,5027355,15188952320,0.02232635,0.01635,6397950,286565000,2.490506,2.745839,0.8
"Tuesday, January 14, 2014",49.132,49.81,48.71,48.79,5386280,15247411580,0.02232635,0.016282,6397950,286565000,2.50089,2.757288,0.8
"Wednesday, January 15, 2014",49.686,49.74,49.239,49.306,3452765,15406168590,0.02232635,0.016101,6397950,286565000,2.529089,2.788378,0.8
"Thursday, January 16, 2014",49.69,49.82,49.24,49.42,2134645,15407314850,0.02232635,0.016099,6397950,286565000,2.529293,2.788603,0.8
"Friday, January 17, 2014",49.162,49.768,48.994,49.768,2040400,15256008530,0.02232635,0.016272,6397950,286565000,2.502417,2.758971,0.8
"Tuesday, January 21, 2014",49.302,49.81,49.202,49.44,2913490,15296127630,0.02232635,0.016226,6397950,286565000,2.509543,2.766828,0.8
"Wednesday, January 22, 2014",48.488,49.459,48.318,49.306,3268140,15062863720,0.02232635,0.016498,6397950,286565000,2.468109,2.721146,0.8
"Thursday, January 23, 2014",47.932,48.954,47.6,48.391,4231025,14903533580,0.02232635,0.01669,6397950,286565000,2.439808,2.689944,0.8
"Friday, January 24, 2014",46.536,47.772,46.528,47.772,3984995,14503488840,0.02232635,0.01719,6397950,286565000,2.36875,2.6116,0.8
"Monday, January 27, 2014",46.358,46.834,46.04,46.61,4683775,14452480270,0.01983095,0.017256,5682855,286565000,2.359689,2.601611,0.8
"Tuesday, January 28, 2014",46.982,47.236,46.174,46.38,4227775,14631296830,0.01983095,0.017027,5682855,286565000,2.391452,2.63663,0.8
"Wednesday, January 29, 2014",45.914,46.95,45.892,46.408,4804885,14325245410,0.01983095,0.017423,5682855,286565000,2.337089,2.576693,0.8
"Thursday, January 30, 2014",46.516,47.18,45.502,46.02,4243950,14497757540,0.01983095,0.017198,5682855,286565000,2.367731,2.610478,0.8
"Friday, January 31, 2014",46.172,46.668,46.008,46.026,3697495,14399179180,0.01983095,0.017326,5682855,286565000,2.350221,2.591172,0.8
"Monday, February 03, 2014",45.226,46.568,45.158,46.268,4644380,14128088690,0.01983095,0.017688,5682855,286565000,2.302069,2.538083,0.8
"Tuesday, February 04, 2014",44.984,45.938,44.616,45.226,5173690,14058739960,0.01983095,0.017784,5682855,286565000,2.28975,2.524502,0.8
"Wednesday, February 05, 2014",45.55,45.692,44.024,44.686,4413025,14220935750,0.01983095,0.017563,5682855,286565000,2.318561,2.556266,0.8
"Thursday, February 06, 2014",45.986,46.104,45.502,45.626,2893525,14345878090,0.01983095,0.017396,5682855,286565000,2.340754,2.580734,0.8
"Friday, February 07, 2014",46.812,46.876,45.96,46.02,3349995,14582580780,0.01983095,0.017089,5682855,286565000,2.382798,2.627089,0.8
"Monday, February 10, 2014",46.578,47.534,46.522,46.774,4617230,14515524570,0.01983095,0.017175,5682855,286565000,2.370887,2.613957,0.8
"Tuesday, February 11, 2014",46.212,47.026,46.142,46.786,5338030,14410641780,0.02042165,0.017311,5852130,286565000,2.352257,2.593417,0.8
"Wednesday, February 12, 2014",45.736,46,45.298,45.888,9237620,14274236840,0.02042165,0.017491,5852130,286565000,2.328028,2.566704,0.8
"Thursday, February 13, 2014",46.246,46.438,45.44,45.578,8174315,14420384990,0.02042165,0.017298,5852130,286565000,2.353988,2.595325,0.8
"Friday, February 14, 2014",46.33,46.688,46.016,46.3,7555575,14444456450,0.02042165,0.017267,5852130,286565000,2.358264,2.600039,0.8
"Tuesday, February 18, 2014",45.238,46.374,44.464,46.2,11816295,14713227470,0.02042165,0.017684,5852130,286565000,2.367915,2.535452,0.8
"Wednesday, February 19, 2014",47.524,49.92,47.277,47.35,14527990,15368315060,0.02042165,0.016833,5852130,286565000,2.487572,2.663576,0.8
"Thursday, February 20, 2014",48.172,48.354,47.688,47.7,4620380,15045072000,0.02120337,0.016607,5852130,276000000,2.428529,2.699894,0.8
"Friday, February 21, 2014",48.594,48.876,47.912,48.24,5020230,15161544000,0.02120337,0.016462,5852130,276000000,2.449804,2.723546,0.8
"Monday, February 24, 2014",48.558,49.204,48.444,48.444,6802075,15151608000,0.02120337,0.016475,5852130,276000000,2.447989,2.721528,0.8
"Tuesday, February 25, 2014",48.586,49.05,48.55,48.57,4049025,15159336000,0.02120337,0.016465,5852130,276000000,2.449401,2.723097,0.8
"Wednesday, February 26, 2014",48.856,49.166,48.53,48.736,3136585,15233856000,0.02539607,0.016374,7009315,276000000,2.463012,2.73823,0.8
"Thursday, February 27, 2014",49.81,49.93,48.57,48.614,4751315,15563407300,0.02527428,0.016061,7009315,277330000,2.523208,2.740909,0.8
"Friday, February 28, 2014",50.18,50.26,49.824,50,4825720,15666019400,0.02527428,0.015942,7009315,277330000,2.541951,2.761269,0.8
"Monday, March 03, 2014",51.174,51.398,50.508,50.602,6819015,15941685420,0.02527428,0.015632,7009315,277330000,2.592303,2.815967,0.8
"Tuesday, March 04, 2014",51.404,51.81,50.722,51.504,6934930,16005471320,0.02527428,0.015562,7009315,277330000,2.603954,2.828623,0.8
"Wednesday, March 05, 2014",52.556,52.906,50.958,51.42,5445865,16324955480,0.02527428,0.015221,7009315,277330000,2.662311,2.892014,0.8
"Thursday, March 06, 2014",52.826,53.17,52.221,52.408,4220630,16399834580,0.02527428,0.015144,7009315,277330000,2.675988,2.906872,0.8
"Friday, March 07, 2014",52.218,53.552,51.976,52.922,6431130,16231217940,0.02527428,0.01532,7009315,277330000,2.645189,2.873415,0.8
"Monday, March 10, 2014",52.896,53.132,51.528,52.18,4458325,16419247680,0.02527428,0.015124,7009315,277330000,2.679534,2.910724,0.8
"Tuesday, March 11, 2014",51.504,52.846,51.492,52.846,5753060,16033204320,0.03520319,0.015532,9762900,277330000,2.60902,2.834126,0.8
"Wednesday, March 12, 2014",51.148,51.4,50.362,51,6832320,15934474840,0.03520319,0.01564,9762900,277330000,2.590986,2.814536,0.8
"Thursday, March 13, 2014",50.306,51.486,50.088,51.3,5756445,15700962980,0.03520319,0.015902,9762900,277330000,2.548333,2.768203,0.8
"Friday, March 14, 2014",50.464,50.548,49.992,50.2,5250425,15744781120,0.03520319,0.015852,9762900,277330000,2.556337,2.776897,0.8
"Monday, March 17, 2014",50.18,51.118,50.106,50.636,3351580,15666019400,0.03520319,0.015942,9762900,277330000,2.541951,2.761269,0.8
"Tuesday, March 18, 2014",50.932,50.99,50.182,50.2,3373460,15874571560,0.03520319,0.015707,9762900,277330000,2.580044,2.80265,0.8
"Wednesday, March 19, 2014",50.46,51.264,50.204,50.896,2402890,15743671800,0.03520319,0.015854,9762900,277330000,2.556134,2.776677,0.8
"Thursday, March 20, 2014",50.29,50.678,49.984,50.33,3136925,15696525700,0.03520319,0.015907,9762900,277330000,2.547523,2.767322,0.8
"Friday, March 21, 2014",50.8,51.252,50.502,50.744,6171515,15837964000,0.03520319,0.015748,9762900,277330000,2.573358,2.795386,0.8
"Monday, March 24, 2014",50.544,51.322,50.17,51.008,4399320,15766967520,0.03520319,0.015827,9762900,277330000,2.56039,2.781299,0.8
"Tuesday, March 25, 2014",50.944,51.382,50.602,50.75,2831080,15877899520,0.03900826,0.015703,10818160,277330000,2.580652,2.80331,0.8
"Wednesday, March 26, 2014",50.32,51.474,50.304,51.376,2648435,15704845600,0.03900826,0.015898,10818160,277330000,2.549042,2.768973,0.8
"Thursday, March 27, 2014",50.942,51.01,50.066,50.254,3617220,15877344860,0.03900826,0.015704,10818160,277330000,2.580551,2.8032,0.8
"Friday, March 28, 2014",51.558,51.794,50.772,50.772,3178190,16048180140,0.03900826,0.015516,10818160,277330000,2.611755,2.837097,0.8
"Monday, March 31, 2014",52.128,52.26,50.708,51.616,5067735,16206258240,0.03900826,0.015346,10818160,277330000,2.64063,2.868463,0.8
"Tuesday, April 01, 2014",53.276,53.388,51.754,52.32,5828405,16524633080,0.03900826,0.015016,10818160,277330000,2.698784,2.931634,0.8
"Wednesday, April 02, 2014",53.088,53.382,52.278,52.618,4946590,16472495040,0.03900826,0.015069,10818160,277330000,2.68926,2.921289,0.8
"Thursday, April 03, 2014",51.964,52.798,51.782,52.424,4240165,16160776120,0.03900826,0.015395,10818160,277330000,2.632322,2.859438,0.8
"Friday, April 04, 2014",51.124,52.368,50.924,52.2,4025580,15406098500,0.04049849,0.015648,10818160,267125000,2.494474,2.813215,0.8
"Monday, April 07, 2014",50.37,51.478,50.122,51.188,3089605,15204686250,0.04049849,0.015882,10818160,267125000,2.457684,2.771725,0.8
"Tuesday, April 08, 2014",50.886,51.114,50.322,50.476,3372555,15342522750,0.04049849,0.015721,10818160,267125000,2.482861,2.800119,0.8
"Wednesday, April 09, 2014",51.082,51.532,50.772,50.886,3270090,15394879250,0.0331282,0.015661,8849370,267125000,2.492425,2.810904,0.8
"Thursday, April 10, 2014",49.152,50.8,49.002,50.498,5645690,14879328000,0.0331282,0.016276,8849370,267125000,2.398255,2.704701,0.8
"Friday, April 11, 2014",47.544,48.905,47.476,48.826,7857000,14449791000,0.0331282,0.016826,8849370,267125000,2.319796,2.616217,0.8
"Monday, April 14, 2014",48.198,48.238,46.479,46.812,4398615,14624490750,0.0331282,0.016598,8849370,267125000,2.351707,2.652205,0.8
"Tuesday, April 15, 2014",48.172,48.694,47.74,48.24,3759055,14617545500,0.0331282,0.016607,8849370,267125000,2.350438,2.650775,0.8
"Wednesday, April 16, 2014",49.544,49.584,48.418,48.586,3509330,14984041000,0.0331282,0.016147,8849370,267125000,2.417381,2.726272,0.8
"Thursday, April 17, 2014",48.468,49.424,48.462,49.36,3128495,14696614500,0.0331282,0.016505,8849370,267125000,2.364881,2.667063,0.8
"Monday, April 21, 2014",48.244,48.618,48.072,48.618,2634380,14636778500,0.0331282,0.016582,8849370,267125000,2.353951,2.654737,0.8
"Tuesday, April 22, 2014",48.386,48.49,47.064,48.184,4145470,14674710250,0.0331282,0.016533,8849370,267125000,2.36088,2.66255,0.8
"Wednesday, April 23, 2014",48.638,48.968,48.362,48.542,2711830,14742025750,0.0331282,0.016448,8849370,267125000,2.373175,2.676417,0.8
"Thursday, April 24, 2014",48.058,48.812,48,48.812,2679095,14587093250,0.0331282,0.016646,8849370,267125000,2.344876,2.644501,0.8
"Friday, April 25, 2014",48.138,48.366,47.665,47.958,3172755,14608463250,0.03033782,0.016618,8103990,267125000,2.348779,2.648904,0.8
"Monday, April 28, 2014",48.4,48.728,48,48.254,2120350,14678450000,0.03033782,0.016528,8103990,267125000,2.361563,2.663321,0.8
"Tuesday, April 29, 2014",48.89,49.106,48.272,48.706,2828020,14809341250,0.03033782,0.016363,8103990,267125000,2.385471,2.690284,0.8
"Wednesday, April 30, 2014",49.034,49.24,48.576,48.87,2026200,14847807250,0.03033782,0.016315,8103990,267125000,2.392497,2.698208,0.8
"Thursday, May 01, 2014",48.4,49.064,48.348,48.948,2867445,14678450000,0.03033782,0.016528,8103990,267125000,2.361563,2.663321,0.8
"Friday, May 02, 2014",48.674,48.9,48.31,48.448,1949960,14751642250,0.03033782,0.016435,8103990,267125000,2.374932,2.678398,0.8
"Monday, May 05, 2014",48.904,49.012,48.44,48.494,1468255,14813081000,0.03033782,0.016358,8103990,267125000,2.386154,2.691055,0.8
"Tuesday, May 06, 2014",48.704,49.032,48.148,48.726,2263750,14759656000,0.03033782,0.016425,8103990,267125000,2.376396,2.680049,0.8
"Wednesday, May 07, 2014",48.972,49.068,48.28,48.81,2594555,14508345500,0.03033782,0.016335,8103990,267125000,2.481908,2.714227,0.8
"Thursday, May 08, 2014",48.274,49.646,46.8,48.24,7675510,13995560010,0.0311255,0.016572,8103990,260365000,2.38462,2.575459,0.8
"Friday, May 09, 2014",47.132,48.314,46.87,48.102,5447700,13698223180,0.03571329,0.016973,9298490,260365000,2.328208,2.514532,0.8
"Monday, May 12, 2014",48.336,48.776,47.202,47.448,5475265,14011702640,0.03571329,0.01655,9298490,260365000,2.387683,2.578767,0.8
"Tuesday, May 13, 2014",49.792,50,48.462,48.818,5238880,14390794080,0.03571329,0.016066,9298490,260365000,2.459606,2.656446,0.8
"Wednesday, May 14, 2014",49.6,50.11,49.534,49.7,3883440,14340804000,0.03571329,0.016129,9298490,260365000,2.450122,2.646202,0.8
"Thursday, May 15, 2014",47.84,49.406,47.588,49.29,5513575,13882561600,0.03571329,0.016722,9298490,260365000,2.363182,2.552305,0.8
"Friday, May 16, 2014",48.148,48.3,47.328,47.708,8121725,13962754020,0.03571329,0.016615,9298490,260365000,2.378396,2.568737,0.8
"Monday, May 19, 2014",49.25,49.546,47.876,48.178,4061415,14249676250,0.03571329,0.016243,9298490,260365000,2.432833,2.627529,0.8
"Tuesday, May 20, 2014",49.356,49.93,49.184,49.228,3406225,14277274940,0.03571329,0.016208,9298490,260365000,2.438069,2.633185,0.8
"Wednesday, May 21, 2014",49.1,49.88,48.972,49.44,3941930,14210621500,0.03571329,0.016293,9298490,260365000,2.425423,2.619527,0.8
"Thursday, May 22, 2014",48.922,49.41,48.612,49.084,3803015,14164276530,0.03571329,0.016352,9298490,260365000,2.41663,2.61003,0.8
"Friday, May 23, 2014",49.332,49.352,48.664,48.962,2806590,14271026180,0.03571329,0.016216,9298490,260365000,2.436883,2.631904,0.8
"Tuesday, May 27, 2014",49.468,49.814,49.166,49.354,2873900,14306435820,0.03691971,0.016172,9612600,260365000,2.443601,2.63916,0.8
"Wednesday, May 28, 2014",48.374,49.718,48.354,49.384,3987585,14021596510,0.03691971,0.016537,9612600,260365000,2.38956,2.580794,0.8
"Thursday, May 29, 2014",48.468,48.914,47.996,48.464,3621985,14046070820,0.03691971,0.016505,9612600,260365000,2.394204,2.585809,0.8
"Friday, May 30, 2014",48.662,48.828,48.172,48.224,4402870,14096581630,0.03691971,0.016439,9612600,260365000,2.403787,2.596159,0.8
"Monday, June 02, 2014",48.9,49.328,48.664,48.664,3580005,14158548500,0.03691971,0.016359,9612600,260365000,2.415543,2.608857,0.8
"Tuesday, June 03, 2014",48.888,49.45,48.766,48.878,3298275,14155424120,0.03691971,0.016363,9612600,260365000,2.414951,2.608216,0.8
"Wednesday, June 04, 2014",48.986,49.18,48.61,48.87,4232040,14180939890,0.03691971,0.016331,9612600,260365000,2.419792,2.613445,0.8
"Thursday, June 05, 2014",48.976,49.479,48.6,49.25,2515840,14178336240,0.03691971,0.016334,9612600,260365000,2.419298,2.612911,0.8
"Friday, June 06, 2014",49.098,49.37,48.9,49.24,2434435,14210100770,0.03691971,0.016293,9612600,260365000,2.425324,2.61942,0.8
"Monday, June 09, 2014",48.752,49.398,48.527,49.06,2818905,14120014480,0.03691971,0.016409,9612600,260365000,2.408232,2.600961,0.8
"Tuesday, June 10, 2014",48.576,48.656,48.098,48.656,2596265,14074190240,0.03654134,0.016469,9514085,260365000,2.399539,2.591571,0.8
"Wednesday, June 11, 2014",47.85,48.23,47.678,48.23,3084830,13885165250,0.03654134,0.016718,9514085,260365000,2.363676,2.552838,0.8
"Thursday, June 12, 2014",47.186,47.834,46.992,47.63,3154270,13712282890,0.03654134,0.016954,9514085,260365000,2.330876,2.517413,0.8
"Friday, June 13, 2014",47.048,47.182,46.676,47.152,2969165,13676352520,0.03654134,0.017003,9514085,260365000,2.324059,2.510051,0.8
"Monday, June 16, 2014",47.884,47.938,47,47.036,4367750,13894017660,0.03654134,0.016707,9514085,260365000,2.365355,2.554652,0.8
"Tuesday, June 17, 2014",48.31,48.38,47.53,47.772,2268355,14004933150,0.03654134,0.016559,9514085,260365000,2.386399,2.57738,0.8
"Wednesday, June 18, 2014",48.776,48.844,48.24,48.578,2682330,14126263240,0.03654134,0.016401,9514085,260365000,2.409418,2.602241,0.8
"Thursday, June 19, 2014",49.198,49.339,48.388,48.946,3479110,14236137270,0.03654134,0.01626,9514085,260365000,2.430264,2.624755,0.8
"Friday, June 20, 2014",49.198,49.526,48.874,49.398,3683070,14236137270,0.03654134,0.01626,9514085,260365000,2.430264,2.624755,0.8
"Monday, June 23, 2014",49.106,49.398,48.86,49.108,1648410,14212183690,0.03654134,0.016291,9514085,260365000,2.425719,2.619847,0.8
"Tuesday, June 24, 2014",48.206,49.032,48.17,49.028,2561985,13977855190,0.04116193,0.016595,10717125,260365000,2.381261,2.571831,0.8
"Wednesday, June 25, 2014",48.346,48.621,47.932,47.968,2269820,14014306290,0.04116193,0.016547,10717125,260365000,2.388177,2.5793,0.8
"Thursday, June 26, 2014",48.296,48.52,47.781,48.52,2135975,14001288040,0.04116193,0.016564,10717125,260365000,2.385707,2.576633,0.8
"Friday, June 27, 2014",48.054,48.142,47.696,48.002,3029725,13938279710,0.04116193,0.016647,10717125,260365000,2.373753,2.563722,0.8
"Monday, June 30, 2014",48.106,48.64,47.916,48.136,4273655,13951818690,0.04116193,0.016629,10717125,260365000,2.376322,2.566496,0.8
"Tuesday, July 01, 2014",48.818,48.914,48.226,48.456,2922320,14137198570,0.04116193,0.016387,10717125,260365000,2.411493,2.604482,0.8
"Wednesday, July 02, 2014",48.93,49.098,48.424,48.772,2516480,14166359450,0.04116193,0.016349,10717125,260365000,2.417025,2.610457,0.8
"Thursday, July 03, 2014",49.084,49.14,48.711,48.944,1533090,14206455660,0.04116193,0.016298,10717125,260365000,2.424633,2.618673,0.8
"Monday, July 07, 2014",48.44,49.118,48.372,48.988,2680430,14038780600,0.04116193,0.016515,10717125,260365000,2.39282,2.584315,0.8
"Tuesday, July 08, 2014",49,49.026,47.964,48.36,3787220,14184585000,0.04116193,0.016326,10717125,260365000,2.420483,2.614192,0.8
"Wednesday, July 09, 2014",48.628,48.986,48.536,48.986,2170215,14087729220,0.04116193,0.016451,10717125,260365000,2.402107,2.594345,0.8
"Thursday, July 10, 2014",48.092,48.296,47.772,48.066,2348805,13948173580,0.03465258,0.016634,9022320,260365000,2.37563,2.565749,0.8
"Friday, July 11, 2014",47.956,48.146,47.71,47.972,1730420,13912763940,0.03465258,0.016681,9022320,260365000,2.368912,2.558493,0.8
"Monday, July 14, 2014",48.214,48.22,47.832,48.106,2826265,13979938110,0.03465258,0.016592,9022320,260365000,2.381657,2.572258,0.8
"Tuesday, July 15, 2014",48.61,48.768,48.24,48.318,2213850,14083042650,0.03465258,0.016457,9022320,260365000,2.401218,2.593385,0.8
"Wednesday, July 16, 2014",49.066,49.078,48.764,48.764,2252020,14201769090,0.03465258,0.016304,9022320,260365000,2.423743,2.617713,0.8
"Thursday, July 17, 2014",50.17,51.056,48.75,48.798,7625965,14489212050,0.03465258,0.015945,9022320,260365000,2.478278,2.676612,0.8
"Friday, July 18, 2014",50.508,50.6,49.932,50.25,4470655,14577215420,0.03465258,0.015839,9022320,260365000,2.494975,2.694645,0.8
"Monday, July 21, 2014",50.45,50.597,50.028,50.258,2246800,14562114250,0.03465258,0.015857,9022320,260365000,2.49211,2.69155,0.8
"Tuesday, July 22, 2014",50.766,51.062,50.514,50.644,2530770,14644389590,0.03465258,0.015758,9022320,260365000,2.507719,2.708409,0.8
"Wednesday, July 23, 2014",50.438,50.848,50.336,50.809,2258060,14558989870,0.03465258,0.015861,9022320,260365000,2.491517,2.69091,0.8
"Thursday, July 24, 2014",50.912,51.458,50.72,50.914,4598160,14682402880,0.03997106,0.015713,10407065,260365000,2.514931,2.716199,0.8
