Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
12/1/2010,106.81,108.6677,36168056832,6843735,1244.3676,107.92,105.94,107.644,47.2184,54.5,37205053440,0.3884,1.0865,106.81,89.966,0.3245,37.2167,,,,,,,,
12/2/2010,106.37,108.7312,36014792704,7917399,1238.8295,108.3,105.77,107.589,42.1831,54.0747,37051789312,0.3892,1.0916,106.37,89.7601,0.3315,37.1315,,,,,,,,
12/3/2010,109.23,108.6265,37011013632,9365692,1274.8269,109.87,105.3362,107.698,71.6544,56.3644,38048010240,0.4067,1.1025,109.23,90.2606,0.3334,37.3385,,,,,,,,
12/6/2010,110.23,109.7683,37359345664,10705437,1287.4135,111.72,109.01,107.862,77.6339,57.1374,38396342272,0.4107,1.1216,110.23,88.6923,0.3258,36.6898,,,,,,,,
12/7/2010,109.68,109.8385,37167763456,7131682,1280.4908,112.0788,109.63,107.943,66.1258,56.5673,38204760064,0.4087,1.1216,109.68,83.4395,0.3086,34.5168,,,,,,,,
12/8/2010,108.07,110.0078,36606951424,5769787,1260.2266,110.15,107.661,108.119,40.0548,54.9082,37643948032,0.4042,1.1212,108.07,81.9086,0.3303,33.8835,,,,,,,,
12/9/2010,108.07,110.023,36606951424,5731577,1260.2266,109,107.11,108.026,40.0548,54.9082,37643948032,0.4131,1.114,108.07,82.2484,0.3229,34.0241,,,,,,,,
12/10/2010,107.855,110.056,36532060160,5682413,1257.5205,108.57,107.18,107.8745,35.8124,54.679,37569060864,0.4224,1.1177,107.855,82.432,0.3247,34.1001,,,,,,,,
12/13/2010,108.31,111.3059,36690550784,7774497,1263.2473,110.38,108.03,107.9675,51.9633,55.0894,37727547392,0.3896,1.1376,108.31,84.2872,0.3287,34.8675,,,,,,,,
12/14/2010,106.62,111.5521,36101873664,7131070,1241.9761,108.7379,106,108.1245,21.6344,53.2371,37138870272,0.3855,1.1376,106.62,83.5259,0.3238,34.5526,,,,,,,,
12/15/2010,100.2,113.3144,33865601024,21103136,1161.1705,107.44,99.82,107.4635,5.0012,47.0236,34902597632,0.3738,1.1396,100.2,83.2058,0.3171,34.4201,,,,,,,,
12/16/2010,98.31,113.5878,33207259136,15228815,1137.382,99.89,97.35,106.6575,3.7336,45.4096,34244255744,0.3594,1.1225,98.31,83.0031,0.3285,34.3363,,,,,,,,
12/17/2010,98.74,113.5266,33357039616,10659168,1142.7942,100.47,97.94,105.6085,11.3975,45.847,34394038272,0.3523,1.1246,98.74,81.752,0.3216,33.8187,,,,,,,,
12/20/2010,98.79,112.67,33374455808,13383261,1143.4236,99.2,94.33,104.4645,12.6109,45.8992,34411454464,0.3641,1.1177,98.79,82.0386,0.3214,33.9373,,,,,,,,
12/21/2010,101.25,112.3459,34231347200,8032244,1174.3864,101.5,99.01,103.6215,56.5385,48.427,35268341760,0.3668,1.1181,101.25,81.0432,0.3183,33.5255,,,,,,,,
12/22/2010,100.5,112.4793,33970100224,5171183,1164.9465,101.93,99.69,102.8645,45.9708,47.7238,35007094784,0.3639,1.1179,100.5,63.018,0.3096,27.9763,,,24.1196,1306910976,3.3134,47.3545,51.8396,1.0128
12/23/2010,100.16,112.0868,33851668480,3541386,1160.6671,100.46,99.25,102.0735,40.7868,47.4009,34888663040,0.358,1.1195,100.16,65.2187,0.3053,28.9532,,,,,,,,
12/27/2010,100.13,110.9357,33841217536,5514126,1160.2896,100.2,97.87,101.301,40.187,47.3717,34878214144,0.3659,1.1199,100.13,66.1076,0.3092,29.3479,0.8376,,,,,,,
12/28/2010,98.71,111.1524,33346590720,5066542,1142.4166,100.13,98.36,100.341,19.6601,45.9823,34383585280,0.3622,1.1199,98.71,68.6252,0.3171,30.4655,0.6765,,,,,,,
12/29/2010,99.11,111.1015,33485922304,3020472,1147.4512,99.64,98.7,99.59,33.9215,46.4401,34522918912,0.362,1.1199,99.11,69.0353,0.3252,30.6476,,,,,,,,
12/30/2010,98.21,111.2791,33172424704,3031762,1136.1233,99.1504,98.12,99.391,21.2128,45.5418,34209423360,0.3582,1.1187,98.21,70.2475,0.326,31.1857,,,,,,,,
12/31/2010,96.53,111.5554,32399216640,4209211,1114.978,98.24,96.53,99.213,10.3526,43.902,33624229888,0.3525,1.1181,96.53,69.6912,0.3305,30.9388,,,,,,,,
1/3/2011,99.73,110.9844,33513869312,7421641,1155.2549,100.4593,97.58,99.312,63.5987,47.6184,34738884608,0.3523,1.1206,99.73,69.6811,0.3289,30.9343,,,,,,,,
1/4/2011,100.97,110.7928,33945798656,7201120,1170.8622,101.41,99.51,99.53,72.9405,48.9735,35170811904,0.3543,1.1205,100.97,69.3026,0.3252,30.7663,,,,,,,,
1/5/2011,104.63,110.2583,35220684800,8656044,1216.9288,104.66,100.11,99.868,87.3331,52.709,36445696000,0.3596,1.1212,104.63,69.4614,0.3234,30.8368,,,,,,,,
1/6/2011,105.16,110.1735,35405299712,8623197,1223.5997,106.16,103.52,100.334,88.6449,53.222,36630310912,0.3658,1.1224,105.16,70.3329,0.3202,31.2237,,,,,,,,
1/7/2011,106.95,109.9264,36028809216,9022312,1246.1296,107.11,104.38,101.013,92.5525,54.9302,37253820416,0.3755,1.1163,106.95,70.5311,0.3117,31.3116,,,,,,,,
1/10/2011,105.98,110.2187,35690930176,6004605,1233.9207,106.64,104.91,101.598,72.3225,53.8283,36915941376,0.3882,1.1106,105.98,70.0162,0.3117,31.0831,,,,,,,,
1/11/2011,106.28,110.2206,35795427328,5373336,1237.6967,107.38,105.37,102.355,74.8706,54.1227,37020438528,0.3871,1.1105,106.28,68.9501,0.3055,30.6098,,,,,,,,
1/12/2011,105.93,109.7026,35673513984,4239421,1233.2914,106.8,105.18,103.037,64.4816,53.7094,36898525184,0.3837,1.1096,105.93,68.5743,0.2808,30.4429,,,,,,,,
1/13/2011,106.25,105.8049,35784978432,7245076,1237.3191,107.95,105.23,103.841,70.1601,54.0413,37009989632,0.3827,1.1095,106.25,69.428,0.2764,30.8219,,,,,,,,
1/14/2011,107.73,104.872,36300505088,4868134,1255.9471,107.8,105.84,104.961,85.8521,55.5661,37525516288,0.3864,1.1063,107.73,69.1212,0.2736,30.6857,,,,,,,,
1/18/2011,108.15,105.268,36446801920,5916884,1261.2335,109.2492,106.76,105.803,88.4398,55.9946,37671817216,0.3779,1.1056,108.15,70.4338,0.277,31.2684,,,,,,,,
1/19/2011,107.31,105.3673,36154208256,6534229,1250.6608,108.96,106.66,106.437,57.1051,54.8991,37379219456,0.378,1.1055,107.31,71.1731,0.2818,31.5966,,,,,,,,
1/20/2011,105.66,105.5758,35579461632,8070423,1229.8931,106.76,104.37,106.54,27.9388,52.7999,36804476928,0.3744,1.1058,105.66,69.6194,0.2973,30.9069,,,,,,,,
1/21/2011,105.1,105.6502,35384397824,7170388,1222.8446,107.81,104.9,106.534,22.1733,52.1004,36609413120,0.3788,1.118,105.1,70.9743,0.3217,31.5084,,,,,,,,
1/24/2011,106.36,106.7125,35823292416,9739787,1238.7036,106.45,101.43,106.475,54.1242,53.5332,37048307712,0.3716,1.121,106.36,77.5321,0.3256,34.4197,,,,,,,,
1/25/2011,105.89,106.7728,35659579392,6044132,1232.788,107.55,104.4,106.466,44.0139,52.9223,36884590592,0.3699,1.121,105.89,76.9924,0.3236,34.1801,0.3078,,,,,,,
1/26/2011,107.95,106.5201,36377137152,5543110,1258.7162,108.57,105.76,106.633,74.8727,55.2382,37602148352,0.372,1.1213,107.95,77.2938,0.3248,34.3139,-0.1569,,,,,,,
1/27/2011,109.05,106.3802,36760297472,6450777,1272.5614,109.919,107.2,106.945,82.5684,56.4223,37985312768,0.3763,1.1226,109.05,76.7706,0.3116,34.0816,,,,,,,,
1/28/2011,106.54,106.6762,35885993984,7939839,1240.9691,109.75,104.83,106.974,40.3111,53.1061,37111005184,0.3651,1.11,106.54,77.6057,0.2647,34.4523,,,,,,,,
1/31/2011,108.63,106.7362,36614000640,10398295,1267.275,109.19,106.11,107.064,63.5871,55.3658,37839015936,0.3559,1.1251,108.63,78.1797,0.2645,34.7072,,,,,,,,
2/1/2011,118.73,105.5821,40132128768,22003564,1394.399,119.21,115.1,108.122,90.4845,64.0309,41357139968,0.3685,1.1327,118.73,80.2599,0.2734,35.6307,,,,,,,,
2/2/2011,118.02,107.7725,39884812288,8686531,1385.4625,119.21,117.83,109.193,83.9459,63.1395,41109827584,0.3672,1.1328,118.02,82.0825,0.2707,36.4398,,,,,,,,
2/3/2011,118.5,106.7241,40052011008,6389691,1391.5042,118.85,116.6711,110.477,85.0421,63.4949,41277026304,0.3714,1.1355,118.5,84.6224,0.274,37.5673,,,,,,,,
2/4/2011,117.68,106.8124,39766380544,4834085,1381.1831,118.9,116.88,111.735,72.3788,62.4311,40991395840,0.3612,1.1374,117.68,84.1833,0.2817,37.3724,,,,,,,,
2/7/2011,118.96,107.0266,40212242432,7640093,1397.2939,120.5,117.3,112.995,79.5195,63.4207,41437257728,0.3536,1.1502,118.96,83.5824,0.28,37.1057,,,,,,,,
2/8/2011,119.84,106.5685,40518774784,4289017,1408.37,120.16,118.25,114.39,83.8303,64.0934,41743785984,0.3534,1.1502,119.84,83.9663,0.2785,37.276,,,,,,,,
2/9/2011,123.01,106.0354,41622978560,8517695,1448.2694,124.55,121.23,115.896,92.4347,66.3964,42847989760,0.3587,1.1495,123.01,83.7917,0.2759,37.1985,,,,,,,,
2/10/2011,125.79,103.4435,42591330304,7490974,1483.2599,125.9,121.63,117.57,95.5498,68.2441,43816345600,0.3655,1.1448,125.79,82.5318,0.2528,36.6392,,,,,,,,
2/11/2011,129.58,103.0671,43911499776,8110916,1530.9629,129.65,125.3,119.874,97.5841,70.5295,45136515072,0.3674,1.145,129.58,78.4072,0.2428,34.8082,,,,,,,,
2/14/2011,128.81,104.1214,43643285504,7894946,1521.2712,131.63,128.28,121.892,85.6521,69.4786,44868300800,0.3716,1.1454,128.81,75.4877,0.2345,33.5121,,,,,,,,
2/15/2011,128.04,104.211,43375071232,4705431,1511.5796,129.28,126.81,122.823,72.3773,68.4239,44600086528,0.3704,1.1456,128.04,77.3842,0.2552,34.354,,,,,,,,
2/16/2011,128.71,103.9457,43608453120,4244829,1520.0126,129.75,127.3601,123.892,77.0248,68.8495,44833468416,0.3693,1.1454,128.71,78.5735,0.2522,34.882,0.0039,,,,,,,
2/17/2011,128.54,103.971,43549237248,3603287,1517.8729,129.26,127.78,124.896,72.3893,68.6068,44774252544,0.3675,1.1453,128.54,78.88,0.2396,35.0181,,,,,,,,
2/18/2011,126.8,104.1556,42943143936,5132751,1495.9723,128.99,125.71,125.808,37.6249,66.1378,44168159232,0.3548,1.1458,126.8,76.6817,0.2391,34.0421,,,,,,,,
2/22/2011,120.28,106.8451,40672038912,9447241,1413.9081,123.74,118.95,125.94,10.1709,58.0411,41897050112,0.3283,1.1605,120.28,77.8035,0.2425,34.5401,,,,,,,,
2/23/2011,115.9,107.7079,39146356736,11790862,1358.7791,121.48,112.95,125.546,5.8612,53.4903,40371367936,0.3216,1.1623,115.9,79.3099,0.2276,35.2089,,,,,,,,
2/24/2011,118.81,107.4004,40159993856,6793307,1395.4059,119.86,115.5,125.126,33.8109,55.8685,41385005056,0.3218,1.1528,118.81,79.5986,0.2354,35.3371,-0.2799,,,,,,,
2/25/2011,120.59,107.2121,40780021760,4829182,1417.8099,121.72,119.62,124.606,47.9815,57.2516,42005032960,0.318,1.1543,120.59,78.0622,0.2871,34.655,,,,,,,,
2/28/2011,121.16,107.6804,40978567168,4378131,1424.9843,123.12,119.7504,123.764,52.832,57.6909,42203582464,0.3054,1.1589,121.16,78.2075,0.2842,34.7195,,,,,,,,
3/1/2011,117.83,108.0248,39818629120,5784776,1383.0712,120.55,117,122.666,29.0743,54.3177,41043644416,0.303,1.1604,117.83,77.8304,0.2825,34.5521,,,,,,,,
3/2/2011,119.49,107.8481,40396857344,3720695,1403.9647,120.23,117.21,121.811,46.9218,55.6548,41621868544,0.3047,1.1604,119.49,78.7164,0.2729,34.9454,,,,,,,,
3/3/2011,121.85,107.6157,41218916352,4044269,1433.6689,122.14,120.22,121.125,65.4579,57.485,42443927552,0.2916,1.1634,121.85,81.3899,0.2769,36.1323,,,,,,,,
3/4/2011,122.34,107.5717,41389596672,4483294,1439.8364,123.58,121.7,120.505,68.8463,57.8585,42614607872,0.2847,1.1528,122.34,80.7177,0.2698,35.8339,,,,,,,,
3/7/2011,120.18,108.8671,40637206528,5156924,1412.6494,123.23,117.81,119.843,41.76,55.6296,41862217728,0.2687,1.1805,120.18,79.59,0.2694,35.3332,,,,,,,,
3/8/2011,120.18,108.8415,40637206528,3477246,1412.6494,121.6,118.25,119.833,41.76,55.6296,41862217728,0.2661,1.1796,120.18,78.4858,0.269,34.8431,0.2651,,,,,,,
3/9/2011,119.75,108.9009,40487424000,4002384,1407.2373,120.61,118.3,120.218,35.5035,55.1767,41712435200,0.2652,1.1797,119.75,79.2335,0.2828,35.175,,,,,,,,
3/10/2011,120.87,108.5555,40877551616,6272991,1421.3342,121.5,117.1,120.424,59.3172,56.1388,42102566912,0.2732,1.1794,120.87,78.4217,0.2746,34.8146,,,,,,,,
3/11/2011,124.96,108.1476,42302218240,6859285,1472.8131,125.3,119.25,120.861,86.54,59.4284,43527233536,0.2766,1.1804,124.96,80.6479,0.1964,35.8029,,,,,,,,
3/14/2011,124.06,109.4794,41988722688,6233156,1461.4852,125.4,121.85,121.151,70.884,58.4308,43213733888,0.2946,1.1938,124.06,82.5002,0.2056,36.6252,,,,,,,,
3/15/2011,122.23,109.6583,41351278592,6405896,1438.4519,123.27,118,121.591,45.6792,56.438,42576293888,0.2939,1.1942,122.23,86.0706,0.2182,38.2103,,,,,,,,
3/16/2011,120.56,109.8321,40769568768,8217732,1417.4324,125.09,119.4101,121.698,30.7246,54.6776,41994584064,0.2959,1.1926,120.56,86.7019,0.2207,38.4905,,,,,,,,
3/17/2011,121.64,109.7141,41145765888,6149292,1431.0258,123.95,120.88,121.677,47.4223,55.604,42370777088,0.2872,1.1799,121.64,87.6833,0.2285,38.9262,,,,,,,,
3/18/2011,120.5,109.8422,40748670976,6063954,1416.6771,123.3,120.4979,121.493,34.3233,54.39,41973682176,0.2892,1.1849,120.5,86.908,0.2157,38.582,,,,,,,,
3/21/2011,124,111.263,41967820800,5752909,1460.73,124.88,121.85,121.875,71.0939,57.3477,43192836096,0.2874,1.2255,124,88.3919,0.2168,39.2408,,,,,,,,
3/22/2011,127.09,110.9754,43044159488,6790256,1499.6224,127.33,123.68,122.566,83.401,59.7326,44269174784,0.2928,1.2243,127.09,88.5876,0.2147,39.3276,0.1353,,,,,,,
3/23/2011,132.58,110.6709,44956487680,13591490,1568.7224,133.97,126.01,123.849,92.2241,63.4851,46181502976,0.2999,1.225,132.58,76.6097,0.2187,34.7061,0.6402,,27.269,1317444992,3.2293,43.9436,53.6157,1.3582
3/24/2011,133.475,110.5794,45268242432,9871197,1579.9874,135,130.81,125.1095,93.1185,64.0501,46493257728,0.2856,1.2355,133.475,77.1673,0.217,34.9587,0.6838,,,,,,,
3/25/2011,134.92,110.1285,45771579392,9328600,1598.1749,136.49,134,126.1055,94.6179,64.9558,46996590592,0.2937,1.2388,134.92,79.4212,0.2333,35.9798,,,,,,,,
3/28/2011,133.67,112.8978,45336166400,6490523,1582.4418,136.3,133.4,127.0665,73.7636,63.5237,46561181696,0.2965,1.2413,133.67,78.6482,0.2283,35.6296,,,,,,,,
3/29/2011,136,112.8298,45590163456,5233292,1611.7684,136.24,132.8,128.4435,83.7672,65.0111,46815174656,0.2974,1.2416,136,76.2448,0.2153,34.5408,,,,,,,,
3/30/2011,136.38,112.6449,46302945280,7555471,1616.5513,138.53,135.5,130.0255,85.1521,65.2502,47527956480,0.2956,1.2411,136.38,77.2502,0.2168,34.9962,0.216,,,,,,,
3/31/2011,137.81,112.5282,46726377472,4953632,1634.55,137.89,135.5,131.6425,89.9784,66.1506,48026308608,0.2976,1.2408,137.81,78.7121,0.2231,35.6585,0,,,,,,,
4/1/2011,138.83,112.4363,47081844736,7247588,1647.3883,139.44,137.3,133.4755,92.5644,66.7856,48381771776,0.3034,1.2462,138.83,80.8573,0.2085,36.6304,,,,,,,,
4/4/2011,143.11,116.0733,48573411328,8118709,1701.2587,143.11,138.9,135.3865,97.1665,69.2868,49873338368,0.3063,1.2421,143.11,78.1227,0.2025,35.3915,,,,,,,,
4/5/2011,141.65,116.1997,48064606208,5826901,1682.8823,143.48,140.3,136.8425,73.7959,67.4933,49364533248,0.3037,1.2423,141.65,80.8011,0.2161,36.6049,,,,,,,,
4/6/2011,137.25,116.6021,46531219456,8912724,1627.5016,142.95,136.02,137.3095,35.355,62.4533,47831150592,0.2964,1.2418,137.25,81.5082,0.2201,36.9252,,,,,,,,
4/7/2011,139.098,116.432,47175241728,6105053,1650.7615,139.21,136.2,137.8718,51.3278,63.6332,48475168768,0.3034,1.2368,139.098,81.4073,0.2192,36.8795,,,,,,,,
4/8/2011,141.88,116.1892,48144760832,7838405,1685.7772,142.5,139.65,138.5678,68.7588,65.3299,49444687872,0.3062,1.2346,141.88,80.8575,0.2163,36.6304,,,,,,,,
4/11/2011,145.68,117.888,49469046784,16619525,1733.6061,148.92,143.5,139.7688,81.9808,67.4742,50768973824,0.3054,1.2375,145.68,83.1003,0.2207,37.6465,0.117,,,,,,,
4/12/2011,140.71,118.3365,47737020416,9149096,1671.051,145.28,140.08,140.2398,44.791,62.2639,49036947456,0.2998,1.2399,140.71,82.7112,0.2197,37.4702,,,,,,,,
4/13/2011,145.69,118.3187,49472532480,9409323,1733.7319,146.23,142.21,141.1708,67.1732,65.0605,50772459520,0.3062,1.2397,145.69,81.9468,0.2139,37.1239,-0.4637,,,,,,,
4/14/2011,147.01,118.2053,49932546048,7452364,1750.3461,147.2487,144.68,142.0908,71.73,65.7564,51232473088,0.3036,1.2432,147.01,84.2075,0.209,38.1481,-0.4783,,,,,,,
4/15/2011,146.81,118.2214,49862848512,5679247,1747.8289,147.3,144.52,142.8888,69.5363,65.5518,51162775552,0.3071,1.2465,146.81,84.3713,0.2069,38.2223,,,,,,,,
4/18/2011,145.89,118.6365,49542230016,8017999,1736.2493,145.9499,141.16,143.1668,57.4193,64.5952,50842157056,0.2996,1.2462,145.89,83.5197,0.2022,37.8365,,,,,,,,
4/19/2011,149.9,118.2796,50939703296,9671470,1786.7212,150,145.66,143.9918,80.0958,66.7809,52239630336,0.3028,1.247,149.9,81.871,0.1991,37.0896,,,,,,,,
4/20/2011,149.31,117.904,50734088192,7663775,1779.2952,154,148.45,145.1978,71.6719,66.1593,52034015232,0.2982,1.2436,149.31,81.8373,0.1966,37.0743,0.1145,,,,,,,
4/21/2011,148.65,118.0256,50504081408,5925468,1770.988,150.55,147.21,146.153,60.9209,65.4542,51804008448,0.297,1.2449,148.65,81.2587,0.1852,36.8122,0.0486,,,,,,,
4/25/2011,151.96,119.7386,51657605120,6293200,1812.6494,152.58,148.69,147.161,81.6395,67.2642,52957532160,0.286,1.2521,151.96,77.1269,0.1689,34.9404,,,,,,,,
4/26/2011,152.37,119.714,51800489984,8692470,1817.8099,154.89,149.67,147.83,83.2859,67.4826,53100417024,0.2836,1.251,152.37,76.6266,0.1692,34.7137,,,,,,,,
4/27/2011,151.11,122.9079,51361382400,12070305,1801.9509,153.67,146.18,148.87,58.9272,66.0815,52661309440,0.2799,1.2499,151.11,77.2723,0.1695,35.0063,-0.0101,,,,,,,
4/28/2011,148.25,123.1848,50364682240,17182088,1765.9534,156.04,146.35,149.126,29.5257,63.0096,51664609280,0.2779,1.2485,148.25,77.8633,0.1692,35.274,0.248,,,,,,,
4/29/2011,148.52,118.2163,50458775552,8935708,1769.3518,150.89,147.2,149.277,34.1765,63.1768,51758706688,0.2779,1.2495,148.52,78.6166,0.1588,35.6152,,,,,,,,
5/2/2011,147.47,116.9775,50092855296,5966920,1756.136,150.5,147.11,149.343,24.6769,62.0487,51392782336,0.2708,1.2486,147.47,78.3817,0.1558,35.5089,-0.2345,,,,,,,
5/3/2011,139.84,118.0279,47433826304,15593299,1660.1007,148.4,136.5,148.738,6.1238,54.7055,48733753344,0.2606,1.2509,139.84,76.5601,0.1544,34.6836,0.6281,,,,,,,
5/4/2011,139.01,118.1187,47144574976,13977593,1649.6539,141.85,134.2837,147.649,5.4546,53.9865,48444502016,0.2608,1.2508,139.01,76.2423,0.148,34.5396,0.0819,,,,,,,
5/5/2011,140.19,118.0016,47555801088,7574294,1664.506,142.48,136.51,146.737,23.3227,54.8591,48855728128,0.2628,1.2493,140.19,72.4091,0.1364,32.8031,-0.2541,,,,,,,
5/6/2011,141.26,117.8954,47928692736,6630308,1677.9735,143.51,140.55,145.998,39.0026,55.648,49228619776,0.2633,1.2498,141.26,70.5859,0.1239,31.9771,,,,,,,,
5/9/2011,142.62,114.7892,48402649088,4640691,1695.0913,143.33,139.61,145.064,56.1129,56.6443,49702576128,0.2739,1.2575,142.62,72.792,0.1365,32.9766,,,,,,,,
5/10/2011,142.24,114.8313,48270217216,5433353,1690.3083,143.69,140.5709,144.051,50.2099,56.2789,49570148352,0.2708,1.2562,142.24,72.7996,0.1342,32.98,0.2154,,,,,,,
5/11/2011,138.9,114.8144,47106240512,6237925,1648.2694,142.56,137.6001,142.83,21.0351,53.1606,48406167552,0.2685,1.2576,138.9,75.0258,0.1378,33.9885,,,,,,,,
5/12/2011,138.2,112.6803,46862290944,6914633,1639.4587,139.272,135.65,141.825,17.7861,52.5296,48162222080,0.2646,1.2571,138.2,74.2304,0.1362,33.6282,0.1089,,,,,,,
5/13/2011,131.28,113.6435,44450697216,13656170,1552.36,137.39,131.02,140.101,5.4056,46.8433,45750624256,0.2576,1.2589,131.28,71.4888,0.1299,32.3862,,,,,,,,
5/16/2011,127.77,112.8294,43227475968,12905451,1508.1813,135.5,127.36,138.131,3.534,44.3256,44527403008,0.2516,1.2657,127.77,71.3015,0.1291,32.3013,0.4401,,,,,,,
5/17/2011,131.81,112.8522,44635398144,14000373,1559.0309,131.95,124.66,137.328,39.6248,47.6742,45935329280,0.2575,1.2653,131.81,71.4043,0.1278,32.3479,0.1254,,,,,,,
