Pricing Date,3M Company (NYSE:MMM) - Share Pricing,3M Company (NYSE:MMM) - Day High Price,3M Company (NYSE:MMM) - Day Low Price,3M Company (NYSE:MMM) - Day Open Price,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding,3M Company (NYSE:MMM) - Latest Annualized Dividend Per Share
Nov-17-2008,60.80,62.93,60.03,62.33,6577559,46200664000,1.62257000,3.45313200,9400619,0.032894,0.01356599,2.00
Nov-18-2008,62.17,62.42,59.50,60.23,9224045,47150012350,1.65913100,3.53094100,9400619,0.032169,0.01356599,2.00
Nov-19-2008,58.77,62.36,58.60,61.83,8330055,44793965350,1.56839500,3.33783800,9400619,0.034030,0.01356599,2.00
Nov-20-2008,56.79,61.06,56.25,58.25,11517120,43421914450,1.51555500,3.22538400,9400619,0.035217,0.01356599,2.00
Nov-21-2008,61.30,61.61,56.64,57.78,14803690,46547141500,1.63591300,3.48152900,9400619,0.032626,0.01356599,2.00
Nov-24-2008,63.26,64.24,61.00,62.00,10617320,47905333300,1.68822000,3.59284700,9400619,0.031615,0.01356599,2.00
Nov-25-2008,63.64,64.50,61.83,64.34,8689722,48168656200,1.69836100,3.61443000,10826266,0.031426,0.01562333,2.00
Nov-26-2008,65.91,66.00,62.40,62.45,6395958,49741664050,1.75894100,3.74335400,10826266,0.030344,0.01562333,2.00
Nov-28-2008,66.93,67.00,64.20,65.18,3205489,50448478150,1.78616100,3.80128500,10826266,0.029881,0.01562333,2.00
Dec-01-2008,62.35,66.25,62.10,64.95,9715660,47274744250,1.66393500,3.54116400,10826266,0.032076,0.01562333,2.00
Dec-02-2008,60.86,62.14,58.82,60.70,11934380,46242241300,1.62417100,3.45654000,10826266,0.032862,0.01562333,2.00
Dec-03-2008,60.71,61.70,59.16,59.66,8972762,46138298050,1.62016800,3.44802000,10826266,0.032943,0.01562333,2.00
Dec-04-2008,59.14,60.45,58.10,60.13,9290767,45050358700,1.57826900,3.35885200,10826266,0.033818,0.01562333,2.00
Dec-05-2008,59.85,60.44,57.84,58.21,10272130,45542356750,1.59721700,3.39917700,10826266,0.033416,0.01562333,2.00
Dec-08-2008,57.38,60.68,55.43,59.01,14082850,43830757900,1.53130000,3.25889300,10826266,0.034855,0.01562333,2.00
Dec-09-2008,56.15,56.74,55.00,55.46,8788584,42978423250,1.49847500,3.18903500,11232221,0.035618,0.01620916,2.00
Dec-10-2008,57.52,58.29,56.47,56.91,5391708,43927771600,1.53503700,3.26684500,11232221,0.034770,0.01620916,2.00
Dec-11-2008,55.14,57.24,54.65,56.77,7405268,42278538700,1.47152100,3.13167300,11232221,0.036271,0.01620916,2.00
Dec-12-2008,56.04,56.57,53.59,54.27,4723349,42902198200,1.49554000,3.18278800,11232221,0.035688,0.01620916,2.00
Dec-15-2008,55.63,56.72,54.92,56.60,5557041,42618086650,1.48459800,3.15950200,11232221,0.035951,0.01620916,2.00
Dec-16-2008,58.32,58.60,55.31,55.57,9335090,44482135600,1.55638600,3.31228000,11232221,0.034293,0.01620916,2.00
Dec-17-2008,58.58,59.50,57.50,57.50,5920090,44662303900,1.56332500,3.32704700,11232221,0.034141,0.01620916,2.00
Dec-18-2008,56.71,59.26,56.28,58.90,5574872,43366478050,1.51342000,3.22084100,11232221,0.035267,0.01620916,2.00
Dec-19-2008,56.62,58.04,56.23,58.00,7537197,43304112100,1.51101800,3.21572900,11232221,0.035323,0.01620916,2.00
Dec-22-2008,56.37,57.06,55.27,56.53,4210569,43130873350,1.50434600,3.20153000,11232221,0.035479,0.01620916,2.00
Dec-23-2008,55.44,57.50,55.31,56.71,3286003,42486425200,1.47952800,3.14871100,11232221,0.036075,0.01620916,2.00
Dec-24-2008,55.50,55.98,55.36,55.61,1340809,42528002500,1.48112900,3.15211900,10552575,0.036036,0.01522837,2.00
Dec-26-2008,55.74,56.11,55.51,55.55,1634242,42694311700,1.48753400,3.16575000,10552575,0.035880,0.01522837,2.00
Dec-29-2008,55.37,56.00,54.26,55.55,3037661,42437918350,1.47765900,3.14473500,10552575,0.036120,0.01522837,2.00
Dec-30-2008,57.17,57.27,55.22,55.56,3774960,43685237350,1.52569600,3.24696600,10552575,0.034983,0.01522837,2.00
Dec-31-2008,57.54,57.92,56.68,57.23,4005773,43941630700,1.53557000,3.26798000,10552575,0.034758,0.01522837,2.00
Jan-02-2009,59.19,59.39,57.52,57.55,5313866,45085006450,1.57960400,3.36169200,10552575,0.033789,0.01522837,2.00
Jan-05-2009,58.50,59.09,58.11,58.79,3768714,44606867500,1.56119000,3.32250400,10552575,0.034188,0.01522837,2.00
Jan-06-2009,59.19,59.81,58.61,58.74,4967877,45085006450,1.57960400,3.36169200,10552575,0.033789,0.01522837,2.00
Jan-07-2009,58.07,58.96,57.58,58.61,4598339,44308896850,1.54971400,3.29808200,10552575,0.034441,0.01522837,2.00
Jan-08-2009,58.58,58.71,57.45,57.68,3944824,44662303900,1.56332500,3.32704700,10552575,0.034141,0.01522837,2.00
Jan-09-2009,57.74,59.01,57.57,58.80,3660989,44080221700,1.54090800,3.27933900,10552575,0.034638,0.01522837,2.00
Jan-12-2009,57.08,57.90,56.69,57.64,4182466,43622871400,1.52329400,3.24185500,9338636,0.035038,0.01347654,2.00
Jan-13-2009,56.25,57.30,55.71,56.85,4430021,43047718750,1.50114400,3.19471500,9338636,0.035555,0.01347654,2.00
Jan-14-2009,55.04,56.00,54.50,55.31,4521244,42209243200,1.46885300,3.12599300,9338636,0.036337,0.01347654,2.00
Jan-15-2009,55.17,55.76,54.29,55.08,4777310,42299327350,1.47232200,3.13337600,9338636,0.036251,0.01347654,2.00
Jan-16-2009,56.42,56.63,54.89,55.59,5621816,43165521100,1.50568100,3.20437000,9338636,0.035448,0.01347654,2.00
Jan-20-2009,53.92,56.60,53.85,56.42,5684092,41433133600,1.43896300,3.06238300,9338636,0.037091,0.01347654,2.00
Jan-21-2009,54.24,54.80,52.75,54.61,5892860,41654879200,1.44750300,3.08055700,9338636,0.036873,0.01347654,2.00
Jan-22-2009,54.06,54.57,52.83,53.65,4788901,41530147300,1.44269900,3.07033400,9338636,0.036995,0.01347654,2.00
Jan-23-2009,52.90,53.67,52.31,53.01,5684711,40726319500,1.41174300,3.00445200,9338636,0.037807,0.01347654,2.00
Jan-26-2009,53.56,54.55,52.95,53.54,5185599,41183669800,1.42935600,3.04193700,9338636,0.037341,0.01347654,2.00
Jan-27-2009,53.99,54.51,53.23,53.75,4723046,41481640450,1.44083100,3.06635800,10162563,0.037043,0.01466555,2.00
Jan-28-2009,55.42,55.85,53.80,54.45,6105737,42472566100,1.47899400,3.14757500,10162563,0.036088,0.01466555,2.00
Jan-29-2009,56.55,57.71,55.03,55.63,8154748,43682605250,1.55077700,3.97002400,10162563,0.035366,0.01466555,2.00
Jan-30-2009,53.79,56.81,53.29,56.59,7620209,41801677970,1.47634100,3.77626200,10162563,0.037181,0.01465311,2.00
Feb-02-2009,50.62,53.02,50.16,52.79,9053016,39603146660,1.38933600,3.55371600,10162563,0.039510,0.01465311,2.00
Feb-03-2009,51.64,51.82,50.30,51.25,7716852,40310560520,1.41733100,3.62532400,10162563,0.038729,0.01465311,2.00
Feb-04-2009,50.84,52.45,50.61,51.91,4722330,39755726120,1.39537400,3.56916000,10162563,0.039339,0.01465311,2.00
Feb-05-2009,51.55,51.83,50.01,50.55,5290994,40248141650,1.41486100,3.61900500,10162563,0.038797,0.01465311,2.00
Feb-06-2009,52.39,52.92,51.40,51.63,5306148,40830717770,1.43791600,3.67797600,10162563,0.038175,0.01465311,2.00
Feb-09-2009,54.11,54.66,52.30,52.46,7147200,42023611730,1.48512400,3.79872700,10162563,0.036961,0.01465311,2.00
Feb-10-2009,51.08,54.11,50.78,53.86,6909780,39922176440,1.40196100,3.58600900,9283691,0.039937,0.01338589,2.04
Feb-11-2009,51.29,52.19,50.76,51.76,5847601,40067820470,1.40772500,3.60075200,9283691,0.039773,0.01338589,2.04
Feb-12-2009,49.97,50.56,48.64,50.45,8495508,39152343710,1.37149600,3.50808300,9283691,0.040824,0.01338589,2.04
Feb-13-2009,49.42,50.60,49.25,50.60,4810569,38770895060,1.35640000,3.46947100,9283691,0.041278,0.01338589,2.04
Feb-17-2009,47.42,48.93,47.20,48.93,8654115,37882616640,1.30197500,3.32906400,9283691,0.043019,0.01338109,2.04
Feb-18-2009,47.14,47.58,46.61,47.26,4963773,37688354880,1.29428700,3.30940600,9283691,0.043275,0.01338109,2.04
Feb-19-2009,47.07,48.04,46.58,46.58,5554780,37639789440,1.29236500,3.30449200,9283691,0.043339,0.01338109,2.04
Feb-20-2009,47.25,47.93,46.44,46.84,8729783,37764672000,1.29730700,3.31712900,9283691,0.043174,0.01338109,2.04
Feb-23-2009,45.41,47.59,45.36,47.56,6776744,36488094720,1.24678800,3.18795400,9283691,0.044924,0.01338109,2.04
Feb-24-2009,47.40,47.62,45.35,45.73,8260439,37868740800,1.30142600,3.32765900,9283691,0.043037,0.01338109,2.04
Feb-25-2009,46.61,47.45,46.03,47.05,8567365,37320645120,1.27973500,3.27219800,10510553,0.043767,0.01514943,2.04
Feb-26-2009,46.33,47.47,46.29,47.21,6426492,37126383360,1.27204800,3.25254100,10510553,0.044031,0.01514943,2.04
Feb-27-2009,45.46,46.37,45.17,45.65,6912618,36522784320,1.24816100,3.19146400,10510553,0.044874,0.01514943,2.04
Mar-02-2009,42.84,45.18,42.75,44.62,8116692,34705049280,1.17622500,3.00753000,10510553,0.047619,0.01514943,2.04
Mar-03-2009,43.12,43.98,42.70,43.17,9082312,34899311040,1.18391300,3.02718700,10510553,0.047309,0.01514943,2.04
Mar-04-2009,44.82,45.43,43.60,43.88,9040498,36078757440,1.23058900,3.14653400,10510553,0.045515,0.01514943,2.04
Mar-05-2009,42.51,44.03,42.04,43.53,8219772,34476097920,1.16716500,2.98436300,10510553,0.047988,0.01514943,2.04
Mar-06-2009,41.83,43.28,40.87,42.84,9174759,34004319360,1.14849400,2.93662400,10510553,0.048768,0.01514943,2.04
Mar-09-2009,42.07,42.45,41.20,41.31,7150185,34170829440,1.15508400,2.95347300,10510553,0.048490,0.01514943,2.04
Mar-10-2009,45.49,45.55,41.80,42.10,10699860,36543598080,1.24898400,3.19357000,12176743,0.044845,0.01755100,2.04
Mar-11-2009,46.80,47.17,44.87,44.87,8235345,37452465600,1.28495200,3.28553700,12176743,0.043589,0.01755100,2.04
Mar-12-2009,48.00,48.02,46.12,47.05,6201452,38285016000,1.31790000,3.36978200,12176743,0.042500,0.01755100,2.04
Mar-13-2009,48.00,48.50,47.31,48.32,5058252,38285016000,1.31790000,3.36978200,12176743,0.042500,0.01755100,2.04
Mar-16-2009,47.47,48.60,47.35,48.48,5167217,37917306240,1.30334800,3.33257400,12176743,0.042974,0.01755100,2.04
Mar-17-2009,48.76,48.78,47.42,47.42,4977561,38812297920,1.33876600,3.42313700,12176743,0.041837,0.01755100,2.04
Mar-18-2009,49.20,49.75,47.69,48.27,6244338,39117566400,1.35084700,3.45402600,12176743,0.041463,0.01755100,2.04
Mar-19-2009,47.47,49.19,47.13,49.07,6993624,37917306240,1.30334800,3.33257400,12176743,0.042974,0.01755100,2.04
Mar-20-2009,45.93,47.58,45.60,47.36,8475501,36848866560,1.26106500,3.22446000,12176743,0.044415,0.01755100,2.04
Mar-23-2009,49.32,49.41,46.57,46.80,7438611,39200821440,1.35414200,3.46245100,12176743,0.041362,0.01755100,2.04
Mar-24-2009,48.30,49.46,48.06,48.45,4968115,38493153600,1.32613600,3.39084300,11470453,0.042236,0.01653299,2.04
Mar-25-2009,49.02,50.76,47.75,48.85,7846788,38992683840,1.34590500,3.44139000,11470453,0.041615,0.01653299,2.04
Mar-26-2009,51.03,51.13,49.03,49.35,7299220,40382051730,1.40088800,3.58249900,11470453,0.039976,0.01653539,2.04
Mar-27-2009,50.33,51.03,49.93,50.30,4684219,39896468030,1.38167100,3.53335700,11470453,0.040532,0.01653539,2.04
Mar-30-2009,48.65,49.94,48.08,49.72,4797731,38731067150,1.33555200,3.41541400,11470453,0.041932,0.01653539,2.04
Mar-31-2009,49.72,50.55,48.77,49.11,7183659,39473316520,1.36492600,3.49053200,11470453,0.041029,0.01653539,2.04
Apr-01-2009,50.65,50.87,48.72,48.95,5773056,40118449150,1.39045600,3.55582200,11470453,0.040276,0.01653539,2.04
Apr-02-2009,52.13,52.90,51.41,51.59,6960929,41145111830,1.43108500,3.65972300,11470453,0.039132,0.01653539,2.04
Apr-03-2009,52.11,52.49,51.25,52.23,4931056,41131238010,1.43053600,3.65831900,11470453,0.039147,0.01653539,2.04
Apr-06-2009,52.08,52.20,51.22,52.00,3885262,41110427280,1.42971300,3.65621300,11470453,0.039170,0.01653539,2.04
Apr-07-2009,50.80,51.61,50.67,51.51,4062153,40222502800,1.39457400,3.56635200,11470453,0.040157,0.01653539,2.04
Apr-08-2009,51.38,51.77,50.60,50.93,4089291,40624843580,1.41049600,3.60707100,11470453,0.039704,0.01653539,2.04
Apr-09-2009,53.13,53.70,52.61,52.61,5753883,41838802830,1.45853800,3.72992700,10350133,0.038396,0.01492038,2.04
Apr-13-2009,53.35,53.75,52.05,52.78,4586137,41991414850,1.46457700,3.74537200,10350133,0.038238,0.01492038,2.04
Apr-14-2009,52.94,53.56,52.50,52.93,4634276,41707001540,1.45332200,3.71658800,10350133,0.038534,0.01492038,2.04
Apr-15-2009,53.73,54.04,52.35,52.78,4527770,42255017430,1.47500900,3.77204900,10350133,0.037967,0.01492038,2.04
Apr-16-2009,54.76,55.00,53.20,53.85,5735533,42969519160,1.50328500,3.84435900,10350133,0.037253,0.01492038,2.04
Apr-17-2009,53.81,55.03,53.64,55.03,6640915,42310512710,1.47720500,3.77766600,10350133,0.037911,0.01492038,2.04
Apr-20-2009,51.97,53.50,51.63,53.39,4697179,41034121270,1.42669300,3.64849100,10350133,0.039253,0.01492038,2.04
Apr-21-2009,53.29,53.45,52.00,52.26,5059017,41949793390,1.46293000,3.74116000,10350133,0.038281,0.01492038,2.04
Apr-22-2009,53.06,54.35,52.25,52.62,5893790,41790244460,1.45661600,3.72501300,10350133,0.038447,0.01492038,2.04
Apr-23-2009,54.21,54.33,52.21,53.24,6211472,42587989110,1.48818600,3.80574700,10350133,0.037631,0.01492038,2.04
Apr-24-2009,57.00,57.02,53.74,54.26,11541160,43695387000,1.65475500,3.92462800,9910137,0.035789,0.01428610,2.04
Apr-27-2009,57.35,58.13,56.38,56.45,7436375,43977922400,1.66657900,3.94872700,9910137,0.035571,0.01427184,2.04
Apr-28-2009,56.55,57.67,56.30,56.80,4552698,43422415200,1.64333100,3.89364500,9910137,0.036074,0.01427184,2.04
Apr-29-2009,57.52,57.94,56.78,57.00,4625138,44095967680,1.67151900,3.96043200,9910137,0.035465,0.01427184,2.04
Apr-30-2009,57.60,58.98,57.00,58.18,5360975,44151518400,1.67384400,3.96594000,9910137,0.035416,0.01427184,2.04
May-01-2009,57.88,57.97,56.98,57.56,4083150,44749945920,1.68198100,4.12765100,9910137,0.035245,0.01427184,2.04
May-04-2009,58.48,58.76,57.61,57.89,4520319,45166576320,1.69941700,4.17043900,9910137,0.034883,0.01427184,2.04
May-05-2009,58.43,58.76,57.78,58.42,4302679,45131857120,1.69796400,4.16687400,9910137,0.034913,0.01427184,2.04
May-06-2009,59.14,59.36,57.83,58.74,5067034,45624869760,1.71859600,4.21750600,9910137,0.034494,0.01427184,2.04
May-07-2009,58.77,59.56,57.97,59.01,5627537,45367947680,1.70784400,4.19112000,9910137,0.034711,0.01427184,2.04
May-08-2009,60.09,60.23,59.20,59.21,5408127,46284534560,1.74620300,4.28525500,9910137,0.033949,0.01427184,2.04
May-11-2009,59.11,59.58,58.70,59.41,3895982,45604038240,1.71772400,4.21536700,11797844,0.034511,0.01699037,2.04
May-12-2009,59.53,59.80,58.35,59.42,4082739,45895679520,1.72993000,4.24531900,11797844,0.034268,0.01699037,2.04
May-13-2009,56.94,58.69,56.60,58.39,5680314,44097224960,1.65466500,4.06061600,11797844,0.035827,0.01699037,2.04
May-14-2009,57.94,58.31,57.03,57.17,4640819,44742881420,1.68168500,4.13193000,11797844,0.035208,0.01701098,2.04
May-15-2009,57.92,58.75,57.51,57.76,4747243,44729010560,1.68110500,4.13050300,11797844,0.035220,0.01701098,2.04
May-18-2009,59.23,59.32,58.10,58.30,4226209,45637551890,1.71912700,4.22392500,11797844,0.034442,0.01701098,2.04
May-19-2009,59.00,59.50,58.25,59.07,4100363,45478037000,1.71245100,4.20752300,11797844,0.034576,0.01701098,2.04
May-20-2009,58.20,59.68,58.13,59.10,3736805,44923202600,1.68923200,4.15047100,11797844,0.035051,0.01701098,2.04
May-21-2009,56.55,57.70,56.02,57.45,4724919,43778856650,1.64134100,4.03280300,11797844,0.036074,0.01701098,2.04
May-22-2009,56.07,56.99,55.99,56.82,3773900,43445956010,1.62740900,3.99857300,11797844,0.036383,0.01701098,2.04
May-26-2009,57.91,58.08,55.34,55.95,4139953,44722075130,1.68081500,4.12979000,11797844,0.035227,0.01701098,2.04
May-27-2009,56.04,58.13,55.95,57.91,4904885,43425149720,1.62653900,3.99643300,12002644,0.036402,0.01730627,2.04
May-28-2009,56.55,56.88,55.23,56.24,3933285,43778856650,1.64134100,4.03280300,12002644,0.036074,0.01730627,2.04
May-29-2009,57.10,57.17,55.95,56.69,3782690,44160305300,1.65730500,4.07202600,12002644,0.035726,0.01730627,2.04
Jun-01-2009,59.29,59.87,57.90,57.90,6007322,45679164470,1.72086800,4.22820400,12002644,0.034407,0.01730627,2.04
Jun-02-2009,59.96,60.31,59.05,59.24,4230934,46143838280,1.74031500,4.27598400,12002644,0.034022,0.01730627,2.04
Jun-03-2009,59.50,59.96,58.74,59.56,3927876,45824808500,1.72696400,4.24317900,12002644,0.034285,0.01730627,2.04
Jun-04-2009,59.85,59.96,59.12,59.59,3282134,46067548550,1.73712200,4.26813900,12002644,0.034085,0.01730627,2.04
Jun-05-2009,60.94,61.29,60.04,60.60,6642185,46823510420,1.76875900,4.34587200,12002644,0.033475,0.01730627,2.04
Jun-08-2009,60.69,61.05,59.07,60.97,5144376,46650124670,1.76150300,4.32804300,12002644,0.033613,0.01730627,2.04
Jun-09-2009,60.34,60.60,59.75,60.60,4390462,46407384620,1.75134400,4.30308300,10847678,0.033808,0.01564096,2.04
Jun-10-2009,60.46,61.22,59.49,60.62,4433066,46490609780,1.75482700,4.31164100,10847678,0.033741,0.01564096,2.04
Jun-11-2009,60.58,61.46,60.50,60.57,3627208,46573834940,1.75831000,4.32019900,10847678,0.033674,0.01564096,2.04
Jun-12-2009,61.00,61.00,59.91,60.37,3228967,46865123000,1.77050100,4.35015000,10847678,0.033442,0.01564096,2.04
Jun-15-2009,59.31,60.40,58.71,60.40,4231551,45693035330,1.72144900,4.22963000,10847678,0.034395,0.01564096,2.04
Jun-16-2009,58.41,59.57,58.25,59.41,3791473,45068846630,1.69532700,4.16544700,10847678,0.034925,0.01564096,2.04
Jun-17-2009,59.04,59.44,58.59,58.59,3826144,45505778720,1.71361200,4.21037500,10847678,0.034552,0.01564096,2.04
Jun-18-2009,59.31,59.95,58.84,58.89,3194453,45693035330,1.72144900,4.22963000,10847678,0.034395,0.01564096,2.04
Jun-19-2009,59.37,60.19,58.93,59.48,5868096,45734647910,1.72319000,4.23390900,10847678,0.034360,0.01564096,2.04
Jun-22-2009,57.47,59.17,57.42,58.62,5272874,44416916210,1.66804400,4.09841200,10847678,0.035496,0.01564096,2.04
Jun-23-2009,57.06,57.74,56.61,57.74,4161156,44132563580,1.65614400,4.06917300,10847678,0.035751,0.01564096,2.04
Jun-24-2009,57.48,58.55,57.16,57.46,4447603,44423851640,1.66833400,4.09912500,11034970,0.035490,0.01591101,2.04
Jun-25-2009,58.90,59.06,57.10,57.35,3807829,45408682700,1.70954900,4.20039100,11034970,0.034634,0.01591101,2.04
Jun-26-2009,59.26,59.47,58.67,58.81,2989073,45658358180,1.71999800,4.22606400,11034970,0.034424,0.01591101,2.04
Jun-29-2009,59.96,60.07,58.80,59.36,3194287,46143838280,1.74031500,4.27598400,11034970,0.034022,0.01591101,2.04
Jun-30-2009,60.10,60.31,59.59,59.94,6597178,46240934300,1.74437800,4.28596800,11034970,0.033943,0.01591101,2.04
Jul-01-2009,60.74,61.29,60.09,60.31,3839823,46684801820,1.76295400,4.33160900,11034970,0.033585,0.01591101,2.04
Jul-02-2009,60.25,60.74,59.68,59.90,5583065,46344965750,1.74873200,4.29666500,11034970,0.033858,0.01591101,2.04
Jul-06-2009,60.67,60.78,59.63,59.87,5791564,46636253810,1.76092200,4.32661700,11034970,0.033624,0.01591101,2.04
Jul-07-2009,58.76,61.30,58.69,61.09,7289351,45311586680,1.70548500,4.19040700,11034970,0.034717,0.01591101,2.04
Jul-08-2009,59.02,59.25,57.81,58.87,6101447,45491907860,1.71303200,4.20894900,11034970,0.034564,0.01591101,2.04
Jul-09-2009,59.09,59.47,58.75,59.28,3164373,45540455870,1.71506400,4.21394100,11034970,0.034523,0.01591101,2.04
Jul-10-2009,59.79,59.92,58.46,58.68,3911496,46025935970,1.73538100,4.26386100,8893574,0.034119,0.01282339,2.04
Jul-13-2009,60.49,60.53,59.30,59.83,4041592,46511416070,1.75569800,4.31378000,8893574,0.033724,0.01282339,2.04
Jul-14-2009,60.63,61.00,60.00,60.47,3538154,46608512090,1.75976100,4.32376400,8893574,0.033646,0.01282339,2.04
Jul-15-2009,62.00,62.15,60.94,61.20,5023426,47558666000,1.79952500,4.42146400,8893574,0.032903,0.01282339,2.04
Jul-16-2009,63.40,63.54,61.82,61.91,4128933,48529626200,1.84016000,4.52130400,8893574,0.032176,0.01282339,2.04
Jul-17-2009,62.92,63.48,62.16,63.14,4580673,48196725560,1.82622800,4.48707300,8893574,0.032422,0.01282339,2.04
Jul-20-2009,63.84,63.95,63.08,63.62,3824845,48834785120,1.85293000,4.55268200,8893574,0.031954,0.01282339,2.04
Jul-21-2009,64.20,64.74,63.36,64.44,5029934,49084460600,1.86337900,4.57835500,8893574,0.031775,0.01282339,2.04
Jul-22-2009,64.67,64.89,64.05,64.26,4162711,49410425810,1.87702100,4.61187300,8893574,0.031544,0.01282339,2.04
Jul-23-2009,69.43,69.72,66.35,66.58,10779180,51258690490,2.10503500,4.32086300,8893574,0.029382,0.01282339,2.04
Jul-24-2009,69.42,69.90,68.36,69.40,6128042,51583443820,2.11923200,4.32024000,12511853,0.029386,0.01791705,2.04
Jul-27-2009,69.91,70.30,69.30,69.39,4161583,51925621110,2.13419100,4.35073500,12511853,0.029180,0.01791705,2.04
Jul-28-2009,69.88,70.19,69.26,69.65,4394502,51904671480,2.13327500,4.34886800,12511853,0.029192,0.01791705,2.04
Jul-29-2009,68.72,69.67,68.38,69.33,4666927,51094619120,2.09786300,4.27667700,12511853,0.029685,0.01791705,2.04
Jul-30-2009,69.90,70.64,69.18,69.73,4272275,51918637900,2.13388500,4.35011200,12511853,0.029184,0.01791705,2.04
Jul-31-2009,70.52,71.39,70.19,70.19,4484098,52769596920,2.15281200,4.55850900,12511853,0.028927,0.01791705,2.04
Aug-03-2009,72.14,72.50,71.25,71.80,5571388,53900876940,2.20226700,4.66322800,12511853,0.028278,0.01791705,2.04
Aug-04-2009,72.03,72.49,71.50,71.71,4795200,53824061630,2.19890900,4.65611700,12511853,0.028321,0.01791705,2.04
Aug-05-2009,71.83,72.75,71.23,72.35,4526773,53680734100,2.19264400,4.64318900,12511853,0.028400,0.01791836,2.04
Aug-06-2009,72.40,72.59,71.78,71.97,4297363,54078748000,2.21004300,4.68003400,12511853,0.028176,0.01791836,2.04
Aug-07-2009,72.90,73.50,72.32,72.68,4455148,54427883000,2.22530600,4.71235500,12511853,0.027983,0.01791836,2.04
Aug-10-2009,70.91,72.59,70.32,72.59,5923751,53038325700,2.16456000,4.58371900,12511853,0.028768,0.01791836,2.04
Aug-11-2009,71.34,71.53,70.33,70.84,4802038,53338581800,2.17768600,4.61151500,10812867,0.028595,0.01548522,2.04
Aug-12-2009,72.33,72.67,70.94,71.38,4806710,54029869100,2.20790600,4.67551000,10812867,0.028204,0.01548522,2.04
Aug-13-2009,72.60,72.92,72.03,72.28,4348615,54218402000,2.21614800,4.69296300,10812867,0.028099,0.01548522,2.04
Aug-14-2009,71.32,72.49,70.64,72.35,3597336,53324616400,2.17707600,4.61022200,10812867,0.028603,0.01548522,2.04
Aug-17-2009,70.08,70.98,69.53,70.49,4420864,52458761600,2.13922400,4.53006600,10812867,0.029109,0.01548522,2.04
Aug-18-2009,70.35,70.59,69.90,70.39,3417672,52647294500,2.14746600,4.54752000,10812867,0.028997,0.01548522,2.04
Aug-19-2009,70.79,71.04,69.26,69.35,3907446,52954533300,2.16089700,4.57596200,10812867,0.028817,0.01548522,2.04
Aug-20-2009,71.23,71.36,70.50,70.78,2542743,53261772100,2.17432800,4.60440400,10812867,0.028639,0.01548522,2.04
Aug-21-2009,72.64,72.91,71.26,72.00,4324625,54246332800,2.21736900,4.69554800,10812867,0.028083,0.01548522,2.04
Aug-24-2009,72.56,73.00,72.01,72.74,2508006,54190471200,2.21492700,4.69037700,10812867,0.028114,0.01548522,2.04
Aug-25-2009,72.68,73.21,72.24,72.62,3441923,54274263600,2.21859000,4.69813400,9849347,0.028068,0.01410536,2.04
Aug-26-2009,71.42,72.74,71.27,72.69,4703650,53394443400,2.18012800,4.61668600,9849347,0.028563,0.01410536,2.04
Aug-27-2009,71.63,71.84,70.46,71.48,4076391,53541080100,2.18653900,4.63026100,9849347,0.028479,0.01410536,2.04
Aug-28-2009,71.92,72.15,70.90,71.98,3493350,53743578400,2.19539100,4.64900700,9849347,0.028364,0.01410536,2.04
Aug-31-2009,72.10,72.10,71.20,71.45,3349126,53869267000,2.20088500,4.66064200,9849347,0.028294,0.01410536,2.04
Sep-01-2009,70.12,72.79,69.93,71.81,5864000,52486692400,2.14044500,4.53265200,9849347,0.029092,0.01410536,2.04
Sep-02-2009,70.58,71.18,69.89,70.48,3258927,52807896600,2.15448700,4.56238700,9849347,0.028903,0.01410536,2.04
Sep-03-2009,71.02,71.11,70.14,70.74,3194621,53115135400,2.16791800,4.59082900,9849347,0.028724,0.01410536,2.04
Sep-04-2009,71.35,71.54,70.42,70.98,2251659,53345564500,2.17799100,4.61216100,9849347,0.028591,0.01410536,2.04
Sep-08-2009,71.69,72.30,71.41,71.70,3368557,53582976300,2.18837000,4.63413900,9849347,0.028455,0.01410536,2.04
Sep-09-2009,73.18,73.50,71.61,71.61,4771113,54623398600,2.23385300,4.73045500,9849347,0.027876,0.01410536,2.04
Sep-10-2009,74.39,74.39,72.51,73.05,4135272,55468305300,2.27078900,4.80867100,8509138,0.027423,0.01218603,2.04
Sep-11-2009,74.00,74.49,73.72,74.41,3331397,55195980000,2.25888400,4.78346100,8509138,0.027567,0.01218603,2.04
Sep-14-2009,74.56,74.64,73.42,73.72,3466522,55587011200,2.27597800,4.81966000,8509138,0.027360,0.01218603,2.04
Sep-15-2009,74.68,74.88,74.00,74.63,3566839,55670803600,2.27964100,4.82741700,8509138,0.027316,0.01218603,2.04
Sep-16-2009,75.38,75.49,74.50,74.76,2722966,56159592600,2.30100900,4.87266600,8509138,0.027062,0.01218603,2.04
Sep-17-2009,74.89,75.45,74.50,75.34,3373471,55817440300,2.28605200,4.84099100,8509138,0.027239,0.01218603,2.04
Sep-18-2009,74.62,75.25,74.50,75.12,4387820,55628907400,2.27781000,4.82353800,8509138,0.027338,0.01218603,2.04
