Pricing Date,3M Company (NYSE:MMM) - Share Pricing,3M Company (NYSE:MMM) - Day High Price,3M Company (NYSE:MMM) - Day Low Price,3M Company (NYSE:MMM) - Day Open Price,3M Company (NYSE:MMM) - Volume,3M Company (NYSE:MMM) - Total Enterprise Value,3M Company (NYSE:MMM) - Market Cap/Total Revenues,3M Company (NYSE:MMM) - P/BV,3M Company (NYSE:MMM) - Shares Sold Short,3M Company (NYSE:MMM) - Dividend Yield,3M Company (NYSE:MMM) - Short Interest as % of Shares Outstanding,3M Company (NYSE:MMM) - Latest Annualized Dividend Per Share
Dec-24-2013,136.99,137.34,136.35,137.23,1311676,94053501580,2.96951600,5.18269300,7887658,0.024965,0.01185683,3.42
Dec-26-2013,138.29,138.68,137.03,137.30,2158185,94918316180,2.99769600,5.23187600,7887658,0.024730,0.01185683,3.42
Dec-27-2013,139.35,139.40,138.55,138.78,1895102,95623472700,3.02067400,5.27197800,7887658,0.024542,0.01185683,3.42
Dec-30-2013,139.42,139.65,138.79,139.08,1714254,95670039640,3.02219100,5.27462600,7887658,0.024530,0.01185683,3.42
Dec-31-2013,140.25,140.43,139.48,140.00,1846529,96222190500,3.04018300,5.30602800,7887658,0.024385,0.01185683,3.42
Jan-02-2014,138.13,139.00,137.61,138.05,3053521,94811877460,2.99422800,5.22582200,7887658,0.024759,0.01185683,3.42
Jan-03-2014,138.45,138.88,138.03,138.37,2133336,95024754900,3.00116500,5.23792900,7887658,0.024702,0.01185683,3.42
Jan-06-2014,137.63,139.29,137.48,138.75,2712055,94479256460,2.98339000,5.20690600,7887658,0.024849,0.01185683,3.42
Jan-07-2014,137.65,138.20,137.13,137.45,2525529,94492561300,2.98382300,5.20766300,7887658,0.024845,0.01185683,3.42
Jan-08-2014,136.63,137.75,136.34,137.48,3122674,93814014460,2.96171300,5.16907300,7887658,0.025031,0.01185683,3.42
Jan-09-2014,136.45,137.43,136.20,137.02,2539952,93694270900,2.95781100,5.16226400,7887658,0.025064,0.01185683,3.42
Jan-10-2014,136.18,137.19,135.68,136.95,3254329,93514655560,2.95195800,5.15204900,7010222,0.025113,0.01053785,3.42
Jan-13-2014,134.68,137.06,134.57,135.81,2633428,92516792560,2.91944300,5.09530000,7010222,0.025393,0.01053785,3.42
Jan-14-2014,137.41,137.41,134.74,135.11,2480170,94332903220,2.97862100,5.19858300,7010222,0.024889,0.01053785,3.42
Jan-15-2014,138.44,138.82,137.56,137.77,3043498,95018102480,3.00094800,5.23755000,7010222,0.024703,0.01053785,3.42
Jan-16-2014,138.16,138.50,137.63,137.74,1792677,94831834720,2.99487800,5.22695700,7010222,0.024753,0.01053785,3.42
Jan-17-2014,137.31,138.75,136.98,137.98,2335555,94266379020,2.97645300,5.19480000,7010222,0.024907,0.01053785,3.42
Jan-21-2014,136.99,138.95,136.30,138.45,2705751,94053501580,2.96951600,5.18269300,7010222,0.024965,0.01053785,3.42
Jan-22-2014,136.48,137.49,136.33,137.35,2118966,93714228160,2.95846100,5.16339800,7010222,0.025058,0.01053785,3.42
Jan-23-2014,134.71,135.66,133.95,135.64,2720254,92536749820,2.92009300,5.09643500,7010222,0.025387,0.01053785,3.42
Jan-24-2014,130.22,133.73,130.22,133.73,3784000,89549813240,2.82276400,4.92656600,7010222,0.026263,0.01053785,3.42
Jan-27-2014,128.96,130.59,128.66,130.02,3313315,88711608320,2.79545100,4.87889700,6297078,0.026519,0.00946585,3.42
Jan-28-2014,129.81,130.01,129.10,129.43,2734536,89277064020,2.81387600,4.91105500,6297078,0.026346,0.00946585,3.42
Jan-29-2014,130.25,131.27,129.00,130.10,3585136,89569770500,2.82341400,4.92770100,6297078,0.026257,0.00946585,3.42
Jan-30-2014,128.05,129.96,126.53,129.96,4103794,87856238100,2.75936100,4.73228600,6297078,0.026708,0.00946585,3.42
Jan-31-2014,128.19,129.20,126.42,126.60,3715366,87699914240,2.75429700,4.73746000,6297078,0.026679,0.00949362,3.42
Feb-03-2014,123.90,128.59,123.61,128.22,4245704,84854374400,2.66212200,4.57891700,6297078,0.027602,0.00949362,3.42
Feb-04-2014,126.72,127.64,124.12,126.09,7423602,86724869120,2.72271200,4.68313400,6297078,0.026988,0.00949362,3.42
Feb-05-2014,127.36,128.76,125.92,128.01,4960130,87149378560,2.73646300,4.70678600,6297078,0.026853,0.00949362,3.42
Feb-06-2014,128.90,129.20,127.10,127.60,3828431,88170854400,2.76955200,4.76369900,6297078,0.026532,0.00949362,3.42
Feb-07-2014,130.33,130.39,128.81,129.57,3271820,89119367680,2.80027700,4.81654700,6297078,0.026241,0.00949362,3.42
Feb-10-2014,129.70,130.41,129.02,129.65,3317360,88701491200,2.78674100,4.79326500,6297078,0.026368,0.00949362,3.42
Feb-11-2014,130.98,131.49,129.65,129.70,2604237,89550510080,2.81424300,4.84056900,5749290,0.026110,0.00866776,3.42
Feb-12-2014,130.44,131.00,130.01,130.34,2100646,89192330240,2.80264000,4.82061300,5749290,0.026218,0.00866776,3.42
Feb-13-2014,130.14,130.38,128.66,129.29,2850607,89497341440,2.79619500,4.93208600,5749290,0.026279,0.00866776,3.42
Feb-14-2014,132.12,132.19,129.50,129.77,3031589,90730867040,2.83615200,5.00712400,5749290,0.025885,0.00867566,3.42
Feb-18-2014,131.80,132.75,131.64,132.31,2876570,90518805600,2.82928300,4.99499700,5749290,0.025948,0.00867566,3.42
Feb-19-2014,130.56,132.71,130.46,131.33,2719359,89697067520,2.80266400,4.94800300,5749290,0.026194,0.00867566,3.42
Feb-20-2014,131.56,132.03,130.05,130.65,2155829,90359759520,2.82413100,4.98590100,5749290,0.025995,0.00867566,3.42
Feb-21-2014,131.57,132.33,131.30,131.56,2574269,90366386440,2.82434600,4.98628000,5749290,0.025993,0.00867566,3.42
Feb-24-2014,132.20,133.46,131.44,131.89,2454286,90783882400,2.83786900,5.01015600,5749290,0.025869,0.00867566,3.42
Feb-25-2014,132.93,133.43,131.86,132.27,2865583,91267647560,2.85354000,5.03782200,5749290,0.025727,0.00867566,3.42
Feb-26-2014,132.86,133.46,132.28,133.13,2771103,91221259120,2.85203700,5.03516900,6138589,0.025741,0.00926311,3.42
Feb-27-2014,134.34,134.58,132.00,132.63,3123972,92202043280,2.88380800,5.09125900,6138589,0.025457,0.00926311,3.42
Feb-28-2014,134.73,135.20,133.92,134.19,3179708,92460493160,2.89218000,5.10603900,6138589,0.025384,0.00926311,3.42
Mar-03-2014,132.21,133.81,131.67,133.07,2814779,90790509320,2.83808400,5.01053500,6138589,0.025867,0.00926311,3.42
Mar-04-2014,132.68,133.08,131.58,131.92,6975609,91101974560,2.84817300,5.02834700,6138589,0.025776,0.00926311,3.42
Mar-05-2014,133.85,134.03,132.19,132.66,3551443,91877324200,2.87328900,5.07268800,6138589,0.025550,0.00926311,3.42
Mar-06-2014,134.08,134.74,134.02,134.37,2236816,92029743360,2.87822600,5.08140500,6138589,0.025507,0.00926311,3.42
Mar-07-2014,134.11,135.00,133.71,134.88,2381391,92049624120,2.87887000,5.08254200,6138589,0.025501,0.00926311,3.42
Mar-10-2014,133.56,134.08,133.10,133.98,1966251,91685143520,2.86706400,5.06169800,6138589,0.025606,0.00926311,3.42
Mar-11-2014,132.51,133.84,132.23,133.73,1928934,90989316920,2.84452400,5.02190500,6184498,0.025809,0.00933239,3.42
Mar-12-2014,132.57,132.76,131.59,132.07,2636985,91029078440,2.84581200,5.02417900,6184498,0.025797,0.00933239,3.42
Mar-13-2014,130.81,133.67,130.64,133.19,2520817,89862740520,2.80803100,4.95747800,6184498,0.026144,0.00933239,3.42
Mar-14-2014,129.83,131.11,129.70,130.08,2975110,89213302360,2.78699400,4.92033700,6184498,0.026342,0.00933239,3.42
Mar-17-2014,132.27,132.69,130.66,130.66,2529436,90830270840,2.83937200,5.01280900,6184498,0.025856,0.00933239,3.42
Mar-18-2014,132.74,133.23,132.25,132.49,2032836,91141736080,2.84946100,5.03062100,6184498,0.025764,0.00933239,3.42
Mar-19-2014,131.23,132.85,130.58,132.75,2141027,90141071160,2.81704700,4.97339500,6184498,0.026061,0.00933239,3.42
Mar-20-2014,132.43,132.85,130.86,131.15,2577475,90936301560,2.84280700,5.01887300,6184498,0.025824,0.00933239,3.42
Mar-21-2014,133.12,134.24,132.90,133.58,5920375,91393559040,2.85761900,5.04502300,6184498,0.025691,0.00933239,3.42
Mar-24-2014,132.42,133.70,131.88,133.32,2799616,90929674640,2.84259200,5.01849400,6184498,0.025826,0.00933239,3.42
Mar-25-2014,134.06,134.53,132.90,133.66,2898123,92016489520,2.87779700,5.08064700,7007433,0.025510,0.01057419,3.42
Mar-26-2014,133.09,134.89,133.09,134.66,2318889,91373678280,2.85697500,5.04388600,7007433,0.025696,0.01057419,3.42
Mar-27-2014,132.84,133.49,132.18,132.82,2409787,90559214720,2.83059200,5.03441100,7007433,0.025745,0.01065270,3.42
Mar-28-2014,134.20,134.97,133.18,133.58,1906496,91453833600,2.85957100,5.08595300,7007433,0.025484,0.01065270,3.42
Mar-31-2014,135.66,135.87,134.58,134.61,2711953,92414233280,2.89068100,5.14128400,7007433,0.025210,0.01065270,3.42
Apr-01-2014,136.53,136.65,135.67,135.88,2371045,92986526240,2.90921900,5.17425600,7007433,0.025049,0.01065270,3.42
Apr-02-2014,136.00,136.25,135.33,135.99,3281384,92637888000,2.89792600,5.15417000,7007433,0.025147,0.01065270,3.42
Apr-03-2014,136.14,137.19,135.70,136.22,2677221,92729981120,2.90090900,5.15947600,7007433,0.025121,0.01065270,3.42
Apr-04-2014,135.86,137.77,135.77,136.90,2735319,92545794880,2.89494300,5.14886400,7007433,0.025172,0.01065270,3.42
Apr-07-2014,134.40,136.25,134.39,135.81,2807517,91585395200,2.86383300,5.09353300,7007433,0.025446,0.01065270,3.42
Apr-08-2014,134.84,135.15,133.43,134.44,2893573,91874830720,2.87320800,5.11020800,7007433,0.025363,0.01065270,3.42
Apr-09-2014,135.84,135.87,134.50,135.00,2671878,92532638720,2.89451700,5.14810600,7655186,0.025176,0.01163742,3.42
Apr-10-2014,133.97,136.43,133.90,135.73,2857305,91302537760,2.85467000,5.07723600,7655186,0.025528,0.01163742,3.42
Apr-11-2014,132.39,133.84,132.39,133.37,2368364,90263201120,2.82100300,5.01735700,7655186,0.025832,0.01163742,3.42
Apr-14-2014,133.15,133.52,132.02,133.45,2058107,90763135200,2.83719700,5.04616000,7655186,0.025685,0.01163742,3.42
Apr-15-2014,134.09,134.35,132.02,133.27,2119044,91381474720,2.85722700,5.08178400,7655186,0.025505,0.01163742,3.42
Apr-16-2014,136.77,136.78,134.81,135.17,2135337,93144400160,2.91433300,5.18335200,7655186,0.025005,0.01163742,3.42
Apr-17-2014,137.73,138.25,137.25,137.30,2645619,93775895840,2.93478900,5.21973400,7655186,0.024831,0.01163742,3.42
Apr-21-2014,138.62,138.71,137.18,137.25,1781138,94361344960,2.95375400,5.25346300,7655186,0.024671,0.01163742,3.42
Apr-22-2014,138.89,139.52,138.13,138.50,2252491,94538953120,2.95950700,5.26369600,7655186,0.024623,0.01163742,3.42
Apr-23-2014,137.99,138.89,137.89,138.81,2847591,93946925920,2.94032900,5.22958700,7655186,0.024784,0.01163742,3.42
Apr-24-2014,136.65,136.99,135.00,136.38,2847809,93652463200,2.89331300,4.98812400,7655186,0.025027,0.01163742,3.42
Apr-25-2014,136.56,136.96,135.69,136.50,2093074,93111203680,2.87589100,4.98483900,7604197,0.025043,0.01162227,3.42
Apr-28-2014,137.23,138.35,135.97,137.43,2244309,93549569940,2.89000100,5.00929600,7604197,0.024921,0.01162227,3.42
Apr-29-2014,137.55,137.90,136.56,137.87,1820903,93758938900,2.89674000,5.02097700,7604197,0.024863,0.01162227,3.42
Apr-30-2014,139.09,139.20,137.33,137.63,2906766,94766527020,2.92917200,5.07719200,7604197,0.024588,0.01162227,3.42
May-01-2014,140.81,141.49,139.12,139.50,3997985,96367885180,2.96539400,5.28020100,7604197,0.024288,0.01162227,3.42
May-02-2014,140.12,141.83,139.87,141.63,5758462,95916433360,2.95086300,5.25432600,7604197,0.024407,0.01162227,3.42
May-05-2014,140.61,141.05,138.65,139.14,2711091,96237029580,2.96118200,5.27270100,7604197,0.024322,0.01162227,3.42
May-06-2014,139.29,140.43,139.17,140.28,2299671,95373382620,2.93338400,5.22320200,7604197,0.024553,0.01162227,3.42
May-07-2014,141.14,141.25,139.18,139.98,2238499,96583796920,2.97234400,5.29257500,7604197,0.024231,0.01162227,3.42
May-08-2014,140.83,142.12,140.51,140.88,1939407,96380970740,2.96581500,5.28095100,7604197,0.024284,0.01162227,3.42
May-09-2014,141.34,141.37,140.25,140.56,2092997,96714652520,2.97655600,5.30007500,8478228,0.024196,0.01295814,3.42
May-12-2014,142.82,142.94,141.71,141.78,2972085,97682983960,3.00772400,5.35557300,8478228,0.023946,0.01295814,3.42
May-13-2014,142.43,143.37,142.32,143.00,1695439,97427815540,2.99951100,5.34094900,8478228,0.024011,0.01295814,3.42
May-14-2014,141.60,142.77,141.41,142.48,2113403,96884764800,2.98203100,5.30982500,8478228,0.024152,0.01295814,3.42
May-15-2014,140.98,141.74,140.02,141.56,2388376,96479112440,2.96897400,5.28657500,8478228,0.024258,0.01295814,3.42
May-16-2014,141.13,141.20,139.91,140.93,1901726,96577254140,2.97213300,5.29220000,8478228,0.024232,0.01295814,3.42
May-19-2014,141.67,142.00,139.98,140.07,1529159,96930564260,2.98350500,5.31245000,8478228,0.024140,0.01295814,3.42
May-20-2014,140.23,141.90,139.89,141.60,1845131,95988403940,2.95318000,5.25845100,8478228,0.024388,0.01295814,3.42
May-21-2014,140.66,140.79,139.77,139.77,1641048,96269743480,2.96223500,5.27457600,8478228,0.024313,0.01295814,3.42
May-22-2014,140.31,140.96,140.26,140.71,1550242,96040746180,2.95486500,5.26145100,8478228,0.024374,0.01295814,3.42
May-23-2014,141.14,141.18,140.05,140.23,1209384,96583796920,2.97234400,5.29257500,8478228,0.024231,0.01295814,3.42
May-27-2014,141.44,141.60,141.13,141.50,1512336,96780080320,2.97866200,5.30382500,8549476,0.024179,0.01306704,3.42
May-28-2014,141.43,141.90,141.06,141.81,1566124,96773537540,2.97845100,5.30345000,8549476,0.024181,0.01306704,3.42
May-29-2014,142.39,142.43,141.19,141.50,1624138,97401644420,2.99866800,5.33944900,8549476,0.024018,0.01306704,3.42
May-30-2014,142.55,142.67,141.78,142.11,3908258,97506328900,3.00203800,5.34544800,8549476,0.023991,0.01306704,3.42
Jun-02-2014,142.32,142.91,141.69,142.27,1682363,97355844960,2.99719400,5.33682400,8549476,0.024030,0.01306704,3.42
Jun-03-2014,142.89,143.13,141.61,142.08,2061733,97728783420,3.00919800,5.35819800,8549476,0.023934,0.01306704,3.42
Jun-04-2014,142.26,143.00,142.26,142.91,1335673,97316588280,2.99593100,5.33457400,8549476,0.024040,0.01306704,3.42
Jun-05-2014,143.71,143.74,141.90,142.76,1542282,98265291380,3.02646700,5.38894700,8549476,0.023797,0.01306704,3.42
Jun-06-2014,144.64,144.64,143.53,143.99,1769660,98873769920,3.04605200,5.42382100,8549476,0.023644,0.01306704,3.42
Jun-09-2014,145.32,145.53,144.61,144.64,1800929,99318678960,3.06037300,5.44932000,8549476,0.023534,0.01306704,3.42
Jun-10-2014,144.97,145.21,144.46,144.97,1699958,99089681660,3.05300200,5.43619500,7482747,0.023591,0.01143665,3.42
Jun-11-2014,144.41,144.97,144.19,144.66,1489897,98723285980,3.04120900,5.41519600,7482747,0.023682,0.01143665,3.42
Jun-12-2014,143.07,144.95,142.78,144.95,1839500,97846553460,3.01298900,5.36494800,7482747,0.023904,0.01143665,3.42
Jun-13-2014,143.36,143.75,142.83,143.19,1376210,98036294080,3.01909600,5.37582200,7482747,0.023856,0.01143665,3.42
Jun-16-2014,143.32,143.53,142.60,142.93,1274286,98010122960,3.01825400,5.37432200,7482747,0.023862,0.01143665,3.42
Jun-17-2014,143.69,143.99,142.64,143.01,1209437,98252205820,3.02604600,5.38819700,7482747,0.023801,0.01143665,3.42
Jun-18-2014,144.33,144.39,142.77,143.93,1340743,98670943740,3.03952400,5.41219600,7482747,0.023695,0.01143665,3.42
Jun-19-2014,144.49,144.72,143.99,144.53,1560479,98775628220,3.04289300,5.41819600,7482747,0.023669,0.01143665,3.42
Jun-20-2014,145.16,145.30,144.20,144.54,4204666,99213994480,3.05700300,5.44332000,7482747,0.023560,0.01143665,3.42
Jun-23-2014,144.09,145.30,144.01,145.10,1390232,98513917020,3.03447000,5.40319700,7482747,0.023735,0.01143665,3.42
Jun-24-2014,143.09,144.62,143.05,143.71,1404566,97859639020,3.01341000,5.36569800,7981965,0.023901,0.01219965,3.42
Jun-25-2014,143.65,144.38,142.88,143.00,1321768,98226034700,3.02520300,5.38669700,7981965,0.023807,0.01219965,3.42
Jun-26-2014,143.73,143.99,142.56,143.75,1490908,98278376940,3.02688800,5.38969700,7981965,0.023794,0.01219965,3.42
Jun-27-2014,143.69,144.07,143.06,143.17,1981763,98252205820,3.02604600,5.38819700,7981965,0.023801,0.01219965,3.42
Jun-30-2014,143.24,143.93,143.06,143.92,1878415,97957780720,3.01656900,5.37132300,7981965,0.023876,0.01219965,3.42
Jul-01-2014,144.56,144.82,143.38,143.41,1767594,98821427680,3.04436800,5.42082100,7981965,0.023657,0.01219965,3.42
Jul-02-2014,145.23,145.30,143.56,144.23,1621309,99259793940,3.05847700,5.44594500,7981965,0.023548,0.01219965,3.42
Jul-03-2014,145.41,145.73,145.00,145.25,1142241,99377563980,3.06226800,5.45269500,7981965,0.023519,0.01219965,3.42
Jul-07-2014,144.91,145.58,144.50,145.48,1257923,99050424980,3.05173800,5.43394600,7981965,0.023600,0.01219965,3.42
Jul-08-2014,144.56,145.40,144.48,145.22,1596826,98821427680,3.04436800,5.42082100,7981965,0.023657,0.01219965,3.42
Jul-09-2014,144.68,145.04,144.03,144.78,1521771,98899941040,3.04689500,5.42532100,7981965,0.023638,0.01219965,3.42
Jul-10-2014,143.89,144.20,143.24,143.50,2070061,98383061420,3.03025800,5.39569700,7932816,0.023768,0.01212453,3.42
Jul-11-2014,144.31,144.49,143.54,144.14,1907924,98657858180,3.03910300,5.41144600,7932816,0.023698,0.01212453,3.42
Jul-14-2014,145.00,145.71,144.75,144.99,2114592,99109310000,3.05363400,5.43732000,7932816,0.023586,0.01212453,3.42
Jul-15-2014,145.06,145.48,144.36,145.00,1955732,99148566680,3.05489700,5.43957000,7932816,0.023576,0.01212453,3.42
Jul-16-2014,146.17,146.25,145.03,145.28,1971812,99874815260,3.07827300,5.48119400,7932816,0.023397,0.01212453,3.42
Jul-17-2014,143.54,145.67,143.45,145.33,2778988,98154064120,3.02288700,5.38257200,7932816,0.023826,0.01212453,3.42
Jul-18-2014,144.83,145.06,143.54,143.83,2132969,98998082740,3.05005400,5.43094600,7932816,0.023613,0.01212453,3.42
Jul-21-2014,144.30,144.87,143.65,144.66,1520875,98651315400,3.03889200,5.41107100,7932816,0.023700,0.01212453,3.42
Jul-22-2014,145.12,145.67,144.89,144.89,1608162,99187823360,3.05616100,5.44182000,7932816,0.023566,0.01212453,3.42
Jul-23-2014,144.68,145.45,144.53,145.34,1849659,98899941040,3.04689500,5.42532100,7932816,0.023638,0.01212453,3.42
Jul-24-2014,145.13,146.43,144.47,145.51,2580146,98919366140,3.01924800,5.26951500,7943411,0.023565,0.01214073,3.42
Jul-25-2014,145.12,145.94,144.59,145.66,1601797,97997261280,2.98992800,5.26915100,7943411,0.023566,0.01225894,3.42
Jul-28-2014,145.53,145.63,143.78,144.92,2002176,98262928570,2.99837600,5.28403800,7943411,0.023500,0.01225894,3.42
Jul-29-2014,144.02,146.27,143.99,145.22,2288993,97284495380,2.96726500,5.22921200,7943411,0.023746,0.01225894,3.42
Jul-30-2014,143.74,144.78,143.52,144.26,2458395,97103064060,2.96149600,5.21904500,7943411,0.023792,0.01225894,3.42
Jul-31-2014,140.89,143.55,140.60,143.33,3572440,95750352410,2.90277700,5.26059500,7943411,0.024274,0.01225894,3.42
Aug-01-2014,140.11,141.04,139.08,140.15,2505780,95244936590,2.88670700,5.23147100,7943411,0.024409,0.01225894,3.42
Aug-04-2014,140.75,140.98,139.21,140.15,2494476,95659636750,2.89989300,5.25536800,7943411,0.024298,0.01225894,3.42
Aug-05-2014,139.78,141.12,139.34,140.62,2168828,95031106820,2.87990800,5.21914900,7943411,0.024467,0.01225894,3.42
Aug-06-2014,139.55,139.94,138.43,139.14,2678975,94882073950,2.87516900,5.21056200,7943411,0.024507,0.01225894,3.42
Aug-07-2014,139.13,140.37,138.96,140.05,1892551,94609926970,2.86651500,5.19488000,7943411,0.024581,0.01225894,3.42
Aug-08-2014,140.85,140.89,138.89,139.30,2702551,95724433650,2.90195300,5.25910100,7943411,0.024281,0.01225894,3.42
Aug-11-2014,140.58,141.50,140.54,140.93,1919082,95549482020,2.89639000,5.24902000,7889489,0.024327,0.01217572,3.42
Aug-12-2014,140.88,141.21,140.43,140.62,2176055,95743872720,2.90257100,5.26022200,7889489,0.024275,0.01217572,3.42
Aug-13-2014,141.80,141.83,140.92,141.35,3104251,96340004200,2.92152600,5.29457300,7889489,0.024118,0.01217572,3.42
Aug-14-2014,142.34,142.39,141.85,142.00,1586871,96689907460,2.93265200,5.31473600,7889489,0.024026,0.01217572,3.42
Aug-15-2014,141.92,142.98,141.02,142.81,1960967,96417760480,2.92399800,5.29905300,7889489,0.024098,0.01217572,3.42
Aug-18-2014,144.12,144.19,142.59,142.75,1855474,97843292280,2.96932500,5.38119800,7889489,0.023730,0.01217572,3.42
Aug-19-2014,144.25,145.01,143.81,144.47,1593001,97927528250,2.97200400,5.38605200,7889489,0.023708,0.01217572,3.42
Aug-20-2014,144.60,144.82,143.50,143.86,2298805,98154317400,2.97921500,5.39912000,7889489,0.023651,0.01217572,3.42
Aug-21-2014,144.50,144.99,144.35,144.78,1475752,98089520500,2.97715400,5.39538600,7889489,0.023667,0.01217572,3.42
Aug-22-2014,144.13,144.83,144.02,144.50,1547543,97849771970,2.96953100,5.38157100,7889489,0.023728,0.01217572,3.42
Aug-25-2014,144.70,144.99,144.42,144.66,1013114,98219114300,2.98127500,5.40285400,7889489,0.023635,0.01217572,3.42
Aug-26-2014,144.60,145.39,144.57,145.00,1816025,98154317400,2.97921500,5.39912000,8069255,0.023651,0.01245315,3.42
Aug-27-2014,143.94,144.86,143.63,144.43,1402238,97726657860,2.96561700,5.37447700,8069255,0.023759,0.01245315,3.42
Aug-28-2014,143.98,144.12,143.02,143.32,1314062,97752576620,2.96644100,5.37597000,8069255,0.023753,0.01245315,3.42
Aug-29-2014,144.00,144.39,143.18,144.06,1537846,97765536000,2.96685300,5.37671700,8069255,0.023750,0.01245315,3.42
Sep-02-2014,144.22,144.61,143.30,143.30,1578809,97908089180,2.97138500,5.38493200,8069255,0.023713,0.01245315,3.42
Sep-03-2014,143.82,144.72,143.55,144.47,1533616,97648901580,2.96314400,5.36999600,8069255,0.023779,0.01245315,3.42
Sep-04-2014,143.61,144.65,143.35,144.21,1549930,97512828090,2.95881800,5.36215500,8069255,0.023814,0.01245315,3.42
Sep-05-2014,144.20,144.32,143.15,143.64,1989529,97895129800,2.97097300,5.38418500,8069255,0.023717,0.01245315,3.42
Sep-08-2014,144.89,145.45,144.11,144.41,2446144,98342228410,2.98519000,5.40994800,8069255,0.023604,0.01245315,3.42
Sep-09-2014,144.46,145.26,144.25,144.70,1745351,98063601740,2.97633000,5.39389300,8069255,0.023674,0.01245315,3.42
Sep-10-2014,144.64,144.99,144.00,144.63,1558786,98180236160,2.98003900,5.40061400,8077232,0.023644,0.01246546,3.42
Sep-11-2014,144.35,144.38,143.60,143.99,1465360,97992325150,2.97406400,5.38978600,8077232,0.023692,0.01246546,3.42
Sep-12-2014,143.94,144.45,143.50,144.45,2135444,97726657860,2.96561700,5.37447700,8077232,0.023759,0.01246546,3.42
Sep-15-2014,144.48,144.69,143.66,144.17,1867980,98076561120,2.97674200,5.39464000,8077232,0.023671,0.01246546,3.42
Sep-16-2014,144.85,144.99,143.59,143.80,1945076,98316309650,2.98436500,5.40845500,8077232,0.023610,0.01246546,3.42
Sep-17-2014,145.37,145.79,144.27,144.92,2757021,98653253530,2.99507900,5.42787100,8077232,0.023526,0.01246546,3.42
Sep-18-2014,146.84,147.06,145.69,145.70,2367082,99605767960,3.02536600,5.48275800,8077232,0.023290,0.01246546,3.42
Sep-19-2014,146.69,147.87,146.52,147.42,8106210,99508572610,3.02227500,5.47715700,8077232,0.023314,0.01246546,3.42
Sep-22-2014,145.71,147.00,145.50,146.92,2231009,98873562990,3.00208400,5.44056600,8077232,0.023471,0.01246546,3.42
Sep-23-2014,144.37,145.60,144.35,145.23,2052024,98005284530,2.97447600,5.39053200,8077232,0.023689,0.01246546,3.42
Sep-24-2014,144.88,145.12,143.72,144.17,2608246,98335748720,2.98498400,5.40957500,7618984,0.023605,0.01175825,3.42
Sep-25-2014,142.48,144.46,142.07,144.41,2764211,96780623120,2.93553600,5.31996300,7618984,0.024003,0.01175825,3.42
Sep-26-2014,142.42,142.89,140.98,142.52,3557713,96741744980,2.93430000,5.31772300,7618984,0.024013,0.01175825,3.42
Sep-29-2014,142.19,142.34,140.66,140.94,2848278,96592712110,2.92956100,5.30913500,7618984,0.024052,0.01175825,3.42
Sep-30-2014,141.68,142.90,141.28,142.50,2679206,96262247920,2.91905300,5.29009200,7618984,0.024138,0.01175825,3.42
Oct-01-2014,139.18,141.67,138.72,141.16,2925861,94642325420,2.86754600,5.19674600,7618984,0.024572,0.01175825,3.42
Oct-02-2014,138.67,139.32,137.95,138.57,3223934,94311861230,2.85703800,5.17770400,7618984,0.024662,0.01175825,3.42
Oct-03-2014,140.17,140.45,138.57,139.33,3514097,95283814730,2.88794300,5.23371100,7618984,0.024398,0.01175825,3.42
Oct-06-2014,140.34,141.28,139.59,140.55,2464699,95393969460,2.89144500,5.24005900,7618984,0.024369,0.01175825,3.42
Oct-07-2014,137.68,140.18,137.66,138.82,3145016,93670371920,2.83664100,5.14073900,7618984,0.024840,0.01175825,3.42
Oct-08-2014,141.41,141.48,137.72,138.25,4137781,96087296290,2.91349100,5.28001100,7618984,0.024184,0.01175825,3.42
Oct-09-2014,138.64,141.50,138.33,141.15,3769325,94292422160,2.85642000,5.17658400,8307437,0.024668,0.01282073,3.42
Oct-10-2014,133.83,139.60,133.82,139.33,7370347,91175691270,2.75731900,4.99698600,8307437,0.025554,0.01282073,3.42
Oct-13-2014,132.90,135.35,131.01,134.26,4583764,90573080100,2.73815800,4.96226200,8307437,0.025733,0.01282073,3.42
Oct-14-2014,134.18,135.94,133.21,133.65,3644279,91402480420,2.76453000,5.01005500,8307437,0.025488,0.01282073,3.42
Oct-15-2014,134.22,134.64,130.60,132.56,4794670,91428399180,2.76535400,5.01154800,8307437,0.025480,0.01282073,3.42
Oct-16-2014,135.05,135.97,132.75,133.42,3497195,91966213450,2.78245500,5.04253900,8307437,0.025323,0.01282073,3.42
Oct-17-2014,137.40,137.85,135.75,135.75,3749126,93488940600,2.83087200,5.13028400,8307437,0.024890,0.01282073,3.42
Oct-20-2014,137.60,137.75,136.76,137.15,2782534,93618534400,2.83499300,5.13775200,8307437,0.024854,0.01282073,3.42
Oct-21-2014,140.93,141.10,138.34,138.40,3081162,95776271170,2.90360100,5.26208900,8307437,0.024267,0.01282073,3.42
Oct-22-2014,138.95,141.09,138.70,140.90,4294426,94493292550,2.86280700,5.18815900,8307437,0.024613,0.01282073,3.42
Oct-23-2014,145.05,147.92,141.92,141.92,7428392,98635903450,2.96763200,5.73557700,8307437,0.023578,0.01282073,3.42
Oct-24-2014,148.59,148.79,144.81,145.00,4480881,99867295210,3.00651300,5.87555600,10694536,0.023016,0.01668886,3.42
