Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price1,Last Price2,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,SENTIMENT,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital,Mid Price,"CPSTAIRF Index : Airfare Index (U.S. BLS, Mth. rels) 291.74","CONSSENT Index : U.S. Consumer Confidence (UofM, Mth. rels) 94.30","BRAIRNAV Index : Domestic Airline Traffic (RPMs) 53,854.70",ARTTNADM Index : USA Domestic 411.23 [Non-Premium / Premium DataNon-PremiumAverage Fare ($
7/31/09,7.85,661.7424,7005362176,7634352,0.2293,-49.8164,7.89,7.67,7.385,93.2748,60.4309,5820362240,-0.0365,0.9182,7.85,7.73,40.3571,0.0644,0.6186,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,195.64,252.107,66,44944.3984,389
8/3/09,8.36,625.1694,7383500288,13911773,0.2153,-46.5561,8.38,7.85,7.491,97.8656,64.6801,6198500352,-0.0281,0.9207,8.36,7.85,40.5391,0.0735,0.6214,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,199.82,252.107,66,44944.3984,389
8/4/09,8.72,597.4604,7650421248,12614811,0.2064,-44.2547,8.75,8.3,7.676,98.7611,67.2483,6465421312,-0.0178,0.9218,8.72,8.36,40.994,0.0738,0.6284,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,197.67,252.107,66,44944.3984,389
8/5/09,9.03,572.4598,7880269824,10690861,0.1993,-42.2729,9.08,8.57,7.887,99.1965,69.2407,6695269888,-0.0103,0.9215,9.03,8.72,42.0405,0.0794,0.6444,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,195.22,252.107,66,44944.3984,389
8/6/09,9.15,564.5182,7969243648,10220884,0.1967,-41.5058,9.19,8.77,8.089,99.3327,69.9722,6784243712,-0.0066,0.9213,9.15,9.03,41.3125,0.0758,0.6333,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,196.47,252.107,66,44944.3984,389
8/7/09,9.11,555.7624,7939585536,8934689,0.1976,-41.7615,9.34,9.05,8.255,91.5726,69.4031,6754585600,-0.0112,0.9206,9.11,9.15,39.5836,0.0834,0.6068,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,193.55,252.107,66,44944.3984,389
8/10/09,8.87,578.142,7761638400,7146392,0.2029,-43.2958,9.12,8.83,8.4,53.7683,66.0677,6576638464,-0.0217,0.9217,8.87,9.11,40.1296,0.0833,0.6151,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,191.59,252.107,66,44944.3984,389
8/11/09,8.91,571.9056,7791296000,7569462,0.202,-43.0401,9.04,8.76,8.54,58.0935,66.3465,6606296064,-0.0157,0.9212,8.91,8.87,38.4916,0.0694,0.59,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,192.78,252.107,66,44944.3984,389
8/12/09,9.01,564.9879,7865440768,6991523,0.1998,-42.4008,9.14,8.87,8.674,68.9771,67.0469,6680440832,-0.0155,0.9213,9.01,8.91,38.6281,0.0679,0.5921,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,188.35,252.107,66,44944.3984,389
8/13/09,9.24,549.6818,8035973632,7822228,0.1948,-40.9304,9.26,8.87,8.825,83.6377,68.6016,6850973696,-0.0116,0.9217,9.24,9.01,39.4926,0.0651,0.6054,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,185.9,252.107,66,44944.3984,389
8/14/09,9.08,560.1819,7917342208,14224521,0.1982,-41.9533,9.11,8.82,8.948,56.0153,66.3489,6732342272,-0.0144,0.9221,9.08,9.24,38.5371,0.0588,0.5907,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,190,252.107,66,44944.3984,389
8/17/09,8.7,596.5019,7635592192,10847823,0.2069,-44.3826,8.95,8.65,8.982,25.7357,61.3956,6450592256,-0.0066,0.9246,8.7,9.08,39.4926,0.0696,0.6054,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,195.37,252.107,66,44944.3984,389
8/18/09,8.82,583.1131,7724566016,13566606,0.2041,-43.6154,8.89,8.69,8.992,40.875,62.3147,6539566080,-0.0065,0.9247,8.82,8.7,39.1286,0.0659,0.5998,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,191.52,252.107,66,44944.3984,389
8/19/09,8.46,614.7537,7457645056,13166870,0.2128,-45.9168,8.61,8.32,8.935,21.3184,58.0273,6272645120,-0.0159,0.9238,8.46,8.82,38.4461,0.059,0.5893,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,193.49,252.107,66,44944.3984,389
8/20/09,8.49,612.3414,7479888384,8058673,0.212,-45.725,8.56,8.4199,8.869,25.7585,58.2748,6294888448,-0.0171,0.9236,8.49,8.46,38.7191,0.0613,0.5935,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,195.34,252.107,66,44944.3984,389
8/21/09,8.68,597.5829,7620763136,15447843,0.2074,-44.5104,8.82,8.55,8.826,51.6687,59.8267,6435763200,-0.0181,0.9239,8.68,8.49,37.2177,0.0575,0.5705,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,188.59,252.107,66,44944.3984,389
8/24/09,8.47,627.5456,7465059328,12373469,0.2125,-45.8529,8.88,8.46,8.786,32.7306,57.3863,6280059392,-0.0221,0.9236,8.47,8.68,36.4897,0.0568,0.5593,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,189.2,252.107,66,44944.3984,389
8/25/09,8.68,610.8661,7620763136,9842720,0.2074,-44.5104,8.76,8.51,8.763,56.5946,59.1117,6435763200,-0.0154,0.9235,8.68,8.47,36.9902,0.0622,0.567,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,189.67,252.107,66,44944.3984,389
8/26/09,8.6,617.3549,7561447424,7620052,0.2093,-45.0218,8.78,8.55,8.722,47.0557,58.1833,6376447488,-0.0172,0.9235,8.6,8.68,38.2641,0.0695,0.5865,-0.3788,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,189.91,252.107,66,44944.3984,389
8/27/09,8.45,629.5865,7450230272,6805098,0.213,-45.9808,8.66,8.3,8.643,31.9229,56.4632,6265230336,-0.0211,0.9233,8.45,8.6,39.1286,0.0719,0.5998,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,181.92,252.107,66,44944.3984,389
8/28/09,8.51,619.2543,7494717440,6243145,0.2115,-45.5972,8.61,8.42,8.586,42.9341,56.9894,6309717504,-0.0205,0.9237,8.51,8.45,39.3561,0.0771,0.6033,0.5116,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,177.14,252.107,66,44944.3984,389
8/31/09,8.18,671.1681,7250039808,8388220,0.22,-47.7068,8.52,8.17,8.534,18.3919,53.3228,6065039872,-0.0232,0.9245,8.18,8.51,40.0841,0.0802,0.6144,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,176.3,254.411,65.7,43707.6016,374
9/1/09,8.02,686.881,7131407872,10709633,0.2244,-48.7009,8.33,7.91,8.454,12.9911,51.6559,5946407936,-0.0239,0.9244,8.02,8.18,42.086,0.0904,0.6451,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,172.25,254.411,65.7,43707.6016,374
9/2/09,8.13,672.356,7212967424,10651256,0.2214,-47.9973,8.17,7.86,8.421,33.2153,52.7074,6027967488,-0.0205,0.9242,8.13,8.02,42.4955,0.0932,0.6514,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,170.3,254.411,65.7,43707.6016,374
9/3/09,8.41,647.1818,7420572672,9879670,0.214,-46.2063,8.43,8.05,8.413,64.6172,55.2691,6235572736,-0.0151,0.9249,8.41,8.13,43.4055,0.1162,0.6654,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,176.5,254.411,65.7,43707.6016,374
9/4/09,8.6,631.0836,7561447424,7310753,0.2093,-44.991,8.61,8.13,8.405,76.0699,56.9077,6376447488,-0.0129,0.9253,8.6,8.41,44.1334,0.1117,0.6765,0.4103,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,177.19,254.411,65.7,43707.6016,374
9/8/09,8.65,645.4438,7598519808,5433174,0.2081,-44.6712,8.74,8.5,8.423,78.781,57.3332,6413519872,-0.0095,0.9249,8.65,8.6,44.9524,0.1126,0.6891,0.0256,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,176.6,254.411,65.7,43707.6016,374
9/9/09,8.81,632.0388,7717151232,6323424,0.2043,-43.6477,8.83,8.51,8.436,86.2554,58.6837,6532151296,-0.0071,0.9251,8.81,8.65,44.1334,0.1071,0.6765,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,173.08,254.411,65.7,43707.6016,374
9/10/09,9.25,597.9148,8043388416,7890191,0.1946,-40.8333,9.25,8.76,8.501,94.3969,62.0966,6858388480,0.001,0.9263,9.25,8.81,44.0424,0.1051,0.6751,-0.3811,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,173.47,254.411,65.7,43707.6016,374
9/11/09,9.34,591.3659,8110118400,9815131,0.1927,-40.2577,9.49,9.25,8.59,95.2586,62.7477,6925118464,0.0025,0.9261,9.34,9.25,44.4519,0.1051,0.6814,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,178.01,254.411,65.7,43707.6016,374
9/14/09,9.54,593.1877,8258407936,5687765,0.1887,-38.9784,9.54,9.05,8.693,96.8655,64.163,7073408000,0.0157,0.9268,9.54,9.34,43.2235,0.1009,0.6626,0.1123,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,182.58,254.411,65.7,43707.6016,374
9/15/09,9.7,581.3253,8377039872,6413969,0.1856,-37.9549,9.86,9.38,8.845,97.7717,65.2554,7192039424,0.0127,0.9273,9.7,9.54,44.0424,0.1079,0.6751,0.1854,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,184.72,254.411,65.7,43707.6016,374
9/16/09,9.88,564.6256,8510500352,11744338,0.1822,-36.8036,10.2,9.66,9.031,98.5024,66.4458,7325500416,0.0137,0.9275,9.88,9.7,43.178,0.1049,0.6619,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,183.29,254.411,65.7,43707.6016,374
9/17/09,9.7,576.6241,8377039872,11891626,0.1856,-37.9549,10.13,9.52,9.188,66.0271,64.1714,7192039424,0.0106,0.9276,9.7,9.88,43.9059,0.116,0.673,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,176.17,254.411,65.7,43707.6016,374
9/18/09,9.68,578.0648,8362210816,9068773,0.186,-38.0829,9.86,9.545,9.315,62.588,63.9199,7177210880,0.0086,0.9271,9.68,9.7,44.4974,0.1185,0.6821,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,181.71,254.411,65.7,43707.6016,374
9/21/09,9.77,580.3023,8428940800,7445411,0.1842,-37.5072,9.84,9.46,9.432,72.3199,64.5664,7243940864,0.0082,0.927,9.77,9.68,43.9514,0.1174,0.6737,0,6.9405,273000000,0.7924,3.4786,1.2476,39.6647,176.57,254.411,65.7,43707.6016,374
9/22/09,9.5,599.7169,8228750336,7929441,0.1895,-39.2342,9.92,9.48,9.517,33.3184,61.1654,7043750400,0.0051,0.9261,9.5,9.77,55.9548,0.116,0.6856,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,167.77,254.411,65.7,43707.6016,374
9/23/09,9.68,581.2576,8362210816,11431247,0.186,-38.0829,9.8799,9.59,9.604,56.6803,62.5267,7177210880,0.0106,0.9254,9.68,9.5,52.3994,0.1129,0.642,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,167.34,254.411,65.7,43707.6016,374
9/24/09,9.49,594.7729,8221335552,10325655,0.1897,-39.2982,9.78,9.48,9.628,36.4569,60.2216,7036335616,0.0084,0.9256,9.49,9.68,53.6234,0.1177,0.657,0.6849,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,168.59,254.411,65.7,43707.6016,374
9/25/09,9.65,583.3712,8339967488,7546580,0.1865,-38.2748,9.74,9.46,9.659,56.1981,61.4594,7154967040,0.0151,0.9253,9.65,9.49,52.9239,0.1162,0.6484,0.2039,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,170.06,254.411,65.7,43707.6016,374
9/28/09,9.78,586.919,8436355584,7140381,0.184,-37.4432,9.86,9.65,9.683,68.228,62.4417,7251355648,0.0159,0.9254,9.78,9.65,53.3902,0.1141,0.6541,0.1915,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,182.49,254.411,65.7,43707.6016,374
9/29/09,9.66,595.7816,8347381760,6115985,0.1863,-38.2108,9.96,9.62,9.679,49.4307,60.9581,7162381824,0.0164,0.9259,9.66,9.78,53.6234,0.1144,0.657,0.4453,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,182.99,254.411,65.7,43707.6016,374
9/30/09,9.6,594.5582,8439895040,7025887,0.1875,-38.5946,9.73,9.44,9.651,40.9659,60.2181,7117895168,0.0157,0.9259,9.6,9.66,56.6543,0.1285,0.6941,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,180.81,260.944,73.5,35468.8984,379
10/1/09,8.99,652.3896,7987612160,9370591,0.2002,-42.4964,9.55,8.97,9.58,11.3432,53.4,6665611776,0.0079,0.9287,8.99,9.6,56.0131,0.1253,0.6863,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,180.91,260.944,73.5,35468.8984,379
10/2/09,9.2,631.1899,8143315968,8953036,0.1957,-41.1531,9.3,8.79,9.532,35.4475,55.2062,6821316096,0.0111,0.9284,9.2,8.99,55.6051,0.1279,0.6813,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,184.42,260.944,73.5,35468.8984,379
10/5/09,9.08,653.098,8054342144,10858280,0.1982,-41.9207,9.18,8.52,9.463,28.748,53.9696,6732342272,0.0074,0.9272,9.08,9.2,55.8382,0.1298,0.6841,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,180.86,260.944,73.5,35468.8984,379
10/6/09,9.16,646.6165,8113657856,7816175,0.1965,-41.409,9.29,9,9.429,40.074,54.6699,6791657984,0.0058,0.9271,9.16,9.08,58.5194,0.1353,0.717,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,186.29,260.944,73.5,35468.8984,379
10/7/09,9.2,637.834,8143315968,6882774,0.1957,-41.1531,9.32,9.12,9.381,46.4572,55.0238,6821316096,0.0061,0.9271,9.2,9.16,55.1971,0.1153,0.6763,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,188.03,260.944,73.5,35468.8984,379
10/8/09,9.72,597.3961,8528868864,11587269,0.1852,-37.827,9.73,9.24,9.404,82.5996,59.2972,7206868480,0.0161,0.9282,9.72,9.2,53.9148,0.1104,0.6606,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,191.69,260.944,73.5,35468.8984,379
10/9/09,9.61,605.6567,8447309312,8113584,0.1873,-38.5306,9.73,9.19,9.4,68.0286,58.0894,7125309440,0.0141,0.9281,9.61,9.72,53.5651,0.1121,0.6563,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,194.09,260.944,73.5,35468.8984,379
10/12/09,9.54,593.9413,8395407872,6357631,0.1887,-38.9784,9.72,9.5,9.376,58.2244,57.3208,7073408000,0.0154,0.9279,9.54,9.61,53.9731,0.1156,0.6613,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,196.67,260.944,73.5,35468.8984,379
10/13/09,9.58,590.2823,8425065984,4802394,0.1879,-38.7225,9.64,9.35,9.368,62.8176,57.652,7103066112,0.0166,0.9278,9.58,9.54,51.5833,0.1056,0.632,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.06,260.944,73.5,35468.8984,379
10/14/09,10.04,558.0861,8766132224,12502689,0.1793,-35.7802,10.1,9.62,9.412,87.1635,61.2315,7444131840,0.0231,0.9294,10.04,9.58,52.1662,0.1059,0.6391,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,205.1,260.944,73.5,35468.8984,379
10/15/09,9.47,632.6624,8343506944,14951597,0.1901,-39.4261,10,9.36,9.46,39.3157,55.2456,7021506560,0.0111,0.9287,9.47,10.04,51.5251,0.1041,0.6313,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,207.47,260.944,73.5,35468.8984,379
10/16/09,9.25,650.755,8180388352,11141067,0.1946,-40.8333,9.47,9.17,9.465,29.8341,53.1703,6858388480,0.0076,0.929,9.25,9.47,51.2919,0.1168,0.6284,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,207.36,260.944,73.5,35468.8984,379
10/19/09,9.19,648.5911,8135901696,9716192,0.1959,-41.2171,9.23,8.97,9.476,27.155,52.6127,6813901312,0.0078,0.9284,9.19,9.25,50.4176,0.1144,0.6177,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,213.28,260.944,73.5,35468.8984,379
10/20/09,9.26,643.3684,8187802624,6957006,0.1944,-40.7694,9.32,9.13,9.486,37.0479,53.205,6865802752,0.0101,0.9282,9.26,9.19,49.485,0.1142,0.6063,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,212.21,260.944,73.5,35468.8984,379
10/21/09,8.85,679.5656,7883809280,12319406,0.2034,-43.3919,9.31,8.84,9.451,16.8925,49.4593,6561809408,0.0029,0.929,8.85,9.26,49.3685,0.1118,0.6049,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,210.31,260.944,73.5,35468.8984,379
10/22/09,8.95,665.1939,7957954048,9932116,0.2011,-42.7522,9.09,8.74,9.374,30.6881,50.3414,6635954176,0.0033,0.929,8.95,8.85,48.9605,0.1076,0.5999,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,206.1,260.944,73.5,35468.8984,379
10/23/09,8.84,674.7502,7880748544,11230557,0.2036,-43.4559,9.06,8.8,9.297,24.09,49.3611,6558748672,0.0019,0.929,8.84,8.95,48.3193,0.0965,0.592,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,208.26,260.944,73.5,35468.8984,379
10/26/09,8.8,671.2065,7851070976,9847998,0.2045,-43.7117,9.08,8.75,9.223,21.5613,49.0021,6529071104,0.0095,0.929,8.8,8.84,48.261,0.0957,0.5913,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,202.32,260.944,73.5,35468.8984,379
10/27/09,8.65,685.6583,7739780096,9042890,0.2081,-44.6712,8.89,8.59,9.13,13.5569,47.6576,6417779712,0.0081,0.9292,8.65,8.8,47.7947,0.0915,0.5856,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,208.05,260.944,73.5,35468.8984,379
10/28/09,8.49,691.9481,7621069824,11889250,0.212,-45.6946,8.71,8.47,8.975,8.505,46.2572,6299069440,0.0079,0.9292,8.49,8.65,48.7273,0.0919,0.597,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,200.99,260.944,73.5,35468.8984,379
10/29/09,8.47,693.9526,7606231040,8360616,0.2125,-45.8225,8.61,8.45,8.875,7.9496,46.0821,6284230656,0.0033,0.9278,8.47,8.49,50.4176,0.1098,0.6177,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.48,260.944,73.5,35468.8984,379
10/30/09,8.4,694.6511,7554294784,12284345,0.2143,-46.2703,8.57,8.29,8.79,5.9199,45.459,6232294912,0.0031,0.9269,8.4,8.47,52.8074,0.1115,0.647,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,206.83,260.944,73.5,35468.8984,379
11/2/09,8.29,699.7524,7472681472,11269924,0.2171,-46.9739,8.49,8.17,8.7,3.6957,44.4813,6150681600,-0.0028,0.9258,8.29,8.4,52.1662,0.082,0.6391,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,208.15,267.042,70.6,38591,395
11/3/09,8.28,700.9683,7465262080,7163317,0.2174,-47.0378,8.425,8.1,8.602,3.5156,44.3915,6143262208,-0.0032,0.9258,8.28,8.29,54.964,0.0974,0.6734,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.01,267.042,70.6,38591,395
11/4/09,8.2,704.0771,7405906944,8316193,0.2195,-47.5495,8.46,8.15,8.537,2.2182,43.6622,6083907072,-0.0053,0.9257,8.2,8.28,52.7491,0.0893,0.6463,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,198.23,267.042,70.6,38591,395
11/5/09,8.36,688.1077,7524617216,8411902,0.2153,-46.5261,8.45,8.24,8.478,53.5934,45.5143,6202617344,-0.0048,0.9258,8.36,8.2,53.3902,0.0917,0.6541,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.27,267.042,70.6,38591,395
11/6/09,8.65,660.8876,7739780096,13942370,0.2081,-44.6712,8.68,8.295,8.459,80.8905,48.678,6417779712,0.0075,0.9271,8.65,8.36,54.3811,0.1001,0.6663,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,203.61,267.042,70.6,38591,395
11/9/09,9.06,626.7166,8043975168,9786090,0.1987,-42.0486,9.08,8.7,8.485,91.4971,52.6952,6721975296,0.0112,0.9292,9.06,8.65,53.3902,0.0965,0.6541,-0.2201,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.08,267.042,70.6,38591,395
11/10/09,8.95,634.9461,7962361856,6552848,0.2011,-42.7522,9.04,8.75,8.515,74.7909,51.5747,6640361984,-0.0099,0.9316,8.95,9.06,52.8656,0.0927,0.6477,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,197.48,267.042,70.6,38591,395
11/11/09,9.43,603.1339,8318493184,15572472,0.1909,-39.682,9.5,8.98,8.609,88.5158,55.8156,6996493312,-0.0001,0.9323,9.43,8.95,51.9331,0.0915,0.6363,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,194.99,267.042,70.6,38591,395
11/12/09,9.05,618.6482,8036555776,11939155,0.1989,-42.1126,9.41,9.04,8.667,53.7591,52.0803,6714555904,-0.0062,0.9332,9.05,9.43,52.4576,0.1018,0.6427,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,201.58,267.042,70.6,38591,395
11/13/09,9.16,603.0993,8118169088,9165651,0.1965,-41.409,9.4,9.07,8.743,60.4947,53.0218,6796169216,-0.0018,0.9345,9.16,9.05,53.2736,0.0961,0.6527,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,205.23,267.042,70.6,38591,395
11/16/09,9.33,590.5836,8244299264,9393328,0.1929,-40.3216,9.55,9.22,8.847,70.4671,54.4524,6922298880,0.004,0.9347,9.33,9.16,52.1079,0.0884,0.6384,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,204.24,267.042,70.6,38591,395
11/17/09,9.16,603.2617,8118169088,6968482,0.1965,-41.409,9.34,9.16,8.935,51.1132,52.7894,6796169216,0.0044,0.9336,9.16,9.33,53.0405,0.0926,0.6499,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,198.89,267.042,70.6,38591,395
11/18/09,9.07,610.1824,8051394560,5797885,0.1985,-41.9847,9.26,9.02,9.022,41.9612,51.9209,6729394688,0.0025,0.9336,9.07,9.16,52.3994,0.0953,0.642,0.4453,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,197.19,267.042,70.6,38591,395
11/19/09,8.91,584.8538,7932684288,4362994,0.202,-43.0081,9.04,8.81,9.077,28.4006,50.3962,6610684416,0.0014,0.9338,8.91,9.07,53.6234,0.0992,0.657,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,197.49,267.042,70.6,38591,395
11/20/09,9,550.3366,7999458816,5549917,0.2,-42.4324,9.1,8.84,9.112,43.741,51.2296,6677458944,0.0078,0.934,9,8.91,54.4977,0.1078,0.6677,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,194.72,267.042,70.6,38591,395
11/23/09,9.14,539.2786,8103330304,6066036,0.1969,-41.5369,9.22,9.1,9.12,62.4921,52.5135,6781330432,0.0018,0.9354,9.14,9,54.8474,0.1097,0.672,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,199.01,267.042,70.6,38591,395
11/24/09,8.94,549.0851,7954942464,6342362,0.2013,-42.8162,9.15,8.82,9.119,36.4553,50.547,6632942592,-0.0015,0.9351,8.94,9.14,55.4302,0.1145,0.6791,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,196.22,267.042,70.6,38591,395
11/25/09,9.1,538.1176,8073652736,5536206,0.1978,-41.7928,9.18,8.91,9.086,57.636,52.0335,6751652864,0.0012,0.9353,9.1,8.94,59.6269,0.1331,0.7306,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,205.19,267.042,70.6,38591,395
11/27/09,8.99,545.5294,7992039424,3684152,0.2002,-42.4964,9.07,8.76,9.08,42.8923,50.9444,6670039552,0.004,0.9356,8.99,9.1,58.8691,0.1241,0.7213,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,206.3,267.042,70.6,38591,395
11/30/09,9.2,515.0547,8147846656,11170564,0.1957,-41.1531,9.26,8.9,9.084,67.0381,52.8917,6825846784,0.0036,0.9345,9.2,8.99,58.8691,0.1296,0.7213,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,202.14,273.984,67.4,25096.4004,405
12/1/09,9.35,500.5837,8259138048,11216133,0.1925,-40.1937,9.39,9.1,9.086,77.3148,54.2341,6937137664,0.0094,0.9344,9.35,9.2,59.6269,0.1324,0.7306,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,203.45,273.984,67.4,25096.4004,405
12/2/09,9.41,490.9936,8303654400,10963611,0.1913,-39.8099,9.5,9.25,9.111,80.8897,54.7674,6981654528,0.0105,0.9344,9.41,9.35,59.5686,0.1303,0.7298,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,199.93,273.984,67.4,25096.4004,405
12/3/09,9.51,485.278,8377848320,8600078,0.1893,-39.1703,9.565,9.3,9.155,86.2907,55.6584,7055848448,0.0141,0.934,9.51,9.41,63.532,0.1522,0.7784,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,198.6,273.984,67.4,25096.4004,405
12/4/09,10.23,456.5942,8912045056,33019298,0.176,-34.5649,10.27,9.61,9.287,96.6169,61.3315,7590045184,0.0261,0.9353,10.23,9.51,63.5903,0.1574,0.7791,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,197.59,273.984,67.4,25096.4004,405
12/7/09,10.1,462.8385,8815592448,10669069,0.1782,-35.3964,10.13,9.92,9.397,80.2467,59.9,7493592576,0.0224,0.9361,10.1,10.23,62.6577,0.1577,0.7677,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,191.68,273.984,67.4,25096.4004,405
12/8/09,10.1,458.2141,8815592448,9842997,0.1782,-35.3676,10.31,9.96,9.493,80.2467,59.9,7493592576,0.0265,0.9361,10.1,10.1,65.2806,0.1716,0.7998,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,191.29,273.984,67.4,25096.4004,405
12/9/09,10.23,441.8739,8912045056,9447888,0.176,-34.5357,10.24,9.94,9.622,85.6987,60.8772,7590045184,0.0283,0.9362,10.23,10.1,65.8052,0.1758,0.8063,0,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,193.85,273.984,67.4,25096.4004,405
12/10/09,10.22,437.8198,8904625152,8728221,0.1761,-34.5997,10.4,10.2,9.734,83.0537,60.7594,7582625792,0.027,0.9361,10.22,10.23,65.5138,0.1746,0.8027,0.5914,7.0316,184000000,0.8198,-0.6002,0.8577,40.6687,194.07,273.984,67.4,25096.4004,405
