Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price1,Last Price2,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Sales Ratio,SENTIMENT,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital,Mid Price,"CPSTAIRF Index : Airfare Index (U.S. BLS, Mth. rels) 291.74","CONSSENT Index : U.S. Consumer Confidence (UofM, Mth. rels) 94.30","BRAIRNAV Index : Domestic Airline Traffic (RPMs) 53,854.70",ARTTNADM Index : USA Domestic 411.23 [Non-Premium / Premium DataNon-PremiumAverage Fare ($
2/11/11,12.39,139.2208,9104311296,6762915,0.1453,-20.5945,12.51,12.23,11.984,89.7362,46.1695,9262311424,0.0233,1.0721,12.39,12.31,16.3311,0.0334,0.7315,0.0084,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,282.9,301.088,74.2,24573.5996,404
2/14/11,12.19,138.4909,8954799104,6202816,0.1477,-21.8762,12.46,12.18,12.018,44.8803,43.8998,9112799232,0.0143,1.0736,12.19,12.39,16.0699,0.031,0.7198,0.4497,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,286.48,301.088,74.2,24573.5996,404
2/15/11,12.37,137.0497,9089359872,6139288,0.1455,-20.7226,12.46,12.105,12.07,67.0891,46.3551,9247360000,0.018,1.073,12.37,12.19,16.1662,0.0223,0.7242,0.177,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,282.87,301.088,74.2,24573.5996,404
2/16/11,12.38,136.9644,9096836096,4586764,0.1454,-20.6585,12.49,12.27,12.151,68.1582,46.4897,9254836224,0.0168,1.0727,12.38,12.37,16.2074,0.0313,0.726,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,282.79,301.088,74.2,24573.5996,404
2/17/11,12.5,135.9934,9186543616,5546019,0.144,-19.8895,12.52,12.3,12.233,79.9073,48.106,9344543744,0.018,1.0728,12.5,12.38,16.2624,0.0216,0.7285,0.2873,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,291.87,301.088,74.2,24573.5996,404
2/18/11,12.57,135.4382,9238873088,5688194,0.1432,-19.4409,12.58,12.4,12.318,84.8112,49.035,9396873216,0.026,1.0723,12.57,12.5,16.0974,0.0219,0.7211,-0.0208,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,306.99,301.088,74.2,24573.5996,404
2/22/11,11.88,144.1366,8723054592,13782312,0.1515,-23.863,12.44,11.84,12.304,18.4027,41.4659,8881053696,0.0117,1.0851,11.88,12.57,15.905,0.017,0.7125,-0.1924,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,305.23,301.088,74.2,24573.5996,404
2/23/11,11.69,145.8352,8581017088,12486760,0.154,-25.0806,11.98,11.48,12.255,13.9054,39.7194,8739016704,0.0098,1.0856,11.69,11.88,16.1937,0.0283,0.7254,0.2076,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,310.09,301.088,74.2,24573.5996,404
2/24/11,11.76,145.1997,8633346048,10794778,0.1531,-24.632,11.96,11.55,12.204,24.1493,40.6717,8791346176,0.0152,1.0935,11.76,11.69,16.2212,0.0276,0.7266,-0.009,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,309.21,301.088,74.2,24573.5996,404
2/25/11,11.79,144.9306,8655773696,7791227,0.1527,-24.4398,11.93,11.65,12.152,29.5388,41.0844,8813773824,0.0271,1.087,11.79,11.76,16.1799,0.0215,0.7248,0.0296,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,321.85,301.088,74.2,24573.5996,404
2/28/11,11.83,143.9145,8685675520,5626484,0.1522,-24.1834,11.92,11.745,12.096,38.3061,41.6443,8843675648,0.0262,1.0842,11.83,11.79,17.4034,0.0349,0.7796,0.0534,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,326.77,304.572,77.5,36450.6016,445
3/1/11,11.71,144.7221,8595968000,11497639,0.1537,-24.9236,11.89,11.65,12.048,24.5564,40.4513,8753968128,0.0279,1.0832,11.71,11.83,16.9222,0.0254,0.758,0.2751,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,325.93,304.572,77.5,36450.6016,445
3/2/11,11.57,146.0035,8491309568,8665843,0.1556,-25.8212,11.81,11.54,11.968,15.0824,39.0995,8649309184,0.0251,1.0832,11.57,11.71,17.1834,0.0061,0.7697,0.2643,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,329.93,304.572,77.5,36450.6016,445
3/3/11,11.78,144.1073,8648297472,8398175,0.1528,-24.4748,11.97,11.64,11.908,54.5424,42.1019,8806297600,0.0344,1.0802,11.78,11.57,17.4859,0.0099,0.7833,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,322.9,304.572,77.5,36450.6016,445
3/4/11,11.8,143.9191,8663248896,11081583,0.1525,-24.3466,11.81,11.55,11.838,57.3722,42.3817,8821249024,0.0412,1.0847,11.8,11.78,17.046,-0.0004,0.7636,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,320.11,304.572,77.5,36450.6016,445
3/7/11,11.77,144.5688,8640822272,8126383,0.1529,-24.539,11.88,11.69,11.758,50.3236,42.0662,8798822400,0.0321,1.0885,11.77,11.8,17.0185,0.0011,0.7623,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,325.07,304.572,77.5,36450.6016,445
3/8/11,12.66,143.2456,9306153984,18789404,0.1422,-18.8329,12.68,11.8,11.836,92.3187,52.8409,9464154112,0.0442,1.0925,12.66,11.77,16.5236,0.0015,0.7402,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,320.49,304.572,77.5,36450.6016,445
3/9/11,12.31,146.1511,9044506624,12363741,0.1462,-21.0768,12.56,12.14,11.898,61.6002,49.1241,9202506752,0.0388,1.0931,12.31,12.66,16.2899,0.0042,0.7297,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,328.9,304.572,77.5,36450.6016,445
3/10/11,12.5,145.4843,9186543616,11973645,0.144,-19.8587,12.65,12.15,11.972,69.7865,51.0574,9344543744,0.0489,1.0958,12.5,12.31,16.771,0.0103,0.7513,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,331.38,304.572,77.5,36450.6016,445
3/11/11,12.72,143.6837,9351007232,8771135,0.1415,-18.4482,12.81,12.53,12.065,77.9507,53.1881,9509007360,0.0516,1.0963,12.72,12.5,16.881,0.001,0.7562,0.0343,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,326.38,304.572,77.5,36450.6016,445
3/14/11,12.4,148.4118,9111787520,8473917,0.1452,-20.4998,12.65,12.39,12.122,49.039,49.9181,9269786624,0.0545,1.1027,12.4,12.72,16.936,0.0034,0.7586,-0.0136,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,330.18,304.572,77.5,36450.6016,445
3/15/11,12.38,148.683,9096836096,9477870,0.1454,-20.6281,12.54,12.01,12.189,47.3912,49.7204,9254836224,0.0568,1.1016,12.38,12.4,17.0735,0.005,0.7648,0.1952,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,339.74,304.572,77.5,36450.6016,445
3/16/11,12.02,151.8232,8827712512,8972723,0.1498,-22.9361,12.36,11.9599,12.234,24.8474,46.3065,8985712640,0.0552,1.1029,12.02,12.38,17.2384,0.0049,0.7722,0.2184,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,337.43,304.572,77.5,36450.6016,445
3/17/11,11.85,153.3747,8700626944,6906759,0.1519,-24.026,12.25,11.81,12.241,18.5852,44.8037,8858627072,0.0471,1.0951,11.85,12.02,17.4309,0.0032,0.7808,0,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,336.25,304.572,77.5,36450.6016,445
3/18/11,12.2,151.4769,8962274304,9771076,0.1475,-21.7821,12.28,11.99,12.281,54.2183,48.3722,9120274432,0.0542,1.0982,12.2,11.85,17.2934,0.0177,0.7747,-0.1412,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,338.62,304.572,77.5,36450.6016,445
3/21/11,12.28,151.27,9022080000,6609114,0.1466,-21.2692,12.36,12.16,12.332,60.1918,49.1496,9180079104,0.0551,1.0968,12.28,12.2,17.1972,0.0145,0.7703,0.0707,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,339.38,304.572,77.5,36450.6016,445
3/22/11,12.32,150.9158,9051981824,6980505,0.1461,-21.0127,12.42,12.23,12.298,63.7402,49.5425,9209981952,0.0565,1.0965,12.32,12.28,17.6096,0.0183,0.7888,0.1218,8.3445,376000000,1.1295,4.2068,5.5502,35.1461,340.47,304.572,77.5,36450.6016,445
3/23/11,12.42,150.057,9126737920,6636520,0.1449,-20.3716,12.5,12.1,12.309,72.8241,50.5312,9284738048,0.0573,1.0966,12.42,12.32,17.3144,0.0131,0.7496,0.3879,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,334.98,304.572,77.5,36450.6016,445
3/24/11,12.54,149.0479,9216446464,6369044,0.1435,-19.6022,12.61,12.42,12.313,81.2702,51.7059,9374445568,0.0564,1.0971,12.54,12.42,17.3692,0.0122,0.752,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,324.49,304.572,77.5,36450.6016,445
3/25/11,12.68,147.8963,9321104384,5820580,0.142,-18.7047,12.88,12.55,12.309,87.8684,53.0514,9479104512,0.053,1.0951,12.68,12.54,17.0813,0.0172,0.7395,0.2421,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,321.15,304.572,77.5,36450.6016,445
3/28/11,12.58,149.3061,9246348288,3338559,0.1431,-19.3458,12.81,12.57,12.327,63.7908,51.9813,9404348416,0.0432,1.0983,12.58,12.68,16.7249,0.0086,0.7241,0.5115,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,323.46,304.572,77.5,36450.6016,445
3/29/11,12.51,149.8294,9194018816,4235074,0.1439,-19.7946,12.7,12.51,12.34,49.5377,51.2329,9352018944,0.0405,1.0974,12.51,12.58,16.6564,0.0063,0.7211,-0.0141,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,326.98,304.572,77.5,36450.6016,445
3/30/11,12.81,147.3355,9418288128,5245780,0.1405,-17.8712,12.85,12.56,12.419,79.2878,54.1589,9576288256,0.0435,1.0983,12.81,12.51,16.1765,-0.013,0.7004,0.1984,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,327.95,304.572,77.5,36450.6016,445
3/31/11,12.63,148.8215,8309726720,5919830,0.1425,-19.0252,12.73,12.48,12.497,51.8019,52.2144,9441726464,0.0391,1.0974,12.63,12.81,16.012,-0.0172,0.6932,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,329.14,306.515,67.5,51399.1016,460
4/1/11,12.67,148.4648,8339629056,4962865,0.1421,-18.7688,12.87,12.61,12.544,56.7945,52.6056,9471629312,0.0392,1.0979,12.67,12.63,16.1491,-0.0048,0.6992,0.6345,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,330.25,306.515,67.5,51399.1016,460
4/4/11,12.46,150.891,8182641152,12910185,0.1445,-20.1152,12.47,12.16,12.562,31.2793,50.3663,9314640896,0.0161,1.0913,12.46,12.67,16.2314,-0.0017,0.7027,0.5583,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,328.25,306.515,67.5,51399.1016,460
4/5/11,12.2,152.8636,7988274176,11452728,0.1475,-21.7821,12.49,12.14,12.55,17.0521,47.7624,9120274432,0.0119,1.0915,12.2,12.46,16.108,-0.0049,0.6974,-0.258,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,329.73,306.515,67.5,51399.1016,460
4/6/11,12.15,153.3301,7950896128,7821485,0.1481,-22.1027,12.3,12.04,12.523,15.0743,47.2762,9082896384,0.0106,1.0914,12.15,12.2,15.9024,-0.0093,0.6885,0.2477,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,340.97,306.515,67.5,51399.1016,460
4/7/11,11.8,156.5187,7689248768,11223334,0.1525,-24.3466,12.2,11.8,12.449,6.7968,44.0303,8821249024,0.0178,1.0788,11.8,12.15,15.9435,-0.0123,0.6903,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,333.75,306.515,67.5,51399.1016,460
4/8/11,11.68,157.6557,7599541248,11773472,0.1541,-25.116,11.93,11.6,12.349,5.3,42.9835,8731541504,0.012,1.0764,11.68,11.8,15.8338,-0.0017,0.6855,0.079,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,325.64,306.515,67.5,51399.1016,460
4/11/11,11.78,158.622,7674297856,8292472,0.1528,-24.4748,11.82,11.61,12.269,25.741,44.1286,8806297600,0.0142,1.0722,11.78,11.68,15.8612,-0.0029,0.6867,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,328.53,306.515,67.5,51399.1016,460
4/12/11,11.84,158.0947,7719151616,9101411,0.152,-24.0902,11.98,11.71,12.202,37.8204,44.8164,8851151872,0.0171,1.071,11.84,11.78,15.9435,-0.0033,0.6903,0.4868,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,327.15,306.515,67.5,51399.1016,460
4/13/11,11.75,158.9472,7651870720,6012317,0.1532,-24.6672,11.9,11.69,12.096,27.687,43.9763,8783870976,0.0155,1.071,11.75,11.84,15.5048,-0.0033,0.6713,0.0158,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,331.05,306.515,67.5,51399.1016,460
4/14/11,11.6,160.4097,7539736576,9513180,0.1552,-25.6289,11.76,11.57,11.993,16.5807,42.5995,8671736832,0.0104,1.0736,11.6,11.75,15.779,0.0193,0.6832,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,328.16,306.515,67.5,51399.1016,460
4/15/11,11.63,160.0652,7565363200,7279717,0.1548,-25.4365,11.7,11.56,11.889,25.5412,42.9689,8697363456,0.0033,1.0691,11.63,11.6,16.012,0.02,0.6932,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,326.35,306.515,67.5,51399.1016,460
4/18/11,11.55,160.1301,7505536000,5130035,0.1558,-25.9494,11.66,11.5,11.798,17.8652,42.2193,8637536256,0.0128,1.0914,11.55,11.63,16.1354,0.0202,0.6986,0.0749,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,332.89,306.515,67.5,51399.1016,460
4/19/11,11.57,159.9904,7520493056,7260493,0.1556,-25.8212,11.65,11.5,11.735,26.1842,42.4788,8652492800,0.0119,1.0911,11.57,11.55,16.1903,0.0155,0.701,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,330.92,306.515,67.5,51399.1016,460
4/20/11,11.63,159.3979,7565363200,6720576,0.1548,-25.4365,11.8,11.56,11.683,49.2948,43.2696,8697363456,0.01,1.0898,11.63,11.57,16.108,0.0151,0.6974,0.0867,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,331.2,306.515,67.5,51399.1016,460
4/21/11,11.31,158.4724,7326054912,15212546,0.1592,-27.4882,11.63,11.31,11.634,14.0654,40.2192,8458054656,-0.0047,1.0774,11.31,11.63,15.9161,0.0261,0.6891,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,334.61,306.515,67.5,51399.1016,460
4/25/11,11.51,154.8137,7475622400,13674611,0.1564,-26.2059,11.66,11.3,11.617,48.5422,42.8252,8607622144,0.0194,1.0682,11.51,11.31,15.8201,0.0253,0.6849,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,339.34,306.515,67.5,51399.1016,460
4/26/11,11.68,153.2037,7602755072,11782018,0.1541,-25.116,11.82,11.57,11.607,65.9564,44.9359,8734754816,0.0202,1.0687,11.68,11.51,15.9572,0.0291,0.6909,0.0954,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,339.91,306.515,67.5,51399.1016,460
4/27/11,11.77,150.8056,7670060544,10049610,0.1529,-24.539,11.82,11.61,11.6,73.1675,46.0272,8802060288,0.0204,1.0687,11.77,11.68,16.3273,0.0309,0.7069,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,342.46,306.515,67.5,51399.1016,460
4/28/11,11.81,150.4267,7699974144,6776932,0.1524,-24.2825,11.85,11.65,11.606,76.4877,46.5145,8831974400,0.0176,1.0692,11.81,11.77,16.6015,0.0338,0.7188,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,341.96,306.515,67.5,51399.1016,460
4/29/11,11.75,150.9859,7655104000,12518064,0.1532,-24.6672,11.94,11.65,11.621,59.8302,45.8718,8787103744,0.0141,1.0664,11.75,11.81,16.4507,0.0291,0.7122,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,335.83,306.515,67.5,51399.1016,460
5/2/11,11.61,152.9281,7550406656,22725108,0.155,-25.5648,11.97,11.59,11.619,33.9514,44.3912,8682406912,0.0157,1.0629,11.61,11.75,16.5878,0.0289,0.7182,0.5595,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,331.05,302.541,69.8,43825,443
5/3/11,11.54,153.3312,7498057728,23050978,0.156,-26.0136,11.61,11.37,11.618,25.6353,43.6623,8630057984,0.0152,1.063,11.54,11.61,16.6427,0.0309,0.7206,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,304.94,302.541,69.8,43825,443
5/4/11,11.64,151.1432,7572841472,9964139,0.1546,-25.3724,11.66,11.49,11.625,51.2323,44.9971,8704841728,0.0186,1.0617,11.64,11.54,16.6427,0.0307,0.7206,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,303.07,302.541,69.8,43825,443
5/5/11,11.91,148.5499,7776187904,16862892,0.1511,-23.6414,11.94,11.62,11.653,79.6296,48.4108,8908187648,0.0228,1.0588,11.91,11.64,16.5467,0.0302,0.7164,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,314.68,302.541,69.8,43825,443
5/6/11,12.11,146.7073,7925779456,15927846,0.1486,-22.3591,12.16,11.78,11.733,87.6318,50.753,9057779712,0.0269,1.061,12.11,11.91,16.6427,0.0334,0.7206,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,318.87,302.541,69.8,43825,443
5/9/11,12,145.1199,7843504128,7632983,0.15,-23.0644,12.19,11.96,11.782,66.1827,49.475,8975504384,0.0319,1.0572,12,12.11,16.7523,0.0361,0.7253,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,308.83,302.541,69.8,43825,443
5/10/11,12.1,144.1246,7918300160,9987992,0.1488,-22.4232,12.25,12.06,11.824,74.6453,50.6438,9050300416,0.0317,1.0571,12.1,12,16.8209,0.0352,0.7283,0.1248,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,311.87,302.541,69.8,43825,443
5/11/11,12.14,137.7255,8479164928,8022513,0.1483,-22.1668,12.18,11.97,11.861,77.9553,51.1118,9611164672,0.035,1.0551,12.14,12.1,16.9991,0.0395,0.736,0.3601,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,314.72,302.541,69.8,43825,443
5/12/11,12.14,137.7255,8479164928,7554764,0.1483,-22.1668,12.2,12.06,11.894,77.9553,51.1118,9611164672,0.0346,1.0548,12.14,12.14,16.8209,0.0435,0.7283,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,307.94,302.541,69.8,43825,443
5/13/11,12.07,137.2909,8423746048,8545138,0.1491,-22.6156,12.14,11.96,11.926,51.4888,50.22,9555745792,0.036,1.0534,12.07,12.14,16.6427,0.0474,0.7206,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,302.26,302.541,69.8,43825,443
5/16/11,12.14,137.6266,8479164928,12802285,0.1483,-22.1668,12.25,12.04,11.979,67.8577,51.1026,9611164672,0.0386,1.0533,12.14,12.07,16.4096,0.042,0.7105,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,314.09,302.541,69.8,43825,443
5/17/11,12.22,136.8712,8542500352,9187896,0.1473,-21.6539,12.3,12.095,12.047,79.6367,52.1064,9674500096,0.0399,1.0532,12.22,12.14,16.2314,0.0373,0.7027,-0.0149,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,309.97,302.541,69.8,43825,443
5/18/11,12.27,136.4509,8582085120,10003328,0.1467,-21.3333,12.3,12.1,12.11,84.8438,52.7338,9714084864,0.0388,1.0527,12.27,12.22,16.1628,0.0347,0.6998,0.0641,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,311.33,302.541,69.8,43825,443
5/19/11,12.4,134.0314,8685004800,11212124,0.1452,-20.4998,12.44,12.24,12.159,92.4115,54.3425,9817005056,0.0412,1.0527,12.4,12.27,16.2177,0.0322,0.7022,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,304.71,302.541,69.8,43825,443
5/20/11,12.27,132.2134,8582085120,7359995,0.1467,-21.3333,12.4,12.26,12.175,52.8376,52.4943,9714084864,0.0439,1.0518,12.27,12.4,16.2177,0.0279,0.7022,0.4453,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,309.47,302.541,69.8,43825,443
5/23/11,12.14,134.1286,8479164928,5495440,0.1483,-22.1668,12.28,12.11,12.189,32.1719,50.7101,9611164672,0.047,1.0492,12.14,12.27,15.8887,0.0273,0.6879,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,315.78,302.541,69.8,43825,443
5/24/11,11.97,135.6279,8344577024,5956970,0.1504,-23.2567,12.18,11.94,12.176,18.2051,48.4811,9476577280,0.0443,1.0494,11.97,12.14,15.8612,0.0196,0.6867,0.4285,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,311.29,302.541,69.8,43825,443
5/25/11,11.84,136.7686,8241656832,9102339,0.152,-24.0902,12.04,11.78,12.146,12.1531,46.8519,9373657088,0.0414,1.049,11.84,11.97,15.8475,0.0208,0.6861,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,309.05,302.541,69.8,43825,443
5/26/11,11.79,136.1904,8202072064,7639661,0.1527,-24.4107,11.9,11.72,12.111,10.1974,46.2337,9334072320,0.0397,1.0487,11.79,11.84,15.3951,0.0216,0.6665,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,315.51,302.541,69.8,43825,443
5/27/11,11.83,135.8334,8233739776,6253109,0.1522,-24.1543,11.92,11.78,12.087,24.7323,46.8144,9365739520,0.0451,1.0428,11.83,11.79,15.5459,0.0257,0.6731,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,310.25,302.541,69.8,43825,443
5/31/11,11.83,135.6592,8233739776,6662291,0.1522,-24.1543,11.93,11.76,12.056,24.7323,46.8144,9365739520,0.046,1.0453,11.83,11.83,15.1895,0.02,0.6576,0.2014,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,313.77,292.694,74.3,50937.6992,448
6/1/11,11.59,137.8147,8043732992,8927390,0.1553,-25.693,11.92,11.53,11.993,7.7652,43.7782,9175733248,0.0468,1.0443,11.59,11.83,15.1484,0.0196,0.6559,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,315.05,292.694,74.3,50937.6992,448
6/2/11,11.57,136.457,8027899392,6954251,0.1556,-25.8212,11.71,11.54,11.923,7.1519,43.5348,9159899136,0.0426,1.0441,11.57,11.59,14.9839,0.0263,0.6487,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,311.12,292.694,74.3,50937.6992,448
6/3/11,11.56,136.5423,8019982336,8744613,0.1557,-25.8853,11.66,11.425,11.839,6.7519,43.41,9151982592,0.0436,1.0437,11.56,11.57,14.9839,0.0313,0.6487,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,318.58,292.694,74.3,50937.6992,448
6/6/11,11.23,137.7925,7758723072,10633467,0.1603,-27.9722,11.58,11.2,11.735,1.7918,39.5393,8890723328,0.0457,1.0498,11.23,11.56,15.2032,0.0313,0.6582,0.4209,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,319.37,292.694,74.3,50937.6992,448
6/7/11,11.34,136.8256,7845809664,8038801,0.1587,-27.2667,11.42,11.27,11.655,28.1742,41.3428,8977809408,0.0478,1.0496,11.34,11.23,14.7645,0.0318,0.6392,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,323.31,292.694,74.3,50937.6992,448
6/8/11,11.08,139.3159,7639969280,8569937,0.1625,-28.9343,11.44,11.05,11.566,14.4302,38.5324,8771969024,0.0439,1.0507,11.08,11.34,14.7645,0.0305,0.6392,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,320.76,292.694,74.3,50937.6992,448
6/9/11,11.05,139.6136,7616218112,12535061,0.1629,-29.1267,11.15,10.97,11.487,13.3067,38.2222,8748218368,0.0429,1.05,11.05,11.08,14.9976,0.0227,0.6493,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,320.83,292.694,74.3,50937.6992,448
6/10/11,10.93,140.8097,7521214976,7461768,0.1647,-29.8964,11.1,10.88,11.401,9.0698,36.9902,8653214720,0.0478,1.0483,10.93,11.05,15.1347,0.0216,0.6553,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,322.71,292.694,74.3,50937.6992,448
6/13/11,10.93,142.946,7521214976,8584879,0.1647,-29.8964,11.155,10.89,11.311,9.0698,36.9902,8653214720,0.0493,1.0505,10.93,10.93,15.2992,0.0216,0.6624,0.0245,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,308.23,292.694,74.3,50937.6992,448
6/14/11,11.09,141.3255,7647886336,5141541,0.1623,-28.8701,11.18,11.02,11.237,53.4934,39.7607,8779886592,0.0494,1.0506,11.09,10.93,15.1073,0.0201,0.6541,0.3573,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,310.51,292.694,74.3,50937.6992,448
6/15/11,10.77,144.5701,7394544128,13328810,0.1671,-30.9226,11.03,10.68,11.155,21.6956,36.4453,8526543872,0.0471,1.0529,10.77,11.09,15.6419,0.0403,0.6772,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,308.58,292.694,74.3,50937.6992,448
6/16/11,10.77,144.5701,7394544128,9247157,0.1671,-30.9226,10.92,10.68,11.075,21.6956,36.4453,8526543872,0.0454,1.0537,10.77,10.77,15.5734,0.0406,0.6743,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,304.2,292.694,74.3,50937.6992,448
6/17/11,10.94,142.8183,7529132032,13043155,0.1645,-29.8322,11.02,10.85,11.013,54.222,39.3218,8661132288,0.0416,1.0548,10.94,10.77,15.6145,0.0479,0.676,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,298.25,292.694,74.3,50937.6992,448
6/20/11,11.04,144.1945,7608301568,6692461,0.163,-29.1908,11.2,10.91,10.994,66.5002,40.9482,8740301824,0.0464,1.0521,11.04,10.94,15.6693,0.0477,0.6784,0,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,305.49,292.694,74.3,50937.6992,448
6/21/11,11.16,143.007,7703304704,4544028,0.1613,-28.4212,11.18,11.005,10.976,77.4074,42.8498,8835304448,0.0457,1.0515,11.16,11.04,15.6145,0.0456,0.676,0.6631,8.8066,269000000,1.0893,0.1611,6.3881,33.5988,287.92,292.694,74.3,50937.6992,448
6/22/11,11.02,142.8,7592467456,4982755,0.1633,-29.3191,11.21,11.02,10.97,49.3108,41.2467,8724467712,0.0445,1.052,11.02,11.16,19.5466,0.0414,0.638,0.2407,8.9577,383000000,0.8956,3.8926,4.943,37.0124,284.53,292.694,74.3,50937.6992,448
6/23/11,11.41,140.8334,7901228032,13076683,0.1578,-26.8177,11.47,10.94,11.006,79.8588,46.9644,9033228288,0.0561,1.0507,11.41,11.02,19.9231,0.0397,0.6503,0,8.9577,383000000,0.8956,3.8926,4.943,37.0124,286.37,292.694,74.3,50937.6992,448
