Date,Last Price,Bloomberg Issuer Default Risk Implied CDS Spread,Enterprise Value,Volume,Dividend Indicated Yld - Gross,Cumulative Total Return,High Price,Low Price,Moving Average 10 Day,RSI 3 Day,RSI 30 Day,Current Market Cap,Overridable Alpha,Overridable Adjusted Beta,Last Price,Price Earnings Ratio,Alpha for Beta Plus Minus,Price to Free Cash Flow,Price to Sales Ratio,News Sentiment - Daily Average,Twitter Sentiment Daily Average,Book Value per Share,EBITDA,Quick Ratio,Profit Margin,Return on Invested Capital,Total Debts to Total Capital
7/8/2014,105.72,11.6821,2.85E+11,6268373,2.6485,123.2605,106.25,105.52,105.537,45.4337,62.117,2.99E+11,0.0377,0.8009,105.72,17.2714,0.0346,17.8892,3.8513,0.0632,,,,,,,
7/9/2014,106.04,11.6669,2.85E+11,5721371,2.6405,123.9363,106.21,105.72,105.682,57.8252,62.8813,3.00E+11,0.0376,0.8009,106.04,17.5175,0.0341,18.1441,3.9061,0.1585,,,,,,,
7/10/2014,105.8,11.6792,2.85E+11,4955123,2.6465,123.4294,106,104.52,105.686,46.0584,61.9121,2.99E+11,0.0361,0.8025,105.8,17.4263,0.0328,18.0497,3.8858,0.0943,,,,,,,
7/11/2014,105.1,11.7129,2.83E+11,5464127,2.6641,121.9512,106.009,104.86,105.631,24.366,59.161,2.97E+11,0.0346,0.8023,105.1,17.6327,0.0344,18.2635,3.9318,0.6871,,,,,,,
7/14/2014,105.38,11.924,2.84E+11,7786696,2.6571,122.5425,105.49,105.11,105.67,41.0301,59.8983,2.98E+11,0.0343,0.8016,105.38,17.5846,0.0328,18.2136,3.9211,,,,,,,,
7/15/2014,103.28,11.9862,2.78E+11,14224802,2.7111,118.1077,105.47,102.77,105.536,11.7948,52.5384,2.92E+11,0.0304,0.803,103.28,17.5863,0.0328,18.2154,3.9215,0.2447,,,,,,,
7/16/2014,102.22,12.0617,2.75E+11,11947879,2.7392,115.8692,103.67,101.95,105.171,7.6615,49.3708,2.89E+11,0.0278,0.8017,102.22,17.5708,0.0322,18.1994,3.918,0.6056,,,,,,,
7/17/2014,100.37,12.1937,2.69E+11,11226538,2.7897,111.9623,102.1,100.26,104.622,3.9958,44.5241,2.84E+11,0.025,0.8047,100.37,17.5708,0.0336,18.1994,3.918,0.0408,,,,,,,
7/18/2014,101.8,12.8306,2.74E+11,8408731,2.7505,114.9822,101.96,100.37,104.218,38.2513,48.5619,2.88E+11,0.0261,0.8063,101.8,17.545,0.034,18.1726,3.9123,0.1239,,,,,,,
7/21/2014,101.27,12.5845,2.72E+11,6386413,2.7649,113.8629,101.58,101.02,103.698,31.9195,47.2435,2.87E+11,0.027,0.8045,101.27,17.6035,0.0353,18.2332,3.9253,,,,,,,,
7/22/2014,102.47,12.4946,2.75E+11,6554213,2.7325,116.3971,102.54,101.78,103.373,56.4197,50.3977,2.90E+11,0.0285,0.8054,102.47,17.2232,0.0389,17.8393,3.8405,0.0476,,,,,,,
7/23/2014,102.19,12.5155,2.75E+11,4815975,2.74,115.8058,102.93,101.8832,102.988,50.1083,49.6807,2.89E+11,0.0277,0.8053,102.19,17.1905,0.0375,17.8055,3.8332,0.2428,,,,,,,
7/24/2014,102.2,12.5149,2.75E+11,5177227,2.7397,115.8269,102.73,102.02,102.628,50.4055,49.7071,2.89E+11,0.0287,0.8039,102.2,17.2353,0.0383,17.8518,3.8432,-0.1276,,,,,,,
7/25/2014,102.11,12.5216,2.74E+11,3952062,2.7421,115.6369,102.4,101.8,102.329,46.6536,49.4652,2.89E+11,0.0287,0.8037,102.11,17.1767,0.0384,17.7912,3.8302,0.3324,,,,,,,
7/28/2014,102.11,12.731,2.74E+11,4634905,2.7421,115.6369,102.4,101.66,102.002,46.6536,49.4652,2.89E+11,0.0282,0.8023,102.11,17.3299,0.0423,17.9498,3.8643,,,,,,,,
7/29/2014,101.96,12.7423,2.74E+11,6058738,2.7462,115.3201,102.51,101.69,101.87,36.473,49.0395,2.88E+11,0.0285,0.802,101.96,17.1957,0.0437,17.8108,3.8344,0.0235,,,,,,,
7/30/2014,102.3,12.7167,2.75E+11,5995785,2.737,116.0381,102.85,101.81,101.878,63.5309,50.0475,2.89E+11,0.0291,0.802,102.3,17.3936,0.0432,18.0158,3.8785,0.228,,,,,,,
7/31/2014,100.09,13.2551,2.69E+11,9142218,2.7975,111.371,101.84,100.05,101.85,12.3294,44.1722,2.83E+11,0.0272,0.8063,100.09,17.4073,0.0432,18.03,3.8816,-0.2414,,,,,,,
8/1/2014,99.9,13.2956,2.67E+11,8610725,2.8028,110.9698,100.41,98.8,101.66,11.1686,43.7158,2.82E+11,0.0263,0.8068,99.9,17.3161,0.0414,17.9356,3.8612,0.2421,,,,,,,
8/4/2014,100.16,13.4611,2.68E+11,6790846,2.7955,111.5188,100.375,99.315,101.549,25.5551,44.5272,2.82E+11,0.0295,0.8067,100.16,17.5071,0.0421,18.1334,3.9038,,,,,,,,
8/5/2014,99.82,13.4889,2.67E+11,6230883,2.805,110.8008,100.24,99.55,101.284,19.3941,43.6755,2.82E+11,0.0302,0.8058,99.82,17.5553,0.0408,18.1833,3.9146,0.0133,,,,,,,
8/6/2014,100.71,13.4165,2.70E+11,7412322,2.7803,112.6803,100.83,99.6,101.136,58.592,46.4494,2.84E+11,0.0319,0.8056,100.71,17.409,0.039,18.0318,3.882,0.399,,,,,,,
8/7/2014,99.93,13.4805,2.67E+11,7417911,2.802,111.0331,101.19,99.58,100.909,35.7425,44.4641,2.82E+11,0.0333,0.8078,99.93,17.6723,0.0434,18.3045,3.9407,0.3985,,,,,,,
8/8/2014,101.08,13.3875,2.71E+11,5619629,2.7701,113.4617,101.15,99.77,100.806,65.4983,47.8629,2.85E+11,0.0338,0.8087,101.08,17.7171,0.0431,18.3509,3.9506,0.0152,,,,,,,
8/11/2014,101.16,13.4041,2.71E+11,5706553,2.7679,113.6306,101.78,101.01,100.711,67.0886,48.0915,2.85E+11,0.0336,0.8084,101.16,17.7601,0.0432,18.3954,3.9602,0.0145,,,,,,,
8/12/2014,100.63,13.4471,2.69E+11,4577733,2.7825,112.5114,101.22,100.31,100.578,46.0125,46.6884,2.84E+11,0.0326,0.8086,100.63,17.9287,0.0443,18.5701,3.9978,0.2238,,,,,,,
8/13/2014,101.74,13.3575,2.72E+11,4563748,2.7521,114.8555,101.95,101.15,100.522,72.8285,49.8579,2.87E+11,0.0337,0.8096,101.74,17.7412,0.0412,18.3758,3.956,0.2634,,,,,,,
8/14/2014,102.02,12.962,2.73E+11,5239445,2.7446,115.4468,102.05,101.5,100.715,77.1273,50.6239,2.88E+11,0.0331,0.8096,102.02,17.7635,0.0418,18.399,3.961,0.3019,,,,,,,
8/15/2014,101.17,13.0281,2.71E+11,6986145,2.7676,113.6518,102.44,100.8,100.842,44.8306,48.3064,2.85E+11,0.0324,0.8098,101.17,17.7997,0.0421,18.4364,3.9691,,,,,,,,
8/18/2014,102.7,13.076,2.75E+11,5981073,2.7264,116.8828,102.72,101.75,101.096,74.1063,52.3668,2.90E+11,0.0372,0.8133,102.7,17.7618,0.0409,18.3972,3.9606,-0.035,,,,,,,
8/19/2014,102.96,13.056,2.76E+11,5670017,2.7195,117.4319,102.96,102.02,101.41,77.1915,53.0156,2.90E+11,0.0369,0.8131,102.96,17.7153,0.04,18.3491,3.9503,0.4255,,,,,,,
8/20/2014,103.21,13.0371,2.77E+11,5183142,2.7129,117.9599,103.3,102.7,101.66,80.5363,53.6436,2.91E+11,0.037,0.8131,103.21,17.8496,0.0427,18.4881,3.9802,0.0602,,,,,,,
8/21/2014,104.19,12.9646,2.79E+11,8357633,2.6874,120.0294,104.42,103.33,102.086,89.5485,56.0272,2.94E+11,0.0376,0.8139,104.19,17.7859,0.0418,18.4222,3.966,0.0154,,,,,,,
8/22/2014,103.1,13.0471,2.76E+11,5076573,2.7158,119.2058,104.03,102.97,102.288,50.5211,52.8977,2.91E+11,0.0359,0.8146,103.1,17.8547,0.0435,18.4935,3.9813,,,,,,,,
8/25/2014,103.23,13.161,2.77E+11,3678216,2.7124,119.4822,103.81,103.09,102.495,54.0999,53.2201,2.91E+11,0.0358,0.8166,103.23,17.8685,0.0441,18.5077,3.9844,0.191,,,,,,,
8/26/2014,103.44,13.145,2.77E+11,3512447,2.7069,119.9287,103.72,103.17,102.776,60.9447,53.7491,2.92E+11,0.036,0.8167,103.44,17.9683,0.0442,18.6111,4.0067,0.3218,,,,,,,
8/27/2014,103.22,12.8498,2.77E+11,4786441,2.7127,119.461,103.72,102.91,102.924,49.3744,53.0983,2.91E+11,0.0355,0.8167,103.22,17.9046,0.0384,18.5451,3.9925,0.3505,,,,,,,
8/28/2014,102.95,12.87,2.76E+11,3485694,2.7198,118.8869,103.19,102.71,103.017,36.5874,52.2945,2.90E+11,0.0351,0.8168,102.95,17.8616,0.0387,18.5006,3.9829,0.8229,,,,,,,
8/29/2014,103.73,12.812,2.78E+11,5287778,2.6993,120.5453,103.76,103.0069,103.273,70.1201,54.3593,2.93E+11,0.0366,0.8172,103.73,18.0664,0.041,18.7127,4.0285,0,,,,,,,
9/2/2014,103.36,12.9182,2.77E+11,4644820,2.709,119.7586,103.7097,103.02,103.339,50.9496,53.2288,2.92E+11,0.0358,0.818,103.36,17.9907,0.0395,18.6343,4.0117,0.1165,,,,,,,
9/3/2014,103.76,12.8887,2.78E+11,4725840,2.6985,120.6091,104.1,103.54,103.419,66.0162,54.2919,2.93E+11,0.0366,0.8178,103.76,17.9958,0.0412,18.6396,4.0128,0.0682,,,,,,,
9/4/2014,103.84,12.9006,2.78E+11,6147742,2.6965,120.7792,104.1,103.76,103.482,68.8835,54.5059,2.93E+11,0.0369,0.8177,103.84,18.0199,0.045,18.6646,4.0182,0.0073,,,,,,,
9/5/2014,104.42,12.86,2.80E+11,5750803,2.6815,122.0123,104.42,103.34,103.505,83.7729,56.0488,2.94E+11,0.0371,0.8179,104.42,18.2195,0.0453,18.8713,4.0627,0.119,,,,,,,
9/8/2014,104.05,12.9594,2.79E+11,4900319,2.691,121.2257,104.58,103.83,103.6,57.4621,54.8218,2.93E+11,0.0363,0.8237,104.05,18.2729,0.0459,18.9266,4.0746,,,,,,,,
9/9/2014,103.8,12.9778,2.78E+11,6006566,2.6975,120.6941,104.4,103.55,103.657,43.5875,53.9956,2.93E+11,0.0368,0.8233,103.8,18.4725,0.0452,19.1333,4.1191,0.116,,,,,,,
9/10/2014,104.99,12.905,2.82E+11,7406861,2.6669,123.2242,105.34,103.96,103.812,79.2906,57.1738,2.96E+11,0.0384,0.824,104.99,18.5826,0.0481,19.2474,4.1437,0.2221,,,,,,,
9/11/2014,104.55,12.9267,2.80E+11,4835853,2.6781,122.2887,104.89,104.0999,103.945,58.6896,55.7019,2.95E+11,0.0378,0.8241,104.55,18.5637,0.0456,19.2278,4.1394,0.3923,,,,,,,
9/12/2014,104.58,12.9251,2.80E+11,5931020,2.6774,122.3525,104.805,103.96,104.108,59.7589,55.7822,2.95E+11,0.0393,0.8235,104.58,18.4914,0.0456,19.1529,4.1233,0.1852,,,,,,,
9/15/2014,104.72,12.9768,2.81E+11,4525564,2.6738,122.6502,104.91,104.35,104.207,65.9317,56.1658,2.95E+11,0.0419,0.8243,104.72,18.6945,0.0457,19.3632,4.1686,,,,,,,,
9/16/2014,105.88,12.9174,2.84E+11,6081537,2.6445,125.1165,105.94,104.3,104.459,88.2786,59.1994,2.99E+11,0.0428,0.8253,105.88,18.4295,0.0466,19.0887,4.1095,0.4308,,,,,,,
9/17/2014,106.19,12.9018,2.85E+11,6627848,2.6368,125.7756,106.63,105.8,104.702,90.719,59.9654,2.99E+11,0.0432,0.8253,106.19,18.0103,0.0469,20.698,4.0588,0.9127,,,,,,,
9/18/2014,107.35,12.8458,2.88E+11,6628840,2.6083,128.242,107.41,106.03,105.053,95.7203,62.6776,3.03E+11,0.0434,0.8264,107.35,18.0103,0.0469,20.698,4.0588,0.3082,,27.3144,6515999744,1.9415,25.7161,19.6344,16.6202
9/19/2014,107.99,12.8143,2.90E+11,13033621,2.5928,129.6027,108.37,107.62,105.41,97.0402,64.0671,3.05E+11,0.0447,0.8262,107.99,17.9162,0.0443,20.5898,4.0375,0.0962,,,,,,,
9/22/2014,107.88,12.8353,2.90E+11,5790392,2.5955,129.3688,108.25,107.775,105.793,89.8925,63.6458,3.04E+11,0.0444,0.8254,107.88,17.9246,0.0451,20.5994,4.0394,0.0375,,,,,,,
9/23/2014,107.46,12.8559,2.89E+11,8108322,2.6056,128.4758,108.1,107.19,106.159,63.2219,62.0346,3.03E+11,0.0444,0.8254,107.46,17.5395,0.0468,20.1569,3.9527,0.2199,,,,,,,
9/24/2014,108.64,12.7985,2.92E+11,5892456,2.5773,130.9847,108.77,107.34,106.524,83.6567,64.6365,3.06E+11,0.0452,0.8263,108.64,17.4638,0.046,20.0699,3.9356,0.3754,,,,,,,
9/25/2014,107.1,12.8746,2.88E+11,5691811,2.6144,127.7104,108.55,107.07,106.779,40.0711,59.1624,3.02E+11,0.0419,0.8313,107.1,17.6791,0.0461,20.3173,3.9841,0.6683,,,,,,,
9/26/2014,107.1,12.8746,2.84E+11,4467569,2.6144,127.7104,107.49,106.2,107.031,40.0711,59.1624,3.02E+11,0.0408,0.8296,107.1,17.6337,0.0434,20.2651,3.9739,0.7608,,,,,,,
9/29/2014,106.54,12.9017,2.83E+11,6581602,2.6281,126.5198,106.65,106.04,107.213,28.0949,57.2748,3.00E+11,0.0409,0.832,106.54,17.2183,0.0461,19.7878,3.8803,0.0881,,,,,,,
9/30/2014,106.59,12.8992,2.83E+11,6822524,2.6269,126.6261,107.2099,106.45,107.284,30.8623,57.4003,3.01E+11,0.0413,0.8318,106.59,17.6421,0.0406,20.2748,3.9758,0.0831,,,,,,,
10/1/2014,104.3,13.5395,2.76E+11,12267373,2.6846,121.7572,106.28,103.95,107.095,8.4692,50.3859,2.94E+11,0.0385,0.8364,104.3,17.1662,0.046,19.7278,3.8685,-0.6391,,,,,,,
10/2/2014,103.85,13.5757,2.75E+11,7566157,2.6962,120.8004,104.54,103.25,106.745,6.977,49.1646,2.93E+11,0.0382,0.8365,103.85,17.0232,0.0456,19.5636,3.8363,0.0833,,,,,,,
10/3/2014,105.13,13.4784,2.79E+11,6856127,2.6634,123.5219,105.19,104.13,106.459,46.8969,52.549,2.96E+11,0.0393,0.8377,105.13,16.6684,0.049,19.1558,3.7563,-0.9071,,,,,,,
10/6/2014,104.86,13.6093,2.78E+11,5016549,2.6702,122.9478,106,104.365,106.157,41.2904,51.7965,2.96E+11,0.0384,0.8382,104.86,16.3136,0.0402,18.748,3.6764,0,,,,,,,
10/7/2014,102.39,14.129,2.71E+11,8409384,2.7346,117.6963,104.46,102.34,105.65,15.6374,45.615,2.89E+11,0.0354,0.8436,102.39,16.5154,0.0422,18.9799,3.7219,0.8091,,,,,,,
10/8/2014,104.91,13.9291,2.78E+11,8336957,2.669,123.0542,105.03,102.0401,105.277,56.7546,51.6989,2.96E+11,0.0371,0.8485,104.91,16.2749,0.0358,18.7036,3.6677,0.2825,,,,,,,
10/9/2014,102.08,14.788,2.70E+11,10677257,2.7429,117.0372,104.86,101.79,104.775,31.1665,45.7528,2.88E+11,0.036,0.8528,102.08,16.5978,0.0293,19.0746,3.7404,0.0607,,,,,,,
10/10/2014,101.23,14.8609,2.68E+11,9988521,2.766,115.2299,102.53,101.23,104.188,25.9046,44.1742,2.85E+11,0.0357,0.853,101.23,16.6818,0.0227,19.1713,3.7594,-0.0483,,,,,,,
10/13/2014,99.12,15.3376,2.62E+11,10341254,2.8249,110.7438,101.46,99.02,103.446,15.9056,40.5789,2.80E+11,0.0337,0.8564,99.12,16.8769,0.0249,19.3954,3.8033,,,,,,,,
10/14/2014,97.01,14.4438,2.56E+11,20808276,2.8863,106.2576,100.9,95.34,102.488,10.0733,37.4276,2.74E+11,0.0291,0.8558,97.01,17.0215,0.027,19.5616,3.8359,0.3622,,,,,,,
10/15/2014,98.21,14.3423,2.59E+11,21905946,2.851,108.809,98.72,95.1,101.879,31.5006,40.1615,2.77E+11,0.0331,0.8516,98.21,17.2586,0.0259,19.8341,3.8894,0.0157,,,,,,,
10/16/2014,96.78,14.8666,2.55E+11,14575531,2.8932,105.7686,98,96.5,101.172,22.0915,38.1089,2.73E+11,0.0292,0.8504,96.78,17.3427,0.0258,19.9308,3.9083,0.3767,,,,,,,
10/17/2014,98.7,14.7003,2.61E+11,12281405,2.8369,109.8508,99.15,97.31,100.529,51.355,42.2113,2.78E+11,0.0275,0.8518,98.7,17.5008,0.031,20.1124,3.9439,0.4083,,,,,,,
10/20/2014,99.2,14.6595,2.62E+11,7991982,2.8226,110.9138,99.2,98.32,99.963,57.5791,43.2251,2.80E+11,0.0218,0.8547,99.2,17.6219,0.0314,20.2516,3.9712,0.0325,,,,,,,
10/21/2014,100.36,14.5632,2.65E+11,7288282,2.79,113.3802,100.38,99.34,99.76,70.6484,45.5189,2.83E+11,0.0212,0.8528,100.36,17.7514,0.0348,20.4004,4.0004,0.2024,,,,,,,
10/22/2014,101.22,14.493,2.68E+11,9364649,2.7663,115.2087,101.79,100.52,99.391,78.1385,47.1564,2.85E+11,0.0243,0.8499,101.22,18.0002,0.036,20.6864,4.0565,0.3858,,,,,,,
10/23/2014,102.63,14.3832,2.72E+11,7570675,2.7282,118.2065,102.98,101.94,99.446,86.568,49.7195,2.89E+11,0.0253,0.8506,102.63,18.1247,0.0364,20.8294,4.0845,0.5377,,,,,,,
10/24/2014,103.13,14.3439,2.73E+11,5973242,2.715,119.2696,103.29,102.2056,99.636,88.8541,50.5985,2.91E+11,0.0252,0.8505,103.13,18.0709,0.0363,20.7676,4.0724,0.1135,,,,,,,
10/27/2014,104.07,14.1603,2.76E+11,7044535,2.6905,121.2682,104.24,103.035,100.131,92.4687,52.2228,2.94E+11,0.0276,0.8496,104.07,18.2659,0.0406,20.9918,4.1164,,,,,,,,
10/28/2014,104.79,14.1056,2.78E+11,10347753,2.672,122.799,104.8,103.56,100.909,94.5131,53.436,2.96E+11,0.0271,0.8489,104.79,18.2996,0.0402,21.0304,4.1239,0.1245,,,,,,,
10/29/2014,105.56,14.048,2.80E+11,8188368,2.6525,124.4361,105.56,104.86,101.644,96.1776,54.7084,2.98E+11,0.0288,0.8484,105.56,18.3315,0.0399,21.0671,4.1311,0.2317,,,,,,,
10/30/2014,107.04,13.7857,2.82E+11,9068343,2.6158,127.5828,107.05,104.91,102.67,97.961,57.0423,3.00E+11,0.0304,0.8497,107.04,18.1953,0.0417,20.9106,4.1005,0.0898,,,,,,,
10/31/2014,107.78,13.7328,2.84E+11,10803709,2.5979,129.1562,108.18,107.26,103.578,98.4895,58.1576,3.02E+11,0.03,0.849,107.78,18.2996,0.0436,21.0304,4.1239,0.0848,,,,,,,
11/3/2014,107.46,13.4961,2.83E+11,7084618,2.6056,128.4758,108.12,106.75,104.404,84.3132,57.4899,3.01E+11,0.0302,0.8486,107.46,18.3147,0.0435,21.0478,4.1274,,,,,,,,
11/4/2014,108.62,13.4153,2.86E+11,9349214,2.5778,130.9422,108.73,107.34,105.23,91.2003,59.2445,3.04E+11,0.0329,0.8474,108.62,18.2878,0.0429,21.0169,4.1213,0.1934,,,,,,,
11/5/2014,108.82,13.4015,2.87E+11,6966795,2.5731,131.3674,109.26,107.95,105.99,92.0976,59.5424,3.05E+11,0.0324,0.847,108.82,18.3416,0.0437,21.0787,4.1334,0.4365,,,,,,,
11/6/2014,109.01,13.3875,2.87E+11,6200277,2.5686,131.7714,109.32,108.55,106.628,93.1002,59.8309,3.05E+11,0.0327,0.8475,109.01,18.1886,0.0409,20.9029,4.0989,0.1794,,,,,,,
11/7/2014,108.2,13.4434,2.85E+11,6652571,2.5878,130.0492,109.03,107.92,107.135,51.3999,58.0067,3.03E+11,0.0287,0.8532,108.2,18.2121,0.0333,20.9299,4.1042,0.0152,,,,,,,
11/10/2014,108.82,13.2001,2.87E+11,7573288,2.5731,131.3674,108.92,107.2,107.61,67.9051,58.9966,3.05E+11,0.0298,0.8531,108.82,18.3013,0.0334,21.0323,4.1243,,,,,,,,
11/11/2014,108.91,13.194,2.87E+11,6229047,2.5709,131.5587,109.4,108.55,108.022,70.1151,59.1412,3.05E+11,0.0298,0.8531,108.91,18.2895,0.0335,21.0188,4.1217,0.3553,,,,,,,
11/12/2014,108.75,13.2049,2.87E+11,4895939,2.5747,131.2186,109,108.3862,108.341,59.238,58.76,3.04E+11,0.0295,0.8531,108.75,18.192,0.0287,20.9067,4.0997,0.4304,,,,,,,
11/13/2014,109.07,13.1842,2.88E+11,4859955,2.5672,131.8989,109.49,108.5,108.544,72.1836,59.3027,3.05E+11,0.0299,0.8531,109.07,18.1381,0.0284,20.8449,4.0876,0.0508,,,,,,,
11/14/2014,108.16,13.2462,2.85E+11,5650746,2.5888,129.9641,109.06,108.01,108.582,30.6548,57.0925,3.03E+11,0.0264,0.8561,108.16,17.9733,0.0241,20.6555,4.0504,0.2874,,,,,,,
11/17/2014,108.3,13.0564,2.85E+11,5232983,2.5854,130.2618,108.69,107.61,108.666,38.7825,57.3455,3.03E+11,0.0293,0.864,108.3,17.9431,0.0237,20.6207,4.0436,-0.2364,,,,,,,
11/18/2014,108.83,13.0205,2.87E+11,5407151,2.5728,131.3887,109.06,107.72,108.687,63.2451,58.3083,3.05E+11,0.0294,0.8641,108.83,18.0288,0.0244,20.7193,4.0629,0.2732,,,,,,,
11/19/2014,108.76,13.0252,2.87E+11,5217829,2.5745,131.2398,108.81,108.1,108.681,58.6055,58.129,3.04E+11,0.0295,0.8641,108.76,18.2037,0.0284,20.9203,4.1023,0.0615,,,,,,,
11/20/2014,108.18,13.0637,2.85E+11,8090667,2.5883,130.0067,108.57,107.69,108.598,30.6555,56.6365,3.03E+11,0.027,0.8638,108.18,18.1667,0.0262,20.8777,4.094,-0.252,,,,,,,
11/21/2014,107.86,13.2874,2.84E+11,8417378,2.596,130.8146,108.73,107.62,108.564,21.9802,55.8185,3.02E+11,0.0263,0.8631,107.86,18.2475,0.0261,20.9705,4.1122,0.0307,,,,,,,
11/24/2014,106.88,13.2704,2.81E+11,9097994,2.6198,128.7174,108.23,106.64,108.37,9.5566,53.3761,2.99E+11,0.0269,0.8657,106.88,18.1146,0.0233,20.8178,4.0823,,,,,,,,
11/25/2014,106.7,13.2831,2.81E+11,7367894,2.6242,128.3323,107.19,106.7,108.149,8.2689,52.936,2.99E+11,0.0267,0.8658,106.7,18.0877,0.0214,20.7869,4.0762,0.0461,,,,,,,
11/26/2014,107.21,13.2472,2.82E+11,5503702,2.6117,129.4236,107.25,106.6,107.995,41.671,54.0466,3.00E+11,0.0272,0.8659,107.21,18.2475,0.0241,20.9705,4.1122,0.3784,,,,,,,
11/28/2014,108.25,13.1775,2.85E+11,5881239,2.5866,131.6492,108.82,107.33,107.913,72.4058,56.2256,3.03E+11,0.0295,0.8647,108.25,18.2491,0.0237,20.9724,4.1126,0.0503,,,,,,,
12/1/2014,108.03,13.0862,2.85E+11,5638779,2.5919,131.1784,108.813,107.35,107.9,62.0339,55.6482,3.02E+11,0.0292,0.865,108.03,18.1701,0.0216,20.8816,4.0948,0.4885,,,,,,,
12/2/2014,108.51,13.0532,2.86E+11,6184380,2.5804,132.2056,108.53,107.5,107.921,74.1517,56.6529,3.04E+11,0.029,0.8649,108.51,17.8657,0.0228,20.5318,4.0262,,,,,,,,
12/3/2014,107.72,13.1076,2.84E+11,8957411,2.5993,130.515,108.99,107.65,107.81,41.4728,54.5489,3.02E+11,0.027,0.864,107.72,17.9464,0.0228,20.6246,4.0444,0.1425,,,,,,,
12/4/2014,107.56,13.1187,2.83E+11,6813598,2.6032,130.1726,108.3,107.38,107.69,36.5758,54.1277,3.01E+11,0.026,0.8643,107.56,17.5613,0.0263,20.182,3.9576,-0.0838,,,,,,,
12/5/2014,108.51,13.0714,2.86E+11,6449739,2.5804,132.2056,108.74,107.221,107.723,69.0857,56.2047,3.04E+11,0.0274,0.8645,108.51,17.4823,0.0243,20.0912,3.9398,-0.0418,,,,,,,
12/8/2014,108.52,12.8468,2.86E+11,6500735,2.5802,132.227,108.88,108.1405,107.789,69.3339,56.2263,3.04E+11,0.0281,0.8632,108.52,17.2805,0.0238,19.8593,3.8943,,,,,,,,
12/9/2014,108.05,12.8788,2.85E+11,7214300,2.5914,131.2212,108.47,106.89,107.906,44.2745,54.9106,3.02E+11,0.0272,0.8634,108.05,17.5008,0.0263,20.1124,3.9439,,,,,,,,
12/10/2014,106.24,13.3267,2.80E+11,9416414,2.6355,127.3479,107.96,106.15,107.86,14.3384,50.2283,2.97E+11,0.0262,0.8652,106.24,17.9616,0.0197,20.642,4.0478,-0.0157,,,,,,,
12/11/2014,106.72,13.2922,2.81E+11,7114640,2.6237,128.375,107.305,105.36,107.811,32.4949,51.366,2.99E+11,0.026,0.865,106.72,17.7497,0.016,20.3985,4,0.5063,,,,,,,
12/12/2014,104.43,13.4604,2.75E+11,8334704,2.6812,123.4746,106.87,104.39,107.429,12.9111,46.1586,2.92E+11,0.0244,0.869,104.43,17.9498,0.0192,20.6284,4.0451,-0.5123,-0.0219,,,,,,
12/15/2014,103.96,13.3118,2.73E+11,12110559,2.6933,122.4688,105.06,103.63,107.022,10.8905,45.186,2.91E+11,0.0246,0.8715,103.96,17.5361,0.01,20.153,3.9519,0.4266,-0.0319,,,,,,
12/16/2014,102.76,13.402,2.70E+11,10212440,2.7248,119.9009,105.21,102.5,106.447,6.8093,42.8039,2.88E+11,0.0235,0.8727,102.76,17.5882,0.0114,20.2129,3.9636,0.0431,0.0699,,,,,,
12/17/2014,104.07,13.3037,2.74E+11,10207637,2.6905,122.7042,104.49,102.7,106.082,42.2488,46.0178,2.91E+11,0.023,0.8706,104.07,17.5938,0.0104,20.126,3.9973,0.1573,0.0051,,,,,,
12/18/2014,106.81,13.3728,2.81E+11,11756825,2.6215,128.5676,106.82,104.74,106.007,73.6671,51.8695,2.99E+11,0.0254,0.8773,106.81,17.5938,0.0104,20.126,3.9973,0.3014,0.0131,25.0616,4778999808,1.7608,13.8107,18.7506,21.1949
12/19/2014,105.55,13.4639,2.78E+11,19154418,2.6528,125.8713,107.39,105.5,105.711,53.5659,49.3259,2.95E+11,0.0222,0.8761,105.55,17.639,0.009,20.1777,4.0076,-0.0502,-0.0042,,,,,,
12/22/2014,106.74,13.1169,2.81E+11,8124539,2.6232,128.4178,106.83,105.67,105.533,66.5113,51.6428,2.99E+11,0.0244,0.8771,106.74,17.644,0.01,20.1835,4.0087,0.6036,0.0003,,,,,,
12/23/2014,104.28,13.8789,2.74E+11,10181076,2.6851,123.1536,106.91,103.92,105.156,35.6728,47.0431,2.92E+11,0.0196,0.8765,104.28,17.5117,0.01,20.0321,3.9786,,0.8006,,,,,,
12/24/2014,104.59,13.8549,2.75E+11,3420184,2.6771,123.817,105.33,104.38,104.991,40.8563,47.6509,2.93E+11,0.0202,0.8764,104.59,17.5034,-0.0003,20.0226,3.9767,0.103,0.0185,,,,,,
12/26/2014,105.06,13.8169,2.80E+11,2951001,2.6651,124.8227,105.69,104.69,104.825,50.0161,48.5766,2.94E+11,0.0192,0.8774,105.06,17.3811,-0.0045,19.8827,3.949,0.3655,0.0711,,,,,,
12/29/2014,105.33,13.539,2.81E+11,4273424,2.6583,125.4005,105.69,104.61,104.915,55.9013,49.1114,2.95E+11,0.0204,0.8796,105.33,17.2957,-0.0044,19.785,3.9296,-0.0604,-0.1207,,,,,,
12/30/2014,105.36,13.5367,2.81E+11,4371735,2.6576,125.4647,105.8,105.06,105.055,56.75,49.1722,2.95E+11,0.0212,0.879,105.36,17.6775,-0.0064,20.2218,4.0163,0.0826,0.0322,,,,,,
